SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS301EGRWQ____	-0.042	-0.008	-0.044	-0.005	-0.008	-0.004	-0.006	-0.006	-0.008	-0.009	-0.008	-0.010	-0.044	-0.011	-0.007	-0.045	-0.006	-0.008	-0.005	-0.044	-0.010	-0.010	-0.008	-0.006	-0.075	-0.043	-0.043	-0.043	-0.046	-0.010	-0.041	-0.042	-0.033	-0.064	-0.063	-0.062	-0.062	-0.062	-0.063	-0.063	-0.064	-0.064	-0.062	-0.065	-0.062	-0.062	-0.062	-0.064	-0.029	-0.064	-0.062	-0.063	-0.032	-0.033	-0.064	-0.064	-0.064	-0.032	-0.029	-0.062	-0.065	-0.065	-0.032	-0.033	0.669	0.702	0.684	0.702	0.702	0.703	0.702	0.702	0.701	0.702	0.702	0.701	0.683	0.699	0.701	0.684	0.685	0.701	0.702	0.683	0.685	0.685	0.702	0.702	0.669	0.668	0.667	0.683	0.684	0.701	0.669	0.669	-0.022	-0.055	0.690	2016_7_19_16_59_40
FLQS300VGRWQ____	0.081	0.116	0.081	0.082	0.083	0.082	0.083	0.081	0.081	0.082	0.083	0.082	0.082	0.081	0.082	0.081	0.082	0.082	0.082	0.113	0.048	0.081	0.082	0.115	0.082	0.081	0.081	0.082	0.081	0.081	0.083	0.081	-0.119	-0.087	-0.121	-0.121	-0.122	-0.119	-0.120	-0.121	-0.121	-0.120	-0.122	-0.121	-0.120	-0.121	-0.120	-0.122	-0.122	-0.122	-0.121	-0.124	-0.120	-0.089	-0.118	-0.123	-0.122	-0.122	-0.120	-0.120	-0.120	-0.122	-0.118	-0.119	0.099	0.100	0.100	0.100	0.101	0.100	0.101	0.101	0.100	0.100	0.101	0.100	0.100	0.100	0.100	0.100	0.101	0.101	0.100	0.117	0.084	0.084	0.099	0.117	0.100	0.100	0.100	0.100	0.100	0.101	0.099	0.099	0.084	-0.119	0.100	2016_7_19_16_59_41
FLQS300RGRWY____	-0.004	-0.034	-0.002	-0.001	-0.001	-0.001	-0.001	-0.000	0.031	-0.004	-0.001	-0.001	-0.003	-0.004	-0.004	-0.004	-0.000	0.000	0.031	-0.002	-0.001	-0.003	-0.004	-0.001	-0.002	-0.003	-0.004	-0.035	-0.004	-0.035	-0.035	-0.004	-0.011	-0.009	-0.009	-0.008	-0.008	-0.010	-0.008	-0.007	-0.011	-0.010	-0.008	-0.013	-0.007	-0.011	-0.010	-0.012	-0.008	-0.012	-0.009	-0.011	-0.014	0.028	-0.011	-0.008	-0.011	-0.011	-0.011	-0.009	-0.009	0.027	-0.010	-0.011	0.004	-0.013	0.004	0.004	0.003	0.004	0.004	0.004	0.021	0.003	0.003	0.006	0.002	0.004	0.003	0.003	0.005	0.006	0.020	0.004	0.006	-0.015	0.003	0.004	0.004	0.004	0.004	-0.012	0.002	-0.031	-0.012	0.004	-0.004	-0.008	0.002	2016_7_19_16_59_41
FLQS300LGRWQ____	-0.055	-0.018	-0.055	-0.050	-0.017	-0.051	-0.019	-0.017	-0.051	-0.021	-0.017	-0.052	-0.021	-0.021	-0.054	-0.055	-0.018	-0.018	-0.052	-0.055	-0.021	-0.055	-0.022	-0.018	-0.018	-0.055	-0.053	-0.019	-0.021	-0.022	-0.051	-0.055	-0.045	-0.081	-0.081	-0.081	-0.082	-0.081	-0.084	-0.081	-0.084	-0.084	-0.082	-0.085	-0.115	-0.081	-0.080	-0.118	-0.081	-0.085	-0.083	-0.118	-0.085	-0.084	-0.082	-0.082	-0.122	-0.083	-0.082	-0.082	-0.082	-0.083	-0.082	-0.045	-0.006	0.031	0.013	0.015	0.033	0.015	0.032	0.032	0.016	0.031	0.033	0.016	0.047	0.030	0.013	0.031	0.031	0.033	0.016	0.032	0.032	0.015	0.030	0.031	0.051	0.014	0.015	0.032	0.030	0.030	0.015	-0.006	-0.035	-0.085	0.024	2016_7_19_16_59_41
FLQS300LGRWM____	-0.018	-0.018	-0.051	-0.051	-0.017	-0.019	-0.016	-0.018	-0.017	-0.018	-0.017	-0.019	-0.051	-0.018	-0.017	-0.052	-0.016	-0.016	-0.019	-0.018	-0.019	-0.018	-0.019	-0.017	-0.018	-0.018	-0.050	-0.018	-0.050	-0.017	-0.014	-0.018	0.004	0.004	0.002	0.003	0.004	-0.029	0.037	0.004	0.003	0.004	0.004	0.005	-0.032	-0.032	0.004	-0.031	0.036	0.004	0.005	-0.033	0.003	-0.028	0.004	0.005	-0.030	0.004	0.003	-0.028	0.003	0.002	0.004	0.004	-0.094	-0.092	-0.108	-0.109	-0.092	-0.077	-0.108	-0.093	-0.092	-0.093	-0.092	-0.094	-0.092	-0.075	-0.093	-0.092	-0.108	-0.092	-0.093	-0.075	-0.093	-0.077	-0.093	-0.093	-0.077	-0.093	-0.109	-0.077	-0.108	-0.092	-0.091	-0.094	-0.024	-0.003	-0.093	2016_7_19_16_59_41
FLQS3009GRWQ____	0.003	0.004	0.005	0.034	0.004	0.004	0.005	0.003	0.002	0.004	0.004	0.004	0.005	0.001	0.003	0.003	0.007	0.004	0.004	0.005	0.004	0.003	0.004	0.004	0.005	0.003	0.006	0.005	0.004	0.004	0.003	0.003	0.016	0.015	0.017	0.014	0.013	0.048	0.048	0.015	0.015	0.015	0.013	0.015	0.014	0.054	0.015	0.054	0.048	0.014	0.016	0.049	0.016	0.048	0.015	0.015	0.014	0.049	0.015	0.048	0.050	0.047	0.016	0.016	-0.007	-0.005	-0.006	0.010	-0.005	-0.021	-0.021	-0.005	-0.007	-0.006	-0.005	-0.006	-0.004	-0.027	-0.006	-0.025	-0.020	-0.005	-0.006	-0.022	-0.006	-0.022	-0.006	-0.005	-0.005	-0.023	-0.005	-0.021	-0.023	-0.021	-0.006	-0.007	0.005	0.027	-0.011	2016_7_19_16_59_41
FLQS2F0LGRX5____	0.003	-0.000	-0.000	0.033	0.033	0.034	-0.000	0.000	-0.001	0.001	0.033	-0.002	0.003	0.001	-0.000	0.001	-0.002	-0.001	0.032	-0.000	-0.002	0.002	0.001	-0.001	-0.002	0.003	0.002	0.032	0.001	0.002	0.034	0.003	-0.052	-0.053	-0.054	-0.053	-0.053	-0.055	-0.018	-0.052	-0.024	-0.053	-0.053	-0.055	-0.053	-0.055	-0.054	-0.055	-0.055	-0.055	-0.054	-0.055	-0.054	-0.054	-0.053	-0.052	-0.054	-0.052	-0.054	-0.055	-0.054	-0.051	-0.055	-0.052	0.027	0.026	0.026	0.043	0.042	0.044	0.009	0.025	0.011	0.026	0.042	0.026	0.028	0.028	0.027	0.028	0.026	0.026	0.043	0.027	0.025	0.027	0.027	0.026	0.026	0.027	0.028	0.043	0.027	0.026	0.044	0.027	0.008	-0.052	0.029	2016_7_19_16_59_41
FLQS2EQUGRX5____	0.001	0.005	0.040	0.001	0.004	0.003	0.036	0.037	0.036	0.002	0.004	0.035	0.041	0.004	0.039	0.004	0.036	-0.000	0.001	0.004	0.036	0.043	-0.000	0.038	0.006	-0.000	0.003	0.005	0.043	0.040	-0.000	0.001	-0.022	-0.056	-0.060	-0.055	-0.058	-0.058	-0.056	-0.055	-0.056	-0.057	-0.058	-0.058	-0.058	-0.058	-0.058	-0.059	-0.057	-0.057	-0.057	-0.058	-0.057	-0.056	-0.056	-0.060	-0.056	-0.023	-0.059	-0.056	-0.056	-0.058	-0.055	-0.022	0.669	0.688	0.707	0.685	0.688	0.687	0.704	0.702	0.703	0.686	0.688	0.703	0.707	0.687	0.705	0.688	0.703	0.686	0.686	0.688	0.704	0.707	0.685	0.705	0.688	0.669	0.688	0.687	0.707	0.706	0.685	0.669	0.017	-0.054	0.693	2016_7_19_16_59_42
FLQS2DERGRX5____	0.117	0.079	0.116	0.080	0.080	0.081	0.119	0.080	0.078	0.117	0.080	0.079	0.116	0.082	0.116	0.117	0.118	0.078	0.080	0.115	0.078	0.082	0.117	0.119	0.077	0.117	0.116	0.081	0.117	0.082	0.081	0.117	-0.147	-0.148	-0.146	-0.147	-0.148	-0.146	-0.144	-0.147	-0.147	-0.146	-0.148	-0.147	-0.147	-0.147	-0.145	-0.147	-0.180	-0.147	-0.148	-0.149	-0.147	-0.146	-0.147	-0.147	-0.147	-0.146	-0.147	-0.147	-0.146	-0.146	-0.146	-0.147	0.805	0.786	0.804	0.787	0.787	0.786	0.804	0.787	0.786	0.804	0.787	0.786	0.804	0.787	0.804	0.805	0.821	0.785	0.787	0.805	0.785	0.787	0.805	0.806	0.786	0.804	0.804	0.787	0.804	0.787	0.787	0.805	0.097	-0.148	0.795	2016_7_19_16_59_42
FLQS2CKUGRX5	-0.005	-0.004	-0.005	-0.036	-0.004	-0.005	-0.004	-0.035	-0.004	-0.006	-0.004	-0.006	-0.004	-0.034	-0.004	-0.004	-0.003	-0.005	-0.005	-0.004	-0.006	-0.035	0.024	-0.003	-0.003	-0.005	-0.005	-0.004	-0.005	-0.034	0.026	-0.005	0.058	0.058	0.059	0.061	0.058	0.058	0.059	0.059	0.059	0.058	0.058	0.059	0.059	0.057	0.060	0.058	0.060	0.061	0.060	0.093	0.059	0.058	0.059	0.060	0.058	0.058	0.059	0.058	0.059	0.060	0.058	0.058	-0.032	-0.030	-0.032	-0.047	-0.031	-0.032	-0.032	-0.046	-0.031	-0.031	-0.031	-0.033	-0.031	-0.045	-0.032	-0.030	-0.031	-0.032	-0.032	-0.048	-0.032	-0.046	-0.016	-0.032	-0.031	-0.032	-0.031	-0.031	-0.032	-0.046	-0.016	-0.032	-0.007	0.060	-0.033	2016_7_19_16_59_42
FLQS2C9EGRX5____	0.012	0.044	0.042	0.011	0.011	0.012	0.043	0.011	0.012	0.012	0.011	0.010	0.011	0.011	0.012	0.012	0.011	0.042	0.011	0.011	0.043	0.011	0.012	0.009	0.044	0.011	0.011	0.042	0.011	0.011	0.011	0.012	0.017	0.050	0.049	0.047	0.048	0.046	0.017	0.049	0.049	0.048	0.048	0.016	0.049	0.049	0.047	0.049	0.049	0.050	0.046	0.050	0.017	0.049	0.047	0.014	0.048	0.017	0.048	0.047	0.049	0.015	0.047	0.017	-0.677	-0.677	-0.677	-0.692	-0.692	-0.692	-0.661	-0.693	-0.692	-0.692	-0.692	-0.677	-0.693	-0.693	-0.692	-0.693	-0.693	-0.678	-0.692	-0.693	-0.660	-0.693	-0.692	-0.676	-0.676	-0.677	-0.693	-0.677	-0.693	-0.676	-0.692	-0.677	0.018	0.040	-0.685	2016_7_19_16_59_42
FLQS2C6NGRX5____	-0.129	-0.126	-0.130	-0.127	-0.125	-0.127	-0.127	-0.126	-0.133	-0.098	-0.125	-0.133	-0.129	-0.165	-0.129	-0.130	-0.126	-0.134	-0.127	-0.131	-0.130	-0.131	-0.097	-0.093	-0.126	-0.097	-0.131	-0.127	-0.131	-0.132	-0.127	-0.129	0.013	0.011	0.010	0.013	0.047	0.013	0.012	0.011	0.011	0.013	0.047	0.013	0.010	0.011	0.011	0.011	0.012	0.013	0.012	0.011	0.012	0.012	0.012	0.010	0.046	0.011	0.011	0.011	0.011	0.012	0.012	0.013	-0.071	-0.068	-0.069	-0.069	-0.085	-0.069	-0.069	-0.068	-0.071	-0.054	-0.085	-0.071	-0.069	-0.088	-0.070	-0.070	-0.068	-0.072	-0.068	-0.070	-0.071	-0.070	-0.054	-0.052	-0.085	-0.054	-0.071	-0.069	-0.070	-0.071	-0.069	-0.071	-0.126	0.015	-0.070	2016_7_19_16_59_42
FLQS2BJ4GRX5____	0.051	0.051	0.051	0.051	0.050	0.050	0.017	0.049	0.050	0.051	0.050	0.052	0.021	0.050	0.049	0.019	0.051	0.051	0.050	0.051	0.050	0.050	0.048	0.050	0.018	0.051	0.052	0.019	0.018	0.049	0.052	0.051	0.011	0.010	0.011	0.048	0.011	0.009	0.011	0.010	0.010	0.090	0.011	0.090	0.051	0.009	0.012	0.009	0.053	0.050	0.011	0.050	0.011	0.047	0.013	0.010	0.010	0.010	-0.035	0.010	0.013	0.010	0.049	0.011	0.020	0.020	0.019	0.001	0.019	0.020	0.003	0.019	0.020	-0.018	0.019	-0.019	-0.015	0.020	0.019	0.005	-0.000	0.001	0.019	0.001	0.019	0.002	0.018	0.020	0.004	0.020	0.042	0.005	0.003	0.020	0.002	0.020	0.044	0.023	0.011	2016_7_19_16_59_42
FLQS224TGRWM____	0.192	0.193	0.192	0.194	0.194	0.194	0.195	0.165	0.197	0.165	0.194	0.197	0.194	0.164	0.164	0.194	0.195	0.195	0.165	0.225	0.196	0.193	0.196	0.195	0.192	0.192	0.194	0.193	0.194	0.193	0.193	0.192	-0.132	-0.132	-0.133	-0.132	-0.132	-0.133	-0.131	-0.132	-0.134	-0.132	-0.132	-0.137	-0.133	-0.133	-0.133	-0.133	-0.130	-0.136	-0.133	-0.096	-0.135	-0.132	-0.132	-0.132	-0.097	-0.132	-0.133	-0.133	-0.133	-0.133	-0.133	-0.132	-0.514	-0.513	-0.513	-0.513	-0.512	-0.512	-0.512	-0.528	-0.510	-0.527	-0.512	-0.509	-0.513	-0.528	-0.527	-0.512	-0.513	-0.511	-0.527	-0.515	-0.511	-0.513	-0.512	-0.512	-0.531	-0.514	-0.512	-0.512	-0.512	-0.513	-0.512	-0.514	0.190	-0.131	-0.515	2016_7_19_16_59_42
FLQS224LGRWM____	-0.001	-0.002	-0.004	-0.002	-0.002	-0.000	0.034	-0.003	0.000	0.000	-0.002	0.001	-0.002	-0.002	-0.001	-0.001	0.031	-0.001	-0.001	-0.001	0.001	-0.001	-0.001	-0.001	-0.003	-0.000	-0.001	-0.002	-0.003	-0.002	-0.002	-0.001	0.100	0.130	0.130	0.099	0.098	0.099	0.098	0.097	0.099	0.099	0.098	0.099	0.129	0.129	0.131	0.129	0.100	0.130	0.131	0.130	0.101	0.163	0.100	0.100	0.132	0.131	0.097	0.100	0.129	0.098	0.098	0.100	0.624	0.609	0.608	0.625	0.624	0.625	0.642	0.625	0.625	0.625	0.624	0.626	0.609	0.609	0.609	0.609	0.640	0.609	0.609	0.609	0.625	0.593	0.624	0.624	0.608	0.609	0.626	0.623	0.609	0.624	0.625	0.624	0.001	0.113	0.619	2016_7_19_16_59_43
FLQS200ZGRX8____	0.036	0.066	0.102	0.033	0.066	0.068	0.067	0.066	0.066	0.068	0.066	0.067	0.069	0.069	0.068	0.069	0.067	0.069	0.066	0.069	0.067	0.070	0.069	0.066	0.068	0.068	0.070	0.067	0.069	0.069	0.067	0.036	-0.076	-0.075	-0.076	-0.077	-0.077	-0.078	-0.075	-0.075	-0.076	-0.077	-0.077	-0.075	-0.076	-0.075	-0.076	-0.076	-0.076	-0.075	-0.077	-0.077	-0.075	-0.076	-0.075	-0.075	-0.075	-0.077	-0.077	-0.074	-0.077	-0.075	-0.077	-0.076	0.730	0.744	0.762	0.729	0.745	0.746	0.744	0.745	0.745	0.746	0.745	0.744	0.746	0.746	0.745	0.746	0.746	0.746	0.745	0.747	0.744	0.747	0.745	0.744	0.745	0.746	0.746	0.744	0.746	0.746	0.746	0.730	0.066	-0.076	0.744	2016_7_19_16_59_43
FLNS2037GRWV____	0.010	0.080	0.006	-0.025	0.009	0.009	0.008	0.080	0.045	0.008	0.009	0.047	0.006	0.007	0.008	0.006	0.007	0.010	0.008	0.007	0.047	0.009	0.009	0.040	0.040	0.011	0.007	0.008	0.007	0.008	0.010	0.010	-0.054	-0.016	-0.052	-0.018	-0.052	-0.053	-0.054	-0.015	-0.050	-0.054	-0.052	-0.051	-0.018	-0.019	-0.051	-0.017	-0.052	-0.052	-0.018	-0.018	-0.050	-0.054	-0.053	-0.052	-0.017	-0.053	-0.053	-0.050	-0.052	-0.053	-0.019	-0.054	0.706	0.722	0.702	0.671	0.705	0.705	0.704	0.721	0.721	0.705	0.705	0.722	0.687	0.686	0.704	0.686	0.704	0.705	0.687	0.687	0.722	0.705	0.704	0.720	0.702	0.705	0.703	0.703	0.704	0.704	0.688	0.706	0.017	-0.041	0.703	2016_7_19_16_59_43
