,Distance_X_LOGO_Battery_Left1,Distance_X_LOGO_Battery_Left2,Distance_X_LOGO_Battery_Left3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Left1,Distance_Y_LOGO_Battery_Left2,Distance_Y_LOGO_Battery_Left3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Left1,Angle_Battery_Left2,Angle_Battery_Left3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q2GRWV,-9.26291122128,-9.06180459398,-9.02778655752,-9.28692395289,-9.2679138737,-9.07681255124,-9.24690273353,-9.15385339851,-9.08281573415,-9.154853929,-8.96375260655,-9.38797753178,-9.12783960593,-9.23689742869,-8.92473191767,-8.89871812508,-8.86670114959,-9.22589159337,-9.19187355691,-9.01578019172,-9.31994145887,-9.39398071468,-9.00077223446,-8.76364650974,-9.00977700881,-9.14484862416,-9.29993084918,-9.18887196546,-9.23389583724,-9.6311064394,-9.08781838657,-9.18987249594,117.732665166,117.761667054,118.169693619,117.762667119,118.032684699,117.509650646,117.658660348,117.613657418,117.81367044,117.717664189,117.764667249,117.622658004,117.828671416,117.676661519,117.431645567,118.149692317,118.368706576,117.63365872,117.943678904,117.750666338,117.516651102,117.533652209,117.604656832,117.417644656,117.715664059,117.7746679,117.519651297,117.651659892,117.681661845,117.887675258,117.851672914,117.708663603,94.394,94.295,94.264,94.404,94.385,94.312,94.389,94.346,94.304,94.343,94.248,94.458,94.325,94.383,94.241,94.203,94.179,94.38,94.352,94.274,94.43,94.465,94.272,94.164,94.272,94.335,94.42,94.361,94.382,94.566,94.305,94.36
FLQS30PHGRWY,-9.33249708117,-9.19145934393,-9.09743418577,-9.29448691085,-9.28148343153,-9.26847995221,-9.05942401545,-9.20946416145,-8.89337958721,-9.22446817605,-9.08543097409,-9.03241678917,-9.26347861401,-9.29348664321,-8.97740206897,-8.99140581593,-8.88237664317,-9.36150484273,-9.38651153373,-9.02541491569,-9.33049654589,-9.40251581597,-9.13544435609,-8.83336352881,-8.96839966021,-9.08743150937,-9.48753856537,-9.13244355317,-9.30148878433,-9.59556747049,-9.23247031717,-9.26047781109,117.652795083,117.795851982,118.003934745,117.927904505,117.750834077,117.605776382,118.092970158,118.036947876,117.855875856,117.635788319,118.05395464,117.925903709,117.805855961,117.955915646,117.968920819,117.6447919,118.057956232,117.535748529,117.717820947,117.791850391,117.56375967,117.691810601,117.447713514,117.513739776,117.951914054,117.950913657,117.497733409,117.765840046,117.83986949,117.742830894,117.889889385,117.68780901,94.469,94.395,94.342,94.44,94.44,94.44,94.32,94.395,94.249,94.417,94.334,94.314,94.429,94.438,94.285,94.304,94.236,94.487,94.493,94.315,94.471,94.501,94.381,94.232,94.282,94.339,94.55,94.368,94.447,94.593,94.411,94.433
FLQS30NWGRWV,-9.11241204494,-8.96843713442,-9.06941953694,-9.25938643276,-9.12740943145,-9.24038974318,-9.15440472717,-8.8674547319,-9.05642180196,-8.99443260437,-8.99943173321,-9.13140873452,-8.97143661172,-9.20839531862,-8.7044831318,-8.89944915646,-8.72447964715,-9.08541674922,-9.24338922048,-8.94344149023,-8.96543765712,-8.9814348694,-8.98643399823,-8.76147320055,-8.70048382873,-8.63449532808,-9.01542894549,-9.03342580931,-9.27638347081,-9.3843646537,-8.95144009637,-9.0274268547,117.722232956,117.941224088,118.26221109,118.122216759,117.821228947,117.365247412,118.150215625,117.793230081,118.047219796,117.892226072,117.931224493,117.789230243,118.009221335,117.647235993,117.594238139,117.581238665,118.193213884,117.677234778,117.723232915,117.733232511,117.751231782,117.767231134,117.643236155,117.392246318,117.899225789,117.902225667,117.636236438,117.959223359,117.840228178,117.87722668,117.829228623,117.886226315,94.536,94.459,94.495,94.592,94.54,94.612,94.541,94.415,94.497,94.473,94.474,94.543,94.458,94.585,94.343,94.438,94.332,94.525,94.6,94.454,94.464,94.471,94.478,94.378,94.331,94.299,94.493,94.489,94.611,94.662,94.454,94.489
FLQS30MRGRWY,-9.47920665897,-9.21661920447,-9.06127166459,-9.43811472906,-9.30982772839,-9.30982772839,-9.28878064235,-9.31684342374,-9.24167525929,-9.31383669716,-9.30782324401,-8.99011246891,-9.4050407367,-9.44112145564,-8.94200484366,-9.20759902473,-9.15949139948,-9.38299140846,-9.42308109617,-9.30180979085,-9.4190721274,-9.49023132309,-9.16350036825,-8.85581201508,-9.05225148486,-9.19056090746,-9.33889275198,-9.15448018852,-9.49824926063,-9.61450935499,-9.24668647025,-9.34691068952,117.58858815,117.874572556,118.096560452,117.675583407,117.637585478,117.430596765,117.65058477,117.351601073,117.731580353,117.573588968,117.422597201,118.155557235,117.733580244,117.769578281,117.801576536,117.404598183,117.499593003,117.600587496,117.597587659,117.359600636,117.559589731,117.694582371,117.270605489,117.583588423,117.704581825,117.452595566,117.453595511,117.769578281,117.65058477,117.815575773,118.170556417,117.509592458,94.458,94.32,94.237,94.435,94.374,94.382,94.364,94.389,94.338,94.379,94.382,94.201,94.417,94.432,94.19,94.334,94.307,94.411,94.43,94.381,94.43,94.459,94.318,94.157,94.247,94.323,94.395,94.294,94.465,94.514,94.323,94.397
FLQS30MKGRWV,-9.5030742877,-9.1270713484,-9.28107255226,-9.29507266171,-9.09407109043,-9.39007340435,-9.2600723881,-9.21007199724,-8.95206998038,-9.16307162982,-8.89706955043,-9.02707056667,-9.31707283369,-9.28707259917,-8.84706915956,-8.98107020708,-8.74406835438,-9.3410730213,-9.38607337308,-9.21707205196,-9.31507281805,-9.51807440496,-8.95106997256,-8.76706853418,-8.90806963642,-9.02907058231,-9.24107223957,-9.12607134058,-9.35207310729,-9.64307538212,-9.22907214577,-9.26107239592,117.527967575,117.861967483,117.613967551,117.741967516,117.951967458,117.475967589,117.702967526,118.121967411,118.135967407,117.810967497,117.865967482,118.128967409,117.672967535,118.093967419,117.853967485,117.775967506,118.137967406,118.185967393,117.645967542,117.470967591,118.074967424,117.432967601,117.515967578,117.497967583,117.758967511,117.823967493,117.69196753,117.887967475,117.889967475,117.679967533,117.511967579,117.502967582,94.796,94.601,94.685,94.686,94.581,94.742,94.671,94.631,94.506,94.62,94.489,94.542,94.7,94.669,94.466,94.533,94.406,94.692,94.734,94.659,94.683,94.806,94.528,94.44,94.498,94.555,94.662,94.599,94.708,94.857,94.663,94.679
FLQS30MJGRWV,-9.32992041637,-9.24879938227,-8.97639294675,-9.34394133585,-9.21775306057,-9.32891892213,-9.37598915179,-9.0935677738,-9.1496514517,-9.22376202606,-9.16367237117,-9.21174409509,-9.44409076067,-9.29286512919,-8.86622857945,-8.99141536048,-9.06953191184,-9.42205788721,-9.33092191062,-8.97138547551,-9.37799214029,-9.57728949568,-9.02246168217,-8.82717030377,-8.92631823434,-9.16467386542,-9.36697570356,-9.3158994969,-9.35996524382,-9.47513708237,-9.29086214069,-9.04549604988,117.669196348,118.027257805,117.504168023,118.029258148,117.707202872,117.635190512,117.50816871,117.41215223,117.824222956,117.57418004,117.485164762,118.015255745,117.102099014,117.785216261,117.284130257,117.281129742,117.959246131,117.225120128,117.677197722,117.175111545,117.839225531,117.251124592,117.08809661,117.260126137,117.07009352,117.385147595,117.31613575,117.254125107,117.85622845,117.759211798,117.390148453,117.978249393,94.387,94.335,94.222,94.381,94.332,94.388,94.416,94.283,94.294,94.34,94.314,94.317,94.465,94.365,94.177,94.238,94.251,94.449,94.387,94.232,94.404,94.523,94.261,94.159,94.214,94.318,94.419,94.397,94.395,94.454,94.379,94.238
FLQS30MEGRWV,-9.07749380768,-8.81574828949,-8.91527130021,-8.91527130021,-8.83664812174,-9.01977046146,-8.82868628088,-8.78290569595,-8.77992000563,-8.64357348094,-8.77195816477,-8.91029514967,-8.94313774321,-9.04465121414,-8.39874687458,-8.79982460777,-8.75802494327,-8.97398987653,-9.08744610875,-8.8306767411,-9.08744610875,-9.13919807432,-8.70527774759,-8.45547499069,-8.53907431969,-8.56992645301,-9.06455581629,-8.80679121852,-9.10038410014,-9.02673707221,-8.79285799702,-8.87645732603,118.308529303,118.516530234,118.329529397,118.585530542,119.075532734,118.206528847,118.309529307,118.190528775,118.506530189,118.492530126,118.713531115,118.510530207,118.78853145,118.417529791,118.521530256,118.295529245,118.44652992,118.453529952,118.125528484,118.991532359,118.147528583,118.661530882,117.978527827,118.233528967,118.482530081,118.825531616,117.959527742,118.745531258,118.422529813,118.934532104,118.234528972,118.406529741,94.267,94.133,94.188,94.179,94.123,94.243,94.147,94.129,94.116,94.051,94.105,94.179,94.185,94.247,93.932,94.133,94.108,94.212,94.279,94.123,94.278,94.284,94.099,93.969,94.001,94.003,94.274,94.121,94.274,94.22,94.132,94.167
FLQS30LFGRWY,-9.30174764212,-9.34956129459,-9.13738821173,-9.38442541619,-9.49200613426,-9.31071270195,-9.34657294131,-9.30872046643,-9.24596504756,-9.17524068661,-9.19217468852,-9.19715527732,-9.50993625394,-9.06467161525,-9.02781525814,-8.94812583734,-9.10252409013,-9.38044094515,-9.4312429509,-9.11646973877,-9.41829342003,-9.59361014577,-9.21309316148,-8.85947135671,-9.16727174453,-9.35952247219,-9.32764670387,-9.09953573685,-9.32665058611,-9.50395954738,-9.2001436306,-9.34657294131,117.896950404,117.773927499,118.04597815,117.84494072,117.740921354,117.716916884,117.819936065,117.760925078,117.776928057,118.263018559,117.717917071,117.967963625,117.966963439,117.951960646,117.510878524,118.026974612,117.785929733,117.962962694,117.647904035,118.105989323,117.676909436,117.916954128,117.685911112,117.625899939,117.930956735,117.730919491,117.802932899,117.817935692,118.075983737,117.870945562,117.94295897,117.79993234,94.483,94.512,94.398,94.526,94.582,94.495,94.508,94.492,94.461,94.408,94.437,94.43,94.582,94.366,94.365,94.307,94.391,94.519,94.556,94.386,94.549,94.624,94.448,94.279,94.417,94.518,94.5,94.389,94.489,94.582,94.432,94.509
FLQS30KNGRWV,-9.3493491573,-9.26920042899,-9.114914127,-9.31728966598,-9.30025806121,-9.35936774834,-9.26519299258,-9.30226177942,-9.10088809954,-9.08385649478,-9.17202009592,-9.1159159861,-9.20508144634,-9.37239191669,-8.92856833368,-8.99168545722,-8.97164827514,-9.375397494,-9.35135287551,-9.03175982137,-9.34734543909,-9.35636217103,-9.08485835388,-8.90251999698,-8.92055346085,-9.22712234663,-9.44252205396,-8.94760365665,-9.37940493042,-9.43350532203,-9.35536031192,-9.27320786541,117.990393513,118.337368204,118.419362223,118.017391544,118.021391252,117.690415394,118.434361129,117.676416415,118.270373091,118.71334078,118.140382572,118.139382645,118.481357701,118.037390085,118.136382864,118.200378196,117.952396285,117.758410434,117.934397597,118.288371778,117.960395701,117.851403651,117.794407809,117.782408684,118.174380093,118.026390887,117.829405256,118.121383958,118.055388772,118.21937681,117.911399275,118.026390887,94.512,94.46,94.383,94.496,94.487,94.529,94.455,94.501,94.382,94.358,94.421,94.394,94.424,94.522,94.304,94.332,94.331,94.534,94.515,94.348,94.513,94.521,94.392,94.304,94.299,94.452,94.563,94.314,94.524,94.544,94.518,94.474
FLQS30K5GRWY,-9.12247195547,-8.98348000087,-9.14147085574,-8.94748208457,-9.25346437312,-9.31046107392,-9.15746992965,-9.13147143455,-9.06247542831,-8.99647924843,-8.66649834902,-9.0824742707,-9.23746529921,-9.21546657258,-9.10147317097,-9.09047380765,-8.60550187973,-9.39045644348,-9.36645783261,-8.88148590469,-9.24046512557,-9.2574641416,-8.87448630986,-8.75349331341,-8.94248237398,-8.59750234278,-9.41445505434,-8.91648387887,-9.21846639894,-9.39645609619,-9.25946402583,-9.23646535709,117.611042982,117.564031372,117.453003955,117.572033348,117.514019022,117.368983207,118.385234161,117.88511066,118.020144005,117.983134866,117.962129679,117.559030137,117.56803236,117.480010624,117.414994569,117.278960977,117.63504891,117.542025938,117.486012106,117.574033842,117.77508349,117.464006672,117.477009883,117.34797802,117.853102756,117.921119552,117.209943934,117.59803977,117.667056814,117.706066447,117.778084231,117.516019516,94.424,94.358,94.439,94.341,94.491,94.524,94.412,94.418,94.38,94.349,94.19,94.407,94.481,94.474,94.421,94.421,94.173,94.556,94.547,94.309,94.475,94.495,94.309,94.255,94.328,94.159,94.581,94.325,94.468,94.553,94.484,94.483
FLQS30K3GRWY,-9.0701178925,-9.2902178193,-9.24419692552,-9.35524734313,-9.2822141856,-9.33924007572,-9.27020873505,-9.22518829547,-9.09713015625,-9.40727096219,-9.2902178193,-9.1091356068,-9.38025869845,-9.35524734313,-9.05511107931,-9.29622054458,-9.14715286688,-9.37125461053,-9.41527459589,-9.21718466177,-9.31923099147,-9.48030411972,-9.0781215262,-8.90104113055,-9.14615241267,-9.27921282296,-9.43428322593,-9.13214605369,-9.35524734313,-9.59935817103,-9.35424688892,-9.32623417096,118.293018028,117.646045275,118.043028556,118.355015417,118.37701449,118.104025987,118.078027082,118.018029609,118.225020891,117.928033399,117.840037105,118.100026156,118.289018196,118.386014111,118.149024092,117.939032936,117.835037316,117.839037147,117.712042496,118.217021228,118.371014743,117.744041148,117.952032389,117.564048729,118.059027882,118.054028093,117.986030957,118.327016596,118.523008342,118.236020428,118.190022365,117.987030915,94.282,94.413,94.375,94.417,94.381,94.419,94.386,94.367,94.298,94.458,94.405,94.308,94.432,94.416,94.28,94.404,94.336,94.444,94.47,94.356,94.399,94.501,94.299,94.227,94.327,94.391,94.469,94.311,94.411,94.539,94.423,94.417
FLQS30K1GRWY,-8.84619507466,-8.76922817966,-9.17305448589,-8.9361563805,-9.17105534576,-9.17305448589,-8.90916798875,-8.66727203303,-9.0531060781,-8.85818991544,-8.86518690589,-8.67226988336,-8.70925397576,-8.74024064777,-8.56831459661,-8.49634555193,-8.46335973979,-9.13307168329,-8.84819421479,-8.53632835453,-8.97114133277,-8.98913359394,-8.79221829115,-8.56031803609,-8.74323935797,-8.94715165121,-8.87118432628,-8.77122731979,-9.18904760693,-9.30699687459,-8.94915079134,-8.95814692193,118.068124106,118.019126959,117.753142449,118.013127308,117.887134646,117.623150019,117.918132841,117.740143206,117.739143264,118.162118632,118.074123756,118.349107742,118.023126726,117.983129055,117.740143206,118.066124222,117.955130686,117.931132084,118.006127716,117.830137965,117.896134122,117.780140877,117.722144254,117.47615858,117.84413715,117.323167489,118.04212562,118.04212562,117.974129579,117.955130686,117.785140586,118.086123057,94.278,94.243,94.448,94.324,94.442,94.453,94.314,94.204,94.39,94.281,94.287,94.185,94.214,94.23,94.156,94.109,94.098,94.422,94.282,94.137,94.345,94.358,94.265,94.161,94.237,94.355,94.292,94.243,94.447,94.505,94.339,94.332
FLQS30JCGRWV,-8.910933486,-8.6268399622,-8.62083798634,-9.00296378244,-8.93094007218,-8.92593842564,-9.03197333241,-8.80289792061,-8.79489528614,-8.92593842564,-8.93394106011,-8.98495785488,-9.02497102724,-8.88092360672,-8.55581658125,-8.69686301384,-8.59282876569,-8.94794567044,-9.10999901852,-8.70786663624,-9.03597464964,-9.173019765,-8.66285181733,-8.53881098299,-8.79889660337,-8.92893941356,-9.13300659263,-8.95394764629,-9.0749874927,-9.23804117009,-8.87192064294,-9.02997267379,118.191794469,118.418786392,118.166795358,118.204794006,118.092797991,117.770809449,118.05179945,117.937803506,118.130796639,118.097797814,117.824807527,118.392787317,118.136796426,118.056799272,118.201794113,117.998801336,118.288791018,118.014800767,117.75980984,117.659813398,117.904804681,117.852806531,117.934803613,117.856806389,117.648813789,117.847806709,117.89780493,118.229793117,117.806808168,118.153795821,118.374787958,117.907804574,94.381,94.236,94.242,94.425,94.395,94.404,94.445,94.339,94.328,94.392,94.406,94.41,94.438,94.372,94.21,94.285,94.225,94.406,94.494,94.302,94.452,94.52,94.271,94.214,94.347,94.403,94.5,94.401,94.475,94.541,94.356,94.449
FLQS30J0GRWV,-9.03997242617,-8.56097388722,-8.81197312162,-8.93597274339,-8.92597277389,-8.9159728044,-8.8979728593,-8.92297278304,-8.59497378351,-8.86697295386,-8.79997315822,-8.81097312467,-8.9019728471,-8.93197275559,-8.68997349374,-8.74997331073,-8.77197324362,-8.8779729203,-9.03897242922,-8.79097318567,-8.96297266104,-9.04497241092,-8.71297342359,-8.46697417394,-8.60597374996,-8.84897300876,-9.06297235602,-8.88297290505,-9.04997239567,-8.92897276474,-8.98097260613,-8.90097285015,117.30333676,117.902435518,117.766413095,117.622389354,117.571380945,117.432358028,117.646393311,117.346343849,117.753410952,117.460362645,117.556378472,117.49436825,117.560379132,117.719405346,117.742409138,117.80441936,117.431357863,117.552377813,117.359345993,117.827423152,117.703402708,117.336342201,117.155312359,117.405353577,117.26633066,117.644392981,117.513371383,117.908436507,117.65439463,117.640392321,117.45936248,117.444360007,94.305,94.051,94.177,94.242,94.239,94.239,94.223,94.246,94.072,94.215,94.179,94.186,94.228,94.237,94.119,94.146,94.17,94.217,94.302,94.165,94.252,94.306,94.151,94.022,94.095,94.199,94.308,94.206,94.296,94.238,94.27,94.232
FLQS30HZGRWY,-9.33333259593,-9.19034282078,-9.35033138039,-9.28533602805,-9.40132773376,-9.45932358662,-9.38232909231,-8.94736019588,-9.2213406042,-9.35433109438,-9.2223405327,-9.46232337211,-9.39032852029,-9.36333045085,-9.25733803012,-8.98435755029,-8.74337478239,-9.52831865295,-9.45632380112,-9.27933645706,-9.38932859179,-9.47032280009,-9.20134203425,-8.83536820416,-9.14734589539,-9.2223405327,-9.36833009334,-9.18734303529,-9.36833009334,-9.54231765191,-9.40432751925,-9.31933359696,117.733599152,117.957509004,117.309769791,118.014486064,117.623643422,117.233800377,117.707609616,117.688617263,117.608649458,117.330761339,117.675622494,117.405731156,117.44071707,117.64463497,117.017887306,117.670624507,118.034478015,117.669624909,117.533679642,117.480700972,117.634638995,117.445715058,117.271785084,117.394735583,117.323764156,117.571664349,117.513687691,117.845554078,117.594655093,117.691616055,117.771583859,117.629641007,94.558,94.48,94.582,94.523,94.595,94.638,94.582,94.373,94.508,94.583,94.506,94.633,94.597,94.576,94.548,94.391,94.261,94.654,94.625,94.541,94.589,94.635,94.511,94.329,94.483,94.51,94.583,94.483,94.58,94.66,94.591,94.555
FLQS30H6GRWV,-9.24523948596,-8.70010981433,-9.19731599834,-9.2152873062,-9.26321079382,-9.24923310993,-9.1773478785,-9.07451206133,-8.99863320594,-9.13441642085,-9.25222832791,-9.26221238783,-9.11344989502,-9.38801154282,-8.82391215734,-9.21329049422,-9.05654075347,-9.39200516679,-9.240247456,-9.00063001792,-9.29116616159,-9.38401791885,-9.10745945906,-8.80194722551,-8.94571768836,-9.07650887331,-9.22227614815,-9.04655669355,-9.28018369568,-9.39699719675,-9.32611037131,-9.30414543949,117.976917181,118.091915151,118.337910808,117.931917976,117.696922124,117.60992366,117.834919688,117.657922813,117.993916881,117.888918735,117.607923696,117.735921436,117.938917852,117.77592073,118.063915645,117.514925337,117.674922513,117.606923713,117.994916863,117.86991907,118.214912979,117.578924207,117.576924243,117.639923131,117.890918699,117.760920994,117.569924366,117.832919723,117.969917305,117.948917675,117.766920889,117.625923378,94.619,94.351,94.582,94.606,94.638,94.635,94.592,94.548,94.499,94.568,94.636,94.636,94.557,94.696,94.412,94.621,94.539,94.704,94.616,94.505,94.632,94.701,94.567,94.417,94.477,94.546,94.623,94.528,94.636,94.693,94.666,94.661
FLQS30GQGRWV,-61.5067653191,-59.7463575723,-60.4182689261,-61.217843437,-60.7340672623,-60.7273481488,-59.7597957994,-59.5850988475,-58.6712994064,-59.5783797339,-59.6119753016,-59.9882456597,-60.1965381793,-61.2447198911,-59.0408506509,-55.439405795,-58.9400639479,-60.492179175,-60.6131232186,-57.8314102143,-61.0633038256,-61.5134844326,-57.7843764195,-56.4943066204,-58.6847376335,-59.1147608999,-60.5526511968,-60.4787409479,-60.8617304195,-62.8976218213,-59.9882456597,-59.3096151924,117.324038913,117.748133037,117.892165003,117.407057339,117.68911994,117.224016714,117.851155902,117.08098497,117.622105066,117.379051123,117.092987634,117.603100848,117.745132371,117.369048903,116.682896618,118.047199412,117.60910218,117.161002729,116.996966323,117.296032698,117.231018268,117.362047349,117.077984304,117.064981418,117.243020932,117.713125267,117.177006281,117.62910662,117.395054675,117.229017824,117.249022264,117.638108618,94.454,94.312,94.354,94.43,94.385,94.402,94.309,94.325,94.239,94.313,94.326,94.334,94.344,94.434,94.299,93.991,94.258,94.387,94.402,94.189,94.426,94.453,94.194,94.101,94.253,94.267,94.391,94.369,94.405,94.558,94.347,94.284
FLQS30GCGRWY,-9.34921924473,-9.27518583391,-9.41925084956,-9.35922375971,-9.22616371053,-9.28919215488,-9.39924181961,-9.17714158715,-9.23916958,-9.22316235604,-9.23916958,-9.24817364348,-9.32420795729,-9.31720479681,-9.07809688889,-9.06809237391,-9.03207612,-9.36622692019,-9.58932760415,-8.84098988397,-9.47127432743,-9.48227929391,-9.09510456435,-8.84999394745,-9.09510456435,-9.237168677,-9.31820524831,-9.21315784106,-9.43025581603,-9.7293908138,-9.36422601719,-9.39824136811,117.582380703,117.538377192,117.54937807,118.071419718,118.098421872,117.479372485,117.568379586,117.403366421,117.467371527,118.034416766,117.600382139,117.599382059,118.072419798,117.574380064,117.216351501,117.464371288,117.671387804,118.002414213,117.287357166,117.560378947,117.366363469,117.555378548,117.326360277,117.258354852,117.833400729,117.559378868,117.50037416,117.566379426,117.897405835,117.497373921,117.571379825,117.488373203,94.568,94.533,94.603,94.554,94.488,94.542,94.593,94.491,94.519,94.489,94.514,94.518,94.537,94.552,94.45,94.436,94.411,94.559,94.695,94.322,94.635,94.633,94.454,94.337,94.435,94.514,94.556,94.502,94.595,94.755,94.575,94.595
FLQS30G5GRWY,-9.05037381449,-8.49447369951,-9.12036123904,-8.95539088118,-9.00938118012,-8.98838495275,-9.04937399414,-8.94539267767,-8.94639249802,-8.64644639281,-8.89140237873,-8.75542681104,-9.03437668888,-9.13835800536,-8.90539986364,-8.77942249946,-8.80541782857,-9.13835800536,-9.05137363485,-8.99938297661,-9.11436231694,-9.17635117868,-8.85640866646,-8.61245250089,-8.68443956614,-8.88140417523,-9.08236806572,-8.7744233977,-9.14135746641,-9.31532620743,-9.1273599815,-9.04837417379,117.670800752,118.24384361,117.754807035,117.699802921,117.586794469,117.626797461,117.661800079,117.667800527,117.67880135,117.857814739,117.564792823,117.633797984,118.365852736,117.717804267,117.537790804,117.416781753,117.688802098,117.877816235,117.674801051,117.805810849,117.577793796,117.898817806,117.405780931,117.285771955,118.186839347,117.645798882,117.777808755,118.053829399,117.913818928,117.948821545,117.714804043,117.633797984,94.344,94.056,94.376,94.297,94.328,94.316,94.344,94.294,94.294,94.142,94.271,94.203,94.311,94.385,94.279,94.223,94.225,94.379,94.345,94.315,94.379,94.397,94.26,94.146,94.149,94.264,94.356,94.197,94.379,94.462,94.38,94.345
FLQS30E9GRWY,-9.06280062503,-9.1768106969,-8.95679125996,-9.14580795806,-9.06380071338,-9.06980124348,-9.10180407067,-9.01879673764,-8.94279002307,-8.95479108326,-9.01079603085,-9.01579647259,-9.17581060855,-9.09380336387,-8.85078189489,-8.89678595898,-8.86478313179,-9.14580795806,-9.06580089008,-8.94679037647,-8.9837936454,-8.99679479395,-8.92378834442,-8.50875167929,-8.75777367837,-9.02679744444,-9.02179700269,-8.91378746092,-9.21481405419,-9.13180672116,-9.19881264059,-9.10980477747,118.495014435,118.496014275,118.837959488,118.634992008,119.101917196,118.325041669,118.911947633,118.358036382,118.746974065,118.538007547,118.566003061,118.746974065,118.632992328,118.542006906,118.296046314,118.67098624,118.687983517,118.680984638,118.442022926,118.683984158,118.52001043,118.656988483,118.410028052,118.291047115,118.784967978,118.133072426,118.529008988,118.849957565,118.477017319,118.969938342,118.334040227,118.457020523,94.388,94.443,94.325,94.423,94.367,94.398,94.392,94.372,94.321,94.335,94.361,94.356,94.438,94.401,94.294,94.302,94.286,94.421,94.392,94.326,94.35,94.351,94.324,94.129,94.231,94.384,94.368,94.304,94.462,94.404,94.459,94.413
FLQS30DZGRWV,-8.86861798804,-8.71959079956,-8.82761050664,-8.83061105406,-8.8886216375,-9.12066397123,-9.04164955586,-8.87461908287,-8.75459718611,-8.88362072513,-8.75859791601,-8.89362254986,-8.72859244182,-8.89562291481,-8.84561379116,-8.51755394002,-8.62157291721,-8.96663587039,-8.86761780556,-8.62457346463,-9.11266251145,-9.12266433618,-8.80160576235,-8.44154007207,-8.57556452345,-8.41653551024,-9.15066944542,-8.79360430256,-9.02264608888,-9.00464280436,-8.89462273233,-8.925628389,117.71364705,117.926660888,117.733648349,117.732648284,117.685645231,117.227615475,117.69364575,117.988664916,117.786651792,117.814653611,117.731648219,117.53663555,117.875657574,117.762650233,117.510633861,117.650642957,117.355623791,117.53463542,117.787651857,117.739648739,117.489632497,117.617640813,117.258617489,117.327621972,117.892658679,117.757649908,117.427628469,117.69364575,117.764650363,118.141674856,117.628641527,117.55263659,94.498,94.418,94.477,94.479,94.509,94.638,94.582,94.491,94.44,94.502,94.444,94.517,94.425,94.509,94.494,94.33,94.391,94.552,94.495,94.379,94.624,94.625,94.482,94.305,94.35,94.278,94.645,94.462,94.571,94.548,94.514,94.532
