,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30K5GRWY,-63.7227232548,-63.5227617791,-63.6937288408,-63.7377203654,-63.7017272998,-63.6267417465,-63.7007274925,-63.6877299965,-63.7227232548,-63.6177434801,-63.6877299965,-63.5827502218,-63.6527367383,-63.5987471399,-63.6327405907,-63.7007274925,-63.6337403981,-63.7377203654,-63.6347402055,-64.25462078,-63.7227232548,-63.757716513,-64.0106677797,-64.0096679723,-63.6877299965,-63.6667340416,-63.6647344268,-63.6687336563,-63.7167244105,-63.9396814559,-63.6877299965,-63.6277415538,-120.430293629,-120.073203805,-119.895159019,-119.968177386,-119.894158767,-119.99518418,-119.999185186,-119.800135116,-120.395284823,-120.430293629,-120.430293629,-119.870152729,-119.870152729,-120.003186193,-119.967177135,-120.452299165,-119.932168328,-119.860150213,-119.898159774,-120.249248088,-120.430293629,-119.975179148,-120.352274004,-120.309263185,-120.04519676,-119.968177386,-119.929167574,-119.928167322,-119.942170844,-120.235244566,-120.360276017,-120.383281804,242.442,242.446,242.347,242.345,242.344,242.392,242.365,242.331,242.435,242.481,242.455,242.384,242.358,242.404,242.384,242.454,242.377,242.324,242.37,242.209,242.442,242.339,242.32,242.312,242.379,242.372,242.365,242.363,242.348,242.323,242.441,242.468
FLQS30K3GRWY,-63.8190006427,-63.6449624621,-63.7809923044,-63.8890160027,-63.7489852827,-63.7159780415,-63.8540083227,-63.7139776027,-63.8890160027,-63.6439622426,-63.8540083227,-63.6789699227,-63.7489852827,-63.7489852827,-63.7239797969,-63.7899942792,-63.8540083227,-63.8890160027,-63.7839929627,-64.4141312027,-63.8190006427,-63.7839929627,-64.1010625215,-64.102062741,-63.7139776027,-63.8190006427,-63.7839929627,-63.7589874769,-63.8190006427,-64.0300469421,-63.7839929627,-63.7509857215,-120.472419973,-120.068411858,-119.86540778,-119.947409427,-119.877408021,-119.921408905,-119.98241013,-119.772405912,-120.367417864,-120.402418567,-120.402418567,-119.842407318,-119.842407318,-119.98241013,-119.893408342,-120.416418848,-119.912408724,-119.842407318,-119.877408021,-120.227415052,-120.332417161,-119.947409427,-120.315416819,-120.243415373,-120.017410833,-119.947409427,-119.912408724,-119.893408342,-119.912408724,-120.20541461,-120.402418567,-120.349417502,242.43,242.415,242.324,242.3,242.338,242.359,242.32,242.331,242.383,242.481,242.403,242.358,242.331,242.359,242.351,242.429,242.306,242.279,242.325,242.161,242.402,242.339,242.294,242.28,242.379,242.326,242.332,242.338,242.319,242.299,242.429,242.431
FLQS30K1GRWY,-63.6026393332,-63.4966266,-63.6396437778,-63.6726477419,-63.6026393332,-63.5676351288,-63.7076519463,-63.5676351288,-63.6026393332,-63.4976267201,-63.7076519463,-63.4626225157,-63.5326309244,-63.5326309244,-63.5676351288,-63.7076519463,-63.5746359697,-63.6726477419,-63.5676351288,-64.1957105671,-63.6726477419,-63.6476447388,-63.9516812567,-63.9546816171,-63.6376435375,-63.6726477419,-63.5676351288,-63.6026393332,-63.6726477419,-63.9096762115,-63.6376435375,-63.6006390929,-120.387509767,-120.055544208,-119.84656589,-119.932556968,-119.86256423,-119.967553337,-119.967553337,-119.757575123,-120.352513398,-120.317517028,-120.457502505,-119.827567861,-119.827567861,-119.967553337,-119.932556968,-120.457502505,-119.880562363,-119.827567861,-119.86256423,-120.195529685,-120.387509767,-119.917558524,-120.302518585,-120.261522838,-120.002549706,-119.932556968,-119.897560599,-119.932556968,-119.897560599,-120.222526884,-120.317517028,-120.332515472,241.82,241.794,241.7,241.704,241.717,241.75,241.698,241.709,241.813,241.845,241.795,241.762,241.736,241.763,241.743,241.795,241.73,241.683,241.73,241.562,241.794,241.71,241.673,241.664,241.731,241.704,241.737,241.73,241.697,241.673,241.793,241.81
FLQS30JCGRWV,-63.7344567654,-63.5523983304,-63.7294551601,-63.7744696083,-63.7024464911,-63.6624336483,-63.7394583708,-63.7204522704,-63.6894423172,-63.6504297954,-63.7204522704,-63.5904105311,-63.6334243372,-63.6334243372,-63.6694358958,-63.7244535547,-63.6644342904,-63.8254859829,-63.7904747454,-64.2886346392,-63.6944439225,-63.7414590129,-64.0405550134,-64.0425556555,-63.7014461701,-63.7554635079,-63.6694358958,-63.7034468122,-63.7524625447,-63.9705325384,-63.7204522704,-63.6524304375,-120.135332978,-119.789585282,-119.58573404,-119.656682266,-119.581736957,-119.682663307,-119.685661119,-119.542765395,-120.070380376,-120.172305997,-120.102357042,-119.54876102,-119.549760291,-119.692656015,-119.654683725,-120.197287767,-119.618709976,-119.612714351,-119.647688829,-119.940475173,-120.1003585,-119.655682995,-120.041401523,-120.006427045,-119.751612992,-119.717637785,-119.617710705,-119.652685183,-119.627703413,-119.969454026,-120.102357042,-120.069381105,241.741,241.741,241.634,241.631,241.643,241.678,241.65,241.629,241.745,241.779,241.74,241.678,241.663,241.691,241.67,241.757,241.665,241.604,241.624,241.497,241.749,241.643,241.609,241.601,241.677,241.65,241.663,241.657,241.634,241.62,241.74,241.759
FLQS30J0GRWV,-63.8095795368,-63.596564249,-63.7665764506,-63.879584561,-63.7395745127,-63.7005717135,-63.8445820489,-63.7045720006,-63.7395745127,-63.6345669764,-63.8445820489,-63.5995644643,-63.6695694885,-63.6695694885,-63.7105724312,-63.7745770248,-63.7065721441,-63.8095795368,-63.7745770248,-64.3346172182,-63.8095795368,-63.7785773119,-64.0855993465,-64.0805989876,-63.7045720006,-63.8095795368,-63.7045720006,-63.7395745127,-63.7585758764,-64.0095938916,-63.7045720006,-63.7015717853,-120.244422144,-119.916464632,-119.701492482,-119.789481083,-119.71949015,-119.806478881,-119.824476549,-119.614503751,-120.209426678,-120.314413077,-120.314413077,-119.684494684,-119.684494684,-119.824476549,-119.732488466,-120.314413077,-119.74048743,-119.684494684,-119.71949015,-120.069444813,-120.244422144,-119.776482767,-120.125437559,-120.113439114,-119.859472015,-119.789481083,-119.738487689,-119.789481083,-119.748486394,-120.076443906,-120.174431212,-120.195428492,241.714,241.729,241.623,241.598,241.637,241.668,241.618,241.629,241.734,241.793,241.715,241.682,241.656,241.683,241.65,241.741,241.653,241.604,241.624,241.485,241.714,241.633,241.588,241.588,241.677,241.624,241.653,241.65,241.635,241.607,241.74,241.745
FLQS30HZGRWY,-63.5625038972,-63.3824883096,-63.5535031178,-63.5985070147,-63.5285009529,-63.4864973158,-63.565504157,-63.4954980952,-63.5545032044,-63.4154911673,-63.565504157,-63.3834883962,-63.4574948044,-63.4954980952,-63.4944980086,-63.5875060621,-63.4954980952,-63.5955067549,-63.4964981817,-64.1145516992,-63.5225004333,-63.5665042436,-63.8695304827,-63.8675303095,-63.4944980086,-63.5255006931,-63.4964981817,-63.5275008663,-63.5435022518,-63.7955240745,-63.4954980952,-63.4874974024,-120.365482159,-120.026407558,-119.814360905,-119.885376529,-119.812360464,-119.912382471,-119.922384671,-119.726341539,-120.332474897,-120.335475557,-120.356480179,-119.780353422,-119.780353422,-119.920384231,-119.883376089,-120.439498444,-119.848368387,-119.776352542,-119.817361565,-120.169439027,-120.335475557,-119.885376529,-120.274462134,-120.230452451,-119.958392594,-119.883376089,-119.847368167,-119.883376089,-119.862371468,-120.192444088,-120.286464774,-120.305468956,241.822,241.822,241.717,241.714,241.726,241.761,241.734,241.721,241.818,241.871,241.819,241.774,241.746,241.76,241.753,241.827,241.745,241.694,241.739,241.578,241.831,241.726,241.69,241.682,241.768,241.741,241.745,241.74,241.73,241.701,241.832,241.838
FLQS30H6GRWV,-63.4259368874,-63.2741763105,-63.4479022341,-63.4928313522,-63.4229416129,-63.3790109196,-63.4538927832,-63.3929888674,-63.4239400377,-63.3191054287,-63.4588849074,-63.2781700099,-63.3590424226,-63.350056599,-63.3869983184,-63.5287746468,-63.3859998935,-63.4958266268,-63.3859998935,-64.0030264495,-63.4239400377,-63.4608817571,-63.7564155121,-63.7554170872,-63.3899935929,-63.4249384626,-63.3859998935,-63.421943188,-63.4439085347,-63.6835304982,-63.3889951681,-63.343067625,-120.33481682,-120.020793812,-119.812778571,-119.884783847,-119.810778424,-119.908785605,-119.916786192,-119.70877095,-120.307814842,-120.342817406,-120.342817406,-119.77877608,-119.779776153,-119.918786338,-119.881783627,-120.412822536,-119.848781209,-119.776775933,-119.815778791,-120.165804437,-120.342817406,-119.8827837,-120.272812277,-120.228809053,-119.952788829,-119.8827837,-119.847781136,-119.883783773,-119.860782088,-120.191806342,-120.272812277,-120.299814256,241.87,241.865,241.759,241.756,241.768,241.804,241.777,241.759,241.866,241.911,241.859,241.815,241.786,241.816,241.795,241.847,241.789,241.734,241.783,241.622,241.872,241.768,241.735,241.727,241.808,241.781,241.789,241.782,241.77,241.746,241.872,241.894
FLQS30GQGRWV,-79.94150859,-79.7500655494,-79.9734157634,-80.0678609967,-79.9785209112,-79.8840756778,-80.0257435278,-79.8993911211,-79.9249168598,-79.7934593053,-80.0155332323,-79.7487892625,-79.8930096864,-79.8968385472,-79.9376797292,-79.9734157634,-79.8955622602,-80.0704135706,-79.9351271553,-80.6868601612,-79.9708631895,-79.9900074936,-80.4099058959,-80.3690647139,-79.94150859,-79.9874549197,-79.9376797292,-79.940232303,-79.9989415021,-80.2784483414,-79.8815231039,-79.8815231039,-110.599961662,-110.283844585,-110.073766781,-110.176804942,-110.105778637,-110.17280346,-110.210817539,-109.97072862,-110.559946842,-110.593959439,-110.621969813,-110.038753814,-110.072766411,-110.181806795,-110.176804942,-110.663985374,-110.108779748,-110.07176604,-110.108779748,-110.432899789,-110.622970183,-110.146793827,-110.564948695,-110.49492276,-110.245830506,-110.143792716,-110.141791975,-110.144793086,-110.15279605,-110.458909422,-110.525934245,-110.563948324,240.346,240.334,240.219,240.213,240.224,240.269,240.233,240.219,240.342,240.39,240.328,240.28,240.243,240.267,240.253,240.351,240.251,240.188,240.239,240.08,240.342,240.23,240.194,240.191,240.267,240.23,240.245,240.245,240.228,240.211,240.348,240.357
FLQS30GCGRWY,-63.5321682278,-63.3441470136,-63.5141661966,-63.6021761266,-63.5321682278,-63.4971642783,-63.5671721772,-63.4971642783,-63.5321682278,-63.4271563794,-63.5671721772,-63.3771507374,-63.4581598775,-63.4621603289,-63.4971642783,-63.5671721772,-63.4911636013,-63.5571710488,-63.4971642783,-64.1112335627,-63.5321682278,-63.5671721772,-63.8302018544,-63.8572049011,-63.493163827,-63.5321682278,-63.4971642783,-63.5321682278,-63.5321682278,-63.7901973407,-63.4971642783,-63.4461585234,-120.547170999,-120.167928218,-119.956793055,-120.091879534,-120.021834693,-120.126901954,-120.056857113,-119.846722591,-120.442103738,-120.477126158,-120.477126158,-119.919769353,-119.920769994,-120.126901954,-120.091879534,-120.547170999,-119.985811632,-119.918768713,-120.021834693,-120.303014697,-120.477126158,-120.021834693,-120.41208452,-120.405080036,-120.095882096,-120.091879534,-120.056857113,-120.021834693,-120.056857113,-120.334034555,-120.407081317,-120.445105659,241.86,241.855,241.75,241.744,241.756,241.79,241.75,241.735,241.839,241.885,241.833,241.794,241.764,241.803,241.783,241.847,241.765,241.727,241.77,241.597,241.846,241.743,241.722,241.711,241.786,241.77,241.776,241.756,241.763,241.722,241.845,241.872
FLQS30G5GRWY,-63.874860425,-63.6638608861,-63.8388605037,-63.874860425,-63.874860425,-63.7698606545,-63.8448604906,-63.7828606261,-63.804860578,-63.7698606545,-63.8508604775,-63.6618608905,-63.7348607309,-63.7348607309,-63.7318607375,-63.8428604949,-63.7698606545,-63.9448602721,-63.7718606501,-64.4008592756,-63.804860578,-63.9098603485,-64.1528598176,-64.1528598176,-63.7698606545,-63.8088605692,-63.8398605015,-63.804860578,-63.8618604534,-64.074859988,-63.7698606545,-63.7338607331,-120.432184883,-120.099095866,-119.849029037,-119.977063254,-119.907044542,-120.01207261,-119.954057106,-119.744000969,-120.397175527,-120.502203595,-120.373169111,-119.814019681,-119.872035186,-120.01207261,-119.920048017,-120.480197714,-119.942053898,-119.942053898,-119.886038928,-120.207124737,-120.432184883,-119.977063254,-120.31015227,-120.264139974,-120.047081966,-119.950056036,-119.942053898,-119.977063254,-119.928050155,-120.25813837,-120.362166171,-120.344161359,241.716,241.729,241.614,241.626,241.612,241.672,241.633,241.614,241.735,241.769,241.713,241.673,241.657,241.685,241.668,241.738,241.658,241.593,241.646,241.477,241.742,241.613,241.589,241.579,241.679,241.645,241.632,241.652,241.621,241.607,241.741,241.751
FLQS30E9GRWY,-63.7461237875,-63.5940972586,-63.7341216931,-63.8171361792,-63.7021161081,-63.6991155845,-63.7801297215,-63.7111176788,-63.7461237875,-63.6411054616,-63.7811298961,-63.5930970841,-63.6761115702,-63.670110523,-63.7091173298,-63.7811298961,-63.7061168062,-63.8161360047,-63.7061168062,-64.2972199545,-63.7461237875,-63.7811298961,-64.0481764961,-64.0481764961,-63.7111176788,-63.7461237875,-63.7061168062,-63.7441234384,-63.7631267545,-64.0081695148,-63.7111176788,-63.6971152354,-120.436596377,-120.115498807,-119.905434976,-119.975456253,-119.903434368,-120.00246446,-120.011467195,-119.806404884,-120.401585738,-120.506617654,-120.436596377,-119.868423729,-119.876426161,-120.010466891,-119.973455645,-120.506617654,-119.937444702,-119.876426161,-119.90643528,-120.259542576,-120.436596377,-119.981458076,-120.360573276,-120.320561118,-120.12150063,-119.981458076,-119.935444094,-119.973455645,-119.950448654,-120.280548959,-120.3665751,-120.394583611,241.768,241.762,241.668,241.65,241.679,241.7,241.671,241.657,241.761,241.821,241.755,241.713,241.683,241.712,241.69,241.769,241.685,241.631,241.678,241.529,241.768,241.665,241.641,241.633,241.719,241.678,241.684,241.677,241.666,241.64,241.767,241.778
FLQS30DZGRWV,-63.8156108863,-63.6315485544,-63.8386186778,-63.8966383259,-63.8146105476,-63.7916027561,-63.8616264693,-63.7916027561,-63.7725963196,-63.6635593947,-63.808608515,-63.6865671862,-63.7445868343,-63.7565908995,-63.7815993685,-63.8616264693,-63.7805990297,-63.8966383259,-63.7805990297,-64.3988083837,-63.8036068212,-63.8616264693,-64.121714547,-64.1497240323,-63.7916027561,-63.81260987,-63.7805990297,-63.8266146127,-63.829615629,-64.0526911726,-63.7215790428,-63.733583108,-120.319491314,-119.974455493,-119.798437219,-119.88744646,-119.797437116,-119.922450094,-119.922450094,-119.71242829,-120.28448768,-120.281487369,-120.28448768,-119.782435558,-119.764433689,-119.922450094,-119.867444384,-120.41250097,-119.833440853,-119.782435558,-119.801437531,-120.147473456,-120.31049038,-119.88744646,-120.226481658,-120.218480827,-119.957453728,-119.86644428,-119.831440646,-119.88744646,-119.845442099,-120.148473559,-120.272486434,-120.253484461,242.402,242.402,242.29,242.286,242.299,242.332,242.306,242.291,242.411,242.451,242.398,242.344,242.318,242.345,242.325,242.403,242.319,242.265,242.312,242.151,242.405,242.299,242.27,242.258,242.339,242.313,242.318,242.312,242.303,242.28,242.428,242.419
FLQS30D5GRWQ,-63.5950786952,-63.4110726807,-63.618079447,-63.6650809833,-63.5920785971,-63.5470771262,-63.6280797739,-63.5620776165,-63.5970787605,-63.4920753284,-63.6320799046,-63.4460738247,-63.525076407,-63.5180761782,-63.5580774857,-63.6320799046,-63.554077355,-63.6640809506,-63.554077355,-64.1430966079,-63.5970787605,-63.6320799046,-63.9300896455,-63.9280895801,-63.6320799046,-63.5950786952,-63.5560774204,-63.5930786298,-63.6100791855,-63.8570872593,-63.5620776165,-63.5440770281,-120.469605407,-120.158603845,-119.944602769,-120.015603126,-119.942602759,-120.041603257,-120.050603302,-119.840602246,-120.435605237,-120.470605413,-120.470605413,-119.910602598,-119.911602603,-120.084603473,-120.013603116,-120.610606116,-119.979602945,-119.908602588,-119.946602779,-120.297604543,-120.470605413,-120.014603121,-120.400605061,-120.361604865,-120.155603829,-120.014603121,-119.977602935,-120.013603116,-119.991603005,-120.323604674,-120.400605061,-120.433605227,241.834,241.842,241.722,241.719,241.731,241.768,241.739,241.723,241.827,241.873,241.821,241.78,241.751,241.787,241.758,241.848,241.753,241.698,241.747,241.597,241.834,241.731,241.696,241.689,241.759,241.745,241.752,241.745,241.735,241.708,241.833,241.846
FLQS30CMGRWQ,-63.5723078465,-63.3873825823,-63.5593130982,-63.6422795681,-63.5703086545,-63.5283256215,-63.6052945153,-63.5393211778,-63.5623118863,-63.4243676352,-63.5653106744,-63.3893817744,-63.503335721,-63.5023361249,-63.5363223897,-63.5653106744,-63.5003369329,-63.6412799721,-63.5363223897,-64.1210860629,-63.5613122903,-63.5753066346,-63.8741858453,-63.8761850374,-63.5383215817,-63.5693090584,-63.5353227937,-63.5723078465,-63.5853025948,-63.8052137198,-63.5243272374,-63.4893413766,-120.495541043,-120.147449926,-119.976405153,-120.043422696,-119.971403844,-120.075431074,-120.075431074,-119.869377138,-120.456530832,-120.459531617,-120.459531617,-119.939395466,-119.940395727,-120.080432384,-120.042422434,-120.527549421,-120.008413532,-119.937394942,-119.977405415,-120.329497579,-120.486538686,-120.04542322,-120.431524286,-120.39551486,-120.112440762,-120.041422172,-120.006413008,-120.043422696,-120.019416412,-120.358505172,-120.419521144,-120.425522715,241.934,241.934,241.837,241.819,241.832,241.868,241.839,241.823,241.93,241.982,241.93,241.893,241.85,241.878,241.859,241.943,241.865,241.798,241.845,241.697,241.937,241.844,241.809,241.802,241.872,241.846,241.852,241.845,241.836,241.82,241.937,241.951
FLQS30BWGRWY,-63.839400303,-63.6873660085,-63.8654061691,-63.9064154196,-63.889411584,-63.7913894731,-63.9244194808,-63.8544036873,-63.8263973699,-63.7843878938,-63.8544036873,-63.6793642035,-63.749379997,-63.8333989492,-63.8033921806,-63.868406846,-63.831398498,-63.9594273776,-63.7983910525,-64.4225318404,-63.8193957905,-63.9244194808,-64.1744758862,-64.172475435,-63.8544036873,-63.8373998517,-63.8544036873,-63.8384000773,-63.889411584,-64.1014594158,-63.8544036873,-63.7893890219,-120.250216351,-119.939453548,-119.726616001,-119.83453363,-119.783572527,-119.822542782,-119.888492445,-119.67865261,-120.211246096,-120.308172115,-120.308172115,-119.748599221,-119.748599221,-119.863511512,-119.798561087,-120.3211622,-119.794564138,-119.748599221,-119.762588544,-120.121314738,-120.308172115,-119.853519139,-120.220239232,-120.143297959,-119.923465751,-119.798561087,-119.818545833,-119.795563375,-119.803557274,-120.107325416,-120.238225503,-120.248217876,242.397,242.392,242.284,242.29,242.286,242.33,242.294,242.278,242.394,242.429,242.403,242.358,242.331,242.323,242.321,242.4,242.31,242.253,242.316,242.155,242.416,242.287,242.267,242.252,242.327,242.308,242.306,242.308,242.29,242.272,242.389,242.415
FLQS30BJGRWV,-63.6323632123,-63.4452327487,-63.6503757703,-63.6954071653,-63.627359724,-63.5813276313,-63.6743925143,-63.6043436776,-63.6223562356,-63.4822585623,-63.657380654,-63.4992704227,-63.5693192593,-63.5573108873,-63.591334608,-63.621355538,-63.5593122827,-63.6974085606,-63.5923353056,-64.2107664635,-63.6203548403,-63.6653862353,-63.9345739076,-63.9615927446,-63.594336701,-63.6253583286,-63.591334608,-63.6263590263,-63.642370189,-63.8635243732,-63.6043436776,-63.579326236,-120.429143585,-120.083203497,-119.906234145,-119.976222024,-119.905234318,-120.004217176,-120.029212847,-119.819249209,-120.391150165,-120.392149992,-120.391150165,-119.889237088,-119.889237088,-120.013215617,-119.975222197,-120.463137698,-119.907233972,-119.870240378,-119.909233625,-120.259173021,-120.420145144,-119.976222024,-120.333160208,-120.322162113,-120.046209903,-119.976222024,-119.940228258,-119.975222197,-119.951226353,-120.256173541,-120.379152243,-120.394149646,241.832,241.834,241.723,241.72,241.731,241.768,241.738,241.723,241.829,241.881,241.816,241.776,241.75,241.779,241.758,241.843,241.757,241.698,241.745,241.584,241.835,241.731,241.701,241.689,241.771,241.746,241.751,241.745,241.735,241.713,241.833,241.845
FLQS30AEGRWV,-63.5116540381,-63.3219209479,-63.492680729,-63.5735669412,-63.5056624668,-63.4707116344,-63.5366189183,-63.4707116344,-63.5056624668,-63.4008099696,-63.5406132992,-63.3658591372,-63.4327650164,-63.4317664212,-63.4657186583,-63.5336231327,-63.4657186583,-63.5705711555,-63.4637214679,-64.0858462846,-63.5056624668,-63.5386161088,-63.8391932674,-63.8391932674,-63.4667172536,-63.5056624668,-63.4627228727,-63.5006694907,-63.5146498237,-63.766295817,-63.5406132992,-63.454734111,-120.376096903,-120.067027331,-119.852979148,-119.956002339,-119.901990181,-120.007013822,-119.990009994,-119.79696654,-120.392100505,-120.427108386,-120.427108386,-119.8669823,-119.851978923,-119.991010219,-119.954001889,-120.445112438,-119.919994233,-119.849978473,-119.887987028,-120.239066057,-120.427108386,-119.957002564,-120.342089248,-120.299079566,-120.02801855,-119.921994684,-119.918994008,-119.955002114,-119.931996935,-120.263071461,-120.357092625,-120.375096678,242.482,242.492,242.386,242.376,242.391,242.424,242.396,242.383,242.487,242.533,242.481,242.436,242.408,242.436,242.416,242.487,242.409,242.356,242.403,242.241,242.494,242.389,242.353,242.345,242.43,242.394,242.41,242.403,242.393,242.365,242.467,242.503
FLQS309TGRWY,-63.7262629033,-63.5741453105,-63.7522830179,-63.7973178316,-63.7242613561,-63.6832296369,-63.7582876597,-63.6942381469,-63.7142536197,-63.6091723878,-63.749280697,-63.5771476314,-63.6592110696,-63.6552079751,-63.6902350524,-63.7472791497,-63.6902350524,-63.7963170579,-63.6902350524,-64.3107147075,-63.7122520724,-63.7652930752,-64.0585197509,-64.0595205246,-63.6942381469,-63.7242613561,-63.6892342787,-63.7242613561,-63.7763015852,-63.9884655963,-63.6772249951,-63.6752234478,-120.406139144,-120.086120169,-119.880107954,-119.952112224,-119.879107895,-119.980113884,-119.983114062,-119.776101787,-120.366136772,-120.39713861,-120.399138729,-119.846105938,-119.846105938,-119.987114299,-119.950112105,-120.46814282,-119.916110089,-119.845105879,-119.882108073,-120.239129241,-120.398138669,-119.950112105,-120.339135171,-120.302132977,-120.023116434,-119.949112046,-119.91511003,-119.949112046,-119.925110623,-120.264130724,-120.328134519,-120.366136772,241.789,241.783,241.676,241.673,241.686,241.722,241.694,241.677,241.786,241.831,241.779,241.734,241.704,241.733,241.713,241.794,241.706,241.652,241.699,241.54,241.793,241.685,241.653,241.645,241.726,241.7,241.706,241.7,241.676,241.664,241.792,241.801
FLQS309QGRWV,-63.572489989,-63.3685621966,-63.5425006077,-63.6424652119,-63.5135108725,-63.4675271546,-63.5474988379,-63.4675271546,-63.5025147661,-63.403549808,-63.6074776004,-63.3625643203,-63.451532818,-63.4425360036,-63.4805225532,-63.5415009617,-63.476523969,-63.6424652119,-63.475524323,-64.1013027448,-63.5025147661,-63.5544963602,-63.8553898186,-63.8503915884,-63.4825218453,-63.5175094567,-63.4775236151,-63.5025147661,-63.5674917588,-63.7814160116,-63.4675271546,-63.4705260928,-120.456885982,-120.068928218,-119.85195184,-120.001935512,-119.85195184,-119.950941063,-119.960939975,-119.756962182,-120.351897412,-120.373895017,-120.386893602,-119.818955433,-119.820955215,-119.958940193,-119.922944111,-120.44688707,-119.88694803,-119.826954562,-119.854951514,-120.204913414,-120.386893602,-119.922944111,-120.312901657,-120.267906556,-119.998935838,-119.922944111,-119.882948466,-119.931943132,-119.897946833,-120.230910583,-120.316901222,-120.344898174,241.834,241.834,241.726,241.718,241.736,241.773,241.745,241.735,241.839,241.88,241.807,241.786,241.754,241.784,241.763,241.844,241.757,241.683,241.751,241.587,241.846,241.735,241.7,241.693,241.777,241.749,241.756,241.756,241.726,241.712,241.845,241.85
FLQS309NGRWM,-63.8842054707,-63.6761754944,-63.852200859,-63.9542155589,-63.8842054707,-63.7771900502,-63.9192105148,-63.7791903384,-63.8842054707,-63.7091802502,-63.8542011472,-63.6741752061,-63.8141953825,-63.7481858708,-63.7791903384,-63.8512007148,-63.8492004266,-63.8842054707,-63.7851912031,-64.4062806998,-63.8171958149,-63.9192105148,-64.1622455352,-64.160245247,-63.8492004266,-63.818195959,-63.8492004266,-63.8141953825,-63.8692033089,-64.0932355911,-63.8492004266,-63.7801904825,-120.333580134,-119.96878149,-119.759896787,-119.87883114,-119.808869756,-119.889825072,-119.913811832,-119.70392768,-120.298599443,-120.274612682,-120.275612131,-119.773889064,-119.773889064,-119.895821762,-119.87883114,-120.343574618,-119.843850448,-119.773889064,-119.793878031,-120.140686605,-120.274612682,-119.87883114,-120.246628129,-120.206650195,-119.948792524,-119.859841621,-119.843850448,-119.87883114,-119.834855413,-120.136688811,-120.263618751,-120.245628681,242.39,242.395,242.288,242.274,242.286,242.342,242.294,242.305,242.383,242.444,242.39,242.358,242.305,242.354,242.339,242.404,242.306,242.279,242.32,242.158,242.403,242.287,242.27,242.262,242.327,242.321,242.306,242.326,242.297,242.273,242.389,242.412
