,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2EQUGRX5,-23.2047191256,-23.0689431156,-23.1358327676,-23.1777635942,-23.2486466583,-23.2406598341,-23.1777635942,-23.1408245326,-23.2067158316,-23.1418228857,-23.1747685352,-23.2097108907,-23.1078788832,-23.1068805301,-23.1078788832,-23.1078788832,-23.1118722952,-23.1707751231,-23.1068805301,-23.1068805301,-23.2097108907,-23.1418228857,-23.2097108907,-23.1448179447,-23.1338360615,-23.1448179447,-23.1757668882,-23.1707751231,-23.0729365276,-23.0739348806,-23.0709398216,-23.1058821771,-138.293615401,-138.386564734,-138.434538583,-138.255636103,-138.482512432,-138.430540762,-138.398558196,-138.398558196,-138.415548934,-138.376570182,-138.332594153,-138.296613766,-138.380568002,-138.375570726,-138.330595243,-138.330595243,-138.294614856,-138.329595788,-138.345587071,-138.294614856,-138.296613766,-138.258634469,-138.296613766,-138.225652448,-138.260633379,-138.299612132,-138.344587616,-138.224652993,-138.294614856,-138.331594698,-138.260633379,-138.34158925,260.124,260.185,260.161,260.132,260.119,260.118,260.141,260.156,260.131,260.154,260.138,260.122,260.168,260.169,260.165,260.165,260.161,260.14,260.167,260.163,260.122,260.147,260.122,260.143,260.15,260.148,260.139,260.133,260.177,260.179,260.175,260.166
FLQS2DERGRX5,-23.4097566589,-23.3015266196,-23.3716757191,-23.4057481389,-23.5099696583,-23.4758972385,-23.4428269487,-23.4067502689,-23.4388184287,-23.3736799791,-23.4107587889,-23.4087545289,-23.3406096893,-23.3686693292,-23.3366011693,-23.3366011693,-23.3446182093,-23.3726778491,-23.3376032993,-23.3376032993,-23.4087545289,-23.3726778491,-23.4087545289,-23.3786906291,-23.3706735891,-23.3756842391,-23.4067502689,-23.4077523989,-23.3045330095,-23.3025287496,-23.3035308795,-23.3366011693,-138.420928944,-138.506915233,-138.559906784,-138.419929103,-138.559906784,-138.529911567,-138.495916987,-138.490917784,-138.490917784,-138.452923842,-138.424928306,-138.391933567,-138.452923842,-138.452923842,-138.424928306,-138.424928306,-138.382935002,-138.423928465,-138.416929581,-138.391933567,-138.391933567,-138.354939466,-138.391933567,-138.350940103,-138.386934364,-138.390933726,-138.418929263,-138.350940103,-138.389933886,-138.425928147,-138.355939306,-138.416929581,260.077,260.126,260.102,260.079,260.047,260.058,260.069,260.083,260.07,260.094,260.077,260.076,260.107,260.096,260.107,260.107,260.101,260.092,260.106,260.104,260.076,260.088,260.076,260.085,260.091,260.089,260.079,260.073,260.118,260.121,260.115,260.106
FLQS2CKUGRX5,-23.4112082332,-23.2771211284,-23.3411627307,-23.3721828818,-23.4812537357,-23.4462309844,-23.4112082332,-23.3511692311,-23.4102075832,-23.3761854819,-23.3731835318,-23.4072056331,-23.3421633807,-23.3411627307,-23.3421633807,-23.3421633807,-23.3371601306,-23.3751848319,-23.3151458298,-23.3441646808,-23.4072056331,-23.378186782,-23.4072056331,-23.3731835318,-23.3361594805,-23.3711822318,-23.3741841819,-23.3701815817,-23.2801230785,-23.3061399795,-23.3061399795,-23.3421633807,-138.380468608,-138.503467247,-138.521467047,-138.380468608,-138.56546656,-138.520467058,-138.487467424,-138.49046739,-138.499467291,-138.460467722,-138.421468154,-138.411468265,-138.466467656,-138.4624677,-138.448467855,-138.448467855,-138.381468597,-138.448467855,-138.431468043,-138.382468586,-138.411468265,-138.347468973,-138.411468265,-138.311469371,-138.346468984,-138.414468231,-138.428468077,-138.311469371,-138.382468586,-138.418468187,-138.348468962,-138.426468099,260.055,260.117,260.092,260.07,260.039,260.05,260.062,260.086,260.063,260.074,260.072,260.058,260.088,260.088,260.087,260.087,260.084,260.073,260.097,260.082,260.058,260.066,260.058,260.065,260.082,260.073,260.073,260.066,260.107,260.099,260.094,260.085
FLQS2C9EGRX5,-23.3852922684,-23.2853209437,-23.3183114809,-23.3583000107,-23.4632699016,-23.4262805115,-23.3912905479,-23.3243097603,-23.3932899744,-23.3573002975,-23.3602994372,-23.3942896876,-23.3223103338,-23.3223103338,-23.3213106206,-23.3213106206,-23.3213106206,-23.3573002975,-23.2893197967,-23.3213106206,-23.3942896876,-23.3243097603,-23.3942896876,-23.355300871,-23.3203109073,-23.3602994372,-23.359299724,-23.359299724,-23.2563292596,-23.2573289728,-23.286320657,-23.3223103338,-138.390825825,-138.448814439,-138.529798537,-138.353833089,-138.540796377,-138.493805604,-138.461811886,-138.46281169,-138.473809531,-138.435816991,-138.396824647,-138.360831715,-138.468810512,-138.436816794,-138.393825236,-138.393825236,-138.353833089,-138.39482504,-138.404823077,-138.357832304,-138.360831715,-138.321839371,-138.360831715,-138.285846439,-138.320839567,-138.361831518,-138.403823273,-138.284846635,-138.357832304,-138.39482504,-138.323838979,-138.401823666,260.059,260.103,260.095,260.067,260.037,260.049,260.061,260.088,260.061,260.073,260.069,260.053,260.089,260.087,260.084,260.084,260.082,260.07,260.098,260.082,260.053,260.078,260.053,260.063,260.08,260.067,260.07,260.062,260.108,260.11,260.094,260.085
FLQS2C6NGRX5,-23.3557221939,-23.2477465937,-23.291736653,-23.3167310049,-23.4247066052,-23.3907142866,-23.3547224198,-23.3167310049,-23.383715868,-23.317730779,-23.3537226457,-23.3887147384,-23.2827386863,-23.2817389123,-23.2837384604,-23.2837384604,-23.3107323605,-23.3467242272,-23.2827386863,-23.2837384604,-23.3887147384,-23.3197303272,-23.3887147384,-23.3217298753,-23.2867377826,-23.3227296494,-23.3187305531,-23.3477240013,-23.27873959,-23.2497461418,-23.2487463677,-23.2827386863,-138.327324054,-138.421335828,-138.468341715,-138.326323928,-138.514347476,-138.465341339,-138.432337206,-138.43133708,-138.445338834,-138.406333949,-138.365328813,-138.331324555,-138.411334575,-138.407334074,-138.363328563,-138.363328563,-138.326323928,-138.362328438,-138.375330066,-138.327324054,-138.331324555,-138.29231967,-138.331324555,-138.257315286,-138.293319795,-138.33232468,-138.375330066,-138.256315161,-138.327324054,-138.364328688,-138.29431992,-138.373329815,260.059,260.109,260.095,260.075,260.044,260.055,260.067,260.082,260.056,260.08,260.063,260.046,260.094,260.095,260.091,260.091,260.077,260.065,260.092,260.088,260.046,260.072,260.046,260.068,260.085,260.073,260.077,260.058,260.09,260.105,260.1,260.092
FLQS2BJ4GRX5,-23.0813738444,-22.9673522377,-23.0333647468,-23.0433666422,-23.146386164,-23.1113795304,-23.0743725177,-23.0383656945,-23.0743725177,-23.039365884,-23.0423664526,-23.0773730863,-23.0043592504,-23.0043592504,-23.0043592504,-23.0043592504,-23.007359819,-23.0403660736,-23.0033590608,-23.0043592504,-23.0773730863,-23.039365884,-23.0773730863,-23.0423664526,-23.0063596294,-23.0433666422,-23.0403660736,-23.0443668317,-22.9693526167,-22.9703528063,-22.9693526167,-23.0043592504,-138.338774893,-138.46078175,-138.513784729,-138.33677478,-138.515784841,-138.482782986,-138.448781075,-138.445780907,-138.446780963,-138.407778771,-138.380777253,-138.346775342,-138.41077894,-138.408778827,-138.379777197,-138.379777197,-138.337774837,-138.378777141,-138.374776916,-138.34477523,-138.346775342,-138.308773207,-138.346775342,-138.268770958,-138.303772926,-138.346775342,-138.375776972,-138.266770846,-138.34477523,-138.379777197,-138.309773263,-138.372776804,260.192,260.246,260.223,260.207,260.178,260.189,260.202,260.216,260.202,260.213,260.21,260.194,260.228,260.228,260.226,260.226,260.222,260.211,260.226,260.223,260.194,260.207,260.194,260.203,260.22,260.208,260.211,260.202,260.237,260.239,260.235,260.225
FLQS224TGRWM,-277.858600436,-276.481946541,-277.015993311,-277.360156785,-278.55879509,-278.131557674,-277.66871714,-277.265215137,-277.716187964,-276.921051663,-277.360156785,-277.775526494,-276.493814247,-276.493814247,-276.873580839,-276.873580839,-276.873580839,-277.300818255,-276.470078835,-276.517549659,-277.775526494,-276.932919369,-277.775526494,-277.039728723,-276.921051663,-277.372024491,-276.932919369,-277.372024491,-276.458211129,-276.470078835,-276.458211129,-276.885448545,-138.319237736,-138.441245002,-138.462246253,-138.320237795,-138.515249409,-138.462246253,-138.462246253,-138.430244347,-138.4462453,-138.434244585,-138.365240476,-138.35423982,-138.413243334,-138.436244704,-138.361240237,-138.361240237,-138.321237855,-138.363240356,-138.376241131,-138.326238153,-138.35423982,-138.290236009,-138.35423982,-138.28623577,-138.321237855,-138.331238451,-138.37724119,-138.250233626,-138.326238153,-138.362240297,-138.290236009,-138.373240952,260.047,260.102,260.085,260.064,260.036,260.048,260.063,260.075,260.06,260.087,260.067,260.052,260.1,260.101,260.083,260.083,260.081,260.069,260.098,260.093,260.052,260.076,260.052,260.073,260.079,260.064,260.082,260.059,260.095,260.097,260.092,260.084
FLQS224LGRWM,-23.339794146,-23.2310048554,-23.2389893905,-23.3038637381,-23.4086607612,-23.339794146,-23.3387960791,-23.3038637381,-23.339794146,-23.3058598719,-23.3348038116,-23.3387960791,-23.2709275308,-23.2799101328,-23.2689313971,-23.2689313971,-23.2689313971,-23.3038637381,-23.2719255977,-23.2349971229,-23.3387960791,-23.2310048554,-23.3387960791,-23.2978753368,-23.2359951898,-23.3348038116,-23.304861805,-23.3068579388,-23.164134374,-23.2349971229,-23.233999056,-23.2359951898,-138.365121136,-138.485107366,-138.507104842,-138.365121136,-138.549100022,-138.503105301,-138.470109087,-138.471108972,-138.513104153,-138.445111956,-138.479108054,-138.399117234,-138.479108054,-138.486107251,-138.433113333,-138.433113333,-138.36412125,-138.431113562,-138.418115054,-138.396117579,-138.399117234,-138.330125152,-138.399117234,-138.334124693,-138.332124922,-138.444112071,-138.414115513,-138.294129283,-138.366121021,-138.404116661,-138.332124922,-138.410115972,260.055,260.107,260.105,260.069,260.039,260.064,260.062,260.076,260.065,260.074,260.064,260.057,260.09,260.087,260.088,260.088,260.083,260.073,260.086,260.099,260.057,260.096,260.057,260.069,260.094,260.062,260.072,260.063,260.125,260.099,260.095,260.099
FLQS200ZGRX8,-23.5702928303,-23.4592867416,-23.5222901973,-23.565292556,-23.667298151,-23.6292960666,-23.5642925011,-23.558292172,-23.626295902,-23.5912939822,-23.5912939822,-23.5972943113,-23.5252903619,-23.5562920623,-23.5252903619,-23.5252903619,-23.5222901973,-23.5602922817,-23.5252903619,-23.5252903619,-23.5972943113,-23.5282905264,-23.5972943113,-23.531290691,-23.5212901425,-23.5912939822,-23.5912939822,-23.5662926108,-23.4602867964,-23.4602867964,-23.4582866867,-23.5272904716,-138.364042192,-138.489075665,-138.540089323,-138.363041924,-138.579099766,-138.53208718,-138.503079414,-138.500078611,-138.53208718,-138.497077808,-138.462068435,-138.398051297,-138.480073255,-138.497077808,-138.432060402,-138.432060402,-138.400051832,-138.431060134,-138.444063615,-138.396050761,-138.398051297,-138.362041656,-138.398051297,-138.332033623,-138.368043263,-138.427059063,-138.462068435,-138.293023179,-138.397051029,-138.433060669,-138.36504246,-138.415055849,259.981,260.034,260.012,259.983,259.957,259.969,259.993,259.995,259.97,259.982,259.979,259.973,260.007,259.996,260.004,260.004,260.003,259.99,260.005,260.001,259.973,259.998,259.973,259.995,260.001,259.977,259.979,259.978,260.028,260.03,260.026,260.002
FLNS2037GRWV,-23.6302401349,-23.5362113251,-23.5632196003,-23.5962297143,-23.7072637344,-23.6722530073,-23.6362419738,-23.6032318597,-23.6362419738,-23.6022315533,-23.6002309403,-23.6342413608,-23.5682211327,-23.5672208262,-23.5682211327,-23.5682211327,-23.5672208262,-23.6022315533,-23.5672208262,-23.5672208262,-23.6342413608,-23.6022315533,-23.6342413608,-23.6002309403,-23.5652202133,-23.5992306338,-23.6002309403,-23.5952294079,-23.5322100992,-23.5332104057,-23.5312097927,-23.5662205197,-138.436263087,-138.530213045,-138.576188557,-138.435263619,-138.627161406,-138.575189089,-138.543206125,-138.541207189,-138.558198139,-138.519218901,-138.475242325,-138.438262022,-138.524216239,-138.519218901,-138.472243922,-138.472243922,-138.435263619,-138.47324339,-138.488235404,-138.436263087,-138.438262022,-138.400282252,-138.438262022,-138.366300352,-138.402281187,-138.440260957,-138.485237001,-138.366300352,-138.435263619,-138.472243922,-138.402281187,-138.486236469,259.968,260.012,260.004,259.981,259.95,259.96,259.972,259.986,259.974,259.985,259.982,259.966,259.999,259.999,259.995,259.995,259.993,259.981,259.996,259.993,259.966,259.977,259.966,259.975,259.991,259.98,259.983,259.977,260.007,260.009,260.005,259.997
