,Distance_X_LOGO_Battery_Down1,Distance_X_LOGO_Battery_Down2,Distance_X_LOGO_Battery_Down3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Down1,Distance_Y_LOGO_Battery_Down2,Distance_Y_LOGO_Battery_Down3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Down1,Angle_Battery_Down2,Angle_Battery_Down3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2EQUGRX5,-11.9709201389,-11.9509453013,-11.685279962,-11.3866561408,-11.3536976588,-11.3936473339,-11.3517001751,-11.6313479007,-11.6503239963,-11.8191113736,-11.7162409602,-11.7372145396,-11.8690484674,-11.4106259458,-11.7811591822,-11.6952673808,-11.6383390938,-11.6183642563,-11.6832824783,-11.4815366191,-11.4565680722,-11.783156666,-11.4915240379,-11.3576926264,-11.4675542328,-11.8141176642,-11.6103743213,-11.3556951426,-11.6593126732,-11.3596901101,-11.482535361,-12.0068748465,-116.86215628,-117.606749497,-117.673712914,-117.617743491,-117.634734208,-116.900135532,-117.08803288,-117.424848872,-116.630282957,-117.913581869,-118.151451917,-117.080037248,-117.040059089,-117.957557844,-118.131462837,-117.588759325,-117.408857608,-116.354433658,-118.224412058,-117.676711276,-117.6327353,-118.061501059,-117.692702539,-117.648726564,-117.595755503,-118.055504335,-117.110020868,-117.736678515,-117.718688343,-117.643729294,-117.706694895,-117.258939511,263.81,263.857,263.988,264.13,264.146,264.092,264.121,264.002,263.955,263.935,263.996,263.934,263.868,264.134,263.964,263.979,263.998,263.957,264.015,264.086,264.096,263.96,264.082,264.145,264.09,263.944,263.997,264.15,264.003,264.144,264.087,263.812
FLQS2DERGRX5,-11.6601081328,-11.6500899971,-11.7252260148,-11.6090156407,-11.6591063192,-11.6240428443,-11.3134806378,-11.7943511511,-11.6070120136,-11.5939884372,-11.6901625399,-11.6280500986,-11.8264091853,-11.3184897057,-11.6230410307,-11.8654799145,-11.7863366425,-11.8334218803,-11.5899811829,-11.5909829965,-11.7462640997,-11.6240428443,-11.6490881835,-11.5268669281,-11.6881589127,-11.7893420832,-11.8143874224,-11.4507290968,-11.6891607263,-11.4667581139,-11.5739521658,-11.6480863699,-117.219969524,-117.176976504,-117.38094339,-117.173976991,-116.58007341,-117.107987704,-116.988007183,-117.313954266,-116.715051497,-117.547916282,-117.513921801,-117.571912387,-116.450094512,-117.455931216,-117.289958161,-116.265124542,-117.695892259,-116.780040946,-117.735885766,-116.979008644,-117.516921314,-117.835869534,-117.728886902,-116.994006209,-117.628903134,-117.359946799,-117.453931541,-117.438933975,-117.558914497,-116.588072112,-117.218969686,-117.21297066,263.993,263.996,263.97,264.016,263.963,264.005,264.15,263.933,263.995,264.041,263.993,264.026,263.875,264.17,264.015,263.847,263.955,263.888,264.052,264.015,263.966,264.04,264.023,264.047,264.0,263.938,263.93,264.105,263.996,264.057,264.035,263.999
FLQS2CKUGRX5,-11.7196029292,-11.7736241463,-11.7816272896,-11.6185632454,-11.6325687462,-11.6155620667,-11.5785475291,-11.78863004,-11.7256052867,-11.8526551861,-11.8806661876,-11.6845891774,-11.67858682,-11.7156013576,-11.7536162882,-11.7216037151,-11.6575785689,-12.0177200161,-11.78863004,-11.6335691391,-11.8776650089,-11.942690548,-11.6405718894,-11.7846284683,-11.8246441847,-11.920681904,-11.9446913338,-11.5655424213,-11.6905915349,-11.6435730682,-11.502517668,-11.84365165,-117.528922535,-117.881937321,-117.289912524,-117.230910053,-118.303954996,-117.422918095,-117.095904399,-117.422918095,-117.438918765,-117.344914828,-118.014942891,-117.742931499,-118.248952693,-117.181908001,-117.343914786,-117.389916713,-117.608925886,-117.36691575,-117.640927226,-118.157948881,-118.156948839,-117.86593665,-117.964940797,-117.585924923,-117.735931205,-117.470920106,-117.441918891,-118.14694842,-117.270911729,-118.116947164,-117.660928064,-117.391916797,263.97,263.961,263.929,264.005,264.049,264.016,264.018,263.932,263.963,263.897,263.916,263.998,264.024,263.956,263.945,263.963,264.004,263.819,263.943,264.042,263.925,263.879,264.029,263.942,263.93,263.871,263.857,264.074,263.972,264.035,264.081,263.904
FLQS2C9EGRX5,-11.9675066109,-11.61660904,-11.5726218801,-11.7305757724,-11.6246067055,-11.8105524268,-11.5656239229,-11.6416017445,-11.644600869,-11.6346037872,-11.4616542723,-11.6765915308,-11.7445716869,-11.7705640996,-11.8575387112,-11.4416601087,-11.8995264547,-11.8725343339,-11.8325460067,-11.5686230474,-11.5376320939,-11.8745337502,-11.6396023281,-11.5026423076,-11.6845891962,-11.7705640996,-11.8015550531,-11.4276641942,-11.8165506758,-11.6995848189,-11.5596256738,-11.8765331666,-117.345069275,-117.129098596,-117.317073076,-116.526180447,-117.802007242,-116.783145562,-116.720154114,-117.053108912,-117.207088008,-117.768011857,-117.796008056,-117.362066968,-116.671160765,-116.797143662,-118.107965705,-116.827139589,-117.626031132,-117.525044842,-118.007979279,-117.457054072,-116.994116921,-117.172092759,-117.203088551,-117.60903344,-117.237083935,-117.63502991,-117.662026245,-117.513046471,-116.75914882,-117.673024752,-117.02211312,-117.945987695,264.513,264.672,264.703,264.587,264.7,264.561,264.677,264.657,264.662,264.694,264.779,264.654,264.588,264.581,264.603,264.743,264.56,264.568,264.61,264.711,264.704,264.55,264.664,264.75,264.645,264.622,264.609,264.782,264.557,264.658,264.695,264.586
FLQS2C6NGRX5,-11.4336178851,-11.8306046177,-11.4366177848,-11.3306213272,-11.2896226974,-11.3306213272,-11.3516206254,-11.5036155457,-11.5726132398,-11.6316112681,-11.4036188876,-11.4776164146,-11.6736098645,-11.3736198902,-11.6196116691,-11.5106153118,-11.7086086948,-11.5476140753,-11.3796196897,-11.2916226306,-11.4036188876,-11.6046121704,-11.2916226306,-11.4346178517,-11.6706099647,-11.5026155791,-11.5296146768,-11.2856228311,-11.333621227,-11.2976224301,-11.3616202913,-11.6756097976,-117.603781884,-117.249758458,-117.435770767,-117.437770899,-117.8427977,-117.509775664,-117.689787575,-117.501775135,-117.846797965,-117.731790355,-117.704788568,-117.493774605,-117.466772818,-117.184754157,-116.405702607,-117.471773149,-117.487774208,-117.375766796,-117.532777186,-117.763792472,-117.520776392,-117.561779105,-117.968806038,-117.922802994,-117.550778377,-117.868799421,-118.437837074,-118.081813516,-117.486774142,-117.721789693,-117.470773083,-118.245824369,264.784,264.575,264.774,264.826,264.864,264.829,264.827,264.745,264.728,264.694,264.803,264.757,264.661,264.793,264.636,264.74,264.645,264.717,264.806,264.859,264.794,264.699,264.869,264.798,264.667,264.763,264.776,264.877,264.826,264.855,264.812,264.697
FLQS2BJ4GRX5,-11.5820502612,-11.5730478904,-11.383998102,-11.4740218107,-11.3619923065,-11.39800179,-11.4950273428,-11.7851037376,-11.7801024205,-11.6490679111,-11.8811290269,-11.816111904,-11.8171121674,-11.4430136444,-11.7450932004,-11.7831032108,-11.442013381,-11.542039724,-11.7130847706,-11.635064223,-11.8081097965,-11.4480149615,-11.4310104832,-11.435011537,-11.6830768677,-11.786104001,-11.6710737065,-11.3679938871,-11.4720212839,-11.823113748,-11.4320107467,-11.621060535,-117.136680553,-116.903663285,-116.84165869,-117.036673142,-117.835732357,-117.486706492,-117.298692559,-117.099677811,-117.18468411,-117.335695301,-117.237688038,-117.147681368,-117.318694041,-117.048674031,-117.538710346,-117.131680182,-117.60771546,-117.430702342,-117.638717757,-117.30369293,-117.236687964,-117.118679219,-117.893736655,-117.969742288,-117.207685815,-117.221686852,-117.693721833,-117.744725613,-117.5907142,-118.022746216,-117.581713533,-118.38377297,264.691,264.685,264.773,264.739,264.83,264.797,264.741,264.591,264.598,264.668,264.551,264.578,264.586,264.754,264.632,264.594,264.781,264.725,264.652,264.673,264.586,264.755,264.8,264.801,264.646,264.597,264.675,264.823,264.766,264.617,264.785,264.732
FLQS224TGRWM,-53.9135871877,-54.5352419768,-53.2919323987,-52.4584544963,-52.9741977287,-52.5183175501,-52.3064944367,-53.6234816195,-53.6142719189,-53.296537249,-53.1399723391,-53.7846513796,-54.7102262878,-52.3295186882,-53.4024488056,-53.2827226981,-52.6380436576,-53.4761264102,-53.9412162895,-52.3203089876,-54.028708445,-52.8084231183,-52.5919951547,-52.9649880281,-52.8452619206,-54.1898782051,-53.4484973085,-51.6433959951,-52.8176328189,-52.03941312,-51.6940493483,-53.7846513796,-117.409338312,-116.989287014,-117.432341121,-117.175309732,-117.512350892,-117.374334037,-117.301325121,-117.17430961,-117.51135077,-117.547355167,-117.707374709,-117.29632451,-116.797263564,-117.636366037,-117.615363472,-117.46934564,-117.879395716,-117.510350648,-117.45534393,-117.702374098,-117.574358465,-118.080420266,-118.726499167,-117.596361152,-117.680371411,-117.681371533,-117.515351258,-118.360454465,-118.004410984,-117.593360785,-117.791384968,-117.988409029,264.642,264.556,264.708,264.783,264.745,264.787,264.805,264.661,264.678,264.713,264.737,264.65,264.528,264.818,264.705,264.711,264.797,264.693,264.641,264.822,264.637,264.789,264.842,264.75,264.766,264.626,264.695,264.923,264.785,264.847,264.892,264.683
FLQS224LGRWM,-11.811316113,-12.001917784,-11.4730230949,-11.6865767996,-11.3343129783,-11.3792191312,-11.3911941053,-11.4051649084,-11.479010582,-11.486993898,-11.9679886907,-11.4460794032,-11.6516497918,-11.4620460353,-11.6486560483,-11.4121503099,-11.4101544809,-11.8522306078,-11.4131482244,-11.3263296623,-11.5119417607,-11.7065350897,-11.6037498954,-11.4770147529,-11.4470773177,-11.4111523954,-11.7674078747,-11.2075778359,-11.4460794032,-11.4800084965,-11.3303213203,-11.673603911,-117.371401671,-116.954432218,-117.792370832,-117.213413245,-117.680379037,-117.211413392,-117.597385117,-117.865365485,-117.740374641,-117.326404968,-117.152417714,-117.591385556,-117.365402111,-118.002355449,-117.200414198,-117.571387021,-117.780371711,-116.963431558,-117.89136358,-118.209340286,-117.487393174,-117.651381161,-117.876364679,-117.822368635,-117.84536695,-117.978357207,-117.609384237,-117.59938497,-117.709376912,-117.756373469,-117.697377791,-117.379401085,263.905,263.792,264.089,263.958,264.151,264.107,264.119,264.125,264.084,264.06,263.818,264.092,263.982,264.104,263.976,264.108,264.119,263.865,264.122,264.179,264.055,263.969,264.03,264.088,264.104,264.127,263.938,264.208,264.098,264.084,264.153,263.972
FLQS200ZGRX8,-12.1143728884,-11.9803577008,-11.9673562274,-11.6063153116,-11.5073040909,-11.7363300458,-11.5743116847,-11.8653446667,-11.8683450067,-11.6533206386,-12.0213623477,-12.0093609877,-11.6803236988,-11.7883359395,-11.9453537339,-11.7293292524,-11.9293519204,-12.0823692615,-11.719328119,-11.5013034109,-11.6843241521,-11.9483540739,-11.7053265323,-11.7153276657,-11.5503089646,-11.9113498803,-11.8943479535,-11.5083042043,-11.6953253989,-11.7043264189,-11.7063266456,-11.7883359395,-117.224509345,-117.129482992,-117.433567322,-117.712644717,-117.728649156,-117.981719339,-117.24951628,-116.725370921,-116.937429731,-117.566604217,-117.20350352,-117.629621693,-117.675634454,-117.14548743,-117.626620861,-116.954434446,-117.372550401,-117.206504352,-118.060741253,-118.111755401,-117.205504074,-117.631622248,-118.185775929,-117.549599501,-117.950710739,-118.149765942,-117.338540969,-117.771661084,-116.969438607,-118.128760117,-117.16849381,-117.037457471,263.762,263.822,263.843,264.031,264.079,263.981,264.024,263.858,263.867,264.001,263.806,263.833,263.994,263.916,263.863,263.935,263.859,263.777,263.993,264.101,263.969,263.862,264.006,263.971,264.069,263.905,263.874,264.081,263.952,264.003,263.956,263.911
FLNS2037GRWV,-11.846903149,-12.1329732521,-11.7228727547,-11.9429266801,-11.7868884421,-12.1339734972,-11.5788374581,-12.1949884493,-11.7268737352,-11.85490511,-12.0879622219,-12.1549786446,-12.1599798702,-11.7268737352,-12.0159445736,-11.7288742254,-11.9889379555,-11.8278984918,-11.7918896677,-11.8419019235,-11.9469276606,-12.0159445736,-11.785888197,-11.7898891775,-11.8859127085,-11.9239220229,-11.9519288862,-11.9089183462,-12.0319484954,-11.7798867263,-11.707869078,-11.7758857458,-117.767534805,-116.465402379,-117.267867719,-117.330825772,-117.479726564,-117.645616036,-116.801178661,-117.005042832,-117.27286439,-117.699580081,-117.594649993,-117.242884365,-116.948080784,-116.602311161,-117.774530144,-116.967068133,-117.316835094,-117.407774503,-117.558673963,-117.791518825,-117.93642228,-117.708574089,-117.472731224,-117.354809792,-117.636622029,-117.313837091,-117.812504843,-117.460739214,-116.903110746,-117.886455572,-117.827494855,-117.429759855,263.924,263.721,263.96,263.856,263.939,263.78,264.007,263.718,263.958,263.917,263.799,263.749,263.732,263.925,263.843,263.942,263.833,263.915,263.94,263.927,263.884,263.839,263.939,263.931,263.899,263.864,263.875,263.879,263.792,263.962,263.994,263.941
