,Distance_X_LOGO_Front_Camera_RU1,Distance_X_LOGO_Front_Camera_RU2,Distance_X_LOGO_Front_Camera_RU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_RU1,Distance_Y_LOGO_Front_Camera_RU2,Distance_Y_LOGO_Front_Camera_RU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_RU1,Angle_Front_Camera_RU2,Angle_Front_Camera_RU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30CMGRWQ,-26.1692938033,-26.137317882,-26.1333208919,-26.0663713067,-26.2052667147,-26.0044179593,-26.1363186345,-26.1363186345,-26.0343953855,-26.1383171296,-26.1033434657,-25.9584525725,-26.187280259,-26.1033434657,-26.1033434657,-26.1013449706,-26.2822087752,-26.1682945557,-26.1083397034,-26.1003457231,-26.1363186345,-26.1732907934,-26.2382418835,-26.1443126148,-26.1672953082,-26.2062659622,-26.2832080227,-26.174290041,-26.0993464755,-26.0703682969,-26.278211785,-26.2532305966,139.140566858,139.096556241,139.139566617,139.077551656,139.14256734,139.005534282,139.13456541,139.010535489,139.06554876,139.167573373,139.110559619,139.028539832,139.024538867,139.110559619,139.178576027,139.069549725,139.179576269,139.137566134,138.952521493,139.008535006,139.064548519,139.038542245,139.03454128,139.024538867,139.139566617,139.117561308,139.205582543,139.098556723,139.03454128,139.139566617,138.891506774,139.100557206,100.844,100.834,100.83,100.808,100.858,100.788,100.831,100.841,100.796,100.83,100.82,100.768,100.86,100.82,100.815,100.822,100.886,100.844,100.834,100.826,100.837,100.853,100.879,100.843,100.843,100.86,100.884,100.849,100.824,100.805,100.906,100.88
FLQS30BWGRWY,-25.8683357253,-25.8703363699,-25.832324121,-25.7512980114,-25.9493618348,-25.6812754476,-25.8573321795,-25.8363254104,-25.7242893082,-25.8363254104,-25.8653347582,-25.7222886636,-25.8003138061,-25.8653347582,-25.835325088,-25.8003138061,-25.9813721497,-25.8673354029,-25.7713044582,-25.7983131614,-25.8343247657,-25.8913431391,-25.9043473295,-25.8093167072,-25.9043473295,-25.9043473295,-25.9813721497,-25.8723370146,-25.7993134838,-25.7683034912,-25.9773708604,-25.9073482965,139.136424386,139.076443602,139.132425667,138.960480754,138.865511179,138.960480754,138.870509578,138.984473067,138.97347659,139.145421504,139.097436877,139.089439439,139.088439759,139.097436877,139.117430471,139.056450008,139.176411575,139.129426628,138.935488761,138.986472427,139.055450328,139.030458335,139.096437197,138.999468263,139.132425667,139.059449047,139.181409974,139.072444883,139.013463779,139.107433674,138.870509578,139.111432393,100.712,100.717,100.698,100.678,100.764,100.65,100.727,100.71,100.666,100.698,100.713,100.657,100.688,100.713,100.7,100.691,100.754,100.712,100.688,100.695,100.704,100.729,100.729,100.698,100.726,100.732,100.754,100.718,100.694,100.674,100.775,100.729
FLQS30BJGRWV,-26.0035998328,-25.9675893084,-25.9655887237,-25.8955682594,-26.0386100649,-25.8185457488,-25.9655887237,-25.9585866772,-25.8215466258,-25.963588139,-25.9675893084,-25.8545562732,-25.9305784915,-25.9675893084,-25.9355799533,-25.9935969094,-26.1066299445,-26.0015992481,-25.8995694288,-25.9315787839,-25.963588139,-26.0286071415,-26.0386100649,-25.8985691365,-26.0015992481,-26.0396103573,-26.1056296521,-25.966589016,-25.9305784915,-25.9235764451,-26.1076302368,-26.0066007099,139.015263975,139.012264272,139.012264272,138.937271682,139.018263679,138.875277807,139.014264074,138.875277807,138.976267829,139.083257257,139.013264173,138.976267829,138.975267927,139.013264173,139.04426111,138.910274349,139.050260517,139.014264074,138.874277906,138.904274942,138.941271287,138.875277807,138.982267236,138.945270891,139.014264074,138.979267532,139.118253799,139.047260814,138.939271484,139.015263975,138.846280673,139.074258146,100.476,100.462,100.461,100.439,100.489,100.412,100.461,100.468,100.407,100.455,100.462,100.419,100.45,100.462,100.447,100.48,100.514,100.475,100.445,100.455,100.466,100.496,100.492,100.439,100.475,100.493,100.509,100.459,100.453,100.444,100.53,100.473
FLQS30AEGRWV,-26.1243947611,-26.0923881517,-26.0903877386,-26.0493792702,-26.1574015771,-25.9433573764,-26.0883873255,-26.0853867058,-25.9783646055,-26.0883873255,-26.089387532,-25.979364812,-26.056380716,-26.089387532,-26.0573809226,-26.0503794767,-26.2264158287,-26.1213941415,-26.0233739,-26.0823860862,-26.0883873255,-26.0913879451,-26.1584017837,-26.0553805095,-26.1203939349,-26.1614024033,-26.2284162418,-26.0903877386,-26.0503794767,-25.9803650186,-26.2284162418,-26.1273953807,139.118716854,139.117716597,139.115716083,139.013689889,139.117716597,139.021691944,139.120717367,139.046698364,139.084708122,139.189735086,139.115716083,139.083707865,139.076706068,139.115716083,139.150725071,139.078706581,139.152725585,139.113715569,138.977680644,138.97267936,139.045698107,139.047698621,139.082707609,139.048698877,139.114715826,139.078706581,139.223743818,139.148724558,139.04469785,139.18873483,138.945672427,139.152725585,100.753,100.74,100.739,100.73,100.766,100.688,100.738,100.742,100.697,100.733,100.739,100.697,100.729,100.739,100.724,100.726,100.791,100.752,100.723,100.747,100.744,100.745,100.769,100.731,100.751,100.77,100.786,100.737,100.729,100.69,100.807,100.751
FLQS309TGRWY,-26.0191737594,-25.9852022564,-25.9852022564,-25.8792911002,-26.0521461004,-25.8463187591,-25.9772089616,-25.9832039327,-25.8782919384,-25.9872005801,-25.9842030946,-25.8413229499,-25.9512307535,-25.9842030946,-25.9532290772,-25.9502315916,-26.1270832393,-26.0201729212,-25.9192575743,-25.9472341061,-25.9822047709,-25.9852022564,-26.0521461004,-25.9572257246,-26.0161762738,-26.055143586,-26.1280824011,-25.9872005801,-25.9842030946,-25.8812894239,-26.1260840774,-26.0201729212,139.115608721,139.111609192,139.081612726,139.015620502,139.116608603,139.011620973,139.045616968,139.017620266,139.082612609,139.18360071,139.121608014,139.042617321,139.040617557,139.121608014,139.150604597,138.968626039,139.152604362,139.073613669,138.901633932,138.984624154,139.040617557,139.049616496,139.076613315,139.03761791,139.080612844,139.085612255,139.216596822,139.109609428,138.970625803,139.147604951,138.904633579,139.147604951,100.601,100.588,100.591,100.553,100.615,100.54,100.59,100.594,100.548,100.584,100.587,100.536,100.58,100.587,100.573,100.585,100.642,100.605,100.578,100.583,100.593,100.593,100.617,100.583,100.603,100.618,100.637,100.589,100.598,100.544,100.66,100.599
FLQS309QGRWV,-26.1947305287,-26.1627039602,-26.1587006391,-26.1546973181,-26.3628700132,-26.0175835718,-26.1546973181,-26.2247554366,-26.0576167824,-26.165706451,-26.1587006391,-26.0566159521,-26.1196682588,-26.1587006391,-26.1296765615,-26.1266740707,-26.3078243486,-26.1967321892,-26.0996516535,-26.1556981484,-26.2247554366,-26.1617031299,-26.2948135552,-26.1346807128,-26.2327620788,-26.2948135552,-26.3118276697,-26.2467737025,-26.1747139234,-26.0646225942,-26.2948135552,-26.2017363405,139.055687263,139.053687454,139.112681807,138.936698655,139.002692337,138.946697697,138.936698655,138.936698655,139.020690613,139.121680945,139.074685444,139.067686114,138.971695304,139.074685444,139.095683434,139.03168956,139.093683625,139.05268755,138.909701239,138.955696836,138.936698655,139.002692337,138.831708706,138.973695113,139.054687359,139.041688603,139.108682189,139.039688795,138.996692911,139.078685061,138.831708706,139.144678743,100.654,100.641,100.635,100.647,100.725,100.591,100.647,100.674,100.602,100.637,100.638,100.598,100.63,100.638,100.625,100.629,100.696,100.655,100.627,100.646,100.674,100.644,100.71,100.636,100.669,100.694,100.696,100.676,100.65,100.6,100.71,100.65
FLQS309NGRWM,-25.8305953356,-25.7946112232,-25.7986094579,-25.7606262282,-25.903563119,-25.6506747737,-25.7946112232,-25.7906129885,-25.6926562382,-25.7896134298,-25.7936116646,-25.7206438811,-25.7606262282,-25.7936116646,-25.7666235803,-25.7586271108,-25.9375481141,-25.8305953356,-25.7276407919,-25.7886138712,-25.7936116646,-25.7926121059,-25.866579448,-25.7646244629,-25.866579448,-25.8685785653,-25.9435454661,-25.7976098993,-25.7926121059,-25.6986535902,-25.9355489967,-25.835593129,139.063227911,139.061228311,139.063227911,138.966247279,139.063227911,138.993241888,139.062228111,139.001240291,139.067227113,139.104219725,139.044231705,139.025235499,139.022236098,139.044231705,139.136213336,139.0292347,139.100220524,139.060228511,138.889262654,138.964247679,139.024235699,138.971246281,139.026235299,138.957249076,139.05922871,139.075225515,139.204199758,139.093221921,138.961248278,139.131214334,138.890262454,139.132214134,100.462,100.448,100.449,100.441,100.491,100.395,100.448,100.45,100.406,100.442,100.448,100.421,100.437,100.448,100.431,100.435,100.501,100.462,100.433,100.452,100.45,100.453,100.479,100.443,100.476,100.476,100.496,100.446,100.454,100.404,100.516,100.458
FLQS308YGRWQ,-26.0430392067,-25.9780540807,-25.9710556825,-25.8730781078,-26.0770314265,-25.8730781078,-26.0830300535,-25.9720554537,-25.8670794808,-25.9770543095,-26.0090469869,-25.8690790231,-25.9770543095,-26.0090469869,-25.9780540807,-25.974054996,-26.1570131201,-26.0420394356,-25.9490607167,-25.939063005,-26.0120463005,-26.0120463005,-26.0780311977,-25.9450616321,-26.0410396644,-26.0770314265,-26.1600124336,-26.0170451563,-25.9360636915,-25.8730781078,-26.1530140354,-25.9700559113,139.134198999,139.090194508,139.135199101,138.966181852,139.136199203,138.896174708,139.012186547,139.076193079,139.105196039,139.15420104,139.104195937,139.02318767,139.093194814,139.104195937,139.12519808,139.06219165,139.173202979,139.131198693,138.9891842,139.000185322,139.05719114,139.032188588,139.106196141,139.053190732,139.135199101,139.114196957,139.191204816,139.090194508,139.020187364,139.128198386,138.890174095,139.121197672,100.584,100.562,100.556,100.529,100.598,100.534,100.609,100.56,100.516,100.557,100.573,100.523,100.561,100.573,100.559,100.562,100.627,100.584,100.558,100.553,100.578,100.58,100.6,100.551,100.584,100.599,100.627,100.577,100.55,100.517,100.646,100.556
FLQS3084GRWM,-26.012997127,-25.9749752064,-25.9769763601,-25.9059354033,-26.0500184707,-25.830892139,-25.9739746295,-25.9719734758,-25.8739169438,-25.9759757833,-25.977976937,-25.8559065604,-25.977976937,-25.977976937,-25.9769763601,-25.9399550164,-26.1230605812,-26.0119965501,-25.9449579007,-25.9389544396,-25.9739746295,-25.977976937,-26.048017317,-25.9479596313,-26.0490178938,-26.0500184707,-26.1220600044,-26.0139977038,-25.9409555933,-25.9139400181,-26.1560796175,-26.0490178938,139.081228939,139.028231138,139.083228856,139.03323093,139.083228856,138.921235578,139.023231345,139.032230972,139.046230391,139.098228233,139.110227735,138.92623537,138.945234582,139.110227735,139.065229603,139.06722952,139.119227362,139.077229105,138.803240474,138.987232839,139.007232009,139.034230889,139.045230432,138.992232632,139.08022898,139.065229603,139.13422674,139.017231594,139.026231221,139.151226034,138.907236158,139.063229686,100.365,100.354,100.351,100.326,100.38,100.305,100.354,100.353,100.313,100.349,100.349,100.314,100.362,100.349,100.352,100.337,100.406,100.365,100.359,100.343,100.355,100.355,100.382,100.346,100.38,100.381,100.405,100.37,100.341,100.321,100.435,100.381
FLQS307KGRWV,-25.9124747681,-25.8784662704,-25.8764657705,-25.8044477753,-25.9464832658,-25.7324297801,-25.8464582725,-25.8754655206,-25.7684387777,-25.8784662704,-25.8744652706,-25.7664382778,-25.8414570228,-25.8744652706,-25.8764657705,-25.8424572728,-26.0175010111,-25.9114745181,-25.8144502746,-25.8404567729,-25.8774660204,-25.9114745181,-25.9464832658,-25.8464582725,-25.9114745181,-25.9454830159,-26.0195015109,-25.8814670201,-25.8414570228,-25.7764407772,-26.0175010111,-25.913475018,139.023854553,139.020854469,139.020854469,138.952852584,139.023854553,138.947852445,139.016854358,138.952852584,138.95885275,139.125857381,139.000853915,138.982853416,138.981853388,139.000853915,139.027854663,138.986853527,139.05585544,139.021854497,138.913851503,138.92385178,138.947852445,138.92385178,138.990853638,138.917851613,139.022854525,138.95885275,139.12185727,139.052855357,138.918851641,139.087856327,138.845849617,139.089856382,100.462,100.449,100.448,100.425,100.476,100.396,100.437,100.453,100.41,100.441,100.449,100.407,100.437,100.449,100.447,100.437,100.501,100.462,100.431,100.441,100.454,100.469,100.478,100.444,100.462,100.48,100.497,100.448,100.442,100.403,100.517,100.458
FLQS3072GRWV,-26.1177411028,-26.0817593692,-26.0827588618,-26.0107953947,-26.1527233437,-25.937832435,-26.1137431324,-26.0787608914,-25.9758131537,-26.0827588618,-26.0827588618,-25.9718151833,-26.0487761134,-26.0827588618,-26.0507750986,-26.0487761134,-26.2216883331,-26.1157421176,-25.9838090945,-26.0457776357,-26.079760384,-26.1187405954,-26.1507243585,-26.0157928577,-26.1527233437,-26.1537228363,-26.2216883331,-26.0817593692,-26.0447781431,-25.9798111241,-26.2236873183,-26.1527233437,139.097461377,139.097461377,139.128465046,139.033453802,139.099461614,139.002450133,139.094461022,139.006450607,139.062457235,139.166469544,139.104462206,139.091460667,139.08946043,139.104462206,139.13246552,139.062457235,139.135465875,139.096461259,138.950443979,138.971446464,138.999449778,139.030453447,139.064457471,138.994449186,139.095461141,139.068457945,139.20547416,139.13246552,139.025452855,139.167469662,138.918440191,139.133465638,100.604,100.59,100.588,100.566,100.618,100.54,100.603,100.595,100.55,100.585,100.59,100.546,100.577,100.59,100.575,100.579,100.643,100.604,100.562,100.585,100.596,100.61,100.62,100.571,100.618,100.621,100.638,100.587,100.581,100.544,100.66,100.615
FLQS305NGRWM,-26.1746337005,-26.1396475566,-26.1406471607,-26.0706748728,-26.2086202404,-25.9947049602,-26.1076602249,-26.1366487442,-25.9977037725,-26.1386479525,-26.1376483483,-26.0276918959,-26.1056610167,-26.1376483483,-26.1076602249,-26.0706748728,-26.2815913406,-26.1746337005,-26.0736736851,-26.1016626003,-26.1386479525,-26.1386479525,-26.2076206363,-26.0746732892,-26.1756333046,-26.2086202404,-26.3595604614,-26.1406471607,-26.1016626003,-26.0736736851,-26.2795921324,-26.1776325129,139.146369571,139.173379931,139.14336842,139.075342329,139.175380698,139.073341561,139.137366118,139.077343096,139.10535384,139.209393744,139.118358828,139.104353456,139.10535384,139.118358828,139.209393744,139.109355374,139.179382233,139.144368804,138.994311249,139.046331201,139.071340794,139.077343096,139.111356142,139.061336957,139.145369187,139.082345015,139.244407173,139.174380315,139.040328899,139.211394511,138.963299355,139.209393744,100.666,100.65,100.653,100.63,100.678,100.6,100.64,100.656,100.599,100.647,100.653,100.611,100.642,100.653,100.635,100.627,100.706,100.666,100.637,100.645,100.657,100.657,100.682,100.633,100.667,100.685,100.732,100.651,100.645,100.621,100.722,100.663
FLQS305DGRWM,-25.9446612548,-25.9086742083,-25.873686802,-25.8067109099,-25.9836472219,-25.7787209848,-25.9826475817,-25.873686802,-25.7707238634,-25.8746864422,-25.9086742083,-25.7677249428,-25.873686802,-25.9086742083,-25.8766857225,-25.8376997555,-26.0226331889,-25.9466605352,-25.8117091108,-25.840698676,-25.8756860824,-25.8756860824,-25.9816479415,-25.8446972368,-25.945660895,-25.9466605352,-26.0256321095,-25.9126727691,-25.8367001153,-25.8087101902,-26.0526223944,-25.9506590959,139.119468572,139.085469191,139.117468609,139.059469664,139.122468518,138.941471811,139.077469337,139.056469719,139.05146981,139.15146799,139.093469046,139.044469937,139.077469337,139.093469046,139.157467881,139.053469773,139.160467826,139.116468627,138.974471211,138.988470956,139.042469974,139.021470356,139.086469173,139.006470629,139.120468554,139.06246961,139.188467317,139.082469246,139.014470483,139.124468481,138.879472939,139.154467936,100.644,100.632,100.616,100.594,100.659,100.591,100.662,100.62,100.58,100.614,100.632,100.579,100.619,100.632,100.614,100.606,100.672,100.645,100.602,100.612,100.622,100.624,100.661,100.612,100.644,100.649,100.671,100.634,100.609,100.589,100.705,100.644
FLQS3057GRWM,-26.0240417014,-25.997043733,-25.9580466675,-25.8880519346,-26.0620388421,-25.8100578036,-25.9860445607,-25.956046818,-25.8470550196,-25.9530470437,-25.989044335,-25.8220569007,-25.9620463665,-25.989044335,-25.9620463665,-25.923049301,-26.1370331988,-26.0320410995,-25.9250491506,-25.9220493763,-25.9570467428,-25.9920441092,-26.0630387669,-25.9580466675,-26.0270414757,-26.0260415509,-26.1320335751,-25.9880444102,-25.9200495268,-25.8880519346,-26.1310336503,-26.0270414757,139.194380294,139.143361462,139.191379187,139.097344476,139.195380664,139.122353708,139.15936737,139.126355185,139.127355554,139.232394326,139.201382879,139.108348538,139.108348538,139.201382879,139.178374386,139.157366632,139.178374386,139.143361462,139.014313827,139.088341153,139.09134226,139.128355923,139.15936737,139.085340045,139.166369955,139.165369586,139.235395434,139.195380664,139.093342999,139.231393957,138.982302011,139.198381771,100.574,100.567,100.548,100.527,100.589,100.494,100.561,100.552,100.508,100.543,100.559,100.5,100.556,100.559,100.55,100.537,100.62,100.581,100.548,100.541,100.555,100.566,100.592,100.556,100.577,100.577,100.614,100.56,100.54,100.517,100.632,100.575
FLQS3052GRWY,-25.6899526071,-25.691950659,-25.6559857244,-25.5850548811,-25.7608834504,-25.5490899465,-25.6889535811,-25.6849574773,-25.5141240378,-25.6899526071,-25.6879545552,-25.5840558552,-25.6210198157,-25.6879545552,-25.6549866984,-25.6220188417,-25.8298162417,-25.6899526071,-25.5920480628,-25.6489925427,-25.6559857244,-25.6579837763,-25.7608834504,-25.6240168936,-25.7279155936,-25.7598844244,-25.8268191639,-25.6899526071,-25.6519896206,-25.6709711138,-25.8308152677,-25.6939487109,139.13919624,139.138196317,139.13919624,139.079200898,139.142196007,139.040203926,139.137196395,139.075201209,139.105198879,139.210190727,139.151195308,139.070201597,139.074201286,139.151195308,139.176193367,139.109198569,139.180193056,139.137196395,138.994207498,139.041203848,139.066201907,139.079200898,139.105198879,139.06320214,139.13919624,139.112198336,139.247187854,139.142196007,139.072201442,139.159194687,138.938211845,139.174193522,100.339,100.34,100.325,100.302,100.367,100.29,100.339,100.342,100.271,100.334,100.337,100.302,100.316,100.337,100.322,100.314,100.392,100.339,100.311,100.33,100.331,100.33,100.37,100.318,100.354,100.369,100.385,100.339,100.329,100.33,100.41,100.338
FLQS304WGRWM,-26.7935893068,-26.7987448945,-26.7564690753,-26.6832597299,-26.8874210031,-26.6059259143,-26.7544068402,-26.7595624279,-26.6791352597,-26.7956515419,-26.7925581893,-26.6347972055,-26.7245044315,-26.7925581893,-26.761624663,-26.7791536612,-26.9461947029,-26.8513318891,-26.7275977842,-26.7203799614,-26.7966826594,-26.8152427752,-26.8874210031,-26.7647180157,-26.8513318891,-26.8874210031,-26.9111367065,-26.8008071296,-26.7585313104,-26.6564506738,-26.9090744714,-26.8008071296,139.195385866,139.227392163,139.195385866,139.165379962,139.183383504,139.159378782,139.149376814,139.165379962,139.120371107,139.221390982,139.199386653,139.148376617,139.151377207,139.199386653,139.263399247,139.148376617,139.190384882,139.183383504,139.008349067,139.123371697,139.080363236,139.11336973,139.148376617,139.078362842,139.183383504,139.148376617,139.294405347,139.184383701,139.115370123,139.301406725,139.009349264,139.263399247,100.628,100.627,100.613,100.588,100.665,100.558,100.616,100.617,100.589,100.627,100.627,100.57,100.604,100.627,100.61,100.625,100.687,100.651,100.616,100.605,100.637,100.642,100.667,100.625,100.651,100.667,100.666,100.631,100.62,100.567,100.686,100.625
FLQS3047GRWM,-26.0457467886,-26.0147220758,-26.015722873,-25.9436654755,-26.0857786761,-25.8706072809,-26.0467475858,-26.0127204814,-25.9096383712,-26.0177244674,-26.0127204814,-25.9066359796,-25.9816957686,-26.0127204814,-25.9806949714,-25.9476686643,-26.1598376679,-26.047748383,-25.9216479374,-25.9746901883,-26.0117196842,-26.0567555576,-26.0837770817,-25.9556750418,-26.0507507745,-26.1258105635,-26.1628400595,-26.0207268589,-25.9766917827,-25.9556750418,-26.1988687582,-26.0547539633,139.10825473,139.106255028,139.065261142,139.005270088,139.110254432,139.000270834,139.013268895,139.006269939,138.990272325,139.176244591,139.131251301,139.068260695,139.023267404,139.131251301,139.148248766,138.995271579,139.148248766,139.064261291,138.958277096,138.977274263,138.993271878,138.954277693,139.076259502,138.980273816,139.066260993,138.994271729,139.167245933,139.098256221,138.954277693,139.133251003,138.888287534,139.140249959,100.684,100.672,100.676,100.651,100.7,100.623,100.692,100.679,100.639,100.668,100.669,100.632,100.665,100.669,100.655,100.653,100.727,100.688,100.646,100.666,100.679,100.7,100.702,100.658,100.689,100.725,100.726,100.675,100.668,100.647,100.761,100.686
FLQS303BGRWM,-25.6466966249,-25.6126970271,-25.6136970153,-25.5436978433,-25.7316956195,-25.4666987541,-25.6436966604,-25.6116970389,-25.5056982928,-25.6116970389,-25.6106970508,-25.5056982928,-25.5796974175,-25.6106970508,-25.6106970508,-25.6076970863,-25.8256945076,-25.6476966131,-25.5466978078,-25.5746974766,-25.6136970153,-25.6136970153,-25.6846961754,-25.5816973938,-25.6836961873,-25.6856961636,-25.7496954066,-25.6116970389,-25.5756974648,-25.5426978551,-25.7876949571,-25.6496965895,139.087088465,139.081089496,139.112084168,139.012101357,139.002103076,138.985105998,139.083089153,139.043096028,139.045095684,139.153077121,139.087088465,139.046095513,139.070091387,139.087088465,139.11608348,139.048095169,139.121082621,139.083089153,138.969108748,138.977107373,139.040096544,139.048095169,139.050094825,139.009101872,139.081089496,139.053094309,139.191070589,139.113083996,139.014101013,139.150077636,138.880124046,139.145078496,100.37,100.356,100.355,100.334,100.41,100.305,100.369,100.359,100.316,100.351,100.355,100.316,100.344,100.355,100.353,100.357,100.438,100.37,100.338,100.349,100.36,100.36,100.387,100.349,100.385,100.388,100.403,100.354,100.347,100.324,100.441,100.367
FLQS3024GRWM,-25.8926736309,-25.8576781267,-25.854678512,-25.7556912287,-25.9296688782,-25.7136966236,-25.8246823656,-25.8536786405,-25.6787011194,-25.8566782551,-25.8216827509,-25.7146964952,-25.8226826225,-25.8216827509,-25.8596778698,-25.8186831363,-26.0026595013,-25.8926736309,-25.792686476,-25.8186831363,-25.823682494,-25.8536786405,-25.9286690066,-25.7946862191,-25.8926736309,-25.9306687497,-26.0036593728,-25.8606777413,-25.8196830078,-25.7946862191,-25.9996598866,-25.8976729886,139.177138589,139.139141282,139.177138589,139.119142699,139.180138377,139.00015113,139.172138944,139.00015113,138.96515361,139.207136464,139.157140006,139.134141636,139.136141494,139.157140006,139.174138802,139.111143266,139.220135543,139.175138731,138.989151909,139.03514865,139.103143832,139.07014617,139.107143549,139.055147233,139.178138519,139.155140148,139.244133842,139.136141494,139.0711461,139.251133347,138.931156019,139.214135968,100.671,100.66,100.656,100.62,100.685,100.613,100.644,100.668,100.601,100.654,100.644,100.603,100.646,100.644,100.658,100.646,100.711,100.671,100.645,100.652,100.649,100.663,100.69,100.641,100.671,100.687,100.71,100.661,100.649,100.626,100.732,100.67
FLQS301GGRWM,-26.0901396409,-26.0561589955,-26.054160134,-25.979202828,-26.1261191477,-25.9062443835,-26.0481635495,-26.0491629803,-25.9432233211,-26.0491629803,-26.0551595647,-25.9392255981,-26.0191800579,-26.0551595647,-26.0171811964,-26.0861419179,-26.1890832848,-26.0881407794,-26.0171811964,-26.0101851811,-26.050162411,-26.121121994,-26.1261191477,-26.0551595647,-26.0891402101,-26.1281180092,-26.1910821463,-26.0891402101,-26.0511618417,-25.983200551,-26.1940804385,-26.0911390716,139.044844759,139.075839151,139.044844759,138.966858868,139.073839513,138.971857963,139.049843854,138.972857782,139.038845844,139.120831012,139.066840779,139.004851994,139.008851271,139.066840779,139.106833544,138.902870444,139.109833001,139.069840237,138.94086357,138.924866465,139.001852537,138.867876775,139.037846025,139.010850909,139.069840237,139.03184711,139.175821063,139.083837704,138.928865741,139.14582649,138.904870082,139.109833001,100.45,100.434,100.435,100.411,100.462,100.382,100.433,100.439,100.392,100.428,100.434,100.393,100.424,100.434,100.416,100.459,100.484,100.447,100.428,100.427,100.437,100.475,100.465,100.438,100.447,100.466,100.48,100.446,100.443,100.4,100.502,100.445
FLQS301EGRWQ,-25.9151619643,-25.8801576933,-25.8791575713,-25.8711565951,-25.9491661132,-25.7391404875,-25.8751570832,-25.8761572052,-25.7721445144,-25.8801576933,-25.8781574493,-25.7691441483,-25.8451534224,-25.8781574493,-25.8481537885,-25.8441533003,-26.0221750212,-25.9111614762,-25.8161498836,-25.8411529343,-25.8781574493,-25.8811578153,-25.9451656251,-25.8521542766,-25.9091612321,-25.9861706282,-26.0251753872,-25.8821579374,-25.8761572052,-25.7801454906,-26.0231751432,-25.9151619643,139.1672095,139.165208721,139.166209111,139.063168974,139.16921028,139.065169753,139.10518534,139.072172481,139.13719781,139.234235609,139.174212228,139.129194693,139.095181443,139.174212228,139.205224308,139.13719781,139.204223919,139.166209111,139.025154166,139.063168974,139.092180274,139.10618573,139.130195082,139.092180274,139.164208331,139.077174429,139.271250027,139.166209111,139.030156114,139.241238337,138.960128837,139.20122275,100.69,100.676,100.675,100.68,100.703,100.627,100.678,100.681,100.635,100.67,100.674,100.634,100.667,100.674,100.66,100.664,100.729,100.688,100.66,100.668,100.68,100.68,100.704,100.67,100.687,100.724,100.725,100.676,100.684,100.63,100.748,100.687
