,Distance_X_LOGO_Battery_Rigth1,Distance_X_LOGO_Battery_Rigth2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Rigth1,Distance_Y_LOGO_Battery_Rigth2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Rigth1,Angle_Battery_Rigth2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30K5GRWY,-43.3824479949,-43.5394170515,-43.2804680983,-43.5254198108,-43.1654907638,-43.4624322276,-42.7545717685,-43.1944850482,-42.9505331385,-43.5374174457,-43.3444554844,-43.2274785441,-43.2174805151,-43.2544732227,-43.4814284829,-43.7103833489,-43.3224598204,-43.4494347898,-43.4734300596,-43.4824282858,-43.6713910354,-43.3934458269,-43.4274391258,-43.4064432647,-43.6353981307,-43.2384763761,-43.0915053486,-43.5434162632,-43.3564531193,-43.4974253294,-43.4914265119,-43.6174016784,-125.748402788,-125.919445502,-125.372308867,-125.960455743,-125.818420273,-125.704391797,-125.632373812,-125.423321606,-125.437325103,-125.677385053,-125.444326852,-125.433324104,-125.335299625,-125.457330099,-125.622371314,-125.520345836,-125.949452995,-125.827422521,-125.685387051,-125.943451497,-125.800415777,-125.824421772,-125.788412779,-125.977459989,-125.874434261,-125.540350831,-125.733399041,-125.828422771,-125.769408033,-126.089487966,-125.569358075,-125.805417026,250.839,250.799,250.827,250.811,250.937,250.8,251.079,250.87,250.971,250.766,250.811,250.858,250.848,250.85,250.781,250.673,250.891,250.823,250.793,250.825,250.729,250.845,250.826,250.861,250.753,250.868,250.955,250.785,250.852,250.84,250.769,250.751
FLQS30K3GRWY,-43.1571315326,-43.5422130112,-43.2231455003,-43.360174494,-43.0291044436,-43.1221241254,-42.9880957666,-43.1371272999,-43.1841372466,-43.281157775,-43.3401702614,-42.976093227,-42.9640906874,-43.0030989411,-43.1811366118,-43.4842007365,-43.0010985178,-43.2071421142,-43.164133014,-43.3021622193,-43.6062265557,-43.1471294162,-43.1841372466,-43.273156082,-43.6822426398,-43.1541308977,-43.145128993,-43.2291467701,-43.2191446538,-43.3631751289,-43.2411493097,-43.3661757638,-125.054440231,-125.159439761,-124.714441753,-125.38743874,-125.099440029,-125.229439447,-125.05244024,-124.765441524,-124.867441068,-125.143439832,-125.042440284,-124.829441238,-124.738441645,-124.736441654,-124.964440634,-124.93844075,-124.917440844,-125.166439729,-125.026440356,-125.221439483,-125.279439224,-125.056440222,-124.953440683,-125.538438064,-125.089440074,-124.945440719,-125.278439228,-125.038440302,-125.237439412,-125.013440414,-124.91844084,-125.096440043,250.96,250.818,250.885,250.924,251.019,250.999,251.029,250.928,250.923,250.922,250.884,251.003,250.995,250.979,250.938,250.81,251.005,250.956,250.954,250.925,250.809,250.965,250.935,250.981,250.751,250.946,250.997,250.929,250.961,250.87,250.907,250.881
FLQS30K1GRWY,-43.5360249777,-43.7030480921,-43.4330107214,-43.5720299604,-43.248985254,-43.2699881607,-43.2029788872,-43.5170223479,-43.3950054619,-43.7950608258,-43.7500545973,-43.4990198565,-43.2509855309,-43.5440260849,-43.6920465696,-43.8050622099,-43.4650151506,-43.6570417252,-43.4420119671,-43.5290240088,-43.815063594,-43.3620008944,-43.6340385418,-43.6650428325,-43.837066639,-43.5460263618,-43.2969918977,-43.4580141817,-43.554027469,-43.7010478153,-43.6390392339,-43.3019925898,-125.158264643,-125.385245174,-124.828292947,-125.040274764,-125.223259069,-125.281254094,-125.174263271,-125.284253837,-124.802295177,-125.331249806,-125.089270561,-125.023276222,-124.800295348,-125.493235912,-125.214259841,-124.992278881,-124.87628883,-125.301252379,-125.043274507,-125.224258983,-125.272254866,-125.240257611,-125.01327708,-125.452239428,-125.401243802,-125.007277594,-125.259255981,-125.041274678,-125.36524689,-125.194261556,-125.099269704,-125.193261642,250.759,250.724,250.755,250.728,250.886,250.886,250.898,250.785,250.767,250.679,250.663,250.756,250.826,250.804,250.704,250.626,250.749,250.73,250.782,250.772,250.662,250.842,250.699,250.749,250.671,250.734,250.872,250.775,250.782,250.697,250.709,250.86
FLQS30JCGRWV,-43.2078565672,-43.4819444659,-43.3338969878,-43.4099213684,-42.9837847083,-43.1828485472,-43.0678116554,-43.183848868,-43.193852076,-43.4649390123,-43.2798796646,-43.1138264121,-43.0968209585,-43.0127940115,-43.2568722863,-43.5019508819,-43.1368337905,-43.2758783814,-43.2378661911,-43.3058880054,-43.5539675634,-43.158840848,-43.4099213684,-43.3459008373,-43.5089531275,-43.2368658703,-43.0207965778,-43.2468690783,-43.1058238457,-43.4389306716,-43.3168915342,-43.1388344321,-125.0450342,-125.172975915,-124.717183556,-124.917092485,-125.050031923,-125.181971816,-125.18696954,-125.175974549,-125.159981834,-125.216955879,-125.18497045,-124.846124816,-125.033039664,-124.752167619,-124.919091575,-124.766161244,-125.209959067,-125.126996861,-124.986061066,-125.11600187,-125.353893495,-125.065025093,-125.018046495,-125.477837031,-125.432857522,-125.452848415,-125.090013709,-125.250940397,-125.124997772,-125.424861165,-124.882108423,-125.100009156,250.955,250.861,250.857,250.855,251.047,250.985,251.032,250.984,250.977,250.874,250.946,250.966,250.999,250.994,250.917,250.795,251.007,250.939,250.935,250.925,250.857,250.978,250.869,250.96,250.887,251.001,251.038,250.968,251.008,250.914,250.888,250.991
FLQS30J0GRWV,-43.4242244219,-43.5992374174,-43.2842140256,-43.5342325905,-43.4022227882,-43.2502115008,-43.0101936785,-43.2532117236,-43.1952074165,-43.7742504128,-43.459227021,-43.3192166247,-43.1552044461,-43.4422257586,-43.4872291003,-43.7322472939,-43.4402256101,-43.5752356351,-43.2992151395,-43.4302248675,-43.7282469968,-43.6342400164,-43.5392329618,-43.5282321449,-43.7392478137,-43.355219298,-43.3852215258,-43.4842288775,-43.3562193723,-43.5522339272,-43.4942296201,-43.4372253873,-125.604332842,-125.919328661,-125.254337487,-125.857329484,-125.73633109,-125.787330413,-125.854329523,-125.389335695,-125.301336863,-125.709331448,-125.787330413,-125.4643347,-125.367335987,-125.953328209,-125.592333001,-125.494334302,-125.819329988,-125.676331886,-125.713331395,-125.787330413,-125.833329802,-125.744330983,-126.02332728,-125.883329138,-125.779330519,-125.569333306,-125.717331342,-125.552333532,-125.6903317,-125.633332457,-125.595332961,-125.829329855,250.837,250.811,250.845,250.828,250.865,250.934,251.041,250.877,250.888,250.71,250.849,250.861,250.914,250.879,250.81,250.696,250.861,250.786,250.904,250.861,250.746,250.772,250.85,250.834,250.734,250.861,250.869,250.806,250.877,250.789,250.808,250.864
FLQS30HZGRWY,-42.8279333095,-42.8499353302,-42.705922104,-42.712922747,-42.5559083268,-42.7039219203,-42.4078947333,-42.6719189812,-42.5919116333,-42.9129411166,-42.8809381775,-42.6849201752,-42.6129135622,-42.837934228,-42.8849385449,-43.0209510362,-42.7799289008,-42.791930003,-42.7529264209,-42.8309335851,-42.9979489237,-42.8099316563,-42.8469350546,-42.8849385449,-42.9479443313,-42.7449256861,-42.7369249513,-42.7659276149,-42.8619364324,-42.9549449743,-42.9559450661,-42.7819290845,-125.727756696,-126.034748776,-125.522761984,-125.538761571,-125.861753239,-125.92375164,-125.865753136,-125.51476219,-125.381765621,-125.769755612,-125.648758734,-125.481763041,-125.499762577,-125.831754013,-125.658758476,-125.497762629,-125.912751924,-125.807754632,-125.731756593,-125.811754529,-125.793754993,-126.008749447,-126.02374906,-125.902752181,-125.8477536,-125.651758656,-125.7857552,-125.802754761,-125.875752878,-125.713757057,-125.727756696,-125.8477536,251.165,251.198,251.186,251.185,251.294,251.242,251.355,251.199,251.213,251.136,251.132,251.189,251.221,251.175,251.132,251.054,251.21,251.19,251.196,251.175,251.104,251.211,251.198,251.166,251.133,251.188,251.21,251.2,251.171,251.111,251.112,251.2
FLQS30H6GRWV,-42.856415025,-43.2627741927,-42.989205613,-43.0181599517,-42.8074921768,-42.7655583069,-42.8783803854,-42.7865252419,-42.894355193,-43.3676088675,-42.9902040385,-42.8663992798,-42.7955110711,-42.7725472853,-42.8893630657,-43.3785915477,-42.837444941,-42.9163205534,-42.9332937865,-42.7735457107,-43.065085949,-42.9882071875,-43.0201568027,-42.9922008894,-43.402553759,-42.7545756267,-42.8514228977,-42.9961945913,-42.8114858787,-43.0730733528,-43.0201568027,-42.9832150602,-125.58369175,-125.720696868,-125.523689508,-125.608692684,-125.595692198,-125.861702136,-125.54569033,-125.198677366,-125.301681214,-125.650694253,-125.725697055,-125.659694589,-125.231678599,-125.17067632,-125.333682409,-125.643693991,-125.691695785,-125.548690442,-125.406685137,-125.593692123,-125.642693954,-125.616692983,-125.711696532,-125.960705835,-125.720696868,-125.317681812,-125.910703967,-125.413685398,-125.54569033,-125.837701239,-125.731697279,-125.930704714,251.092,250.946,251.03,251.03,251.114,251.168,251.078,251.067,251.037,250.893,251.057,251.099,251.068,251.069,251.044,250.887,251.115,251.063,251.036,251.128,251.015,251.043,251.043,251.09,250.889,251.097,251.14,251.011,251.105,251.039,251.046,251.089
FLQS30GQGRWV,-54.094423609,-54.1926098847,-54.0186088897,-54.1913670205,-53.8197506098,-53.617163737,-53.3996624933,-53.8632508585,-53.8632508585,-54.2087671199,-54.1863955635,-53.8222363383,-53.8172648813,-53.8632508585,-54.2199528982,-54.3603965584,-53.7874361393,-54.1031236587,-54.1428953147,-53.990023012,-54.2982533459,-53.9577085415,-54.0757806452,-54.1901241562,-54.3678537439,-54.0521662245,-53.6532068003,-54.1366809935,-53.9129654285,-54.168995464,-54.164024007,-54.0956664732,-126.042293001,-126.136322314,-125.836228762,-125.965268989,-126.173333852,-126.060298614,-125.999279592,-125.831227202,-125.870239364,-125.917254021,-125.853234063,-125.852233751,-125.8732403,-125.754203191,-125.974271796,-125.872239988,-125.881242795,-126.182336659,-125.992277409,-126.227350692,-126.093308905,-126.181336347,-126.010283022,-126.26436223,-126.213346326,-126.078304227,-126.142324185,-126.002280527,-126.242355369,-126.136322314,-125.984274914,-126.098310464,250.787,250.769,250.783,250.745,250.896,250.946,251.009,250.834,250.839,250.732,250.731,250.85,250.854,250.823,250.737,250.677,250.865,250.804,250.765,250.847,250.728,250.851,250.789,250.787,250.722,250.806,250.946,250.768,250.875,250.776,250.756,250.795
FLQS30GCGRWY,-43.1363825621,-43.4044097931,-43.2423933325,-43.4344128413,-42.9653651871,-42.9753662032,-42.7963480153,-43.1483837814,-42.9933680321,-43.3874080657,-43.3844077609,-43.0303717916,-42.8953580745,-42.9263612244,-43.4054098947,-43.5814277777,-43.17238622,-43.3704063384,-42.9023587858,-43.2883980065,-43.4024095898,-42.9313617324,-43.4634157879,-43.4284122317,-43.4364130445,-43.2023892682,-43.0043691498,-43.274396584,-43.2063896747,-43.1803870328,-43.17238622,-43.2413932309,-125.6416316,-126.006784564,-125.439546947,-125.896738465,-125.773686919,-125.785691948,-125.720664707,-125.509576282,-125.402531441,-126.012787078,-125.461556166,-125.510576701,-125.474561614,-125.524582568,-125.645633277,-125.482564967,-125.485566224,-125.906742656,-125.589609808,-125.963766543,-125.881732179,-125.850719188,-125.684649621,-126.279898972,-126.083816833,-125.626625314,-125.817705358,-125.719664288,-125.848718349,-125.680647944,-125.590610227,-125.881732179,250.873,250.816,250.802,250.788,250.962,250.959,251.024,250.85,250.899,250.823,250.747,250.899,250.948,250.943,250.764,250.67,250.837,250.815,250.962,250.857,250.799,250.986,250.746,250.844,250.813,250.845,250.952,250.828,250.874,250.861,250.852,250.864
FLQS30G5GRWY,-43.6701619657,-43.9591630375,-43.5621615651,-43.7131621251,-43.5611615614,-43.4641612016,-43.2941605711,-43.5391614798,-43.535161465,-43.7841623885,-43.6441618692,-43.5671615836,-43.2561604302,-43.528161439,-43.7131621251,-43.8951628001,-43.5991617023,-43.6721619731,-43.6411618581,-43.7001620769,-43.9511630078,-43.6871620287,-43.6471618803,-43.5001613351,-43.9791631117,-43.6261618025,-43.4881612906,-43.6941620547,-43.5131613834,-43.9001628187,-43.6441618692,-43.6061617283,-125.618022676,-125.531006035,-125.352971989,-125.552010052,-125.562011965,-125.513002592,-125.636026119,-125.401981361,-125.309963764,-125.601019424,-125.495999341,-125.351971797,-125.249952288,-125.376976579,-125.422985378,-125.322966251,-125.319965677,-125.568013112,-125.482996854,-125.805058444,-125.54300833,-125.572013877,-125.856068199,-125.714041038,-125.860068964,-125.528005461,-125.541007948,-125.439988629,-125.573014069,-125.520003931,-125.495999341,-125.664031474,250.794,250.664,250.8,250.767,250.83,250.863,250.949,250.817,250.805,250.745,250.787,250.798,250.91,250.817,250.749,250.66,250.78,250.786,250.786,250.808,250.669,250.78,250.837,250.877,250.702,250.799,250.857,250.759,250.851,250.686,250.787,250.826
FLQS30E9GRWY,-43.5567253706,-43.6627441744,-43.3586902464,-43.5947321116,-43.1726572509,-43.3376865211,-42.9456169823,-43.2796762322,-43.3226838602,-43.5517244836,-43.3636911334,-43.2456702008,-43.0996443011,-43.1426519291,-43.4417049702,-43.6857482545,-43.1566544126,-43.5287204035,-43.2466703782,-43.428702664,-43.6817475449,-43.4167005353,-43.4517067441,-43.5897312246,-43.7207544633,-43.3566898916,-43.0936432367,-43.1936609762,-43.4177007127,-43.5057163234,-43.6527424005,-43.3966969874,-124.893062596,-124.720041729,-124.357998065,-124.493014349,-124.683037266,-124.712040764,-124.685037508,-124.179976595,-124.328994567,-124.728042694,-124.373999995,-124.355997824,-124.26898733,-124.265986968,-124.551021345,-124.279988657,-124.328994567,-124.701039437,-124.498014952,-124.628030632,-124.734043418,-124.702039558,-124.59202629,-124.91506525,-124.692038352,-124.582025084,-124.541020138,-124.38100084,-124.699039196,-124.587025687,-124.572023878,-125.000075502,250.698,250.629,250.702,250.625,250.825,250.761,250.919,250.709,250.713,250.676,250.702,250.749,250.796,250.778,250.696,250.557,250.781,250.682,250.768,250.712,250.624,250.728,250.698,250.687,250.602,250.735,250.837,250.773,250.727,250.675,250.612,250.778
FLQS30DZGRWV,-43.4139269751,-43.6980246561,-43.3639097777,-43.5459723761,-43.300888109,-43.091816224,-43.300888109,-43.3709121853,-43.2738788224,-43.6800184651,-43.4289321343,-43.3148929243,-43.2348654085,-43.3369004911,-43.510960338,-43.5719813188,-43.3419022109,-43.4139269751,-43.4409362616,-43.4599427966,-43.6950236243,-43.4829507074,-43.5219641214,-43.5539751277,-43.8280693693,-43.4789493317,-43.300888109,-43.3278973956,-43.491953803,-43.6370036753,-43.6370036753,-43.4679455482,-125.591111219,-125.447098478,-125.279083614,-125.41309547,-125.833132631,-125.540106707,-125.623114051,-125.343089277,-125.232079455,-125.776127588,-125.344089365,-125.287084322,-125.247080783,-125.30808618,-125.416095736,-125.25508149,-125.369091577,-125.681119183,-125.655116882,-125.783128207,-125.70912166,-125.68311936,-125.3410891,-125.957143603,-125.850134136,-125.404094674,-125.938141922,-125.425096532,-125.628114493,-125.764126526,-125.728123341,-125.541106795,250.901,250.765,250.878,250.822,250.981,251.025,250.952,250.884,250.908,250.819,250.86,250.899,250.926,250.893,250.837,250.789,250.899,250.914,250.899,250.909,250.804,250.886,250.822,250.896,250.769,250.848,250.996,250.913,250.875,250.835,250.83,250.872
FLQS30D5GRWQ,-43.0413765371,-43.1833810787,-43.0383764412,-43.0763776565,-42.9413733388,-42.8483703644,-42.9213726992,-42.9593739145,-42.9723743303,-43.1263792556,-43.1013784561,-43.0773776885,-42.8683710041,-42.9753744262,-43.2403829017,-43.3493863878,-43.0293761533,-43.1893812706,-43.0163757375,-43.0873780083,-43.4163885306,-43.0983783601,-42.9653741064,-43.0523768889,-43.393387795,-43.1763808548,-42.9373732109,-42.9623740105,-42.8883716438,-43.1993815904,-43.1993815904,-43.1023784881,-125.314973698,-125.582988613,-124.952953552,-125.196967131,-125.274971472,-125.389977872,-125.600989615,-125.117962735,-125.213968078,-125.430980154,-125.653992565,-125.251970192,-125.090961232,-125.084960898,-125.249970081,-125.034958116,-125.213968078,-125.333974756,-125.254970359,-125.388977817,-125.554987055,-125.535985998,-125.245969858,-125.880005142,-125.652992509,-125.234969246,-125.369976759,-125.204967577,-125.393978095,-125.289972307,-125.253970304,-125.437980544,251.003,250.982,250.953,250.971,251.038,251.092,251.092,251.008,251.017,250.984,251.025,250.979,251.042,250.997,250.912,250.837,250.993,250.945,251.004,250.994,250.883,251.01,251.024,251.077,250.906,250.936,251.053,251.019,251.076,250.934,250.929,250.995
FLQS30CMGRWQ,-42.8820781495,-42.9910351536,-42.9170643435,-42.9230619767,-42.6471708471,-42.6671629579,-42.3712797175,-42.7481310069,-42.8021097061,-43.0829988635,-43.0090280533,-42.8201026059,-42.4042667004,-42.7421333736,-42.7991108895,-43.036017403,-42.8021097061,-42.8840773606,-42.7831172008,-42.9730422538,-43.1019913687,-42.8251006336,-42.9830383092,-42.8410943223,-43.1329791406,-42.7121452073,-42.693152702,-42.8970722326,-42.7201420517,-42.8071077338,-42.8021097061,-42.8680836719,-125.486400037,-125.468395532,-125.28835048,-125.365369752,-125.560418559,-125.521408798,-125.560418559,-125.348365498,-125.39237651,-125.59742782,-125.420383518,-125.303354235,-125.188325451,-125.207330207,-125.311356237,-125.52841055,-125.327360241,-125.756467616,-125.431386272,-125.816482633,-125.548415555,-125.77247162,-125.412381516,-125.720458605,-125.505404793,-125.344364496,-125.541413803,-125.502404042,-125.518408047,-125.466395032,-125.429385771,-125.603429321,251.186,251.139,251.144,251.152,251.292,251.279,251.405,251.221,251.205,251.119,251.125,251.185,251.34,251.204,251.195,251.129,251.196,251.223,251.219,251.195,251.105,251.249,251.134,251.235,251.086,251.235,251.271,251.182,251.257,251.214,251.211,251.208
FLQS30BWGRWY,-43.4866946968,-43.7017426385,-43.4316824326,-43.6387285904,-43.2536427414,-43.278648316,-43.2116333761,-43.4406844395,-43.2926514378,-43.6917404086,-43.6507312663,-43.3846719524,-43.1226135304,-43.151619997,-43.6477305973,-43.8157680587,-43.4136784189,-43.6087219009,-43.5056989335,-43.2696463092,-43.7677573554,-43.2926514378,-43.6497310433,-43.5577105287,-43.8457747482,-43.3866723983,-43.1606220039,-43.6507312663,-43.3226581273,-43.406676858,-43.4566880073,-43.3526648169,-125.343540868,-125.831290038,-125.261583015,-125.598409799,-125.532443723,-125.651382557,-125.795308542,-125.614401575,-125.291567595,-125.449486384,-125.474473534,-125.32055269,-125.274576333,-125.162633901,-125.338543438,-125.296565025,-125.347538812,-125.608404659,-125.519450405,-125.582418023,-125.522448863,-125.80330443,-125.329548064,-126.088157941,-125.474473534,-125.428497178,-125.719347605,-125.894257656,-125.791310598,-125.431495636,-125.342541382,-125.625395921,250.819,250.801,250.83,250.793,250.941,250.947,250.994,250.876,250.891,250.75,250.77,250.857,250.958,250.93,250.753,250.678,250.849,250.807,250.836,250.941,250.73,250.962,250.75,250.895,250.691,250.872,251.005,250.83,250.949,250.864,250.831,250.913
FLQS30BJGRWV,-43.281653167,-43.5368338924,-43.1835837117,-43.0785092953,-43.1735766244,-43.0715043342,-42.7012421051,-43.2536333226,-43.2686439535,-43.4267559324,-43.3537041953,-42.9934490535,-42.7983108516,-43.2656418273,-43.3236829335,-43.4637821553,-43.2636404099,-43.2936616717,-43.2456276528,-43.3226822248,-43.4978062521,-43.1695737895,-43.3887290008,-43.4307587673,-43.4157481364,-43.1195383531,-43.1665716633,-43.3607091564,-43.2956630891,-43.3787219135,-43.2636404099,-43.2676432448,-125.715484783,-126.01344564,-125.583502121,-125.513511316,-125.912458906,-125.853466656,-125.85046705,-125.653492926,-125.676489905,-126.084436314,-126.051440648,-125.58450199,-125.540507769,-125.668490956,-125.653492926,-125.548506718,-125.615497918,-125.79847388,-125.661491876,-125.908459432,-125.954453389,-125.920457855,-126.018444983,-126.208420026,-125.966451813,-125.803473224,-125.950453915,-125.851466919,-125.871464292,-125.704486227,-125.716484651,-125.838468626,250.869,250.807,250.89,250.924,250.941,250.974,251.124,250.872,250.869,250.862,250.887,250.968,251.042,250.869,250.843,250.771,250.863,250.876,250.876,250.88,250.815,250.943,250.868,250.878,250.85,250.947,250.949,250.856,250.885,250.828,250.877,250.892
FLQS30AEGRWV,-42.9277185687,-43.1793534856,-43.0365606558,-43.1633766655,-42.8777910058,-42.7190213558,-42.5512647445,-42.9037533385,-43.033565002,-43.2372694586,-43.0615244372,-42.9996142592,-42.9267200174,-42.9736519265,-43.0834925649,-43.200323062,-42.9696577215,-42.9317127737,-42.9506852476,-43.0914809749,-43.1483983966,-43.0884853212,-43.126430269,-43.1603810117,-43.2792086114,-42.9946215029,-42.7519735473,-43.0155910793,-43.0215823869,-43.0435505146,-43.0974722825,-43.1573853579,-125.559496806,-125.782550983,-125.673524502,-125.618511139,-125.820560215,-125.69352936,-125.750543208,-125.478477127,-125.527489031,-125.856568961,-125.498481986,-125.486479071,-125.386454776,-125.388455262,-125.556496077,-125.454471296,-125.516486359,-125.636515513,-125.560497049,-125.742541265,-125.673524502,-125.968596171,-125.592504823,-126.106629697,-125.932587425,-125.600506766,-125.663522072,-125.573500207,-126.055617307,-125.531490003,-125.616510654,-125.864570904,251.002,250.93,250.973,250.914,251.059,251.106,251.183,251.001,250.954,250.917,250.939,250.963,250.979,250.959,250.938,250.876,250.979,251.011,250.993,250.961,250.928,250.993,250.925,250.983,250.911,250.981,251.089,250.968,251.033,250.951,250.941,250.951
FLQS309TGRWY,-43.2893668744,-43.5816056298,-43.4084641754,-43.3404085748,-43.2533374388,-43.2183088209,-42.9210659772,-43.1602613968,-42.9861191248,-43.508545941,-43.3103840452,-43.2613439801,-43.119227873,-43.2213112738,-43.5255598411,-43.688693119,-43.2263153621,-43.4975369468,-43.3273979453,-43.2873652391,-43.5135500293,-43.3364053042,-43.3414093925,-43.6166342478,-43.7217201016,-43.4494976993,-43.2483333505,-43.4605066935,-43.3263971277,-43.412467446,-43.4134682637,-43.412467446,-125.507945203,-125.573942545,-125.291953902,-125.316952895,-125.576942424,-125.527944398,-125.467946814,-125.294953781,-125.203957446,-125.490945888,-125.26195511,-125.306953298,-125.093961876,-125.216956923,-125.382950237,-125.279954386,-125.283954224,-125.473946573,-125.450947499,-125.516944841,-125.438947982,-125.538943955,-125.419948747,-125.888929859,-125.573942545,-125.431948264,-125.387950036,-125.464946935,-125.645939646,-125.427948425,-125.448947579,-125.503945364,250.976,250.866,250.897,250.928,251.0,251.008,251.121,250.999,251.057,250.884,250.933,250.959,250.987,250.963,250.862,250.781,250.97,250.886,250.953,250.978,250.875,250.961,250.943,250.896,250.809,250.9,250.976,250.9,250.981,250.915,250.917,250.925
FLQS309QGRWV,-42.8334492771,-41.5059622144,-42.9304118111,-43.011380525,-42.7344875157,-42.7104967856,-42.5655527916,-42.9044218535,-42.8914268748,-43.1843137041,-42.870434986,-42.8354485046,-42.7314886744,-42.8354485046,-42.9564017687,-43.2202997992,-42.7764712933,-42.9234145148,-42.6965021931,-42.8854291923,-43.2202997992,-43.0513650751,-42.9753944299,-43.0543639164,-43.233294778,-42.862438076,-42.6015388867,-42.9384087211,-42.8174554571,-43.0693581226,-42.9514036999,-42.8964249435,-124.835330955,-124.654349322,-124.763338261,-125.170296961,-124.965317763,-125.077306398,-124.964317865,-125.15729828,-124.786335927,-125.131300918,-124.68934577,-124.759338667,-124.778336739,-124.715343132,-124.817332782,-124.794335115,-124.777336841,-124.976316647,-124.881326287,-125.276286204,-125.144299599,-125.042309949,-124.864328012,-125.452268344,-125.413272302,-124.860328418,-124.9403203,-124.843330143,-125.087305383,-124.930321315,-124.835330955,-124.892325171,251.024,251.546,250.975,250.999,251.083,251.109,251.153,251.041,250.994,250.922,250.989,251.013,251.059,251.007,250.971,250.86,251.04,251.007,251.087,251.065,250.909,250.964,250.97,251.021,250.942,251.016,251.135,250.982,251.067,250.941,250.976,251.007
FLQS309NGRWM,-43.1889124494,-43.3899446249,-43.027886677,-43.1018985227,-43.0228858766,-42.7958495391,-42.7378402546,-42.8068512999,-43.0508903587,-43.2149166114,-43.015884756,-42.9588756316,-42.8888644262,-42.9268705092,-43.2259183722,-43.2179170916,-42.9258703491,-43.027886677,-43.0918969219,-42.9268705092,-43.3429371013,-43.0728938804,-43.2969297377,-43.3389364609,-43.5779747194,-43.015884756,-42.9468737107,-43.2809271765,-43.0938972421,-43.0478898785,-43.3079314986,-43.3069313385,-125.738499287,-125.922434189,-125.480590564,-125.954422868,-125.810473814,-125.744497164,-125.692515561,-125.410615329,-125.510579951,-125.717506716,-125.434606839,-125.478591272,-125.385624174,-125.443603654,-125.546567214,-125.511579597,-125.507581012,-125.690516268,-125.619541387,-125.744497164,-125.793479828,-125.957421807,-125.990410132,-125.980413669,-126.05938572,-125.589552001,-126.049389258,-125.821469922,-125.881448695,-125.643532897,-125.690516268,-125.791480536,250.867,250.811,250.897,250.933,250.945,251.028,251.045,250.977,250.891,250.854,250.895,250.925,250.94,250.933,250.825,250.824,250.942,250.926,250.89,250.975,250.812,250.945,250.858,250.84,250.754,250.917,251.009,250.841,250.926,250.911,250.812,250.827
