,Distance_X_LOGO_MainBoard_RU1,Distance_X_LOGO_MainBoard_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RU1,Distance_Y_LOGO_MainBoard_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RU1,Angle_MainBoard_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-65.8437580059,-65.7017132246,-65.8087469683,-65.5646700202,-65.4706403763,-65.5996810578,-65.5296589825,-65.6336917801,-65.6326914647,-65.5996810578,-65.7487280466,-65.5706719124,-65.5646700202,-65.6707034484,-65.9377876498,-65.5266580365,-65.8837706203,-65.6717037638,-65.5676709663,-65.6707034484,-65.5346605594,-65.5276583518,-65.5646700202,-65.4316280772,-65.8667652592,-65.5636697048,-65.666702187,-65.8267526448,-65.7247204779,-65.583676012,-65.8457586366,-65.5846763274,131.347086905,131.171223358,131.315111714,131.180216381,131.176219482,131.039325699,131.180216381,131.039325699,131.108272203,130.943400128,131.195204751,131.155235763,131.180216381,131.073299338,131.245165986,131.109271427,131.123260573,131.158233437,131.037327249,131.155235763,130.977373768,131.211192346,131.108272203,131.008349733,131.175220257,131.072300114,130.867459051,131.240169862,131.107272978,131.209193897,131.157234213,131.247164435,116.786,116.767,116.779,116.717,116.685,116.754,116.705,116.766,116.754,116.771,116.779,116.724,116.717,116.773,116.836,116.717,116.839,116.759,116.743,116.759,116.742,116.699,116.73,116.701,116.824,116.736,116.808,116.798,116.786,116.719,116.82,116.713
FLQS30BJGRWV,-65.8361643332,-65.6941186699,-65.8011530782,-65.5570746143,-65.464044708,-65.5920858694,-65.5210630377,-65.6240961597,-65.6240961597,-65.5560742928,-65.7391331406,-65.5590752575,-65.5570746143,-65.6611080579,-65.8961836276,-65.5210630377,-65.8441669058,-65.6290977676,-65.5560742928,-65.6300980892,-65.5240640024,-65.5240640024,-65.5570746143,-65.3860196253,-65.8251607959,-65.5560742928,-65.6581070932,-65.8231601528,-65.7541379642,-65.5750804027,-65.8371646548,-65.5440704339,131.361971509,131.183002884,131.326977644,131.192001306,131.190001657,131.047026721,131.191001481,131.046026896,131.082020586,130.952043372,131.168005513,131.158007265,131.192001306,131.08701971,131.257989738,131.121013751,131.127012699,131.163006389,131.047026721,131.162006564,130.946044424,131.224995522,131.121013751,131.017031979,131.187002183,131.045027072,130.843062477,131.250990965,131.120013926,131.180003409,131.173004636,131.259989387,116.493,116.475,116.487,116.425,116.393,116.462,116.412,116.474,116.468,116.466,116.493,116.432,116.425,116.48,116.532,116.425,116.536,116.455,116.45,116.456,116.456,116.408,116.437,116.396,116.519,116.45,116.521,116.507,116.506,116.433,116.526,116.409
FLQS30AEGRWV,-66.0089607798,-65.8669479557,-65.9749577092,-65.7209347703,-65.5979236621,-65.7599382924,-65.6929322416,-65.7979417242,-65.8009419952,-65.7289354928,-65.9079516584,-65.7339359444,-65.7209347703,-65.8329448851,-66.0999689981,-65.690932061,-66.0099608701,-65.8049423564,-65.7259352219,-65.8039422661,-65.6999328738,-65.6849315191,-65.7279354025,-65.5569199594,-66.0259623151,-65.7279354025,-65.8339449754,-65.9569560836,-65.8849495813,-65.7799400986,-66.0099608701,-65.7479372087,131.458472946,131.237423387,131.381455679,131.245425181,131.239423836,131.098392216,131.243424733,131.100392665,131.171408587,131.004371137,131.221419799,131.211417557,131.245425181,131.137400962,131.309439533,131.173409035,131.222420023,131.214418229,131.100392665,131.213418005,130.999370016,131.27343146,131.174409259,131.062384143,131.239423836,131.137400962,130.893346245,131.345447606,131.172408811,131.270430787,131.222420023,131.310439757,116.782,116.771,116.784,116.719,116.677,116.758,116.71,116.771,116.76,116.764,116.788,116.73,116.719,116.777,116.84,116.721,116.824,116.754,116.746,116.754,116.755,116.702,116.734,116.694,116.827,116.74,116.82,116.784,116.789,116.735,116.824,116.717
FLQS309TGRWY,-65.9603417991,-65.811449378,-65.9233685133,-65.6775461269,-65.5456414317,-65.7155186906,-65.6425713971,-65.7464963084,-65.7444977524,-65.6765468489,-65.8254392699,-65.6815432388,-65.6775461269,-65.7834695942,-66.0462797065,-65.6435706751,-65.961341077,-65.7514926984,-65.6835417948,-65.7504934204,-65.6465685091,-65.6425713971,-65.6805439609,-65.505670312,-65.9463519071,-65.6785454049,-65.7774739262,-65.9113771774,-65.8754031696,-65.6995302427,-65.961341077,-65.6685526249,131.453458124,131.243444611,131.416455743,131.281447057,131.282447121,131.140437984,131.282447121,131.140437984,131.175440236,131.042431678,131.257445512,131.255445384,131.281447057,131.175440236,131.308448794,131.211442552,131.218443003,131.258445577,131.138437855,131.256445448,131.047431999,131.31444918,131.211442552,131.076433865,131.279446928,131.136437726,130.935424792,131.345451175,131.209442424,131.272446477,131.263445898,131.352451625,116.665,116.65,116.658,116.596,116.55,116.634,116.584,116.645,116.638,116.638,116.652,116.602,116.596,116.652,116.72,116.596,116.706,116.626,116.623,116.626,116.626,116.578,116.61,116.572,116.691,116.622,116.692,116.667,116.678,116.605,116.698,116.581
FLQS309QGRWV,-66.154235464,-65.9670961851,-66.0801803483,-65.8279926569,-65.6988965769,-65.869023194,-65.7939673335,-65.8970440486,-65.9020477727,-65.8349978706,-66.0181341703,-65.838000105,-65.8279926569,-65.9350723513,-66.1972674907,-65.7909650991,-66.0691721554,-65.9070514967,-65.8339971258,-65.9040492623,-65.8059762712,-65.7849606302,-65.8299941466,-65.6638705086,-66.0961922652,-65.8299941466,-65.9380745857,-66.0651691762,-65.9941162949,-65.8470068083,-66.1172079062,-65.8139822297,131.366649041,131.153672307,131.32665341,131.150672635,131.186668703,131.007688255,131.194667829,131.014687491,131.048683777,130.910698851,131.167670778,131.159671652,131.150672635,131.044684214,131.218665207,131.122675694,131.133674492,131.160671543,131.011687818,131.125675366,130.9486947,131.183669031,131.080680281,130.976691641,131.186668703,131.043684323,130.838706715,131.256661057,131.120675912,131.18266914,131.172670232,131.26166051,116.705,116.677,116.686,116.629,116.578,116.668,116.609,116.677,116.672,116.673,116.692,116.631,116.629,116.685,116.746,116.621,116.716,116.655,116.655,116.66,116.657,116.608,116.642,116.602,116.716,116.648,116.722,116.693,116.692,116.63,116.726,116.605
FLQS309NGRWM,-65.7097667796,-65.5708222502,-65.675780348,-65.4288789181,-65.3009299989,-65.4658641525,-65.400890092,-65.5038489879,-65.5028493869,-65.4378753265,-65.6198026958,-65.4408741292,-65.4288789181,-65.5388350205,-65.847711708,-65.3998904911,-65.7167639861,-65.5488310298,-65.4308781199,-65.5518298325,-65.4068876976,-65.4358761246,-65.4338769227,-65.2589467599,-65.7387552066,-65.4348765237,-65.5348366167,-65.6637851368,-65.5878154661,-65.4498705376,-65.717763587,-65.4598665469,131.445126096,131.26023001,131.412144632,131.227248546,131.27222327,131.125305839,131.274222147,131.126305278,131.159286742,131.027360886,131.246237874,131.233245176,131.227248546,131.16628281,131.291212598,131.205260904,131.208259219,131.200263712,131.126305278,131.238242368,131.022363694,131.254233381,131.156288427,131.049348529,131.224250231,131.170280563,130.918422111,131.369168785,131.15428955,131.255232819,131.208259219,131.292212036,116.493,116.477,116.487,116.433,116.381,116.464,116.415,116.477,116.471,116.471,116.497,116.436,116.433,116.483,116.568,116.427,116.537,116.48,116.452,116.475,116.462,116.431,116.448,116.405,116.542,116.445,116.524,116.491,116.502,116.436,116.538,116.433
FLQS308YGRWQ,-65.908179802,-65.7322166995,-65.8401940579,-65.590246469,-65.5042644985,-65.6262389218,-65.559252968,-65.6642309553,-65.6642309553,-65.6402359868,-65.7902045401,-65.6052433244,-65.590246469,-65.6982238274,-65.9741659655,-65.5602527584,-65.8861844142,-65.6732290685,-65.5922460497,-65.7142204731,-65.5712504523,-65.5542540162,-65.5952454208,-65.4572743518,-65.9071800117,-65.5942456305,-65.7002234081,-65.8781860914,-65.8002024436,-65.6152412279,-65.8831850431,-65.6232395508,131.352630323,131.178599015,131.322624925,131.186600454,131.177598835,131.038573824,131.186600454,131.039574004,131.077580842,130.937555651,131.202603333,131.185600275,131.186600454,131.082581741,131.24561107,131.115587679,131.161595956,131.193601714,131.041574364,131.186600454,130.939556011,131.25861341,131.114587499,131.003567527,131.178599015,131.079581202,130.834537118,131.284618088,131.10858642,131.211604953,131.123589119,131.244610891,116.634,116.603,116.616,116.552,116.524,116.59,116.541,116.604,116.597,116.613,116.619,116.557,116.552,116.608,116.676,116.554,116.66,116.58,116.578,116.595,116.589,116.527,116.566,116.537,116.664,116.572,116.652,116.635,116.639,116.556,116.665,116.553
FLQS3084GRWM,-65.9684886047,-65.7903954969,-65.9324697739,-65.650322266,-65.5552725737,-65.6853405738,-65.6183055275,-65.7213594046,-65.7213594046,-65.6863410968,-65.8784415278,-65.6933447584,-65.650322266,-65.7593792815,-66.0355236509,-65.6173050045,-65.9774933124,-65.76538242,-65.650322266,-65.7623808507,-65.6593269737,-65.6193060506,-65.6543243583,-65.5162521736,-65.9614849432,-65.6843400507,-65.7543766661,-65.9314692509,-65.85643002,-65.7103536507,-65.9804948817,-65.6803379584,131.329375414,131.151378972,131.294376114,131.158378832,131.154378912,131.015381689,131.157378852,131.015381689,131.05438091,130.919383608,131.132379351,131.127379451,131.158378832,131.05238095,131.180378392,131.087380251,131.093380131,131.131379371,131.014381709,131.128379431,130.915383688,131.189378212,131.086380271,130.979382409,131.154378912,131.006381869,130.812385746,131.258376833,131.086380271,131.185378292,131.134379311,131.223377533,116.437,116.405,116.43,116.355,116.323,116.392,116.344,116.405,116.398,116.41,116.439,116.376,116.355,116.412,116.486,116.356,116.481,116.4,116.381,116.4,116.401,116.339,116.369,116.34,116.465,116.394,116.452,116.436,116.44,116.372,116.475,116.354
FLQS307KGRWV,-65.8153540221,-65.6763215873,-65.7833465551,-65.5262865857,-65.4092592845,-65.5322879858,-65.4982800521,-65.6073054866,-65.6073054866,-65.5422903192,-65.6773218207,-65.5462912526,-65.5262865857,-65.6423136536,-65.9033745564,-65.4942791187,-65.8583640559,-65.6183080534,-65.5282870524,-65.6153073533,-65.5512924193,-65.4942791187,-65.5342884525,-65.3652490174,-65.8343584556,-65.5332882192,-65.6443141203,-65.7643421216,-65.6943257875,-65.5873008197,-65.8503621891,-65.5562935861,131.39292466,131.171921423,131.353924089,131.214922053,131.205921921,131.033919401,131.218922111,131.034919416,131.079920075,130.972918508,131.189921687,131.178921525,131.214922053,131.070919943,131.238922404,131.145921042,131.155921189,131.183921599,131.036919445,131.180921555,130.903917497,131.20792195,131.102920412,131.000918918,131.212922023,131.069919929,130.868916984,131.276922961,131.101920397,131.203921892,131.152921145,131.238922404,116.508,116.498,116.504,116.438,116.399,116.472,116.428,116.498,116.49,116.486,116.495,116.451,116.438,116.504,116.566,116.439,116.564,116.476,116.47,116.475,116.501,116.428,116.46,116.419,116.546,116.466,116.54,116.51,116.516,116.461,116.562,116.444
FLQS3072GRWV,-65.8617436051,-65.7188114373,-65.8277597331,-65.582875949,-65.4929186406,-65.6558413214,-65.5508911282,-65.6538422701,-65.6538422701,-65.6248560263,-65.8057701688,-65.5968693081,-65.582875949,-65.7228095399,-65.9556990162,-65.582875949,-65.8977265285,-65.736802899,-65.5818764233,-65.696821873,-65.5928712055,-65.5798773721,-65.6178593467,-65.4529376146,-65.8887307977,-65.6158602954,-65.6858270909,-65.8527478743,-65.8207630535,-65.6378498597,-65.9027241568,-65.6078640902,131.394360171,131.1663231,131.316347488,131.136318222,131.173324238,131.03130115,131.178325051,131.032301312,131.068307166,130.938286029,131.194327652,131.145319685,131.136318222,131.072307816,131.245335944,131.154321149,131.12031562,131.150320498,131.033301475,131.144319523,130.898279525,131.209330091,131.108313669,131.001296272,131.214330904,131.073307979,130.860273347,131.27834131,131.103312856,131.205329441,131.11631497,131.24733627,116.6,116.59,116.602,116.548,116.51,116.592,116.529,116.591,116.585,116.597,116.616,116.552,116.548,116.608,116.659,116.545,116.661,116.599,116.566,116.587,116.593,116.534,116.565,116.526,116.641,116.571,116.633,116.618,116.637,116.555,116.663,116.537
FLQS305NGRWM,-66.1232525267,-65.9762964146,-66.0902623791,-65.8423364213,-65.7493641871,-65.8813247776,-65.8093462737,-65.9113158209,-65.9083167165,-65.8443358242,-66.022282681,-65.84833463,-65.8423364213,-65.9533032814,-66.1772364046,-65.8093462737,-66.1202534224,-65.918313731,-65.8463352271,-65.9173140295,-65.8143447809,-65.8023483636,-65.8443358242,-65.6753862804,-66.1392477498,-65.8463352271,-65.9413068641,-66.0712680517,-66.0362785012,-65.8933211949,-66.1232525267,-65.8273408997,131.392824877,131.17580039,131.35882104,131.177800616,131.178800729,131.074788993,131.174800278,131.075789106,131.113793394,130.977778048,131.197802873,131.190802083,131.177800616,131.112793281,131.288813142,131.105792492,131.161798811,131.192802309,131.072788768,131.192802309,130.979778274,131.21080434,131.103792266,131.044785608,131.177800616,131.067788204,130.873766312,131.320816752,131.107792717,131.208804114,131.160798698,131.248808628,116.728,116.715,116.722,116.668,116.635,116.699,116.657,116.71,116.702,116.703,116.727,116.668,116.668,116.718,116.765,116.669,116.767,116.692,116.688,116.691,116.693,116.648,116.681,116.633,116.771,116.689,116.756,116.723,116.748,116.68,116.769,116.65
FLQS305DGRWM,-65.7849966068,-65.64404161,-65.7500077778,-65.5030866131,-65.4111159769,-65.5410744846,-65.4740958691,-65.5750636328,-65.574063952,-65.5490719312,-65.7330132037,-65.5160824639,-65.5030866131,-65.6110521426,-65.8819656472,-65.4730961883,-65.8219847975,-65.5830610794,-65.5030866131,-65.6200492701,-65.5170821447,-65.469097465,-65.5080850173,-65.3731281054,-65.8109883083,-65.5060856556,-65.6110521426,-65.7829972451,-65.7100205447,-65.5650668245,-65.7899950109,-65.5310776763,131.386392795,131.203390855,131.352392434,131.216390993,131.209390918,131.066389402,131.216390993,131.068389424,131.103389795,130.971388395,131.191390728,131.177390579,131.216390993,131.107389837,131.27939166,131.146390251,131.154390335,131.181390622,131.068389424,131.175390558,130.965388332,131.247391321,131.144390229,131.031389031,131.209390918,131.108389848,130.86338725,131.315392042,131.140390187,131.243391279,131.192390738,131.27839165,116.681,116.664,116.675,116.612,116.582,116.652,116.602,116.664,116.657,116.671,116.697,116.624,116.612,116.669,116.734,116.614,116.735,116.646,116.638,116.66,116.661,116.595,116.627,116.599,116.721,116.632,116.712,116.693,116.698,116.629,116.717,116.612
FLQS3057GRWM,-65.7784419206,-65.6294477149,-65.7394434372,-65.4924530425,-65.3624580979,-65.5304515648,-65.4584543647,-65.5604503981,-65.5604503981,-65.4994527703,-65.6474470149,-65.5024526536,-65.4924530425,-65.5634502815,-65.8374396262,-65.4584543647,-65.7844416873,-65.5724499315,-65.4944529647,-65.5714499704,-65.4654540925,-65.461454248,-65.4954529258,-65.3234596145,-65.7684423095,-65.4944529647,-65.5624503204,-65.7354435928,-65.6604465093,-65.5154521481,-65.7834417261,-65.4854533147,131.505918808,131.32978096,131.466888262,131.371813856,131.32677861,131.190672091,131.375816988,131.191672874,131.22770107,131.091594551,131.346794275,131.306762946,131.371813856,131.224698721,131.395832653,131.2617277,131.309765295,131.305762162,131.187669741,131.301759029,131.095597684,131.36080524,131.2617277,131.191672874,131.32677861,131.226700287,131.018537375,131.433862416,131.256723784,131.36080524,131.310766078,131.39783422,116.572,116.551,116.565,116.496,116.458,116.541,116.483,116.551,116.545,116.547,116.554,116.51,116.496,116.546,116.612,116.503,116.608,116.535,116.528,116.536,116.534,116.487,116.516,116.468,116.6,116.522,116.582,116.57,116.574,116.506,116.608,116.489
FLQS3052GRWY,-65.5359638084,-65.3920912166,-65.5019938909,-65.240225703,-65.1173345308,-65.2432230487,-65.1782805593,-65.3241513816,-65.3251504968,-65.2612071227,-65.4370514016,-65.2572106618,-65.240225703,-65.3581212991,-65.592913376,-65.1772814441,-65.533965578,-65.3311451881,-65.2452212791,-65.3311451881,-65.2272372051,-65.2002610942,-65.2502168552,-65.0763708068,-65.5559461129,-65.2502168552,-65.3631168752,-65.4870071626,-65.412073521,-65.3071664228,-65.5399602693,-65.2392265878,131.513752099,131.293784292,131.475757659,131.301783122,131.329779024,131.191799218,131.299783414,131.192799072,131.182800535,131.080815462,131.313781366,131.266788243,131.301783122,131.230793511,131.404768049,131.22779395,131.275786926,131.297783707,131.158804048,131.267788097,131.087814437,131.336778,131.230793511,131.120809608,131.296783853,131.192799072,130.974830973,131.402768342,131.224794389,131.328779171,131.277786634,131.364773902,116.374,116.361,116.368,116.307,116.259,116.327,116.286,116.355,116.358,116.353,116.374,116.319,116.307,116.361,116.412,116.298,116.415,116.34,116.334,116.345,116.34,116.287,116.323,116.281,116.418,116.33,116.407,116.376,116.381,116.326,116.416,116.296
FLQS304WGRWM,-68.3178781902,-68.2046754094,-68.3209655387,-68.055453562,-67.9226975737,-68.093530861,-67.9947357069,-68.1408702057,-68.1017637905,-68.0708903049,-68.2180539198,-68.0729485372,-68.055453562,-68.1768892723,-68.4568088756,-68.0266383087,-68.3693339996,-68.1511613676,-68.0256091925,-68.1501322514,-68.038987703,-68.0204636116,-68.0307547735,-67.8825620423,-68.3415478625,-68.0647156077,-68.1717436914,-68.3127326092,-68.1851222018,-68.0420750516,-68.3621301863,-68.0544244458,131.481259939,131.266203902,131.45225238,131.31021537,131.306214327,131.126167413,131.31121563,131.165177577,131.203187482,131.065151514,131.329220322,131.272205466,131.31021537,131.205188003,131.329220322,131.2001867,131.24719895,131.278207029,131.164177317,131.276206508,131.062150732,131.345224492,131.241197386,131.131168716,131.265203641,131.207188524,130.962124668,131.412241955,131.193184875,131.337222407,131.24719895,131.374232051,116.847,116.846,116.853,116.788,116.744,116.833,116.767,116.842,116.823,116.836,116.84,116.801,116.788,116.847,116.92,116.798,116.905,116.826,116.803,116.826,116.826,116.77,116.792,116.761,116.893,116.809,116.889,116.857,116.852,116.779,116.903,116.776
FLQS3047GRWM,-65.8546845284,-65.7165803347,-65.8226603675,-65.5724716109,-65.4894089437,-65.6084987918,-65.5434497151,-65.6465274829,-65.6475282379,-65.6255116273,-65.8116520622,-65.6315161575,-65.5724716109,-65.6845561739,-65.9597638062,-65.5424489601,-65.8977169945,-65.7005682543,-65.5744731209,-65.7005682543,-65.5904852014,-65.5804776511,-65.5804776511,-65.4433742124,-65.8857079342,-65.578476141,-65.6815539088,-65.8596883035,-65.7876339416,-65.6405229527,-65.8636913236,-65.6125018119,131.419411194,131.197434147,131.344418948,131.251428563,131.19943394,131.102443969,131.250428667,131.062448104,131.103443865,130.96345834,131.218431975,131.174436524,131.251428563,131.098444382,131.267426909,131.180435904,131.185435387,131.212432596,131.060448311,131.209432906,130.923462475,131.230430735,131.13444066,131.024452033,131.19643425,131.101444072,130.893465577,131.302423291,131.127441384,131.229430838,131.14044004,131.268426806,116.685,116.676,116.687,116.616,116.596,116.654,116.606,116.675,116.668,116.685,116.705,116.65,116.616,116.682,116.748,116.618,116.741,116.667,116.65,116.668,116.679,116.622,116.639,116.611,116.735,116.644,116.717,116.707,116.713,116.644,116.737,116.627
FLQS303BGRWM,-65.6885069811,-65.5165030351,-65.6225054669,-65.3744997773,-65.2854977355,-65.4155007179,-65.3434990661,-65.4135006721,-65.4135006721,-65.3865000526,-65.5665041822,-65.3905001444,-65.3744997773,-65.4815022321,-65.7195076923,-65.3414990202,-65.6635064075,-65.4615017733,-65.3394989744,-65.4955025533,-65.3564993644,-65.3374989285,-65.3784998691,-65.2434967719,-65.6805067975,-65.3774998462,-65.4475014521,-65.6535061781,-65.5755043886,-65.397500305,-65.6655064534,-65.4395012685,131.370183619,131.231242652,131.381178947,131.244237131,131.19125964,131.092301685,131.245236706,131.094300836,131.133284272,130.996342456,131.25723161,131.204254119,131.244237131,131.137282573,131.30820995,131.173267284,131.182263462,131.20825242,131.096299986,131.203254543,130.994343305,131.273224815,131.124288095,131.020332263,131.194258366,131.085304658,130.894385775,131.341195935,131.123288519,131.271225664,131.178265161,131.258231185,116.48,116.444,116.455,116.392,116.37,116.433,116.381,116.432,116.425,116.44,116.457,116.404,116.392,116.448,116.501,116.393,116.504,116.429,116.405,116.441,116.429,116.374,116.414,116.385,116.508,116.421,116.479,116.473,116.483,116.395,116.505,116.412
FLQS3024GRWM,-65.789007141,-65.6450224454,-65.7520110733,-65.5080370059,-65.3730513538,-65.5430332861,-65.4730407257,-65.5720302039,-65.5750298851,-65.5090368996,-65.6920174502,-65.5100367933,-65.5080370059,-65.6120259527,-65.8450011892,-65.4710409383,-65.7920068221,-65.5800293537,-65.5090368996,-65.5820291411,-65.4710409383,-65.4670413634,-65.5100367933,-65.3320557113,-65.8060053342,-65.5090368996,-65.6080263778,-65.746011711,-65.6700197884,-65.5270349866,-65.7900070347,-65.5260350928,131.52679785,131.350779385,131.495794598,131.358780224,131.358780224,131.213765012,131.35778012,131.212764907,131.246768474,131.110754205,131.375782008,131.325776762,131.358780224,131.247768579,131.424787149,131.287772775,131.295773615,131.330777287,131.213765012,131.328777077,131.147758087,131.391783687,131.285772566,131.182761759,131.354779805,131.251768998,131.005743189,131.463791241,131.285772566,131.388783372,131.337778021,131.387783267,116.71,116.69,116.703,116.641,116.594,116.679,116.629,116.689,116.684,116.685,116.703,116.648,116.641,116.697,116.747,116.641,116.751,116.671,116.667,116.672,116.665,116.621,116.654,116.61,116.746,116.66,116.738,116.706,116.71,116.642,116.743,116.642
FLQS301GGRWM,-66.0791958429,-65.9062973753,-66.0452157972,-65.7613824747,-65.6644394033,-65.801358999,-65.7323994946,-65.8403361102,-65.8393366971,-65.810353717,-65.9522703782,-65.7753742582,-65.7613824747,-65.8763149821,-66.145157108,-65.7333989077,-66.0851923215,-65.8843102869,-65.7633813009,-65.8853097,-65.7773730844,-65.7234047766,-65.7713766058,-65.6254622921,-66.1091782361,-65.7993601728,-65.8733167427,-66.0402187317,-65.9602656831,-65.7793719106,-66.0901893871,-65.7933636941,131.400130938,131.166130704,131.317130855,131.177130715,131.165130703,131.030130569,131.177130715,131.03113057,131.063130602,130.927130466,131.195130733,131.175130713,131.177130715,131.068130607,131.241130779,131.106130645,131.119130658,131.143130681,131.030130569,131.139130677,130.897130436,131.204130742,131.106130645,130.994130533,131.175130713,131.070130609,130.822130362,131.281130819,131.062130601,131.205130743,131.156130694,131.237130775,116.529,116.51,116.531,116.457,116.425,116.497,116.447,116.51,116.504,116.518,116.52,116.463,116.457,116.516,116.58,116.46,116.581,116.506,116.484,116.507,116.512,116.439,116.473,116.442,116.579,116.489,116.558,116.536,116.547,116.459,116.576,116.458
FLQS301EGRWQ,-65.7371215668,-65.5991045154,-65.7031173657,-65.454086599,-65.3320715245,-65.4910911707,-65.4210825214,-65.5300959896,-65.5310961132,-65.4650879581,-65.6451101992,-65.4650879581,-65.454086599,-65.5631000671,-65.8321333052,-65.422082645,-65.7451225553,-65.5350966074,-65.4550867225,-65.536096731,-65.4320838806,-65.4200823979,-65.4600873403,-65.292066582,-65.7651250265,-65.4590872168,-65.5651003143,-65.7301207019,-65.6581118055,-65.4770894409,-65.7461226789,-65.4830901822,131.449204731,131.265197445,131.412203266,131.273197762,131.265197445,131.12919206,131.275197841,131.127191981,131.161193327,131.03018814,131.249196812,131.241196495,131.273197762,131.171193723,131.299198792,131.202194951,131.211195307,131.243196574,131.095190714,131.242196535,131.03118818,131.265197445,131.164193446,131.061189368,131.273197762,131.128192021,130.922183864,131.334200178,131.162193367,131.263197366,131.215195466,131.298198752,116.706,116.689,116.7,116.638,116.596,116.676,116.626,116.69,116.684,116.684,116.708,116.647,116.638,116.693,116.765,116.639,116.75,116.671,116.669,116.672,116.672,116.627,116.659,116.618,116.746,116.664,116.738,116.723,116.728,116.647,116.75,116.643
FLQS300VGRWQ,-65.6253090134,-65.4762310753,-65.5882896597,-65.339159414,-65.2120929835,-65.3801808601,-65.2741254141,-65.3741777216,-65.3731771985,-65.3451625524,-65.526257229,-65.3481641217,-65.339159414,-65.446215383,-65.686340921,-65.273124891,-65.6243084904,-65.4172002138,-65.3421609832,-65.4161996908,-65.3141463371,-65.2691227987,-65.3461630755,-65.1730725835,-65.6153037827,-65.3461630755,-65.4412127676,-65.5812859981,-65.5082478137,-65.3651730139,-65.6303116288,-65.3321557525,131.523796528,131.344800888,131.486797429,131.350800742,131.347800815,131.2088042,131.351800718,131.209804176,131.23880347,131.111806563,131.325801351,131.319801497,131.350800742,131.243803348,131.41779911,131.280802447,131.290802203,131.322801424,131.207804225,131.319801497,131.108806636,131.386799865,131.279802471,131.175805004,131.349800766,131.244803324,131.000809266,131.452798258,131.276802544,131.380800011,131.287802276,131.419799061,116.474,116.454,116.468,116.405,116.361,116.444,116.382,116.441,116.436,116.448,116.474,116.413,116.405,116.461,116.515,116.394,116.515,116.437,116.431,116.437,116.438,116.374,116.42,116.377,116.502,116.426,116.501,116.472,116.477,116.409,116.517,116.39
FLQS300RGRWY,-66.2550207553,-66.1129649649,-66.2220077899,-65.9769115317,-65.8928785289,-66.01092489,-65.9408973877,-66.0449382483,-66.0429374625,-66.0189280331,-66.2050011108,-66.0249303905,-65.9769115317,-66.0809523924,-66.3540596515,-65.9418977806,-66.2630238985,-66.0879551426,-65.9759111388,-66.0889555355,-65.9529021024,-65.9448989592,-65.9769115317,-65.891878136,-66.2820313634,-65.9739103531,-66.0789516066,-66.2540203624,-66.1809916814,-66.0349343194,-66.2620235056,-66.0029217469,131.322273463,131.105259791,131.28827132,131.112260232,131.104259728,130.972251411,131.111260169,130.970251285,131.009253742,130.907247316,131.124260988,131.116260484,131.112260232,131.046256073,131.173264075,131.042255821,131.087258656,131.08525853,130.970251285,131.080258215,130.90524719,131.141262059,131.040255695,130.933248954,131.102259602,131.00525349,130.800240574,131.207266217,131.033255254,131.137261807,131.08525853,131.173264075,116.587,116.575,116.581,116.527,116.499,116.563,116.514,116.575,116.568,116.577,116.604,116.543,116.527,116.575,116.647,116.527,116.63,116.57,116.551,116.571,116.555,116.51,116.539,116.528,116.635,116.544,116.617,116.606,116.612,116.543,116.631,116.525
