SN	Distance_X_LOGO_NFC_Down1	Distance_X_LOGO_NFC_Down2	Distance_X_LOGO_NFC_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_NFC_Down1	Distance_Y_LOGO_NFC_Down2	Distance_Y_LOGO_NFC_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_NFC_Down1	Angle_NFC_Down2	Angle_NFC_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS310RGRWV	0.1657241421	0.1723628062	0.1675108233	0.1723628062	0.1656479568	0.1674955863	0.1695086466	0.1685848319	0.1685021165	0.1685870086	0.1675064699	0.1685804785	0.1685086466	0.1684324613	0.1705130001	0.1684324613	0.1684324613	0.1693540993	0.1694999397	0.1705086466	0.1668003274	0.1703584528	0.1695826552	0.1684237544	0.1685826552	0.1685804785	0.1676523103	0.1695108233	0.1677306723	0.1694368148	0.1695739483	0.1674955863	0.083097801	0.082090427	0.044122688	0.082090427	0.07909757	0.080114162	0.079089966	0.082089966	0.079090427	0.084098262	0.079121996	0.041072453	0.081089735	0.042096879	0.080097801	0.042088353	0.042088353	0.043072222	0.040072914	0.08008167	0.085098262	0.083089275	0.081105866	0.083106557	0.081090888	0.082105635	0.078088814	0.077097109	0.084089275	0.04407107	0.039080748	0.036072683	0.132	0.13	0.138	0.13	0.132	0.132	0.131	0.132	0.132	0.131	0.132	0.138	0.131	0.138	0.131	0.138	0.138	0.137	0.138	0.131	0.132	0.131	0.131	0.131	0.131	0.131	0.133	0.132	0.131	0.137	0.139	0.139
FLQS3106GRWV	-0.1233943123	-0.1244429922	-0.1244236309	-0.1244429922	-0.123403993	-0.1244236309	-0.1244236309	-0.1234136737	-0.1244236309	-0.1234136737	-0.1244236309	-0.0724136737	-0.1244236309	-0.123433035	-0.1264241841	-0.123433035	-0.123433035	-0.1284440986	-0.1244236309	-0.1274244607	-0.1233846317	-0.1254432688	-0.0714136737	-0.123433035	-0.1234136737	-0.0774136737	-0.123403993	-0.1244236309	-0.1233943123	-0.123433035	-0.1304156098	-0.0674236309	-0.101387464	-0.101413828	-0.171308371	-0.101413828	-0.101387464	-0.101334736	-0.101413828	-0.101466556	-0.171413828	-0.101387464	-0.101308371	-0.097440192	-0.101413828	-0.0313611	-0.160431906	-0.101387464	-0.101387464	-0.158483128	-0.101440192	-0.156481621	-0.101387464	-0.162459777	-0.0413611	-0.1713611	-0.101413828	-0.0443611	-0.101413828	-0.101387464	-0.101413828	-0.031440192	-0.16346053	-0.098440192	0.00600000000001	0.00500000000001	0.017	0.00500000000001	0.005	0.00500000000001	0.005	0.005	0.016	0.00500000000001	0.005	-0.013	0.005	-0.006	0.015	0.005	0.005	0.016	0.005	0.015	0.005	0.015	-0.022	0.017	0.00500000000001	-0.02	0.005	0.00500000000001	0.005	-0.00599999999999	0.017	-0.015
FLQS30ZQGRWV	-0.0815858199	-0.082550552	-0.0825656668	-0.082550552	-0.0815789679	-0.0815650622	-0.0855648607	-0.0825721158	-0.0825644576	-0.0815725189	-0.0815656668	-0.0825717127	-0.0815652637	-0.0835580086	-0.0805654653	-0.0835580086	-0.0835580086	-0.081550955	-0.0825646591	-0.0815650622	-0.082592672	-0.0805513581	-0.0805723173	-0.0835576055	-0.0815721158	-0.0835723173	-0.0825787663	-0.0825648607	-0.0835858199	-0.0805586132	-0.0805721158	-0.0825642561	0.007512381	0.010516379	0.00949579299999	0.010516379	0.009511492	0.00850097700001	-0.031483324	0.00551697199998	0.00651667600002	0.005511936	0.008496237	0.00452200700002	0.00551682400001	0.006506605	0.00851163999999	0.006512233	0.006512233	0.00852260000002	0.011521859	0.00952185900002	0.007512529	0.00451815700004	0.00550690100002	0.006506605	0.00651652799999	0.00650704899999	0.009516972	0.00851208400002	0.003518453	0.00652334	0.012515935	0.00852141499999	0.073	0.073	0.073	0.073	0.072	0.073	0.08	0.074	0.074	0.073	0.073	0.074	0.073	0.074	0.073	0.074	0.074	0.073	0.072	0.073	0.074	0.074	0.073	0.074	0.073	0.073	0.073	0.073	0.075	0.073	0.072	0.074
FLQS30YUGRWV	0.0335115975	0.032536389	0.0325212985	0.032536389	0.032506208	-0.0264659824	0.0325212985	0.0325137532	0.0325212985	0.0325137532	0.0325212985	0.0325137532	0.0325212985	0.0325288438	0.0325212985	0.0325288438	0.0325288438	0.032536389	0.0325212985	0.0325212985	0.0324911175	0.032536389	-0.0244739588	0.0325288438	0.0325137532	0.0325137532	-0.0254812884	0.0325212985	-0.0264886181	0.0325288438	0.0325137532	0.0325212985	0.15739458	0.157415299	0.157307869	0.157415299	0.157388442	0.146343168	0.157415299	0.087469014	0.157415299	0.157388442	0.157307869	0.227442156	0.157415299	0.087361584	0.157388442	0.157388442	0.157388442	0.157442156	0.227388442	0.157442156	0.157388442	0.157415299	0.217369258	0.157361584	0.157415299	0.087415299	0.147422973	0.157388442	0.15042067	0.157442156	0.157415299	0.157442156	0.216	0.216	0.216	0.216	0.216	0.238	0.216	0.227	0.216	0.216	0.216	0.205	0.216	0.227	0.216	0.216	0.216	0.216	0.205	0.216	0.216	0.216	0.225	0.216	0.216	0.227	0.237	0.216	0.237	0.216	0.216	0.216
FLQS30X6GRWY	-0.00426884630001	-0.00211133890001	-0.00317349039999	-0.00211133890001	-0.0032407504	-0.0331803016	-0.003172639	0.000792453900004	-0.0331794502	-0.00420754609999	-0.00317604460001	-0.0012058433	-0.001172639	-0.0341436917	0.0018256582	-0.0341462459	-0.0341462459	-0.000113041600002	-0.0341794502	-0.0341760446	-0.0032977936	-0.0021130416	-0.0022049919	-0.0041505029	-0.0342049919	-0.00320754609999	-0.000235641999993	-0.0331709363	0.000732856499994	-0.0341445431	-0.0322126544	-0.00418115299999	-0.00802455900001	-0.00602716099999	-0.00501527699998	-0.00602716099999	-0.00902403799998	-0.059022477	-0.00402733499999	-0.00303123799998	-0.007027421	-0.005024298	-0.00701519	0.039970063	-0.00403158500001	-0.015021609	-0.00402898299998	-0.010025339	-0.010025339	-0.00203505499999	-0.00903106500002	-0.011034708	-0.006024819	-0.045032192	-0.005021696	-0.00902143599998	-0.012026988	-0.007021783	-0.006031065	-0.00802933	-0.003031932	-0.013031672	0.047972232	-0.011030804	-0.132	-0.132	-0.132	-0.132	-0.132	-0.114	-0.133	-0.134	-0.122	-0.133	-0.133	-0.141	-0.134	-0.121	-0.135	-0.122	-0.122	-0.134	-0.122	-0.121	-0.132	-0.127	-0.133	-0.132	-0.121	-0.132	-0.133	-0.122	-0.134	-0.121	-0.131	-0.131
FLQS30X6GRWV	0.1900861917	0.1930375024	0.2550723209	0.1930375024	0.191076567	0.2460723209	0.2550723209	0.2560822286	0.2460723209	0.2460822286	0.2460723209	0.1890660932	0.2570723209	0.2460624132	0.2460723209	0.2460624132	0.2460624132	0.2010369362	0.2460723209	0.2560723209	0.1900960994	0.2600525055	0.1990669424	0.2460624132	0.1920669424	0.2460822286	0.2460921363	0.2000570347	0.1890859086	0.2590624132	0.2460822286	0.2460723209	-0.129212696	-0.129248113	-0.035097339	-0.129248113	-0.132215732	-0.120132755	-0.041239006	-0.040239006	-0.120239006	-0.120203589	-0.120097339	-0.133287577	-0.039239006	-0.120168172	-0.120203589	-0.120203589	-0.120203589	-0.055281506	-0.120274422	-0.045274422	-0.13121472	-0.047239006	-0.058185375	-0.120168172	-0.13325216	-0.120168172	-0.050239006	-0.057219779	-0.060249125	-0.037274422	-0.120239006	-0.120274422	-0.322	-0.322	-0.358	-0.322	-0.321	-0.341	-0.357	-0.358	-0.341	-0.341	-0.342	-0.32	-0.358	-0.342	-0.342	-0.342	-0.342	-0.336	-0.341	-0.357	-0.321	-0.358	-0.335	-0.342	-0.321	-0.341	-0.352	-0.336	-0.332	-0.359	-0.342	-0.341
FLQS30WFGRWV	0.0230047297	0.0529614658	0.0549858447	0.0529614658	0.0720095368	0.0719855013	0.0019855013	0.0549975191	0.0719855013	0.0549975191	0.0549855013	0.0559975191	0.0019855013	0.00197348350001	0.0529855013	0.0529734835	0.0529734835	0.0539614658	0.0719855013	0.0549855013	0.0720335723	0.0519614658	0.0589975191	0.0689724535	0.0549975191	0.0559975191	0.0570095368	0.0579858447	0.0570215546	0.0509734835	0.0719975191	0.0719855013	-0.00423668400001	0.080765733	0.01775715	0.080765733	0.010761502	0.01075304	0.010765733	0.012774196	0.010765733	0.081761502	0.080748808	0.078769965	0.080765733	0.010757271	0.082761502	0.080761502	0.080761502	0.144761502	0.010769965	0.019777097	0.010761502	0.082765733	0.011765733	-0.051235234	0.080765733	0.081757271	0.082765733	0.015769602	0.077765733	0.086769965	0.010765733	0.010769965	0.082	0.057	0.067	0.057	0.063	0.063	0.087	0.068	0.063	0.057	0.057	0.057	0.075	0.086	0.058	0.058	0.058	0.047	0.062	0.067	0.063	0.057	0.067	0.074	0.057	0.057	0.056	0.067	0.057	0.057	0.063	0.062
FLQS30VBGRWV	0.0924484829	0.1183112421	0.0913507223	0.1183112421	0.0934165227	0.1183732825	0.0953526023	0.0933836225	0.1203761025	0.0933845625	0.1183761025	0.0943826825	0.0943516623	0.1193422623	0.0933535423	0.1193422623	0.1193422623	0.1193103021	0.1173770425	0.1193761025	0.1175058232	0.1203084221	0.0933864425	0.1183413223	0.1194099427	0.0933826825	0.0944165227	0.0933526023	0.0924494229	0.1193422623	0.0923836225	0.0923507223	-0.00922516599999	-0.002228772	-0.010211438	-0.002228772	-0.008225444	-0.00321462700001	-0.00422960399999	-0.012230713	0.03377622	-0.01122586	-0.004210328	-0.010235151	-0.008230575	-0.005219342	-0.008225444	-0.004224889	-0.004224889	-0.00323418000002	-0.00623376399997	-0.004233903	-0.004224612	0.033770673	-0.010220729	-0.00521962000002	-0.002228911	-0.00722031299998	-0.012230575	-0.009225582	-0.01123002	-0.002234735	-0.00922960399998	-0.00823418000002	-0.076	-0.085	-0.076	-0.085	-0.076	-0.085	-0.077	-0.076	-0.092	-0.075	-0.085	-0.076	-0.076	-0.085	-0.076	-0.085	-0.085	-0.085	-0.085	-0.085	-0.085	-0.091	-0.076	-0.084	-0.086	-0.076	-0.075	-0.076	-0.075	-0.086	-0.076	-0.076
FLQS30UFGRWV	0.0104535549	-0.0073110499	0.0235517483	-0.0073110499	-0.007498021	-0.005405208	-0.0064105885	-0.0084522871	0.0255517483	-0.0064563224	0.0225544385	-0.0064522871	-0.00940520799999	-0.0053648546	-0.00441193359998	-0.00835947409999	-0.00835947409999	0.0186526319	-0.00440117270001	-0.0044078982	0.0193688126	0.0196499417	-0.0064509419	0.0425988273	-0.00545632239999	-0.00545497729999	-0.0055007112	-0.00740924339999	-0.0075451	0.0195974822	0.0295046693	0.0295517483	-0.077459161	-0.00347127299997	-0.006422448	-0.00347127299997	-0.00546067499999	-0.00943531599998	-0.00647505800001	-0.047489062	0.018536297	-0.00446105400002	-0.00242055499999	-0.006487548	-0.087489062	-0.00744780700001	-0.00446218899998	-0.043463703	-0.043463703	-0.046500796	-0.00348527700001	-0.00748717000002	-0.00345840399999	0.000525698999979	-0.007449321	-0.054437209	-0.00447392299998	-0.00744818499999	-0.048475815	-0.044461432	-0.050473544	-0.001489819	0.020536297	-0.020476951	0.00400000000002	-0.002	-0.012	-0.002	-0.00200000000001	-0.002	-0.00200000000001	0.00500000000001	-0.016	-0.00199999999998	-0.012	-0.00200000000001	0.012	-0.001	-0.003	0.005	0.005	-0.003	-0.00200000000001	-0.00200000000001	-0.011	-0.011	-0.000999999999991	-0.01	-0.00199999999998	-0.00200000000001	0.005	0.00400000000002	0.00600000000001	-0.012	-0.018	-0.012
FLQS30TYGRWV	0.0638452131	0.0338066358	0.0358222872	0.0338066358	0.0358377181	0.0368218463	0.0358227281	0.0368302231	0.0358220668	0.037830664	0.0358220668	0.0368300027	0.0368225076	0.0368147922	0.0358225076	0.0358147922	0.0358147922	0.0358068563	0.0348218463	0.0618220668	0.0368529286	0.0368072972	0.0638297822	0.0368145717	0.0378300027	0.0398304435	0.0628372772	0.0348222872	0.0368454336	0.0348152331	0.0348297822	0.0328218463	0.013765108	0.010765061	0.012765293	0.010765061	0.059765117	0.01576523	0.013765059	0.013765056	0.017765061	0.013765115	0.014765291	0.051764996	0.015765061	0.013765173	0.013765115	0.014765107	0.014765107	0.010764995	0.059765007	0.015764995	0.011765108	0.011765049	0.014765171	0.012765169	0.014765061	0.013765171	0.017765052	0.012765112	0.015765051	0.049764981	0.058765059	0.056764998	-0.023	-0.013	-0.013	-0.013	-0.021	-0.014	-0.014	-0.015	-0.015	-0.015	-0.014	-0.021	-0.014	-0.014	-0.014	-0.014	-0.014	-0.013	-0.021	-0.024	-0.014	-0.014	-0.024	-0.014	-0.015	-0.015	-0.024	-0.014	-0.014	-0.02	-0.021	-0.02
FLQS30T7GRWV	0.0998532046	0.1050679958	0.1049801806	0.1050679958	0.0988947388	0.0429742471	0.0989884874	0.1029374597	0.0399778072	0.039936273	0.1029766205	0.1029386464	0.102982554	0.0360240882	0.1029789939	0.1010229015	0.1010229015	0.1030668091	0.0989813673	0.1019813673	0.098812857	0.1010691825	0.1019374597	0.101016968	0.0999410198	0.1029374597	0.1028971122	0.1029837407	0.112843711	0.1010229015	0.0989338996	0.0989778072	0.033135644	0.035128959	0.033159263	0.035128959	-0.012873269	0.024152133	-0.012881513	0.031128737	0.023128514	-0.018873046	0.033159263	-0.01088842	0.027127177	-0.017865024	0.03113609	-0.00987460600001	-0.00987460600001	0.027119155	-0.011888643	0.031120715	-0.00887371399998	0.030126731	0.033143666	0.033144111	-0.010879953	0.03014322	0.028128068	0.025134084	0.047130742	-0.016893323	-0.011880622	-0.00988819799997	0.00599999999999	0.005	0.005	0.005	0.015	0.027	0.014	0.006	0.028	0.035	0.00600000000001	0.013	0.00700000000001	0.036	0.005	0.014	0.014	0.006	0.014	0.00600000000001	0.014	0.00700000000001	0.00600000000001	0.00599999999999	0.014	0.00600000000001	0.00600000000001	0.00700000000001	0.0	0.014	0.015	0.014
FLQS30S7GRWV	0.0881040157	0.0900280847	0.0890582845	0.0900280847	0.1251044472	0.0900595788	0.0910569903	0.088072953	0.0910595788	0.0890742473	0.0900582845	0.0880720902	0.0890574217	0.0890427532	0.0890578531	0.0910431846	0.0910431846	0.0910276533	0.0910591474	0.0890574217	0.0891191156	0.0910272218	0.089072953	0.0900444789	0.0910725216	0.0890738159	0.0880871901	0.0620457732	0.0891035843	0.0890423218	0.0910755416	0.0920604417	-0.014889207	0.031113815	0.032143818	0.031113815	-0.020890286	0.02712655	0.027104102	0.031113384	0.029113168	0.029120506	0.034143602	0.030097411	0.032113384	0.030118996	0.035121154	0.029109714	0.029109714	0.029104318	0.0290959	0.032105613	0.025119211	0.075112089	0.032128493	0.068127629	0.028104534	0.031127198	0.033112304	0.028118996	0.027110362	0.029094389	0.025103455	0.030105829	0.141	0.133	0.133	0.133	0.13	0.134	0.134	0.133	0.133	0.133	0.133	0.134	0.134	0.134	0.133	0.133	0.133	0.133	0.133	0.133	0.134	0.126	0.133	0.127	0.133	0.133	0.133	0.142	0.134	0.133	0.134	0.133
FLQS30RRGRWV	0.0261117564	0.0242347728	0.0241842863	0.0242347728	0.0261366441	0.0241878417	0.0251835752	0.0251593986	0.0251864195	0.0251586875	0.0231857085	0.0251601097	0.0251835752	0.0252084629	0.0241842863	0.026209174	0.026209174	0.0252347728	0.0251885528	0.0241857085	0.0260868686	0.0262333507	0.0241615318	0.0252105962	0.0251601097	0.0241601097	0.025135933	0.0231842863	0.0241117564	-0.0257943814	0.028163665	0.0281871306	0.020857631	0.018847641	0.017892593	0.018847641	0.021857964	0.01787994	0.018845644	0.018846976	0.017845977	0.019858963	0.017892926	0.018834655	0.020846643	0.014868619	0.019857631	0.015855966	0.015855966	0.017835654	0.016834988	0.015833989	0.019857631	0.015845311	0.016868619	0.015868619	0.018846643	0.016868619	0.01984631	0.021857964	0.016845311	0.00583299100001	0.018845311	0.017834322	0.084	0.085	0.085	0.085	0.083	0.085	0.085	0.084	0.085	0.084	0.085	0.084	0.084	0.085	0.084	0.084	0.084	0.084	0.084	0.085	0.084	0.084	0.085	0.085	0.084	0.084	0.084	0.084	0.085	0.103	0.083	0.084
FLQS30R2GRWV	-0.0424894735	-0.0435948167	-0.0445524373	-0.0435948167	-0.0435106632	-0.0435524373	-0.0415524373	-0.0435306421	-0.0435530427	-0.0425300367	-0.0455530427	-0.043531853	-0.0435518319	-0.0435730216	-0.0435524373	-0.0435730216	-0.0435730216	-0.0435954222	-0.0415530427	-0.0455536481	-0.0424682838	-0.0465960276	-0.0435324584	-0.044573627	-0.0415324584	-0.0445312475	-0.0445112687	-0.0435524373	-0.0444900789	-0.046573627	-0.0425312475	-0.0425524373	-0.050332904	-0.010333408	-0.011337946	-0.010333408	-0.050333005	-0.00733683700003	-0.00833196200003	-0.049331929	-0.050331862	-0.052333005	-0.011337946	-0.050330752	-0.04833203	-0.051334181	-0.011334383	-0.052332837	-0.052332837	-0.013331962	-0.053330685	-0.052330719	-0.048332971	-0.049331862	-0.05133408	-0.051334181	-0.00933192900001	-0.054334047	-0.047331929	-0.012334316	-0.048331794	-0.047330584	-0.053331794	-0.049330719	0.07	0.064	0.065	0.064	0.071	0.065	0.063	0.071	0.071	0.072	0.065	0.071	0.07	0.071	0.064	0.071	0.071	0.065	0.071	0.072	0.07	0.071	0.072	0.071	0.064	0.072	0.071	0.065	0.071	0.071	0.071	0.071
FLQS30QXGRWV	0.0337193177	-0.00722606630001	0.00175025620001	-0.00722606630001	0.0347300515	0.0337521504	0.00675057189999	0.0347395225	0.0057521504	0.0347392068	0.0327505719	0.0347398382	0.00375025620001	0.00476162139999	0.0387499405	0.0347616214	0.0347616214	0.00577298659999	0.0047530975	0.0377502562	0.00370858390001	0.0037710924	0.0367407853	0.0337628842	0.0347404696	0.0337388911	0.0397291044	0.00775057189999	0.0357183706	0.00475972720001	0.0367417324	0.0377530975	-0.110738186	-0.09976114	-0.165642124	-0.09976114	-0.112733086	-0.113673578	-0.11376199	-0.11276284	-0.068726285	-0.109729685	-0.113607269	-0.112792594	-0.113720334	-0.115708432	-0.065695681	-0.111739887	-0.111739887	-0.068760289	-0.114799395	-0.070759439	-0.111737336	-0.074742437	-0.111705882	-0.114706732	-0.11176114	-0.111671027	-0.029732236	-0.072701632	-0.074740737	-0.114804495	-0.11476454	-0.112795144	-0.027	-0.015	-0.008	-0.015	-0.027	-0.027	-0.018	-0.027	-0.025	-0.028	-0.026	-0.027	-0.017	-0.016	-0.036	-0.027	-0.027	-0.025	-0.017	-0.034	-0.017	-0.023	-0.028	-0.026	-0.028	-0.026	-0.042	-0.025	-0.034	-0.017	-0.028	-0.028
FLQS30QPGRWV	0.1141281826	0.1140319884	0.1130744428	0.1140319884	0.1131093737	0.1130728306	0.1120717558	0.112092177	0.111070681	0.1130932518	0.1120744428	0.1120916396	0.106070681	0.1150550965	0.1040701437	0.1120540217	0.1120540217	0.1120336006	0.1130685315	0.1100722932	0.1111464541	0.1120362876	0.11208949	0.1120534843	0.1120905648	0.1130932518	0.1171099111	0.1050690689	0.1111281826	0.140070681	0.1120889526	0.1140696063	0.067991858	0.067992722	0.066988602	0.067992722	0.068991627	0.067989495	0.067992693	0.064992751	0.066992664	0.066991685	0.025988631	0.066993615	-0.020006068	0.066990734	-0.021006904	0.066991886	0.066991886	0.064993989	0.065993845	0.026993701	0.025992002	0.064993269	0.06599082	0.065990734	0.068992549	0.06499082	0.109992693	-0.01900676	0.026993096	0.074993961	0.065992664	0.066993586	-0.079	-0.079	-0.079	-0.079	-0.08	-0.079	-0.078	-0.079	-0.078	-0.078	-0.072	-0.079	-0.063	-0.08	-0.062	-0.079	-0.079	-0.078	-0.079	-0.071	-0.072	-0.078	-0.079	-0.079	-0.079	-0.078	-0.087	-0.062	-0.072	-0.09	-0.078	-0.079
FLQS30QMGRWV	-0.00212895040001	-0.0012130083	-0.000179776099998	-0.0012130083	-0.0011455665	-0.0291802648	-0.000179776099998	-0.00116315999999	-0.0291787987	-0.0291626713	-0.0261797761	-0.0291641375	-0.0011802648	-0.00219736970001	-0.0281797761	-0.0271963922	-0.0271963922	-0.00121398580001	-0.0011787987	-0.0291802648	-0.003112823	-0.0282139858	-0.0271626713	-0.0011963922	-0.00116315999999	-0.02816316	-0.0291465439	-0.0011797761	-0.0311294391	-0.0291963922	-0.0291607165	0.000822178700005	-0.050229511	-0.046238519	-0.04319248	-0.046238519	-0.04922851	-0.047205157	0.000761481000012	-0.044239186	-0.00523985299998	-0.05122851	-0.04719248	-0.046250529	-0.043239186	-0.044216834	-0.044226842	-0.00522951100001	-0.00522951100001	-0.049253198	-0.05225253	-0.047250529	-0.046229511	-0.055241521	-0.0502165	-0.045217167	-0.00423951899998	-0.051217835	-0.045239853	-0.036227509	-0.048242188	-0.00825286399999	-0.00423985299997	-0.046251196	0.203	0.203	0.202	0.203	0.203	0.212	0.194	0.202	0.205	0.212	0.211	0.211	0.202	0.203	0.211	0.204	0.204	0.203	0.203	0.211	0.203	0.213	0.211	0.202	0.195	0.213	0.211	0.201	0.212	0.206	0.204	0.202
FLQS30Q9GRWY	-0.0726855456	-0.0146603797	-0.0726704461	-0.0146603797	-0.0726805124	-0.0726704461	-0.0726704461	-0.0726754792	-0.0906678576	-0.0726754792	-0.0906678576	-0.0116754792	-0.0726704461	-0.0916626806	-0.0726704461	-0.0726654129	-0.0726654129	-0.0726603797	-0.0736680014	-0.0726704461	-0.0896881341	-0.0726603797	-0.0136754792	-0.0906628244	-0.0726754792	-0.0676677138	-0.0726805124	-0.0126704461	-0.0126855456	-0.0726654129	-0.0876733222	-0.0726704461	-0.012119206	0.053893898	0.057815276	0.053893898	-0.012119206	0.057854587	-0.012106102	0.057893898	-0.011106477	-0.012119206	-0.011158891	0.054907001	0.057867691	-0.00813380700001	0.127854587	-0.012119206	-0.012119206	0.127880794	0.057905129	0.057907001	-0.013118831	0.057893898	0.057867691	-0.011132684	-0.012106102	0.057867316	0.127867691	0.129854587	0.128867691	0.057907001	0.060892775	-0.012092999	-0.043	-0.073	-0.054	-0.073	-0.043	-0.054	-0.043	-0.054	-0.038	-0.043	-0.037	-0.074	-0.055	-0.037	-0.065	-0.043	-0.043	-0.065	-0.054	-0.054	-0.037	-0.055	-0.074	-0.037	-0.043	-0.057	-0.066	-0.086	-0.086	-0.055	-0.05	-0.042
FLQS30Q9GRWV	0.118445658	0.080199871	0.1103198523	0.080199871	0.0783594578	0.1183233469	0.0792849063	0.1143641173	0.1173233469	0.1123641173	0.1073151929	0.0783210172	0.1073163577	0.1082767522	0.1043163577	0.1152825766	0.1152825766	0.080199871	0.1203233469	0.1133233469	0.0774375039	0.0692394765	0.1133606227	0.1182825766	0.1063536335	0.1073547984	0.1164048876	0.0822825766	0.118445658	0.0702814117	0.1213641173	0.0782732576	0.02389349	0.00689230399999	0.00989639499997	0.00689230399999	0.010893282	0.014895565	0.00689230399999	0.017892452	0.013892452	0.01589349	0.00889642499999	0.006891118	0.010892393	0.004894261	-0.030106629	0.01789349	0.01789349	0.00789120700003	0.013891414	0.015891414	0.007893075	-0.075107963	0.015894498	0.015894527	0.00789230399999	0.00589420100002	0.087894527	0.052893282	0.020892452	-0.00310894199998	0.012892452	0.00989129500002	-0.186	-0.171	-0.181	-0.171	-0.171	-0.184	-0.17	-0.184	-0.184	-0.182	-0.18	-0.17	-0.18	-0.18	-0.172	-0.184	-0.184	-0.171	-0.185	-0.183	-0.169	-0.154	-0.183	-0.185	-0.179	-0.18	-0.196	-0.179	-0.185	-0.166	-0.185	-0.17
FLQS30Q3GRWV	0.2012915863	0.2012078224	0.1572425312	0.2012078224	0.2012753889	0.170242994	0.2002425312	0.2022596542	0.172242994	0.1722596542	0.1542411429	0.2012587286	0.2022420684	0.1992272593	0.1972425312	0.1992263338	0.1992263338	0.202208748	0.2002397545	0.1982416056	0.2013077837	0.169208748	0.2022578031	0.1952249454	0.2002582659	0.2022591914	0.2032749261	0.2002420684	0.2022911235	0.1582267966	0.1982578031	0.1982411429	0.046713036	0.04972192	-0.031316195	0.04972192	0.04671275	0.047692976	0.047712176	0.048723067	0.043723067	0.089700427	-0.021339122	0.04773367	0.00672335299998	0.00870329200001	0.00271418299999	0.008715615	0.008715615	0.047732524	0.045732237	0.00773252399998	0.04571275	-0.00227521400001	0.00470357899999	0.123680939	0.046722493	0.051703006	0.046724213	0.003715615	0.00372478600002	0.023738255	0.08871017	0.045732524	-0.172	-0.174	-0.146	-0.174	-0.173	-0.163	-0.172	-0.174	-0.163	-0.171	-0.147	-0.173	-0.167	-0.167	-0.164	-0.166	-0.166	-0.174	-0.172	-0.165	-0.173	-0.154	-0.166	-0.184	-0.173	-0.174	-0.173	-0.165	-0.166	-0.155	-0.179	-0.172
FLQS30Q2GRWV	0.1115743631	0.1194712392	0.1105082897	0.1194712392	0.1105527503	0.1115076722	0.1095101423	0.11053052	0.1075089072	0.1105311375	0.1105082897	0.10953052	0.1105089072	0.1114885295	0.1145132298	0.108487912	0.108487912	0.1104669167	0.1165144648	0.1095089072	0.1115965934	0.1114669167	0.1165360776	0.1114872944	0.1105311375	0.110529285	0.1115521328	0.1185144648	0.0835576904	0.1114897645	0.1165360776	0.1205144648	0.013614927	0.020603598	0.013658064	0.020603598	0.010614055	0.011644121	0.012597933	0.009595754	-0.080401196	0.007611005	0.0116585	0.044581811	0.011596626	0.014647607	0.021617541	0.011612312	0.011612312	0.011583118	0.000588347000019	0.008582682	0.011614491	0.00759618999999	0.000634098999996	0.014629306	0.009598369	0.013627999	0.010597933	0.025618848	0.00659793299997	0.009579196	0.000603597999969	0.088618848	0.076	0.072	0.077	0.072	0.077	0.076	0.077	0.077	0.093	0.078	0.077	0.072	0.077	0.077	0.074	0.078	0.078	0.077	0.077	0.078	0.076	0.077	0.077	0.076	0.078	0.077	0.076	0.072	0.087	0.077	0.077	0.061
