,Distance_X_LOGO_Battery_Up1,Distance_X_LOGO_Battery_Up2,Distance_X_LOGO_Battery_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Up1,Distance_Y_LOGO_Battery_Up2,Distance_Y_LOGO_Battery_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Up1,Angle_Battery_Up2,Angle_Battery_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-25.5463940801,-25.8364780412,-25.8124710927,-25.2993225684,-25.2963216998,-25.7434511157,-25.6554256379,-25.3903489148,-25.8004676185,-25.7704589328,-25.2963216998,-25.1682846411,-25.9054980182,-25.9245035191,-25.7704589328,-25.4043529681,-25.9265040981,-25.7224450358,-26.4296497272,-25.6804328759,-26.0275333397,-26.6907252923,-25.0642545309,-25.2863188046,-25.7904647232,-25.3973509414,-25.7924653023,-25.3973509414,-25.8044687765,-25.8714881745,-25.6034105828,-25.7114418511,125.858152611,125.597077618,125.720112959,125.652093421,125.711110373,125.448034805,125.639089686,125.639089686,125.371012681,125.508052045,125.652093421,125.451035667,125.751121867,125.500049747,125.378014692,125.441032794,125.462038828,125.51005262,125.470041127,125.52505693,125.687103478,125.458037679,125.777129337,125.578072158,125.295991131,125.634088249,125.445033943,125.634088249,125.374013543,125.890161806,125.440032507,125.436031357,101.407,101.557,101.535,101.317,101.31,101.53,101.474,101.358,101.562,101.536,101.315,101.277,101.573,101.604,101.548,101.382,101.608,101.515,101.828,101.495,101.632,101.943,101.203,101.318,101.564,101.361,101.551,101.361,101.563,101.546,101.469,101.517
FLQS30NWGRWV,-25.6419729565,-26.0408947489,-25.7239568838,-25.0670856617,-25.5339941255,-25.5279953016,-25.5669876572,-25.5399929494,-25.7709476714,-25.1870621406,-25.9649096456,-25.922917878,-26.0428943569,-25.9289167019,-25.7259564918,-25.372025879,-25.5949821689,-25.3290343073,-26.0588912208,-25.5779855011,-25.6119788368,-25.7609496314,-25.2380521442,-25.5589892253,-25.1890617486,-25.6179776607,-25.7669484554,-25.6179776607,-25.3980207827,-25.9079208181,-25.7689480634,-25.8609300305,125.741170395,125.674170305,125.543170127,125.534170115,125.595170198,125.330169839,125.460170015,125.467170024,125.323169829,125.389169918,125.671170301,125.420169961,125.413169951,125.394169925,125.379169905,125.387169916,125.526170104,125.388169917,125.53817012,125.524170101,125.463170019,125.400169933,125.596170199,125.47117003,125.246169725,125.462170017,125.332169841,125.462170017,125.318169822,125.612170221,125.325169832,125.393169924,101.638,101.818,101.691,101.404,101.603,101.625,101.63,101.617,101.732,101.47,101.786,101.79,101.843,101.795,101.707,101.551,101.636,101.532,101.838,101.629,101.649,101.72,101.474,101.625,101.483,101.652,101.729,101.652,101.569,101.766,101.731,101.765
FLQS30MRGRWY,-25.6741825676,-25.8957018284,-26.3527732445,-25.6661637708,-25.434621014,-25.6330862341,-25.6621543724,-25.6801966651,-25.6340885837,-25.7112695026,-25.8666336901,-25.8876830316,-26.0139790808,-26.0500636663,-25.9337911131,-25.6380979821,-25.8796642349,-25.6651614212,-26.0079649832,-25.6741825676,-26.2365006913,-25.9548404546,-25.3784894366,-25.6952319091,-25.7293117954,-25.6541355756,-25.735325893,-25.6541355756,-25.6401026813,-25.9758897961,-25.7443470393,-25.7533681857,125.556576949,125.602573497,125.42158708,125.401588581,125.525579275,125.265598787,125.337593384,125.333593684,125.182605016,125.315595035,125.5465777,125.412587756,125.461584078,125.281597586,125.254599613,125.323594434,125.461584078,125.324594359,125.476582953,125.464583853,125.409587981,125.344592859,125.531578825,125.336593459,125.111610344,125.395589031,125.311595335,125.395589031,125.183604941,125.604573347,125.136608468,125.321594585,101.389,101.482,101.698,101.399,101.287,101.397,101.403,101.412,101.405,101.427,101.474,101.495,101.546,101.578,101.53,101.394,101.487,101.406,101.542,101.397,101.648,101.531,101.262,101.418,101.453,101.395,101.438,101.395,101.407,101.517,101.458,101.445
FLQS30MKGRWV,-25.6539630599,-26.0539624839,-25.6789630239,-25.4819633075,-25.5549632024,-25.5519632068,-25.6999629936,-25.9879625789,-25.9589626207,-25.5379632269,-25.4819633075,-25.7739628871,-25.9549626265,-26.1109624018,-25.9229626725,-25.3959634314,-25.9169626812,-25.5379632269,-25.8989627071,-25.6109631218,-26.0139625415,-25.6199631088,-25.01496398,-25.6239631031,-25.6739630311,-25.6959629994,-25.9659626106,-25.6959629994,-25.9759625962,-25.5199632528,-25.4369633723,-25.6099631232,125.678882313,125.664881992,125.590880295,125.524878781,125.591880318,125.32687424,125.403876006,125.460877314,125.252872543,125.32687424,125.655881786,125.52787885,125.521878713,125.395875823,125.317874034,125.442876901,125.524878781,125.328874286,125.588880249,125.52787885,125.521878713,125.451877107,125.583880134,125.405876052,125.236872176,125.522878735,125.379875456,125.522878735,125.369875227,125.662881946,125.305873759,125.430876626,101.71,101.886,101.729,101.648,101.674,101.697,101.754,101.876,101.882,101.69,101.637,101.776,101.855,101.936,101.86,101.618,101.839,101.69,101.825,101.705,101.882,101.715,101.438,101.721,101.758,101.742,101.873,101.742,101.879,101.652,101.648,101.713
FLQS30MJGRWV,-25.6956527975,-25.8018207647,-25.8989744704,-25.4712978481,-25.9119950702,-25.7567494579,-25.6736179364,-25.5353992623,-25.8198492874,-25.7857954111,-26.0061440221,-25.1878494076,-26.0872723744,-25.8148413644,-25.7597542116,-25.5454151082,-25.8639190096,-25.7797859036,-26.0532184981,-25.5995006764,-26.0391963138,-25.8068286876,-25.3360839278,-25.5474182774,-25.8659221788,-25.6666068443,-25.8028223493,-25.6666068443,-25.8298651333,-25.8348730563,-25.6515830753,-25.6335545526,125.359209548,125.29619939,125.218186813,125.148175526,125.231188909,125.079164401,125.146175204,125.080164562,124.876131669,125.065162143,125.421219545,125.209185362,125.219186974,125.090166174,124.88513312,125.075163756,125.100167787,125.079164401,125.294199067,125.172179396,125.340206484,125.212185846,125.284197455,125.084165207,124.803119899,125.148175526,124.888133604,125.148175526,124.876131669,125.357209225,124.935141182,125.088165852,101.428,101.48,101.53,101.348,101.534,101.48,101.437,101.382,101.526,101.494,101.558,101.218,101.612,101.504,101.499,101.387,101.525,101.49,101.59,101.402,101.58,101.49,101.277,101.387,101.553,101.434,101.517,101.434,101.53,101.489,101.447,101.425
FLQS30MEGRWV,-25.4741270318,-25.8731865263,-25.7388398137,-25.5358270035,-24.9815224189,-25.5995172969,-25.6960478978,-25.2591722916,-25.6025027794,-25.3268432284,-25.6900769328,-25.6034979402,-25.9498139105,-25.31689162,-25.4392964026,-25.3178867808,-25.6054882619,-25.5228899127,-25.712965632,-25.2223513408,-25.8980655471,-25.5378173252,-25.479102836,-25.2651432566,-25.4024754517,-25.5109479827,-25.4781076751,-25.5109479827,-25.4890544443,-25.7507817437,-25.6612172686,-25.3736157876,126.351091953,126.3400909,126.212078649,126.148072524,126.260083243,126.130070801,126.134071184,126.130070801,125.931051754,126.067064771,126.331090039,126.201077596,126.196077118,126.015059794,125.993057688,125.996057976,126.191076639,126.062064292,126.296086689,126.2000775,126.187076256,126.122070035,126.336090517,126.076065632,125.91805051,126.133071088,126.001058454,126.133071088,125.993057688,126.339090804,125.930051659,125.909049649,101.313,101.488,101.441,101.358,101.105,101.387,101.429,101.238,101.406,101.273,101.409,101.382,101.535,101.273,101.329,101.275,101.384,101.359,101.422,101.216,101.513,101.361,101.316,101.245,101.319,101.348,101.345,101.348,101.351,101.435,101.432,101.308
FLQS30LFGRWY,-25.7396952669,-25.9179728343,-25.9498436843,-25.5136114244,-25.7685782247,-25.7088203809,-25.8631948108,-25.415010982,-25.867178667,-25.5604217354,-26.6729135947,-25.7626024403,-25.9926701391,-25.6849172433,-25.6002602979,-25.4897082868,-25.8432755295,-25.7496549075,-26.2695481488,-25.4568414727,-26.1619840299,-25.8143925717,-25.6112159026,-25.4817405743,-25.7446750872,-25.7974611826,-25.7546347278,-25.7974611826,-25.8920777686,-25.8562230623,-25.804432931,-25.7088203809,125.85231968,125.85031923,125.715288845,125.64527309,125.715288845,125.50924248,125.543250133,125.571256435,125.374212095,125.500240454,125.839316754,125.679280743,125.64727354,125.491238429,125.487237528,125.506241805,125.680280968,125.473234377,125.887327558,125.64327264,125.690283218,125.611265438,125.745295597,125.518244506,125.357208269,125.678280517,125.44422785,125.678280517,125.376212545,125.821312703,125.434225599,125.630269714,101.561,101.639,101.666,101.48,101.586,101.578,101.643,101.444,101.66,101.514,101.971,101.587,101.691,101.57,101.532,101.482,101.622,101.6,101.79,101.456,101.761,101.616,101.514,101.478,101.608,101.602,101.605,101.602,101.671,101.615,101.627,101.567
FLQS30KNGRWV,-25.6538567334,-26.0025343675,-25.9233805368,-25.5376308554,-25.4103835579,-25.7871157143,-25.7550534031,-25.5035646498,-25.9073493812,-25.8893143312,-26.1778751318,-26.0726706732,-26.1748692901,-25.9764837397,-25.7610650864,-25.62981,-26.178877079,-25.8883123839,-26.1257738761,-25.8442267061,-26.5415819742,-25.7290027753,-25.8061527115,-25.5065704914,-25.7179813558,-25.8772909645,-25.8392169699,-25.8772909645,-25.9103552229,-25.9774856869,-25.7841098726,-25.8622617561,125.890053743,125.945047214,125.813062884,125.745070956,125.840059679,125.664080572,125.732072499,125.673079503,125.529096598,125.602087932,125.916050657,125.778067039,125.780066801,125.658081284,125.526096954,125.66308069,125.77906692,125.670079859,125.847058848,125.795065021,125.78706597,125.706075586,125.778067039,125.675079266,125.45310562,125.708075348,125.599088288,125.708075348,125.530096479,125.916050657,125.474103127,125.659081165,101.485,101.632,101.609,101.447,101.384,101.564,101.544,101.439,101.628,101.614,101.711,101.678,101.722,101.647,101.565,101.495,101.724,101.607,101.695,101.577,101.881,101.535,101.562,101.44,101.552,101.599,101.592,101.599,101.629,101.624,101.579,101.597
FLQS30K5GRWY,-25.5317617093,-25.5547605939,-25.9687405159,-25.5837591875,-25.61875749,-25.7347518643,-25.8597458021,-25.8397467721,-25.7897491969,-25.6927539012,-25.9167430377,-25.6727548712,-25.8367469176,-25.8457464811,-25.7947489545,-25.4557653952,-25.6807544832,-25.5307617578,-25.8437465781,-25.5017631643,-26.1197331927,-25.6597555016,-25.2597749007,-25.3407709724,-25.7147528343,-25.4577652982,-25.7697501669,-25.4577652982,-25.795748906,-26.1357324168,-25.7157527858,-25.7707501184,125.508166714,125.52917193,125.37413343,125.308117036,125.492162739,125.28711182,125.356128959,125.293113311,125.147077046,125.105066614,125.564180623,125.424145849,125.365131194,125.299114801,125.15707953,125.226096669,125.422145352,125.28111033,125.493162988,125.428146843,125.486161249,125.352127965,125.431147588,125.236099153,125.072058417,125.34912722,125.161080524,125.34912722,125.148077295,125.569181865,125.150077791,125.240100146,101.489,101.498,101.693,101.53,101.529,101.598,101.647,101.644,101.635,101.596,101.653,101.559,101.636,101.646,101.636,101.481,101.563,101.509,101.628,101.483,101.749,101.559,101.377,101.43,101.609,101.471,101.625,101.471,101.637,101.749,101.603,101.618
FLQS30K3GRWY,-25.688081769,-25.9722154044,-25.89117729,-25.6200497718,-25.8371518805,-25.944202229,-25.9802191687,-25.953206464,-25.9361984647,-25.2838916679,-26.5384817341,-25.9191904654,-26.0942728111,-25.7971330586,-25.8501579976,-25.7841269415,-25.9512055229,-25.8001344702,-25.8081382346,-25.9432017585,-26.2163302179,-26.4954615005,-25.5770295382,-25.6030417725,-25.8741692907,-26.0312431666,-26.3724036232,-26.0312431666,-25.7581147073,-25.9021824661,-25.7531123545,-25.8311490572,126.05204655,126.070046129,125.974048378,125.972048425,125.868050861,125.763053322,125.894050252,125.843051447,125.754053532,125.767053228,125.949048964,125.862051002,125.867050885,125.821051963,125.755053509,125.825051869,125.9560488,125.828051799,125.865050932,125.877050651,125.794052595,125.741053837,125.968048518,125.842051471,125.561058054,125.904050018,125.770053158,125.904050018,125.756053486,125.939049198,125.696054891,125.738053907,101.413,101.535,101.508,101.39,101.494,101.55,101.554,101.547,101.548,101.261,101.792,101.53,101.606,101.481,101.51,101.475,101.536,101.482,101.482,101.54,101.666,101.793,101.372,101.394,101.538,101.576,101.737,101.576,101.47,101.516,101.473,101.503
FLQS30K1GRWY,-25.6299954689,-25.472069438,-25.7039608251,-25.1971981817,-25.8089116685,-25.3681181265,-25.5480338579,-25.4620741196,-25.8668845152,-25.0422707464,-25.8978700023,-25.6110043639,-25.8898737476,-25.7569360127,-25.7179542709,-25.2751616653,-25.6389912555,-25.3711167221,-25.9518447217,-25.3961050181,-25.9098643844,-25.8688835789,-25.0092861956,-25.101243125,-25.4450820783,-25.4800656927,-25.378113445,-25.4800656927,-25.9458475307,-25.7009622296,-25.7469406943,-25.7169547391,125.958942808,125.912946115,125.818952874,125.688962221,125.780955606,125.700961358,125.734958914,125.747957979,125.53697315,125.670963515,125.912946115,125.769956397,125.71596028,125.590969267,125.605968189,125.634966104,125.767956541,125.665963875,125.84195122,125.784955319,125.706960927,125.703961143,125.840951292,125.745958123,125.461978543,125.73695877,125.607968045,125.73695877,125.606968117,125.914945971,125.666963803,125.655964594,101.498,101.433,101.542,101.332,101.592,101.406,101.482,101.443,101.64,101.266,101.619,101.506,101.633,101.586,101.568,101.371,101.519,101.411,101.649,101.411,101.643,101.625,101.236,101.285,101.461,101.452,101.419,101.452,101.668,101.533,101.575,101.563
FLQS30JCGRWV,-25.5064113483,-25.3573621958,-25.2733344857,-25.142291271,-26.1516241227,-25.5104126679,-25.424384298,-25.2243183214,-25.5674314712,-25.6154473056,-26.3016736051,-25.8595277969,-25.8985406623,-25.4914064001,-25.4784021116,-25.1542952296,-25.6514591813,-25.49240673,-25.8975403325,-26.2856683269,-25.5424232241,-25.3253516396,-25.1482932503,-25.2893397638,-25.4974083794,-25.1703005078,-25.5724331206,-25.1703005078,-25.5734334505,-25.6954736962,-25.5064113483,-25.3603631855,126.066233579,126.024243827,125.925267982,125.80029848,125.969257246,125.776304336,125.839288965,125.850286281,125.705321659,125.718318487,125.977255294,125.76030824,125.828291649,125.773305068,125.644336543,125.833290429,125.888277009,125.778303848,125.956260418,125.915270421,125.819293844,125.751310436,125.97825505,125.793300188,125.570354598,125.835289941,125.716318975,125.835289941,125.645336299,126.029242607,125.709320683,125.687326051,101.503,101.442,101.414,101.367,101.793,101.53,101.487,101.399,101.562,101.581,101.858,101.685,101.696,101.522,101.528,101.37,101.582,101.522,101.684,101.857,101.541,101.452,101.355,101.432,101.543,101.376,101.563,101.376,101.57,101.589,101.535,101.473
FLQS30J0GRWV,-25.4567898898,-25.5697889572,-25.4907896092,-25.1697922586,-25.4587898733,-25.6037886766,-25.4477899641,-24.9657939423,-25.4277901292,-24.982793802,-25.617788561,-25.35379074,-25.6937879338,-25.6117886106,-25.3287909463,-25.329790938,-25.5477891388,-25.0487932573,-25.5817888582,-25.1837921431,-25.8057870094,-26.2347834686,-25.1177926878,-24.9257942725,-25.0687930922,-25.2127919037,-25.3017911691,-25.2127919037,-25.4347900714,-25.3387908638,-25.132792564,-25.4227901705,125.554596271,125.546595659,125.354580984,125.344580219,125.418585876,125.2095699,125.336579608,125.272574716,125.074559581,125.146565085,125.548595812,125.407585035,125.407585035,125.28257548,125.140564626,125.26857441,125.351580754,125.255573416,125.478590462,125.41458557,125.41458557,125.346580372,125.478590462,125.272574716,125.0525579,125.336579608,125.141564703,125.336579608,125.075559658,125.541595277,125.129563785,125.280575327,101.359,101.41,101.392,101.252,101.372,101.455,101.375,101.169,101.39,101.187,101.431,101.328,101.476,101.452,101.34,101.329,101.417,101.207,101.421,101.252,101.525,101.719,101.217,101.151,101.233,101.272,101.328,101.272,101.393,101.309,101.255,101.369
FLQS30HZGRWY,-25.6078871751,-26.0498507101,-25.6338850301,-25.5918884951,-25.7818728201,-25.5578913001,-25.6028875876,-25.5598911351,-25.6308852776,-25.5438924551,-25.9728570626,-25.7738734801,-25.8988631676,-25.8488672926,-25.8468674576,-25.6938800801,-25.8008712526,-25.5478921251,-25.9438594551,-25.5688903926,-26.2308357776,-25.7738734801,-25.3209108526,-25.5718901451,-25.5648907226,-25.5378929501,-25.5588912176,-25.5378929501,-25.6358848651,-26.0238528551,-25.4349014476,-25.7778731501,125.395973743,125.4439634,125.248005634,125.238007789,125.373978484,125.158025028,125.233008866,125.168022873,125.020054764,125.096038387,125.444963185,125.304993352,125.301993998,125.17402158,125.035051532,125.224010806,125.303993567,125.162024166,125.374978268,125.365980207,125.361981069,125.239007574,125.37097913,125.173021795,124.948070278,125.178020718,125.092039249,125.178020718,125.020054764,125.446962754,125.076042697,125.178020718,101.567,101.756,101.592,101.574,101.645,101.567,101.58,101.566,101.611,101.566,101.723,101.648,101.703,101.693,101.704,101.62,101.66,101.562,101.716,101.552,101.843,101.654,101.443,101.571,101.588,101.556,101.573,101.556,101.613,101.744,101.52,101.661
FLQS30H6GRWV,-25.5511725481,-25.8956221624,-25.6330417318,-25.5491757388,-25.249654335,-25.5072427422,-25.4742953878,-25.5102379563,-25.6919476079,-25.6580018488,-25.9295679215,-25.623057685,-25.8037689319,-25.6030895914,-25.8816444969,-25.4722985785,-25.6919476079,-25.5361964779,-26.5156314681,-25.4343592007,-25.7368758184,-25.8387130957,-25.0220180682,-25.5192235984,-25.7338806044,-25.5332012639,-25.6170672569,-25.5332012639,-25.383440562,-25.7578423167,-25.620062471,-25.8217402162,125.749214014,125.737213898,125.608212652,125.598212556,125.662213174,125.456211185,125.523211832,125.52821188,125.38221047,125.398210625,125.736213888,125.593212508,125.592212498,125.447211098,125.394210586,125.457211195,125.590212479,125.456211185,125.608212652,125.656213116,125.530211899,125.47121133,125.657213125,125.474211359,125.309209766,125.589212469,125.453211156,125.589212469,125.380210451,125.736213888,125.32620993,125.464211262,101.635,101.787,101.683,101.647,101.51,101.642,101.621,101.637,101.729,101.713,101.802,101.68,101.759,101.685,101.811,101.626,101.711,101.654,102.069,101.592,101.736,101.786,101.411,101.645,101.754,101.641,101.69,101.641,101.594,101.726,101.703,101.779
FLQS30GQGRWV,-242.836593506,-243.476743481,-244.403527773,-244.155111364,-244.155111364,-242.053126372,-242.893920369,-240.591291354,-245.960907563,-241.116787603,-253.862460239,-244.24110166,-245.406747883,-241.795155486,-242.951247232,-241.584956987,-246.037343381,-241.776046532,-245.148776997,-240.505301059,-250.155323071,-244.221992705,-238.527524271,-242.798375597,-246.066006812,-243.390753185,-241.326986102,-243.390753185,-246.161551585,-246.400413516,-246.046897858,-242.043571895,125.175361693,125.229376089,125.147354229,124.841272652,125.219373423,124.943299844,125.020320372,124.830269719,124.746247326,124.760251058,125.192366225,124.965305709,125.21437209,124.965305709,124.819266787,124.951301977,124.77425479,124.95030171,125.055329702,125.164358761,125.351408613,125.020320372,125.155356361,124.959304109,124.729242794,125.023321171,124.816265987,125.023321171,124.744246792,125.104342765,124.690232397,125.034324104,101.473,101.497,101.547,101.563,101.529,101.457,101.489,101.4,101.655,101.43,101.977,101.556,101.587,101.443,101.51,101.435,101.656,101.444,101.589,101.366,101.793,101.55,101.276,101.49,101.661,101.511,101.435,101.511,101.664,101.643,101.664,101.448
FLQS30GCGRWY,-26.0423664478,-26.2134476872,-26.0203559959,-25.7512281982,-25.6391749888,-25.7162115703,-25.855277607,-25.547131281,-25.8862923346,-25.8602799824,-26.0263588464,-25.9883407932,-26.0063493448,-25.8292652548,-25.7572310487,-25.7922476767,-25.9553251154,-25.8572785572,-26.116401604,-25.6571835403,-26.1774305842,-25.831266205,-25.5341251049,-25.6071597861,-25.8262638296,-25.6831958925,-25.8232624043,-25.6831958925,-25.7142106201,-26.0763826007,-25.8862923346,-25.6982030187,125.508143462,125.55915612,125.422122117,125.355105488,125.424122613,125.277086128,125.291089603,125.281087121,125.139051876,125.212069995,125.499141228,125.367108466,125.363107473,125.22007198,125.143052869,125.223072725,125.361106977,125.222072477,125.429123854,125.414120131,125.416120628,125.290089354,125.431124351,125.285088113,125.016021348,125.234075455,125.155055847,125.234075455,125.139051876,125.503142221,125.143052869,125.217071236,101.743,101.813,101.741,101.629,101.574,101.621,101.681,101.546,101.708,101.69,101.737,101.732,101.74,101.675,101.651,101.659,101.718,101.688,101.783,101.582,101.81,101.67,101.527,101.572,101.693,101.61,101.679,101.61,101.632,101.758,101.708,101.618
FLQS30G5GRWY,-25.6230796096,-25.6120817215,-25.5980844094,-25.271147191,-25.7490554185,-25.6950657861,-25.5580920891,-25.3521316396,-25.6420759617,-25.2081592866,-25.7100629062,-25.406121272,-25.6400763457,-25.5870865213,-25.5350965049,-25.2391533348,-25.4741082165,-25.5600917051,-25.6950657861,-25.2971421992,-25.8710319954,-25.5151003448,-25.2191571746,-25.3531314476,-25.5240986169,-25.3751272238,-25.5250984249,-25.3751272238,-25.2791456551,-25.7080632902,-25.6320778816,-25.4691091765,125.707668021,125.625657147,125.564649057,125.494639775,125.621656616,125.414629166,125.481638051,125.426630757,125.281611528,125.351620811,125.633658208,125.54264614,125.549647068,125.358621739,125.347620281,125.470636592,125.543646273,125.4126289,125.559648394,125.548646936,125.549647068,125.480637918,125.56164866,125.430631287,125.324617231,125.479637785,125.351620811,125.479637785,125.42763089,125.690665766,125.285612059,125.359621872,101.47,101.472,101.471,101.335,101.532,101.527,101.461,101.376,101.516,101.319,101.514,101.389,101.491,101.485,101.464,101.322,101.419,101.469,101.514,101.341,101.592,101.443,101.306,101.376,101.461,101.381,101.458,101.381,101.344,101.509,101.512,101.433
FLQS30E9GRWY,-26.2421610468,-27.1102325326,-25.9301353514,-25.2170766309,-25.7311189624,-25.7831232449,-25.6961160799,-25.7111173152,-25.9091336219,-25.2020753955,-26.2771639293,-25.7221182212,-26.0201427635,-25.7461201977,-25.7671219272,-25.3740895609,-25.7891237391,-25.3960913728,-25.7191179741,-25.475097879,-25.0930664186,-25.6511123738,-25.2130763015,-25.2750814076,-25.5361029028,-25.6911156681,-25.8531290099,-25.6911156681,-25.7281187153,-25.8801312336,-25.7321190447,-25.3860905492,126.452368382,126.484367716,126.399369485,126.394369589,126.341370692,126.194373751,126.320371129,126.323371066,126.239372814,126.192373792,126.293371691,126.280371961,126.201373605,126.25737244,126.188373876,126.309371358,126.270372169,126.313371274,126.202373584,126.325371025,126.438368673,126.180374042,126.348370546,126.322371087,125.917379515,126.326371004,126.171374229,126.326371004,126.12137527,126.398369505,126.036377039,126.172374209,101.739,102.112,101.608,101.298,101.526,101.562,101.513,101.519,101.613,101.309,101.768,101.528,101.664,101.54,101.555,101.374,101.558,101.383,101.533,101.416,101.24,101.506,101.3,101.329,101.479,101.51,101.594,101.51,101.545,101.586,101.554,101.391
FLQS30DZGRWV,-25.3903560968,-25.6764051728,-25.5963914453,-25.3293456296,-25.4173607299,-25.4043584992,-25.3733531797,-25.2883385942,-25.2903389374,-25.328345458,-25.4863725699,-25.4643687948,-25.7514180424,-25.4173607299,-25.3853552389,-25.1373126834,-25.4173607299,-25.3233446,-25.7044099775,-25.3393473455,-25.7014094627,-25.466369138,-24.9462799089,-25.1333119971,-25.4003578128,-25.3123427125,-25.6313974511,-25.3123427125,-25.6494005398,-25.4513665641,-25.4083591855,-25.4153603867,125.672630558,125.667630174,125.474615383,125.468614924,125.59762481,125.387608716,125.456614004,125.395609329,125.248598063,125.321603658,125.665630021,125.529619598,125.528619522,125.378608026,125.250598216,125.384608486,125.521618985,125.387608716,125.657629408,125.533619905,125.526619369,125.459614234,125.530619675,125.336604807,125.177592622,125.456614004,125.264599289,125.456614004,125.251598293,125.667630174,125.194593925,125.390608946,101.611,101.737,101.719,101.602,101.629,101.642,101.623,101.591,101.605,101.615,101.653,101.656,101.782,101.649,101.646,101.525,101.636,101.607,101.75,101.601,101.76,101.663,101.429,101.528,101.659,101.596,101.753,101.596,101.762,101.638,101.661,101.647
FLQS30D5GRWQ,-25.7484258444,-25.9704381386,-25.8984341513,-25.8744328222,-26.3564595149,-25.8614321023,-25.979438637,-25.4764107813,-26.1084457809,-25.6144184236,-26.4654655512,-26.4244632807,-26.206451208,-26.0674435103,-26.343458795,-25.9194353142,-25.7734272289,-25.98743908,-26.3854611209,-25.7304248476,-26.380460844,-26.1724493251,-25.9034344282,-25.6044178698,-25.8114293333,-25.9734383047,-25.9974396338,-25.9734383047,-26.074443898,-26.4474645544,-25.995439523,-25.7144239615,125.971929963,126.003932994,125.77191102,125.770910926,125.741908179,125.661900602,125.656900129,125.629897571,125.485883933,125.621896814,125.87792106,125.805914241,125.731907232,125.610895772,125.615896245,125.587893593,125.726906758,125.590893878,125.801913862,125.680902402,125.673901739,125.602895014,125.731907232,125.699904201,125.414877208,125.592894067,125.559890941,125.592894067,125.618896529,125.875920871,125.551890184,125.521887342,101.597,101.691,101.68,101.67,101.884,101.674,101.726,101.509,101.799,101.57,101.918,101.907,101.819,101.769,101.889,101.706,101.63,101.736,101.89,101.616,101.9,101.816,101.686,101.558,101.675,101.729,101.743,101.729,101.771,101.911,101.743,101.622
FLQS30CMGRWQ,-25.7936658096,-26.4382076679,-26.1214328321,-25.731709848,-26.4911700222,-25.8706111167,-25.8356359771,-25.6447716439,-25.8176487625,-25.7776771744,-26.7819633257,-26.0804619543,-26.5671160396,-25.9085841254,-25.7616885391,-25.6427730645,-25.6217879807,-25.6067986352,-26.5061593677,-25.5588327294,-26.891885193,-26.293310661,-25.8236445007,-25.7007318672,-25.9685415076,-25.6547645409,-25.8546224815,-25.6547645409,-25.8786054343,-26.0085130957,-25.7966636787,-25.6137936631,125.781354534,125.745345844,125.70633643,125.637319774,125.750347051,125.558300705,125.626317119,125.56230167,125.417266669,125.551299015,125.823364672,125.667327016,125.677329429,125.550298773,125.481282118,125.554299739,125.56230167,125.556300222,125.804360085,125.62731736,125.746346085,125.60531205,125.667327016,125.56930336,125.343248807,125.624316636,125.488283807,125.624316636,125.479281635,125.805360327,125.420267393,125.481282118,101.782,102.067,101.932,101.767,102.089,101.835,101.814,101.736,101.825,101.795,102.209,101.917,102.129,101.853,101.794,101.736,101.726,101.72,102.091,101.692,102.264,102.016,101.805,101.76,101.898,101.735,101.835,101.735,101.846,101.873,101.815,101.73
