,Distance_X_LOGO_MainBoard_LD1,Distance_X_LOGO_MainBoard_LD2,Distance_X_LOGO_MainBoard_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LD1,Distance_Y_LOGO_MainBoard_LD2,Distance_Y_LOGO_MainBoard_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LD1,Angle_MainBoard_LD2,Angle_MainBoard_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30J0GRWV,-53.601801667,-53.5597994717,-53.5587994194,-53.6328032874,-53.5988015102,-53.6328032874,-53.5968014057,-53.6328032874,-53.5988015102,-53.6328032874,-53.5627996285,-53.5988015102,-53.5327980603,-53.4597942446,-53.4927959695,-53.5627996285,-53.5627996285,-53.527797799,-53.527797799,-53.5267977467,-53.4917959172,-53.5267977467,-53.5257976945,-53.527797799,-53.5617995762,-53.5267977467,-53.4937960218,-53.5257976945,-53.5257976945,-53.5627996285,-53.5257976945,-53.564799733,-93.6371559107,-93.7081507216,-93.7421482367,-93.7791455325,-93.7451480174,-93.7061508678,-93.7431481636,-93.7801454594,-93.8141429745,-93.7421482367,-93.8501403434,-93.8521401972,-93.8141429745,-93.8831379315,-93.9221350811,-93.8501403434,-93.8501403434,-93.8831379315,-93.8131430475,-93.8481404895,-93.8851377853,-93.8481404895,-93.8161428283,-93.8471405626,-93.8511402703,-93.8481404895,-93.8151429014,-93.8171427552,-93.8161428283,-93.8501403434,-93.8131430475,-93.8141429745,239.999,240.038,240.047,240.022,240.03,240.003,240.03,240.023,240.047,240.013,240.074,240.058,240.078,240.13,240.125,240.074,240.074,240.098,240.08,240.089,240.115,240.089,240.082,240.089,240.074,240.089,240.096,240.082,240.082,240.074,240.081,240.063
FLQS30HZGRWY,-53.1674135161,-53.0894099752,-53.0894099752,-53.1634133345,-53.1214114279,-53.1604131983,-53.1254116094,-53.1574130621,-53.124411564,-53.1604131983,-53.1334119726,-53.1664134707,-53.0554084317,-52.9864052993,-53.061408704,-53.1334119726,-53.1334119726,-53.0574085225,-53.0554084317,-53.0954102475,-53.0204068428,-53.0954102475,-53.0954102475,-53.0534083409,-53.0904100206,-53.0954102475,-53.0214068882,-53.0554084317,-53.0954102475,-53.1334119726,-53.0524082955,-53.0904100206,-93.8564491835,-93.8314466663,-93.8664501903,-93.9444580439,-93.9084544192,-93.8704505931,-93.9064542178,-93.9424578426,-93.9804616687,-93.9064542178,-94.0654702271,-94.0584695223,-93.9784614673,-94.0444681126,-94.0834720394,-94.0654702271,-94.0654702271,-94.0864723415,-93.9774613666,-94.0454682133,-94.0414678106,-94.0454682133,-94.0194655955,-94.0034639845,-94.0104646893,-94.0454682133,-93.9814617694,-94.0244660989,-94.0194655955,-94.0654702271,-93.9754611652,-93.9764612659,240.292,240.322,240.332,240.318,240.327,240.3,240.325,240.32,240.345,240.309,240.363,240.346,240.377,240.425,240.401,240.363,240.363,240.404,240.376,240.375,240.409,240.375,240.369,240.384,240.369,240.375,240.393,240.389,240.369,240.363,240.377,240.36
FLQS30H6GRWV,-53.0879849053,-53.0889833252,-53.0879849053,-53.1229296031,-53.0839912255,-53.124926443,-53.0859880654,-53.1219311832,-53.0869864854,-53.1219311832,-53.0490465277,-53.0839912255,-53.0141018299,-52.9472076941,-52.9831508119,-53.0490465277,-53.0490465277,-53.0170970897,-53.0151002499,-53.0160986698,-52.9831508119,-53.0160986698,-53.0490465277,-53.0151002499,-53.0500449477,-53.0160986698,-52.9821523919,-53.0160986698,-53.0490465277,-53.0490465277,-53.0160986698,-53.0520417876,-93.722232828,-93.7942368482,-93.8282387467,-93.899242711,-93.83223897,-93.7962369599,-93.8352391375,-93.9002427669,-93.9342446653,-93.8332390258,-93.9682465638,-93.9702466754,-93.9022428786,-93.9692466196,-94.040250584,-93.9682465638,-93.9682465638,-93.9722467871,-93.9352447212,-93.9372448328,-93.9692466196,-93.9372448328,-93.9352447212,-93.9682465638,-93.9692466196,-93.9372448328,-93.9352447212,-93.9312444978,-93.9352447212,-93.9682465638,-93.8982426552,-93.9022428786,240.168,240.187,240.196,240.198,240.199,240.17,240.198,240.199,240.224,240.181,240.251,240.235,240.249,240.298,240.3,240.251,240.251,240.266,240.257,240.258,240.281,240.258,240.242,240.266,240.25,240.258,240.273,240.256,240.242,240.251,240.248,240.232
FLQS30GQGRWV,-96.149240428,-96.0910034562,-96.0877680689,-96.2042420125,-96.1443873471,-96.2042420125,-96.1460050407,-96.1961535442,-96.1476227344,-96.2042420125,-96.0877680689,-96.1443873471,-96.0327664845,-95.9211456219,-95.972911819,-96.0877680689,-96.0877680689,-96.0327664845,-96.0327664845,-96.0327664845,-95.9777649,-96.0327664845,-96.0295310971,-96.0279134035,-96.0877680689,-96.0327664845,-95.9777649,-96.0327664845,-96.0295310971,-96.0877680689,-96.0295310971,-96.0893857626,-100.131234802,-100.17024814,-100.203259427,-100.275284052,-100.241272423,-100.207260795,-100.242272765,-100.27428371,-100.311296365,-100.239271739,-100.345307993,-100.346308335,-100.313297049,-100.379319622,-100.41833296,-100.345307993,-100.345307993,-100.37831928,-100.312296707,-100.344307651,-100.37831928,-100.344307651,-100.316298075,-100.343307309,-100.342306967,-100.344307651,-100.313297049,-100.354311071,-100.316298075,-100.345307993,-100.30929568,-100.312296707,329.299,329.324,329.333,329.321,329.328,329.303,329.327,329.322,329.345,329.312,329.369,329.354,329.375,329.421,329.417,329.369,329.369,329.391,329.375,329.383,329.405,329.383,329.377,329.383,329.368,329.383,329.389,329.385,329.377,329.369,329.375,329.36
FLQS30GCGRWY,-53.4787480445,-53.4437410088,-53.4417406068,-53.5157554822,-53.4777478435,-53.5137550801,-53.4797482455,-53.5107544771,-53.4817486475,-53.5147552811,-53.4417406068,-53.4777478435,-53.4077337722,-53.3377197009,-53.3737269376,-53.4417406068,-53.4417406068,-53.4107343752,-53.4117345763,-53.4097341742,-53.3757273396,-53.4097341742,-53.4117345763,-53.4097341742,-53.4417406068,-53.4097341742,-53.3767275406,-53.4077337722,-53.4117345763,-53.4417406068,-53.4057333701,-53.4467416119,-93.8169804849,-93.8499980748,-93.8870177969,-93.9640588401,-93.926038585,-93.892020462,-93.927039118,-93.962057774,-94.0380982842,-93.925038052,-94.031094553,-94.033095619,-93.998076963,-94.067113742,-94.1041334641,-94.031094553,-94.031094553,-94.0641121429,-93.996075897,-94.03009402,-94.0631116099,-94.03009402,-94.0421004163,-94.0270924209,-94.032095086,-94.03009402,-93.998076963,-94.0390988172,-94.0421004163,-94.031094553,-93.99707643,-93.998076963,240.024,240.049,240.059,240.046,240.053,240.028,240.052,240.047,240.081,240.036,240.097,240.081,240.105,240.155,240.148,240.097,240.097,240.12,240.102,240.112,240.136,240.112,240.114,240.111,240.097,240.112,240.119,240.115,240.114,240.097,240.105,240.086
FLQS30G5GRWY,-53.7903945278,-53.7173980635,-53.7523963683,-53.824392881,-53.7883946246,-53.8263927841,-53.7933943825,-53.7883946246,-53.7893945762,-53.8283926872,-53.7563961746,-53.7913944793,-53.7213978698,-53.6544011149,-53.6873995166,-53.7563961746,-53.7563961746,-53.7223978213,-53.7233977729,-53.7223978213,-53.6873995166,-53.7223978213,-53.6853996134,-53.6853996134,-53.7193979667,-53.7223978213,-53.6883994681,-53.7193979667,-53.6853996134,-53.7563961746,-53.7193979667,-53.7583960777,-93.6605736745,-93.6955817383,-93.7345907235,-93.8096080029,-93.7745999392,-93.7365911843,-93.8256116892,-93.8076075422,-93.8466165275,-93.8236112284,-93.9196333461,-93.9216338068,-93.8456162971,-93.9546414098,-93.9486400274,-93.9196333461,-93.9196333461,-93.9116315029,-93.8866257431,-93.8746229784,-93.9076305814,-93.8746229784,-93.8446160667,-93.8696218265,-93.8766234392,-93.8746229784,-93.8856255127,-93.8466165275,-93.8446160667,-93.9196333461,-93.8856255127,-93.8856255127,239.901,239.943,239.938,239.924,239.932,239.904,239.943,239.94,239.95,239.927,239.985,239.969,239.982,240.041,240.024,239.985,239.985,239.998,239.991,239.988,240.013,239.988,239.997,240.004,239.99,239.988,240.007,239.982,239.997,239.985,239.993,239.975
FLQS30E9GRWY,-53.7441714819,-53.7061657033,-53.7051655513,-53.776176348,-53.7371704174,-53.7741760439,-53.7361702653,-53.7731758918,-53.7371704174,-53.775176196,-53.7031652471,-53.7401708736,-53.6681599248,-53.6021498883,-53.6351549066,-53.7031652471,-53.7031652471,-53.6701602289,-53.671160381,-53.6701602289,-53.6361550586,-53.6701602289,-53.6671597727,-53.6701602289,-53.7031652471,-53.6701602289,-53.6371552107,-53.6681599248,-53.6671597727,-53.7031652471,-53.6681599248,-53.7071658554,-93.6601263883,-93.696134126,-93.7321418636,-93.8051575537,-93.7661491713,-93.7311416486,-93.7661491713,-93.8551683004,-93.8401650764,-93.7651489564,-93.9121805516,-93.9101801218,-93.8381646465,-93.906179262,-93.9791949522,-93.9121805516,-93.9121805516,-93.9041788322,-93.8801736737,-93.8701715244,-93.9051790471,-93.8701715244,-93.8431657212,-93.8671708796,-93.8711717393,-93.8701715244,-93.8801736737,-93.8441659361,-93.8431657212,-93.9121805516,-93.8801736737,-93.8801736737,239.888,239.915,239.925,239.911,239.919,239.893,239.919,239.926,239.939,239.901,239.973,239.956,239.97,240.018,240.022,239.973,239.973,239.986,239.979,239.977,240.002,239.977,239.971,239.977,239.962,239.977,239.995,239.971,239.971,239.973,239.981,239.963
FLQS30DZGRWV,-53.5549573101,-53.5169459842,-53.5179462822,-53.5899677418,-53.5499558198,-53.5909680399,-53.5549573101,-53.5869668477,-53.553957012,-53.5879671457,-53.5159456861,-53.5519564159,-53.4829358505,-53.4149155831,-53.4489257168,-53.5159456861,-53.5159456861,-53.4839361485,-53.4819355524,-53.4809352544,-53.4489257168,-53.4809352544,-53.4789346583,-53.4809352544,-53.5149453881,-53.4809352544,-53.4879373407,-53.4819355524,-53.4789346583,-53.5159456861,-53.4809352544,-53.5179462822,-93.6880283663,-93.7240318358,-93.7610354017,-93.8360426299,-93.799039064,-93.7630355945,-93.8000391604,-93.8350425335,-93.8720460994,-93.8000391604,-93.9040491834,-93.9070494726,-93.8670456175,-93.9380524602,-93.9740559297,-93.9040491834,-93.9040491834,-93.9380524602,-93.8670456175,-93.9020489907,-93.9340520747,-93.9020489907,-93.9110498581,-93.8990487015,-93.903049087,-93.9020489907,-93.8690458103,-93.8720460994,-93.9110498581,-93.9040491834,-93.8650454248,-93.8680457139,240.556,240.583,240.592,240.579,240.587,240.559,240.585,240.58,240.604,240.57,240.63,240.614,240.636,240.686,240.68,240.63,240.63,240.654,240.637,240.646,240.669,240.646,240.65,240.645,240.631,240.646,240.634,240.638,240.65,240.63,240.636,240.62
FLQS30D5GRWQ,-53.4480425652,-53.4120411894,-53.410041113,-53.4850439793,-53.4440424124,-53.4820438646,-53.4490426035,-53.47904375,-53.447042527,-53.4830439028,-53.4090410748,-53.4460424888,-53.3740397371,-53.3070371766,-53.3430385524,-53.4090410748,-53.4090410748,-53.4180414187,-53.3790399282,-53.3790399282,-53.3430385524,-53.3790399282,-53.37803989,-53.3770398518,-53.4520427181,-53.3790399282,-53.3440385906,-53.3760398136,-53.37803989,-53.4090410748,-53.3750397754,-53.4160413423,-93.7857766546,-93.8217777205,-93.8577787864,-93.9357810957,-93.8977799707,-93.8647789936,-93.8997800299,-93.9337810365,-93.9727821912,-93.8977799707,-94.0017830498,-94.003783109,-93.9677820432,-94.0367840861,-94.0737851815,-94.0017830498,-94.0017830498,-94.0377841157,-94.0067831978,-94.0387841453,-94.0347840268,-94.0387841453,-94.0117833459,-93.998782961,-94.0057831682,-94.0387841453,-94.0067831978,-93.9697821024,-94.0117833459,-94.0017830498,-94.0067831978,-94.0077832275,240.112,240.138,240.149,240.135,240.143,240.117,240.142,240.137,240.162,240.126,240.187,240.17,240.194,240.243,240.236,240.187,240.187,240.192,240.202,240.21,240.226,240.21,240.204,240.201,240.168,240.21,240.218,240.194,240.204,240.187,240.204,240.185
FLQS30CMGRWQ,-53.4214170155,-53.3394562657,-53.3384567444,-53.4074237168,-53.4134208448,-53.452402177,-53.4164194088,-53.4064241954,-53.4154198875,-53.4074237168,-53.3804366406,-53.4164194088,-53.3494514791,-53.281484028,-53.269489772,-53.3804366406,-53.3804366406,-53.3504510004,-53.3494514791,-53.3484519578,-53.3164672749,-53.3484519578,-53.3494514791,-53.3024739762,-53.3364577017,-53.3484519578,-53.3154677536,-53.3044730188,-53.3494514791,-53.3804366406,-53.3024739762,-53.3384567444,-93.8140314504,-93.8490404183,-93.8840493862,-93.9590686032,-93.9220591228,-93.8880504112,-93.9240596353,-93.9550675783,-93.9950778274,-93.9220591228,-94.0270860266,-94.0300867953,-93.9950778274,-94.0610947383,-94.0981042186,-94.0270860266,-94.0270860266,-94.0590942258,-93.9930773149,-94.0260857704,-94.0600944821,-94.0260857704,-93.9960780836,-94.0230850017,-94.0250855141,-94.0260857704,-93.9940775711,-93.9940775711,-93.9960780836,-94.0270860266,-93.9920770587,-93.9920770587,240.121,240.168,240.177,240.166,240.153,240.126,240.152,240.164,240.171,240.156,240.195,240.18,240.201,240.25,240.265,240.195,240.195,240.218,240.201,240.21,240.234,240.21,240.202,240.231,240.215,240.21,240.217,240.222,240.202,240.195,240.223,240.206
FLQS30BWGRWY,-53.8202537511,-53.7812441447,-53.7802438983,-53.854262126,-53.8162527659,-53.854262126,-53.8182532585,-53.8522616334,-53.8202537511,-53.8532618797,-53.782244391,-53.8192535048,-53.7482360161,-53.6782187737,-53.7142276412,-53.782244391,-53.782244391,-53.7492362624,-53.7502365087,-53.7492362624,-53.7122271486,-53.7492362624,-53.7482360161,-53.7492362624,-53.7832446373,-53.7492362624,-53.7162281338,-53.7462355234,-53.7482360161,-53.782244391,-53.7452352771,-53.7862453763,-93.5808875259,-93.6168644158,-93.6518419477,-93.7257944437,-93.6898175538,-93.6518419477,-93.6888181957,-93.7257944437,-93.8027450139,-93.6878188377,-93.7927514333,-93.7927514333,-93.7597726175,-93.8287283233,-93.8657045713,-93.7927514333,-93.7927514333,-93.8267296072,-93.8007462978,-93.7917520753,-93.8267296072,-93.7917520753,-93.80474373,-93.8277289652,-93.8327257555,-93.7917520753,-93.8017456558,-93.8037443719,-93.80474373,-93.7927514333,-93.7597726175,-93.7587732595,239.854,239.882,239.891,239.877,239.885,239.858,239.884,239.878,239.913,239.867,239.928,239.911,239.934,239.985,239.978,239.928,239.928,239.952,239.944,239.943,239.969,239.943,239.946,239.952,239.938,239.943,239.96,239.947,239.946,239.928,239.936,239.917
FLQS30BJGRWV,-53.4906558369,-53.4546338456,-53.4536332347,-53.527678439,-53.489655226,-53.5256772173,-53.4916564477,-53.5246766064,-53.4916564477,-53.5266778281,-53.4566350673,-53.4906558369,-53.4236149086,-53.3525715369,-53.3865923065,-53.4566350673,-53.4566350673,-53.4216136869,-53.4216136869,-53.4216136869,-53.3875929173,-53.4216136869,-53.4226142978,-53.420613076,-53.4556344564,-53.4216136869,-53.3885935282,-53.4186118543,-53.4226142978,-53.4566350673,-53.4166106325,-53.4556344564,-93.767664732,-93.8066587705,-93.8406535734,-93.9146422619,-93.8766480705,-93.8436531148,-93.8776479176,-93.9116427205,-93.9486370648,-93.8766480705,-93.9826318676,-93.9846315619,-93.9486370648,-94.0166266705,-94.0526211676,-93.9826318676,-93.9826318676,-94.0156268233,-93.9476372176,-93.9806321733,-94.013627129,-93.9806321733,-93.9496369119,-93.9776326319,-93.9806321733,-93.9806321733,-93.9496369119,-93.9486370648,-93.9496369119,-93.9826318676,-93.9446376762,-93.9466373705,240.069,240.096,240.105,240.091,240.098,240.073,240.098,240.091,240.116,240.081,240.142,240.126,240.148,240.198,240.192,240.142,240.142,240.166,240.148,240.157,240.181,240.157,240.148,240.157,240.141,240.157,240.164,240.15,240.148,240.142,240.15,240.133
FLQS30AEGRWV,-53.448293202,-53.3733726901,-53.3743716302,-53.4462953217,-53.4502910823,-53.4472942618,-53.4522889626,-53.4403016807,-53.4113324161,-53.4882508084,-53.3713748098,-53.4073366555,-53.3813642113,-53.3124373404,-53.3464013058,-53.3713748098,-53.3713748098,-53.3404076648,-53.3394087247,-53.3374108444,-53.3464013058,-53.3374108444,-53.3374108444,-53.3384097845,-53.3713748098,-53.3374108444,-53.3474002459,-53.3364119042,-53.3374108444,-53.3713748098,-53.3364119042,-53.3733726901,-93.790922488,-93.8279311383,-93.8649397886,-93.978966441,-93.9009482051,-93.8709411914,-93.9039489065,-93.9389570893,-94.0139746237,-93.8999479714,-94.0079732209,-94.0089734547,-93.9729650382,-94.0389804685,-94.0769893526,-94.0079732209,-94.0079732209,-94.0369800009,-93.9699643368,-94.002972052,-94.0359797671,-94.002972052,-94.0119741561,-94.0019718182,-94.0079732209,-94.002972052,-94.0079732209,-94.0099736885,-94.0119741561,-94.0079732209,-93.9699643368,-93.9709645706,240.003,240.048,240.057,240.054,240.031,240.025,240.031,240.046,240.079,240.014,240.096,240.08,240.082,240.131,240.125,240.096,240.096,240.118,240.101,240.11,240.115,240.11,240.112,240.11,240.096,240.11,240.107,240.112,240.112,240.096,240.102,240.085
FLQS309TGRWY,-53.6189540543,-53.5849394928,-53.5829386362,-53.6549694723,-53.617953626,-53.6549694723,-53.6189540543,-53.6509677592,-53.6189540543,-53.6539690441,-53.5839390645,-53.617953626,-53.549924503,-53.4778936669,-53.5129086567,-53.5839390645,-53.5839390645,-53.5489240747,-53.549924503,-53.549924503,-53.5159099415,-53.549924503,-53.549924503,-53.5469232182,-53.5839390645,-53.549924503,-53.5149095132,-53.5489240747,-53.549924503,-53.5839390645,-53.5479236465,-53.5839390645,-93.7050260467,-93.7430264628,-93.778026846,-93.8540276782,-93.8170272731,-93.7820268898,-93.818027284,-93.8490276235,-93.8880280505,-93.8170272731,-93.9220284228,-93.9230284337,-93.8850280176,-93.9560287951,-93.9930292002,-93.9220284228,-93.9220284228,-93.9560287951,-93.8890280614,-93.9220284228,-93.957028806,-93.9220284228,-93.8900280724,-93.9200284009,-93.9220284228,-93.9220284228,-93.8900280724,-93.8890280614,-93.8900280724,-93.9220284228,-93.8880280505,-93.8880280505,239.948,239.973,239.983,239.971,239.978,239.951,239.977,239.971,239.996,239.961,240.021,240.006,240.027,240.079,240.072,240.021,240.021,240.046,240.028,240.037,240.061,240.037,240.028,240.037,240.021,240.037,240.044,240.029,240.028,240.021,240.029,240.012
FLQS309QGRWV,-53.3906321572,-53.3516360778,-53.3526359773,-53.4246287392,-53.3846327603,-53.4216290408,-53.3876324588,-53.4236288397,-53.3906321572,-53.4236288397,-53.3496362789,-53.3856326598,-53.3176394958,-53.2886424111,-53.2826430143,-53.3496362789,-53.3496362789,-53.3176394958,-53.3166395963,-53.3146397974,-53.2846428132,-53.3146397974,-53.3146397974,-53.3166395963,-53.3506361783,-53.3146397974,-53.2826430143,-53.3136398979,-53.3146397974,-53.3496362789,-53.3146397974,-53.3536358767,-93.8211221203,-93.8571183304,-93.855118541,-93.9641070662,-93.9271109613,-93.8581182252,-93.9291107508,-93.9251111719,-93.9991033817,-93.9271109613,-94.0340996971,-94.0360994866,-93.9991033817,-94.0660963284,-94.0670962231,-94.0340996971,-94.0340996971,-94.0660963284,-94.0011031711,-94.0330998024,-94.0241007498,-94.0330998024,-94.0011031711,-93.9921041186,-93.994103908,-94.0330998024,-94.0001032764,-93.9981034869,-94.0011031711,-94.0340996971,-93.9601074873,-93.9981034869,240.085,240.112,240.111,240.106,240.115,240.08,240.114,240.097,240.131,240.097,240.16,240.143,240.165,240.196,240.199,240.16,240.16,240.183,240.166,240.175,240.187,240.175,240.167,240.164,240.149,240.175,240.182,240.166,240.167,240.16,240.156,240.148
FLQS309NGRWM,-53.5250086479,-53.4870079318,-53.4890079695,-53.5590092886,-53.5260086668,-53.563009364,-53.5260086668,-53.5590092886,-53.5270086856,-53.5610093263,-53.4900079883,-53.5260086668,-53.4570073665,-53.3880060662,-53.4240067446,-53.4900079883,-53.4900079883,-53.4560073476,-53.4570073665,-53.4570073665,-53.3770058589,-53.4570073665,-53.4580073853,-53.4540073099,-53.4890079695,-53.4570073665,-53.4240067446,-53.4540073099,-53.4580073853,-53.4900079883,-53.4530072911,-53.4930080449,-93.5853440763,-93.6193285862,-93.655312185,-93.733276649,-93.6962935059,-93.6603099071,-93.6952939614,-93.728278927,-93.7692602478,-93.694294417,-93.7982470357,-93.8002461246,-93.7682607034,-93.8362297233,-93.8652165112,-93.7982470357,-93.7982470357,-93.8322315457,-93.7642625258,-93.7962479469,-93.7902506804,-93.7962479469,-93.762263437,-93.7972474913,-93.7982470357,-93.7962479469,-93.7652620702,-93.7682607034,-93.762263437,-93.7982470357,-93.7642625258,-93.7642625258,240.051,240.078,240.086,240.075,240.08,240.054,240.08,240.073,240.099,240.063,240.124,240.107,240.131,240.181,240.172,240.124,240.124,240.148,240.13,240.138,240.173,240.138,240.129,240.14,240.124,240.138,240.145,240.132,240.129,240.124,240.132,240.113
FLQS308YGRWQ,-53.5009435898,-53.4639443204,-53.4619443599,-53.5319429777,-53.4959436886,-53.5339429382,-53.4589444191,-53.5309429975,-53.4959436886,-53.5339429382,-53.4609443796,-53.4989436293,-53.4279450312,-53.3609463542,-53.3949456828,-53.4609443796,-53.4609443796,-53.4279450312,-53.4259450707,-53.4259450707,-53.3939457026,-53.4259450707,-53.4259450707,-53.426945051,-53.4609443796,-53.4259450707,-53.3929457223,-53.426945051,-53.4259450707,-53.4609443796,-53.4259450707,-53.4629443402,-93.787732345,-93.7867321878,-93.8577433424,-93.9357555967,-93.900750098,-93.8227378437,-93.8947491553,-93.9297546541,-93.9707610954,-93.8977496267,-94.0027661228,-94.0047664371,-93.9687607812,-94.032770836,-94.0677763348,-94.0027661228,-94.0027661228,-94.0297703647,-93.9687607812,-93.9617596815,-93.994764866,-93.9617596815,-93.9677606241,-93.994764866,-94.00376628,-93.9617596815,-93.9707610954,-93.9707610954,-93.9677606241,-94.0027661228,-93.966760467,-93.9707610954,240.162,240.179,240.198,240.187,240.194,240.156,240.21,240.186,240.212,240.176,240.236,240.22,240.243,240.291,240.284,240.236,240.236,240.259,240.244,240.242,240.266,240.242,240.244,240.25,240.237,240.242,240.26,240.244,240.244,240.236,240.243,240.228
FLQS3084GRWM,-53.5684928835,-53.4994935367,-53.4994935367,-53.6064925238,-53.5734928362,-53.6114924764,-53.5344932054,-53.5724928456,-53.5734928362,-53.6074925143,-53.537493177,-53.5734928362,-53.5034934988,-53.432494171,-53.4684938302,-53.537493177,-53.537493177,-53.4674938396,-53.5064934704,-53.5034934988,-53.4314941804,-53.5034934988,-53.4654938586,-53.5034934988,-53.4984935462,-53.5034934988,-53.4674938396,-53.4634938775,-53.4654938586,-53.537493177,-53.4604939059,-53.5414931391,-93.7645349132,-93.7995339931,-93.8325331255,-93.9015313115,-93.8675322054,-93.8325331255,-93.8335330992,-93.9065311801,-93.9385303388,-93.8665322317,-93.9715294713,-93.972529445,-93.9395303125,-94.0045286037,-94.0435275784,-93.9715294713,-93.9715294713,-94.0055285774,-93.9355304177,-93.9695295239,-94.0055285774,-93.9695295239,-93.94153026,-93.9695295239,-93.9735294187,-93.9695295239,-93.9365303914,-93.94153026,-93.94153026,-93.9715294713,-93.9365303914,-93.934530444,240.074,240.115,240.124,240.093,240.099,240.072,240.108,240.11,240.118,240.083,240.143,240.126,240.15,240.2,240.193,240.143,240.143,240.184,240.147,240.158,240.201,240.158,240.168,240.158,240.161,240.158,240.166,240.169,240.168,240.143,240.169,240.131
FLQS307KGRWV,-53.2386860653,-53.1596805952,-53.1596805952,-53.2316855806,-53.2326856498,-53.2316855806,-53.1946830187,-53.2266852344,-53.1966831572,-53.2296854421,-53.1986832956,-53.2346857883,-53.1636808722,-53.0936760253,-53.1306785872,-53.1986832956,-53.1986832956,-53.1246781718,-53.1236781025,-53.1636808722,-53.0896757483,-53.1636808722,-53.1646809414,-53.1236781025,-53.1606806645,-53.1636808722,-53.129678518,-53.162680803,-53.1646809414,-53.1986832956,-53.1196778256,-53.1986832956,-93.7707330436,-93.7587328218,-93.8407343373,-93.9207358159,-93.883735132,-93.8477344667,-93.8817350951,-93.9157357235,-93.9547364443,-93.8827351136,-93.9837369802,-93.9867370357,-93.9507363703,-94.0177376086,-94.053738274,-93.9837369802,-93.9837369802,-94.0147375532,-93.9477363149,-93.9807369248,-93.97073674,-93.9807369248,-93.9547364443,-93.9747368139,-93.9837369802,-93.9807369248,-93.9517363888,-93.9537364258,-93.9547364443,-93.9837369802,-93.9487363334,-93.9527364073,240.189,240.222,240.244,240.231,240.221,240.212,240.238,240.232,240.256,240.222,240.263,240.247,240.271,240.32,240.312,240.263,240.263,240.305,240.288,240.278,240.31,240.278,240.271,240.295,240.281,240.278,240.286,240.272,240.271,240.263,240.29,240.255
