SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS307KGRWV____	-0.021	-0.022	-0.026	0.021	-0.026	-0.025	-0.022	-0.026	-0.025	-0.026	-0.026	-0.026	-0.026	-0.025	-0.026	-0.025	-0.026	-0.023	-0.026	-0.025	-0.025	-0.018	-0.026	-0.026	-0.026	-0.026	-0.025	-0.026	-0.026	-0.025	-0.024	-0.023	0.002	-0.029	0.007	0.014	-0.031	-0.029	0.009	-0.032	-0.029	-0.032	-0.031	-0.029	-0.031	-0.028	-0.026	-0.028	-0.029	-0.024	-0.026	-0.028	-0.028	-0.024	-0.026	-0.032	0.007	0.007	-0.028	0.007	-0.031	-0.028	-0.030	-0.024	0.492	0.500	0.488	0.506	0.498	0.498	0.488	0.499	0.498	0.499	0.498	0.498	0.499	0.498	0.498	0.498	0.498	0.498	0.498	0.498	0.498	0.500	0.498	0.499	0.488	0.488	0.498	0.488	0.498	0.498	0.499	0.498	-0.023	-0.021	0.497	2016_7_19_17_00_10
FLQS3072GRWV____	-0.136	-0.138	-0.094	-0.137	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.135	-0.096	-0.096	-0.137	-0.096	-0.135	-0.179	-0.137	-0.137	-0.096	-0.138	-0.137	-0.138	-0.094	-0.094	-0.137	-0.094	-0.138	-0.137	-0.138	-0.179	0.082	0.116	0.120	0.079	0.085	0.082	0.115	0.080	0.082	0.080	0.085	0.118	0.121	0.083	0.080	0.083	0.118	0.080	0.080	0.082	0.083	0.116	0.080	0.083	0.120	0.120	0.082	0.120	0.085	0.082	0.080	0.080	-0.083	-0.093	-0.076	-0.082	-0.084	-0.084	-0.094	-0.084	-0.084	-0.084	-0.084	-0.093	-0.077	-0.067	-0.083	-0.067	-0.093	-0.101	-0.083	-0.084	-0.067	-0.094	-0.083	-0.085	-0.076	-0.076	-0.084	-0.076	-0.084	-0.084	-0.084	-0.101	-0.129	0.093	-0.083	2016_7_19_17_00_10
FLQS305NGRWM____	0.003	0.043	0.001	0.002	0.041	0.040	0.044	0.042	0.040	0.042	0.041	-0.000	0.001	0.002	0.002	0.002	-0.000	0.045	0.002	0.001	0.002	0.046	0.002	0.002	0.001	0.001	0.001	0.001	0.041	0.001	0.002	0.045	0.013	0.045	0.010	0.041	0.041	0.043	0.045	0.078	0.043	0.078	0.041	0.010	0.010	0.009	0.042	0.009	0.010	0.041	0.042	0.039	0.009	0.013	0.042	0.042	0.010	0.010	0.039	0.010	0.041	0.039	0.009	0.041	-0.541	-0.534	-0.542	-0.550	-0.534	-0.535	-0.533	-0.544	-0.535	-0.544	-0.534	-0.542	-0.542	-0.541	-0.550	-0.541	-0.542	-0.532	-0.550	-0.550	-0.541	-0.524	-0.550	-0.549	-0.542	-0.542	-0.550	-0.542	-0.534	-0.550	-0.540	-0.532	0.017	0.031	-0.541	2016_7_19_17_00_10
FLQS305DGRWM____	-0.004	-0.003	0.038	-0.001	0.002	-0.001	-0.000	0.002	-0.001	0.002	0.002	0.036	0.001	0.037	0.038	0.037	0.036	-0.001	0.038	-0.002	0.037	0.001	0.038	0.000	0.038	0.038	-0.002	0.038	0.002	-0.002	-0.002	-0.001	0.038	0.040	0.004	0.002	0.004	0.001	0.003	-0.037	0.001	-0.037	0.004	0.005	0.041	0.044	0.042	0.044	0.005	0.041	0.042	-0.000	0.044	0.004	0.042	0.001	0.004	0.004	-0.000	0.004	0.004	-0.000	0.001	0.041	0.641	0.641	0.668	0.653	0.653	0.653	0.653	0.665	0.653	0.665	0.653	0.667	0.642	0.657	0.657	0.657	0.667	0.641	0.657	0.653	0.657	0.653	0.657	0.653	0.668	0.668	0.653	0.668	0.653	0.653	0.653	0.641	0.014	0.014	0.655	2016_7_19_17_00_10
FLQS3057GRWM____	-0.002	-0.003	-0.001	-0.003	-0.002	-0.003	-0.003	-0.004	-0.003	-0.004	-0.002	-0.003	-0.004	-0.004	-0.005	-0.004	-0.003	-0.005	-0.005	-0.003	-0.004	-0.007	-0.005	-0.003	-0.001	-0.001	-0.003	-0.001	-0.002	-0.003	-0.043	-0.005	-0.005	-0.000	0.002	-0.001	-0.003	-0.003	0.033	-0.001	-0.003	-0.001	-0.003	0.000	-0.005	-0.003	-0.039	-0.003	0.000	-0.039	-0.039	-0.003	-0.003	-0.039	-0.039	-0.002	0.002	0.002	-0.003	0.002	-0.003	-0.003	-0.002	-0.039	0.569	0.568	0.568	0.567	0.569	0.568	0.558	0.567	0.568	0.567	0.569	0.567	0.568	0.568	0.577	0.568	0.567	0.577	0.577	0.568	0.568	0.577	0.577	0.568	0.568	0.568	0.568	0.568	0.569	0.568	0.551	0.577	-0.005	-0.008	0.569	2016_7_19_17_00_10
FLQS3052GRWY____	-0.004	-0.003	0.039	-0.006	0.037	-0.006	-0.006	-0.004	-0.006	-0.004	0.037	0.039	-0.002	0.039	0.040	0.039	0.039	-0.004	0.040	-0.006	0.039	-0.005	0.040	-0.005	0.039	0.039	-0.006	0.039	0.037	-0.006	-0.006	-0.004	0.022	0.053	0.051	0.055	0.053	0.052	0.051	0.054	0.052	0.054	0.053	0.053	0.055	0.051	0.049	0.051	0.053	0.054	0.049	0.050	0.051	0.050	0.049	0.053	0.051	0.051	0.050	0.051	0.053	0.050	0.051	0.054	-0.043	-0.051	-0.034	-0.053	-0.035	-0.052	-0.052	-0.052	-0.052	-0.052	-0.035	-0.034	-0.052	-0.034	-0.033	-0.034	-0.034	-0.052	-0.033	-0.052	-0.034	-0.052	-0.033	-0.052	-0.034	-0.034	-0.052	-0.034	-0.035	-0.052	-0.052	-0.052	0.015	0.051	-0.043	2016_7_19_17_00_11
FLQS304WGRWM____	0.522	0.563	0.560	0.563	0.562	0.561	0.561	0.561	0.561	0.561	0.562	0.561	0.563	0.563	0.520	0.563	0.561	0.562	0.520	0.564	0.563	0.560	0.520	0.563	0.560	0.560	0.564	0.560	0.562	0.564	0.565	0.562	-0.019	-0.012	-0.011	-0.013	-0.012	-0.012	-0.047	-0.012	-0.012	-0.012	-0.012	-0.010	-0.009	-0.009	-0.010	-0.009	-0.010	-0.010	-0.010	-0.012	-0.009	-0.009	-0.010	-0.011	-0.011	-0.011	-0.012	-0.011	-0.012	-0.012	-0.009	-0.010	-0.420	-0.404	-0.406	-0.404	-0.405	-0.405	-0.396	-0.405	-0.405	-0.405	-0.405	-0.406	-0.406	-0.405	-0.422	-0.405	-0.406	-0.405	-0.422	-0.404	-0.405	-0.406	-0.422	-0.405	-0.406	-0.406	-0.404	-0.406	-0.405	-0.404	-0.404	-0.405	0.557	-0.012	-0.407	2016_7_19_17_00_11
FLQS3047GRWM____	-0.074	-0.082	-0.082	-0.121	-0.120	-0.121	-0.124	-0.121	-0.121	-0.121	-0.120	-0.082	-0.121	-0.084	-0.082	-0.084	-0.082	-0.124	-0.082	-0.120	-0.084	-0.123	-0.082	-0.121	-0.082	-0.082	-0.120	-0.082	-0.120	-0.120	-0.123	-0.124	0.066	0.021	0.056	0.019	0.055	0.019	0.017	0.017	0.019	0.017	0.055	0.059	0.052	0.022	0.020	0.022	0.059	0.017	0.020	0.018	0.022	0.017	0.020	0.018	0.056	0.056	0.018	0.056	0.055	0.018	0.020	0.017	-0.168	-0.158	-0.168	-0.174	-0.184	-0.175	-0.174	-0.174	-0.175	-0.174	-0.184	-0.169	-0.184	-0.160	-0.157	-0.160	-0.169	-0.174	-0.157	-0.173	-0.160	-0.174	-0.157	-0.174	-0.168	-0.168	-0.173	-0.168	-0.184	-0.173	-0.175	-0.174	-0.104	0.032	-0.171	2016_7_19_17_00_11
FLQS303BGRWM____	0.018	-0.046	-0.039	-0.037	-0.051	-0.041	-0.036	-0.039	-0.041	-0.039	-0.051	-0.035	-0.048	-0.033	0.003	-0.033	-0.035	0.005	0.003	-0.040	-0.033	-0.037	0.003	-0.047	-0.039	-0.039	-0.040	-0.039	-0.051	-0.040	-0.040	0.005	-0.007	-0.025	0.010	0.036	-0.016	0.003	0.001	0.002	0.003	0.002	-0.016	0.004	-0.021	0.037	0.002	0.037	0.004	0.041	0.002	-0.001	0.037	0.002	0.002	-0.017	0.010	0.010	-0.001	0.010	-0.016	-0.001	-0.002	0.041	0.079	0.057	0.051	0.045	0.053	0.053	0.055	0.054	0.053	0.054	0.053	0.054	0.056	0.046	0.071	0.046	0.054	0.061	0.071	0.054	0.046	0.054	0.071	0.055	0.051	0.051	0.054	0.051	0.053	0.054	0.054	0.061	-0.032	0.005	0.056	2016_7_19_17_00_11
FLQS3024GRWM____	0.053	0.054	0.058	0.013	0.055	0.094	0.058	0.056	0.094	0.056	0.055	0.055	0.056	0.011	0.056	0.011	0.055	0.094	0.056	0.056	0.011	0.053	0.056	0.010	0.058	0.058	0.056	0.058	0.055	0.056	0.095	0.094	-0.017	-0.017	-0.013	-0.059	-0.050	-0.009	-0.055	-0.056	-0.009	-0.056	-0.050	-0.014	-0.053	-0.059	-0.050	-0.059	-0.014	-0.010	-0.050	-0.011	-0.059	-0.049	-0.050	-0.102	-0.013	-0.013	-0.011	-0.013	-0.050	-0.011	-0.047	-0.010	-0.024	-0.024	-0.024	-0.029	-0.014	-0.009	-0.011	-0.011	-0.009	-0.011	-0.014	-0.024	-0.013	-0.030	-0.014	-0.030	-0.024	-0.009	-0.014	-0.025	-0.030	-0.015	-0.014	-0.018	-0.024	-0.024	-0.025	-0.024	-0.014	-0.025	0.001	-0.009	0.055	-0.035	-0.018	2016_7_19_17_00_11
FLQS301GGRWM____	0.067	0.067	0.066	0.070	0.067	0.068	0.064	0.067	0.068	0.067	0.067	0.064	0.067	0.030	0.065	0.030	0.064	0.030	0.065	0.070	0.030	0.028	0.065	0.070	0.066	0.066	0.070	0.066	0.067	0.070	0.070	0.030	-0.010	-0.008	-0.006	-0.005	-0.004	-0.004	-0.041	-0.007	-0.004	-0.007	-0.004	-0.005	-0.040	-0.008	-0.008	-0.008	-0.005	0.027	-0.008	-0.002	-0.008	-0.005	-0.008	-0.006	-0.006	-0.006	-0.002	-0.006	-0.004	-0.002	-0.040	0.027	0.006	0.006	0.004	0.006	0.004	0.005	0.014	0.005	0.005	0.005	0.004	0.004	0.015	-0.009	0.005	-0.009	0.004	-0.020	0.005	0.005	-0.009	-0.011	0.005	0.007	0.004	0.004	0.005	0.004	0.004	0.005	0.017	-0.020	0.060	-0.007	0.003	2016_7_19_17_00_11
FLQS301EGRWQ____	0.078	0.121	0.118	0.120	0.117	0.121	0.118	0.080	0.121	0.080	0.117	0.081	0.117	0.083	0.083	0.083	0.081	0.079	0.083	0.078	0.083	0.080	0.083	0.081	0.118	0.118	0.078	0.118	0.117	0.078	0.079	0.079	-0.069	-0.066	-0.062	-0.105	-0.025	-0.027	-0.064	-0.067	-0.027	-0.067	-0.025	-0.066	-0.066	-0.067	-0.068	-0.067	-0.066	-0.070	-0.068	-0.029	-0.067	-0.070	-0.068	-0.065	-0.062	-0.062	-0.029	-0.062	-0.025	-0.029	-0.071	-0.070	0.054	0.071	0.069	0.082	0.058	0.060	0.070	0.055	0.060	0.055	0.058	0.055	0.069	0.056	0.057	0.056	0.055	0.054	0.057	0.043	0.056	0.055	0.057	0.054	0.069	0.069	0.043	0.069	0.058	0.043	0.055	0.054	0.096	-0.058	0.059	2016_7_19_17_00_11
FLQS300VGRWQ____	-0.067	-0.008	-0.055	-0.012	-0.057	-0.017	-0.015	-0.006	-0.017	-0.006	-0.057	-0.054	-0.007	-0.055	-0.018	-0.055	-0.054	-0.056	-0.018	-0.056	-0.055	-0.056	-0.018	-0.008	-0.055	-0.055	-0.056	-0.055	-0.057	-0.056	-0.058	-0.056	0.055	0.064	0.037	0.048	-0.004	0.004	0.043	0.066	0.004	0.066	-0.004	0.035	0.028	0.036	0.036	0.036	0.035	0.039	0.036	0.037	0.036	0.037	0.036	0.023	0.037	0.037	0.037	0.037	-0.004	0.037	0.033	0.039	-0.597	-0.574	-0.586	-0.571	-0.576	-0.561	-0.571	-0.574	-0.561	-0.574	-0.576	-0.586	-0.564	-0.585	-0.571	-0.585	-0.586	-0.587	-0.571	-0.587	-0.585	-0.587	-0.571	-0.563	-0.586	-0.586	-0.587	-0.586	-0.576	-0.587	-0.587	-0.587	-0.040	0.034	-0.579	2016_7_19_17_00_11
FLQS300RGRWY____	-0.019	-0.019	-0.020	-0.022	-0.059	-0.023	-0.020	-0.021	-0.023	-0.021	-0.059	-0.021	-0.021	-0.022	-0.021	-0.022	-0.021	-0.018	-0.021	-0.020	-0.022	-0.057	-0.021	-0.021	-0.020	-0.020	-0.020	-0.020	-0.059	-0.020	-0.058	-0.018	-0.034	-0.038	-0.040	-0.040	-0.040	-0.040	-0.036	-0.039	-0.040	-0.039	-0.040	-0.041	-0.041	-0.043	-0.041	-0.043	-0.041	-0.012	-0.041	-0.006	-0.043	-0.013	-0.041	-0.040	-0.040	-0.040	-0.006	-0.040	-0.040	-0.006	-0.010	-0.012	-0.059	-0.057	-0.057	-0.057	-0.073	-0.058	-0.059	-0.057	-0.058	-0.057	-0.073	-0.058	-0.057	-0.057	-0.057	-0.057	-0.058	-0.065	-0.057	-0.066	-0.057	-0.080	-0.057	-0.057	-0.057	-0.057	-0.066	-0.057	-0.073	-0.066	-0.081	-0.065	-0.026	-0.033	-0.061	2016_7_19_17_00_12
FLQS300LGRWQ____	-0.048	-0.002	-0.039	-0.002	-0.001	0.001	-0.075	-0.002	0.001	-0.002	-0.001	-0.003	-0.000	-0.003	-0.039	-0.003	-0.003	-0.040	-0.039	-0.001	-0.003	-0.038	-0.039	-0.002	-0.039	-0.039	-0.001	-0.039	-0.001	-0.001	-0.080	-0.040	-0.091	-0.063	-0.062	-0.062	-0.062	-0.089	-0.062	-0.063	-0.089	-0.063	-0.062	-0.063	-0.064	-0.062	-0.059	-0.062	-0.063	-0.062	-0.059	-0.061	-0.062	-0.061	-0.059	-0.063	-0.062	-0.062	-0.061	-0.062	-0.062	-0.061	-0.067	-0.062	0.444	0.455	0.439	0.455	0.455	0.463	0.425	0.455	0.463	0.455	0.455	0.454	0.455	0.454	0.438	0.454	0.454	0.439	0.438	0.455	0.454	0.439	0.438	0.455	0.439	0.439	0.455	0.439	0.455	0.455	0.424	0.439	-0.020	-0.064	0.448	2016_7_19_17_00_12
FLQS300LGRWM____	-0.074	-0.030	-0.029	-0.030	-0.030	-0.029	0.020	-0.030	-0.029	-0.030	-0.030	-0.030	-0.031	-0.029	-0.032	-0.029	-0.030	-0.065	-0.032	-0.068	-0.029	-0.065	-0.032	-0.029	-0.029	-0.029	-0.068	-0.029	-0.030	-0.068	-0.067	-0.065	-0.025	-0.022	0.003	0.007	0.006	0.006	0.045	0.005	0.006	0.005	0.006	0.004	0.006	0.007	0.007	0.007	0.004	0.005	0.007	0.005	0.007	0.002	0.007	0.008	0.003	0.003	0.005	0.003	0.006	0.005	0.003	0.005	-0.106	-0.089	-0.095	-0.096	-0.096	-0.096	-0.087	-0.096	-0.096	-0.096	-0.096	-0.096	-0.096	-0.096	-0.097	-0.096	-0.096	-0.111	-0.097	-0.112	-0.096	-0.110	-0.097	-0.097	-0.095	-0.095	-0.112	-0.095	-0.096	-0.112	-0.110	-0.111	-0.038	0.005	-0.099	2016_7_19_17_00_12
FLQS3009GRWQ____	-0.051	-0.087	-0.053	-0.049	-0.012	-0.050	-0.051	-0.051	-0.050	-0.051	-0.012	-0.050	-0.051	-0.052	-0.052	-0.052	-0.050	-0.013	-0.052	-0.014	-0.052	-0.015	-0.052	-0.014	-0.053	-0.053	-0.014	-0.053	-0.012	-0.014	-0.012	-0.013	0.039	0.004	0.004	0.005	0.005	0.003	-0.003	0.005	0.003	0.005	0.005	0.003	0.006	0.003	0.004	0.003	0.003	0.009	0.004	0.007	0.003	0.008	0.004	0.044	0.004	0.004	0.007	0.004	0.005	0.007	0.006	0.009	-0.584	-0.589	-0.575	-0.573	-0.559	-0.574	-0.572	-0.575	-0.574	-0.575	-0.559	-0.574	-0.574	-0.575	-0.574	-0.575	-0.574	-0.560	-0.574	-0.559	-0.575	-0.560	-0.574	-0.570	-0.575	-0.575	-0.559	-0.575	-0.559	-0.559	-0.559	-0.560	-0.039	0.007	-0.570	2016_7_19_17_00_12
FLQS2F0LGRX5____	0.117	0.115	0.073	0.110	0.075	0.071	0.071	0.113	0.071	0.113	0.075	0.072	0.112	0.073	0.112	0.073	0.072	0.072	0.112	0.113	0.073	0.111	0.112	0.111	0.073	0.073	0.113	0.073	0.075	0.113	0.112	0.072	-0.057	-0.060	-0.060	-0.026	-0.027	-0.032	-0.105	-0.061	-0.032	-0.061	-0.027	-0.061	-0.025	-0.029	-0.026	-0.029	-0.061	-0.062	-0.026	-0.030	-0.029	-0.061	-0.026	-0.025	-0.060	-0.060	-0.030	-0.060	-0.027	-0.030	-0.028	-0.062	0.112	0.112	0.094	0.100	0.087	0.085	0.107	0.111	0.085	0.111	0.087	0.095	0.101	0.086	0.101	0.086	0.095	0.094	0.101	0.102	0.086	0.111	0.101	0.101	0.094	0.094	0.102	0.094	0.087	0.102	0.102	0.094	0.091	-0.044	0.098	2016_7_19_17_00_12
FLQS2EQUGRX5____	0.144	0.146	0.183	0.185	0.145	0.146	0.188	0.185	0.146	0.185	0.145	0.184	0.184	0.183	0.185	0.183	0.184	0.185	0.185	0.145	0.183	0.186	0.185	0.183	0.183	0.183	0.145	0.183	0.145	0.145	0.144	0.185	-0.073	-0.073	-0.074	-0.072	-0.045	-0.074	-0.071	-0.073	-0.074	-0.073	-0.045	-0.073	-0.075	-0.071	-0.071	-0.071	-0.073	-0.069	-0.071	-0.077	-0.071	-0.068	-0.071	-0.071	-0.074	-0.074	-0.077	-0.074	-0.045	-0.077	-0.073	-0.069	0.175	0.177	0.192	0.192	0.169	0.177	0.194	0.192	0.177	0.192	0.169	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.177	0.192	0.192	0.192	0.192	0.192	0.192	0.177	0.192	0.169	0.177	0.176	0.192	0.171	-0.070	0.186	2016_7_19_17_00_12
FLQS2DERGRX5____	0.008	0.006	0.050	0.012	0.012	0.012	0.009	0.010	0.012	0.010	0.012	0.053	0.009	0.053	0.053	0.053	0.053	0.012	0.053	0.051	0.053	0.012	0.053	0.014	0.050	0.050	0.051	0.050	0.012	0.051	0.014	0.012	-0.107	-0.107	-0.105	-0.106	-0.107	-0.107	-0.104	-0.068	-0.107	-0.068	-0.107	-0.104	-0.109	-0.104	-0.103	-0.104	-0.104	-0.100	-0.103	-0.071	-0.104	-0.101	-0.103	-0.109	-0.105	-0.105	-0.071	-0.105	-0.107	-0.071	-0.104	-0.100	-0.076	-0.076	-0.059	-0.074	-0.074	-0.074	-0.077	-0.086	-0.074	-0.086	-0.074	-0.058	-0.075	-0.058	-0.059	-0.058	-0.058	-0.077	-0.059	-0.068	-0.058	-0.076	-0.059	-0.073	-0.059	-0.059	-0.068	-0.059	-0.074	-0.068	-0.075	-0.077	0.030	-0.100	-0.069	2016_7_19_17_00_12
FLQS2CKUGRX5	0.008	0.006	0.006	0.006	0.007	0.009	-0.033	0.006	0.009	0.006	0.007	0.007	0.007	0.007	0.007	0.007	0.007	-0.025	0.007	0.008	0.007	-0.027	0.007	0.004	0.006	0.006	0.008	0.006	0.007	0.008	0.009	-0.025	0.004	0.000	0.037	0.042	0.041	0.040	-0.004	0.040	0.040	0.040	0.041	0.001	0.037	0.038	0.039	0.038	0.001	0.035	0.039	0.039	0.038	0.037	0.039	0.039	0.037	0.037	0.039	0.037	0.041	0.039	0.042	0.035	0.169	0.170	0.159	0.158	0.159	0.159	0.155	0.159	0.159	0.159	0.159	0.169	0.159	0.158	0.159	0.158	0.169	0.147	0.159	0.159	0.158	0.145	0.159	0.158	0.159	0.159	0.159	0.159	0.159	0.159	0.158	0.147	0.003	0.033	0.159	2016_7_19_17_00_13
FLQS2C9EGRX5____	0.048	0.046	0.046	0.046	0.005	0.045	0.044	0.003	0.045	0.003	0.005	0.046	0.003	0.047	0.046	0.047	0.046	0.046	0.046	0.006	0.047	0.045	0.046	0.045	0.046	0.046	0.006	0.046	0.005	0.006	0.046	0.046	0.004	0.033	0.037	0.038	0.002	0.003	0.036	0.037	0.003	0.037	0.002	0.038	0.034	0.037	0.039	0.037	0.038	0.035	0.039	0.038	0.037	0.034	0.039	0.036	0.037	0.037	0.038	0.037	0.002	0.038	0.036	0.035	-0.553	-0.561	-0.562	-0.563	-0.570	-0.554	-0.563	-0.580	-0.554	-0.580	-0.570	-0.563	-0.579	-0.562	-0.563	-0.562	-0.563	-0.561	-0.563	-0.579	-0.562	-0.562	-0.563	-0.562	-0.562	-0.562	-0.579	-0.562	-0.570	-0.579	-0.562	-0.561	0.034	0.030	-0.565	2016_7_19_17_00_13
FLQS2C6NGRX5____	-0.112	-0.107	-0.105	-0.069	-0.108	-0.107	-0.066	-0.109	-0.107	-0.109	-0.108	-0.107	-0.067	-0.105	-0.066	-0.105	-0.107	-0.109	-0.066	-0.068	-0.105	-0.065	-0.066	-0.067	-0.105	-0.105	-0.068	-0.105	-0.108	-0.068	-0.106	-0.109	0.000	0.004	0.004	0.007	0.003	0.005	0.004	0.004	0.005	0.004	0.003	0.003	0.036	0.003	0.003	0.003	0.003	0.005	0.003	0.008	0.003	-0.001	0.003	0.006	0.004	0.004	0.008	0.004	0.003	0.008	0.005	0.005	0.027	0.028	0.029	0.044	0.028	0.028	0.045	0.027	0.028	0.027	0.028	0.028	0.036	0.029	0.046	0.029	0.028	0.027	0.046	0.044	0.029	0.047	0.046	0.044	0.029	0.029	0.044	0.029	0.028	0.044	0.028	0.027	-0.093	0.005	0.034	2016_7_19_17_00_13
FLQS2BJ4GRX5____	-0.071	-0.069	-0.066	-0.067	-0.069	-0.067	-0.071	-0.069	-0.067	-0.069	-0.069	-0.068	-0.071	-0.029	-0.068	-0.029	-0.068	-0.069	-0.068	-0.067	-0.029	-0.070	-0.068	-0.068	-0.066	-0.066	-0.067	-0.066	-0.069	-0.067	-0.069	-0.069	0.009	0.040	0.042	0.042	0.047	0.045	0.040	0.040	0.045	0.040	0.047	0.038	0.045	0.043	0.040	0.043	0.038	0.043	0.040	0.007	0.043	0.040	0.040	0.008	0.042	0.042	0.007	0.042	0.047	0.007	0.044	0.043	0.007	-0.001	-0.000	-0.000	-0.003	-0.001	-0.002	-0.001	-0.001	-0.001	-0.003	0.000	-0.003	0.015	-0.001	0.015	0.000	-0.002	-0.001	0.010	0.015	-0.001	-0.001	0.009	-0.000	-0.000	0.010	-0.000	-0.003	0.010	-0.002	-0.002	-0.064	0.037	0.002	2016_7_19_17_00_13
FLQS224TGRWM____	0.074	0.103	0.086	0.101	0.142	0.146	0.146	0.145	0.146	0.145	0.142	0.085	0.102	0.086	0.093	0.086	0.085	0.144	0.093	0.147	0.086	0.197	0.093	0.102	0.086	0.086	0.147	0.086	0.142	0.147	0.147	0.144	-0.015	-0.078	-0.033	-0.009	-0.036	-0.012	0.026	-0.042	-0.012	-0.042	-0.036	-0.031	-0.004	-0.032	0.032	-0.032	-0.031	-0.015	0.032	-0.014	-0.032	0.010	0.032	-0.009	-0.033	-0.033	-0.014	-0.033	-0.036	-0.014	-0.013	-0.015	-0.517	-0.487	-0.507	-0.508	-0.483	-0.488	-0.498	-0.479	-0.488	-0.479	-0.483	-0.508	-0.508	-0.507	-0.522	-0.507	-0.508	-0.488	-0.522	-0.487	-0.507	-0.472	-0.522	-0.507	-0.507	-0.507	-0.487	-0.507	-0.483	-0.487	-0.487	-0.488	0.118	-0.018	-0.498	2016_7_19_17_00_13
FLQS224LGRWM____	0.040	0.039	0.039	0.042	0.043	0.080	0.038	0.044	0.080	0.044	0.043	0.039	0.044	0.038	0.039	0.038	0.039	0.039	0.039	0.042	0.038	0.075	0.039	0.043	0.039	0.039	0.042	0.039	0.043	0.042	0.039	0.039	0.031	0.029	0.026	0.028	0.028	0.031	0.025	0.030	0.031	0.030	0.028	0.026	0.031	0.027	0.031	0.027	0.026	0.029	0.031	0.026	0.027	0.030	0.031	0.027	0.026	0.026	0.026	0.026	0.028	0.026	0.028	0.029	0.007	0.006	0.007	0.008	0.009	0.023	0.008	0.008	0.023	0.008	0.009	0.007	0.008	0.006	0.007	0.006	0.007	0.007	0.007	0.008	0.006	0.021	0.007	0.009	0.007	0.007	0.008	0.007	0.009	0.008	0.007	0.007	0.044	0.028	0.009	2016_7_19_17_00_13
FLQS200ZGRX8____	0.098	0.057	0.060	0.054	0.097	0.055	0.095	0.055	0.055	0.055	0.097	0.056	0.055	0.050	0.056	0.050	0.056	0.058	0.056	0.054	0.050	0.094	0.056	0.053	0.060	0.060	0.054	0.060	0.097	0.054	0.051	0.058	-0.010	-0.012	-0.009	-0.050	-0.008	-0.011	-0.045	-0.013	-0.011	-0.013	-0.008	-0.012	-0.010	-0.047	-0.013	-0.047	-0.012	-0.013	-0.013	-0.047	-0.047	-0.012	-0.013	-0.047	-0.009	-0.009	-0.047	-0.009	-0.008	-0.047	-0.046	-0.013	-0.588	-0.605	-0.604	-0.595	-0.589	-0.606	-0.580	-0.606	-0.606	-0.606	-0.589	-0.604	-0.606	-0.597	-0.605	-0.597	-0.604	-0.604	-0.605	-0.596	-0.597	-0.589	-0.605	-0.596	-0.604	-0.604	-0.596	-0.604	-0.589	-0.596	-0.597	-0.604	0.063	-0.022	-0.599	2016_7_19_17_00_13
