,Distance_X_LOGO_Camera_LD1,Distance_X_LOGO_Camera_LD2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_LD1,Distance_Y_LOGO_Camera_LD2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_LD1,Angle_Camera_LD2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-55.8450995669,-55.9471344638,-55.8080869082,-55.909121463,-55.9521361745,-55.9181245422,-55.8450995669,-55.8821122256,-55.8430988827,-55.8430988827,-55.8070865661,-55.8741094886,-55.8450995669,-55.8761101728,-55.8430988827,-55.7800773287,-55.8430988827,-55.8430988827,-55.8130886189,-55.7790769866,-55.8020848555,-55.8100875925,-55.8070865661,-55.8110879346,-55.8761101728,-55.7460656964,-55.7130544062,-55.8070865661,-55.7460656964,-55.8430988827,-55.806086224,-55.8430988827,141.186287348,141.191287818,141.049274453,141.122281324,141.118280947,141.149283865,141.154284336,141.118280947,141.192287912,141.154284336,141.188287536,141.255293842,141.188287536,141.154284336,141.192287912,141.21829036,141.192287912,141.192287912,141.191287818,141.150283959,141.222290736,141.22329083,141.188287536,141.317299678,141.191287818,141.225291018,141.125281606,141.188287536,141.188287536,141.18928763,141.193288007,141.18928763,111.509,111.544,111.515,111.54,111.556,111.539,111.513,111.531,111.507,111.512,111.495,111.509,111.509,111.524,111.507,111.481,111.507,111.507,111.497,111.491,111.489,111.491,111.495,111.479,111.519,111.469,111.471,111.495,111.474,111.508,111.494,111.508
FLQS30NWGRWV,-55.8021373152,-55.9081109886,-55.7681457596,-55.8771186879,-55.907111237,-55.9151092501,-55.8001378119,-55.8381283741,-55.8021373152,-55.7981383087,-55.7671460079,-55.8731196814,-55.8051365701,-55.8721199297,-55.8021373152,-55.7331544523,-55.8021373152,-55.8021373152,-55.7701452629,-55.7331544523,-55.8111350799,-55.7681457596,-55.7671460079,-55.7701452629,-55.8391281257,-55.7001626483,-55.6701700993,-55.7671460079,-55.6971633934,-55.7991380603,-55.7661462563,-55.7991380603,141.201520579,141.236523186,141.097512829,141.19752028,141.130515288,141.198520355,141.205520877,141.132515437,141.204520802,141.162517673,141.238523336,141.27052572,141.237523261,141.204520802,141.204520802,141.238523336,141.204520802,141.204520802,141.237523261,141.16851812,141.293527434,141.274526018,141.238523336,141.339530861,141.238523336,141.273525943,141.169518194,141.238523336,141.23952341,141.237523261,141.237523261,141.237523261,111.68,111.712,111.682,111.706,111.726,111.719,111.678,111.702,111.679,111.683,111.662,111.695,111.676,111.704,111.679,111.65,111.679,111.679,111.663,111.66,111.67,111.657,111.662,111.649,111.687,111.633,111.637,111.662,111.637,111.673,111.662,111.673
FLQS30MRGRWY,-55.9735888331,-56.0808678688,-55.9354897363,-56.0447739877,-56.0678339673,-56.0517922423,-55.9354897363,-56.0106853221,-55.9775992644,-55.9755940487,-55.937494952,-56.0457765955,-55.9775992644,-56.0086801065,-55.9775992644,-55.9064141098,-55.9775992644,-55.9775992644,-55.9415053832,-55.9064141098,-55.9324819129,-55.942507991,-55.937494952,-55.942507991,-56.0106853221,-55.8252028772,-55.7951246429,-55.937494952,-55.8562837193,-55.9675731863,-55.9395001676,-55.9675731863,141.117345952,141.15234207,140.983360815,141.078350278,141.013357488,141.112346507,141.111346618,141.042354271,141.151342181,141.118345841,141.149342403,141.184338521,141.15234207,141.114346285,141.151342181,141.15234207,141.151342181,141.151342181,141.149342403,141.085349502,141.182338743,141.215335082,141.149342403,141.254330757,141.151342181,141.151342181,141.045353938,141.149342403,141.08734928,141.111346618,141.146342736,141.111346618,111.442,111.475,111.447,111.472,111.489,111.47,111.43,111.465,111.438,111.443,111.425,111.458,111.438,111.454,111.438,111.413,111.438,111.438,111.426,111.423,111.418,111.417,111.425,111.412,111.45,111.385,111.389,111.425,111.405,111.44,111.426,111.44
FLQS30MKGRWV,-55.8856759391,-55.9516743755,-55.8516767447,-55.9546743044,-55.9806736884,-55.9916734278,-55.8866759154,-55.9216750862,-55.8886758681,-55.8886758681,-55.8506767683,-55.9186751573,-55.8886758681,-55.9556742807,-55.8886758681,-55.8186775265,-55.8886758681,-55.8886758681,-55.852676721,-55.8156775976,-55.8856759391,-55.8156775976,-55.8506767683,-55.8506767683,-55.9656740438,-55.7856783083,-55.7496791612,-55.8506767683,-55.7826783794,-55.8856759391,-55.8486768157,-55.8856759391,141.189965549,141.219967454,141.085958944,141.153963262,141.085958944,141.153963262,141.188965485,141.116960913,141.223967708,141.186965358,141.219967454,141.253969613,141.224967771,141.188965485,141.223967708,141.222967644,141.223967708,141.223967708,141.222967644,141.127961611,141.257969867,141.249969359,141.219967454,141.321973931,141.230968152,141.261970121,141.122961294,141.219967454,141.226967898,141.222967644,141.226967898,141.222967644,111.769,111.788,111.772,111.798,111.817,111.811,111.769,111.792,111.765,111.771,111.752,111.772,111.765,111.794,111.765,111.741,111.765,111.765,111.753,111.753,111.76,111.736,111.752,111.738,111.791,111.724,111.731,111.752,111.727,111.764,111.751,111.764
FLQS30MJGRWV,-55.9185737846,-56.0157485608,-55.8805053156,-55.9836909027,-56.0287719844,-56.014746759,-55.9175719828,-55.9516332445,-55.916570181,-55.916570181,-55.878501712,-55.9856945063,-55.916570181,-55.9886999118,-55.916570181,-55.8484476575,-55.916570181,-55.916570181,-55.883510721,-55.8504512611,-55.9125629737,-55.8825089192,-55.878501712,-55.8805053156,-55.9506314427,-55.8123827921,-55.7773197285,-55.878501712,-55.8113809903,-55.9075539646,-55.8795035138,-55.9075539646,141.19018866,141.163184799,141.056169497,141.125179365,141.122178936,141.122178936,141.184187802,141.089174216,141.196189518,141.16018437,141.196189518,141.2631991,141.195189375,141.191188803,141.196189518,141.198189804,141.196189518,141.196189518,141.197189661,141.155183655,141.232194667,141.232194667,141.196189518,141.294203533,141.196189518,141.234194953,141.091174502,141.196189518,141.197189661,141.194189232,141.196189518,141.194189232,111.434,111.471,111.439,111.465,111.481,111.477,111.434,111.459,111.432,111.437,111.419,111.447,111.432,111.458,111.432,111.408,111.432,111.432,111.42,111.414,111.425,111.415,111.419,111.406,111.444,111.39,111.398,111.419,111.395,111.429,111.419,111.429
FLQS30MEGRWV,-55.5515314602,-55.6560058706,-55.5196916399,-55.6689407976,-55.6639658256,-55.6689407976,-55.5614814041,-55.5992911907,-55.6022761738,-55.6032711682,-55.5594914153,-55.5823762861,-55.5545164434,-55.6331209997,-55.6022761738,-55.4858618309,-55.6022761738,-55.6022761738,-55.5196916399,-55.4848668365,-55.5674513704,-55.5206866343,-55.5594914153,-55.5167066568,-55.5943162188,-55.4460620555,-55.4211871959,-55.5594914153,-55.4530270162,-55.5604864097,-55.5206866343,-55.5604864097,141.362074123,141.361073868,141.219037622,141.293056511,141.290055745,141.322063913,141.325064679,141.291056,141.360073613,141.322063913,141.387080505,141.429091225,141.399083568,141.325064679,141.360073613,141.364074634,141.360073613,141.360073613,141.362074123,141.326064934,141.415087652,141.394082291,141.387080505,141.456098117,141.389081015,141.401084078,141.262048598,141.387080505,141.365074889,141.356072592,141.400083823,141.356072592,111.415,111.452,111.424,111.466,111.465,111.462,111.424,111.442,111.434,111.439,111.415,111.417,111.411,111.449,111.434,111.392,111.434,111.434,111.404,111.397,111.413,111.4,111.415,111.39,111.427,111.373,111.383,111.415,111.38,111.419,111.399,111.419
FLQS30LFGRWY,-55.8538631383,-56.0002155719,-55.8608323018,-55.9185767994,-55.96238297,-55.9504358326,-55.8568499226,-55.8827353871,-55.8578455174,-55.8608323018,-55.8220041051,-55.9245503681,-55.8568499226,-55.9265415577,-55.8578455174,-55.7871582876,-55.8578455174,-55.8578455174,-55.8200129155,-55.785167098,-55.859836707,-55.8220041051,-55.8220041051,-55.8210085103,-55.892691335,-55.7493256857,-55.7214490316,-55.8220041051,-55.7592816335,-55.8588411122,-55.8150349416,-55.8588411122,141.125338318,141.134340955,140.957289093,141.024308725,141.014305795,141.015306088,141.081325426,140.978295246,141.121337146,141.081325426,141.114335095,141.152346229,141.122337439,141.087327184,141.121337146,141.120336853,141.121337146,141.121337146,141.122337439,141.022308139,141.146344471,141.148345057,141.114335095,141.219365861,141.120336853,141.126338611,141.018306967,141.114335095,141.087327184,141.110333923,141.091328356,141.110333923,111.639,111.689,111.665,111.676,111.693,111.688,111.646,111.67,111.641,111.648,111.629,111.66,111.64,111.67,111.641,111.616,111.641,111.641,111.628,111.629,111.638,111.625,111.629,111.614,111.653,111.602,111.607,111.629,111.611,111.643,111.63,111.643
FLQS30KNGRWV,-55.9946386304,-56.0567724958,-55.9174723782,-56.0237012448,-56.0667940869,-56.0667940869,-55.9445306744,-55.9966429486,-55.9515457882,-55.9575587429,-55.9154680599,-56.0216969266,-55.9545522656,-56.0136796536,-55.9515457882,-55.8833989681,-55.9515457882,-55.9515457882,-55.9194766964,-55.8874076046,-55.9425263562,-55.9184745373,-55.9154680599,-55.9214810147,-55.9856191983,-55.8463190807,-55.8122456706,-55.9154680599,-55.8513298763,-55.941524197,-55.9144659008,-55.941524197,141.189935053,141.218929289,141.080956715,141.152942406,141.143944195,141.177937438,141.184936046,141.142944393,141.220928892,141.180936841,141.216929687,141.213930283,141.220928892,141.188935251,141.220928892,141.225927898,141.220928892,141.220928892,141.223928296,141.181936643,141.248923327,141.252922532,141.216929687,141.350903056,141.218929289,141.25892134,141.119948964,141.216929687,141.217929488,141.210930879,141.221928693,141.210930879,111.577,111.595,111.565,111.592,111.609,111.604,111.56,111.584,111.558,111.565,111.546,111.583,111.558,111.584,111.558,111.533,111.558,111.558,111.546,111.54,111.55,111.541,111.546,111.529,111.57,111.515,111.523,111.546,111.523,111.555,111.544,111.555
FLQS30K5GRWY,-55.9695483897,-56.0715457443,-55.9305494011,-56.0435464705,-56.0775455887,-56.0765456146,-55.9715483378,-56.0425464964,-55.9735482859,-55.97454826,-55.9365492455,-56.0795455368,-56.0115473004,-56.0415465223,-55.9735482859,-55.9005501792,-55.9735482859,-55.9735482859,-55.9365492455,-55.9395491677,-55.9685484156,-55.9375492196,-55.9365492455,-55.9405491418,-56.0455464186,-55.867551035,-55.8315519687,-55.9365492455,-55.866551061,-55.9675484415,-55.9345492974,-55.9675484415,141.236413819,141.235413568,141.095378456,141.199404539,141.16339551,141.199404539,141.230412314,141.130387234,141.270422346,141.233413067,141.267421594,141.271422597,141.240414822,141.235413568,141.270422346,141.271422597,141.270422346,141.270422346,141.269422096,141.208406797,141.29942962,141.300429871,141.267421594,141.378449433,141.273423099,141.306431375,141.169397015,141.267421594,141.236413819,141.265421092,141.266421343,141.265421092,111.61,111.646,111.616,111.641,111.658,111.653,111.612,111.651,111.607,111.613,111.594,111.644,111.625,111.636,111.607,111.582,111.607,111.607,111.594,111.604,111.601,111.59,111.594,111.58,111.632,111.565,111.571,111.594,111.574,111.606,111.594,111.606
FLQS30K3GRWY,-55.9885293968,-56.0955839473,-55.9605151219,-56.0605661037,-56.1035880259,-56.102587516,-55.9965334754,-56.0335523386,-56.0905813982,-55.9925314361,-55.9595146121,-56.064568143,-56.1506119873,-56.0655686528,-56.0905813982,-55.9204947292,-56.0905813982,-56.0905813982,-55.9565130827,-55.9194942194,-55.9565130827,-55.9605151219,-55.9595146121,-55.9595146121,-56.124598732,-55.8904794347,-55.8514595518,-55.9595146121,-55.8774728071,-55.9955329656,-55.9575135925,-55.9955329656,141.08730211,141.120302415,141.014301436,141.051301778,141.045301722,141.078302027,141.108302304,141.039301667,141.131302516,141.082302064,141.144302636,141.153302719,141.137302571,141.084302082,141.131302516,141.122302433,141.131302516,141.131302516,141.120302415,141.056301824,141.176302931,141.179302959,141.144302636,141.253303642,141.130302507,141.187303033,141.021301501,141.144302636,141.091302147,141.141302608,141.149302682,141.141302608,111.535,111.568,111.535,111.565,111.581,111.576,111.535,111.557,111.564,111.537,111.517,111.552,111.585,111.562,111.564,111.506,111.564,111.564,111.519,111.515,111.511,111.512,111.517,111.502,111.577,111.487,111.496,111.517,111.495,111.53,111.515,111.53
FLQS30K1GRWY,-55.6078404355,-55.7487614711,-55.6108387554,-55.7117821923,-55.7557575509,-55.754758111,-55.6388230746,-55.6847973131,-55.6448197144,-55.6458191543,-55.6098393155,-55.7147805122,-55.6488174742,-55.7077844324,-55.6448197144,-55.5788566764,-55.6448197144,-55.6448197144,-55.6138370753,-55.5798561164,-55.6118381954,-55.6138370753,-55.6098393155,-55.6128376354,-55.6788006733,-55.5398785176,-55.5128936385,-55.6098393155,-55.5438762775,-55.6488174742,-55.6088398755,-55.6488174742,141.229469718,141.197472783,141.096482458,141.17047537,141.159476423,141.194473071,141.2014724,141.159476423,141.238468856,141.199472592,141.236469047,141.229469718,141.23946876,141.206471921,141.238468856,141.242468472,141.238468856,141.238468856,141.242468472,141.195472975,141.292463683,141.27046579,141.236469047,141.368456402,141.237468951,141.27746512,141.139478339,141.236469047,141.23246943,141.260466748,141.240468664,141.260466748,111.493,111.547,111.512,111.537,111.554,111.549,111.507,111.529,111.504,111.51,111.492,111.53,111.505,111.531,111.504,111.481,111.504,111.504,111.493,111.487,111.485,111.489,111.492,111.475,111.516,111.462,111.472,111.492,111.47,111.503,111.491,111.503
FLQS30JCGRWV,-55.4303558733,-55.5333899933,-55.3933436166,-55.4953774053,-55.5413926434,-55.5363909871,-55.4173515669,-55.4593654799,-55.4243538857,-55.4263545483,-55.4303558733,-55.4953774053,-55.4693687925,-55.4933767428,-55.4243538857,-55.3553310287,-55.4243538857,-55.4243538857,-55.3923432854,-55.3563313599,-55.4183518982,-55.3423267223,-55.4303558733,-55.3913429541,-55.4603658112,-55.3203194345,-55.2883088341,-55.4303558733,-55.3093157906,-55.4173515669,-55.4303558733,-55.4173515669,141.230057414,141.26603552,141.124121879,141.205072618,141.203073834,141.237053157,141.245048292,141.171093295,141.274030655,141.23905194,141.281026398,141.30401241,141.276029439,141.208070793,141.274030655,141.269033696,141.274030655,141.274030655,141.268034304,141.196078091,141.311008153,141.305011802,141.281026398,141.345986867,141.273031263,141.308009978,141.162098769,141.281026398,141.28202579,141.274030655,141.279027614,141.274030655,111.482,111.513,111.484,111.509,111.525,111.519,111.476,111.501,111.474,111.48,111.475,111.495,111.49,111.507,111.474,111.451,111.474,111.474,111.464,111.461,111.467,111.441,111.475,111.453,111.487,111.433,111.442,111.475,111.433,111.472,111.475,111.472
FLQS30J0GRWV,-55.3478508507,-55.4958477779,-55.3538507261,-55.4628484631,-55.5028476326,-55.4548486292,-55.3848500825,-55.424849252,-55.3948498749,-55.3968498333,-55.3528507469,-55.4608485046,-55.3908499579,-55.4568485876,-55.3948498749,-55.3598506015,-55.3948498749,-55.3948498749,-55.3138515566,-55.3218513905,-55.3848500825,-55.3548507053,-55.3528507469,-55.3538507261,-55.4238492728,-55.2858521379,-55.2088537366,-55.3528507469,-55.2698524701,-55.3858500617,-55.3538507261,-55.3858500617,141.325955764,141.364952717,141.228963344,141.322955998,141.290958499,141.293958265,141.330955373,141.263960609,141.392950529,141.356953342,141.368952404,141.397950138,141.365952638,141.331955295,141.392950529,141.372952091,141.392950529,141.392950529,141.360953029,141.327955608,141.400949903,141.402949747,141.368952404,141.439946856,141.36695256,141.399949982,141.256961156,141.368952404,141.301957639,141.367952482,141.364952717,141.367952482,111.283,111.329,111.298,111.324,111.342,111.325,111.295,111.318,111.29,111.296,111.279,111.312,111.292,111.32,111.29,111.281,111.29,111.29,111.266,111.273,111.286,111.275,111.279,111.269,111.304,111.251,111.243,111.279,111.259,111.29,111.279,111.29
FLQS30HZGRWY,-55.8129191482,-55.873912503,-55.7329278633,-55.841915989,-55.8829115225,-55.8799118493,-55.7659242684,-55.8049200197,-55.7699238326,-55.7709237237,-55.726928517,-55.8389163158,-55.7689239415,-55.841915989,-55.7699238326,-55.6999314583,-55.7699238326,-55.7699238326,-55.7339277544,-55.6999314583,-55.7719236147,-55.7259286259,-55.726928517,-55.7359275365,-55.8039201287,-55.6679349443,-55.6319388661,-55.726928517,-55.6649352712,-55.7629245952,-55.7319279723,-55.7629245952,141.241729291,141.238728957,141.103713921,141.206725393,141.169721272,141.205725282,141.207725504,141.133717263,141.242729403,141.205725282,141.20472517,141.273732855,141.24072918,141.239729069,141.242729403,141.241729291,141.242729403,141.242729403,141.239729069,141.171721495,141.299735751,141.234728512,141.20472517,141.345740874,141.243729514,141.273732855,141.136717597,141.20472517,141.245729737,141.242729403,141.239729069,141.242729403,111.593,111.615,111.584,111.608,111.627,111.621,111.581,111.605,111.578,111.583,111.568,111.597,111.577,111.603,111.578,111.553,111.578,111.578,111.565,111.563,111.57,111.563,111.568,111.551,111.589,111.537,111.544,111.568,111.54,111.575,111.565,111.575
FLQS30H6GRWV,-55.6728656811,-55.7786962424,-55.6399184308,-55.7457489922,-55.7747026363,-55.7876818561,-55.6748624841,-55.7098065374,-55.6768592872,-55.6818512948,-55.6389200293,-55.7796946439,-55.6768592872,-55.7437521891,-55.6768592872,-55.6069711806,-55.6768592872,-55.6768592872,-55.6419152339,-55.6089679836,-55.6758608856,-55.6409168324,-55.6389200293,-55.6399184308,-55.7118033404,-55.5720271273,-55.5390798771,-55.6389200293,-55.5720271273,-55.6828496963,-55.6379216278,-55.6828496963,141.190103559,141.226105626,141.084097475,141.200104133,141.118099427,141.194103789,141.190103559,141.121099599,141.227105683,141.224105511,141.224105511,141.231105913,141.268108036,141.195103846,141.227105683,141.261107635,141.227105683,141.227105683,141.262107692,141.191103617,141.254107233,141.258107462,141.224105511,141.324111251,141.227105683,141.266107922,141.121099599,141.224105511,141.193103732,141.252107118,141.231105913,141.252107118,111.683,111.716,111.687,111.708,111.729,111.723,111.684,111.706,111.68,111.682,111.667,111.715,111.674,111.708,111.68,111.65,111.68,111.68,111.663,111.661,111.675,111.663,111.667,111.653,111.692,111.637,111.646,111.667,111.647,111.678,111.665,111.678
FLQS30GQGRWV,36996.0207114,37066.8792316,37004.5499777,37043.9158222,37072.7841082,37099.0280046,37024.2329,37051.1328937,37029.4816792,37031.4499715,37005.2060751,37073.4402056,37026.8572896,37047.8524067,37029.4816792,36980.2743735,37029.4816792,37029.4816792,37003.8938803,36980.2743735,37029.4816792,36976.9938865,37005.2060751,37000.6133932,37023.5768025,36929.754873,36910.0719508,37005.2060751,36935.6597497,37005.2060751,37003.8938803,37005.2060751,141.164623843,141.198635558,141.056586629,141.139615229,141.134613506,141.168625221,141.17062591,141.093599378,141.201636592,141.161622809,141.196634869,141.235648307,141.20563797,141.210639693,141.201636592,141.208639004,141.201636592,141.201636592,141.210639693,141.130612127,141.264658299,141.229646239,141.196634869,141.294668636,141.197635213,141.247652442,141.091598689,141.196634869,141.211640037,141.225644861,141.211640037,141.225644861,111.773,111.806,111.793,111.802,111.818,111.827,111.787,111.812,111.786,111.792,111.773,111.804,111.784,111.794,111.786,111.758,111.786,111.786,111.771,111.769,111.777,111.754,111.773,111.757,111.783,111.726,111.737,111.773,111.734,111.769,111.77,111.769
FLQS30GCGRWY,-55.9347305377,-56.040786909,-55.8957097973,-56.004767764,-56.0467900998,-56.0447890362,-55.8937087337,-55.9667475555,-55.9347305377,-55.9377321331,-55.8977108609,-56.004767764,-55.9367316013,-55.9657470237,-55.9347305377,-55.8636927796,-55.9347305377,-55.9347305377,-55.9007124564,-55.8656938432,-55.9357310695,-55.8997119246,-55.8977108609,-55.8997119246,-55.9707496827,-55.8316757618,-55.7986582123,-55.8977108609,-55.83067523,-55.8947092655,-55.8987113928,-55.8947092655,141.19257791,141.228597446,141.054503023,141.195579538,141.157558917,141.191577368,141.189576282,141.088521474,141.225595818,141.18857574,141.223594733,141.260614811,141.227596903,141.191577368,141.225595818,141.200582252,141.225595818,141.225595818,141.227596903,141.155557832,141.25661264,141.258613726,141.223594733,141.323648999,141.223594733,141.266618067,141.122539924,141.223594733,141.194578996,141.216590934,141.263616439,141.216590934,111.635,111.667,111.64,111.659,111.679,111.673,111.621,111.661,111.63,111.636,111.618,111.65,111.63,111.646,111.63,111.609,111.63,111.63,111.618,111.616,111.626,111.613,111.618,111.604,111.643,111.588,111.597,111.618,111.598,111.618,111.612,111.618
FLQS30G5GRWY,-55.680654719,-55.7906303357,-55.6546604823,-55.755638094,-55.7956292273,-55.797628784,-55.6886529457,-55.725644744,-55.7266445223,-55.7276443007,-55.6886529457,-55.7546383157,-55.6886529457,-55.7596372073,-55.7266445223,-55.6156691273,-55.7266445223,-55.7266445223,-55.6526609257,-55.6196682407,-55.7656358773,-55.686653389,-55.6886529457,-55.653660704,-55.7596372073,-55.578677329,-55.542685309,-55.6886529457,-55.590674669,-55.6856536107,-55.6846538323,-55.6856536107,141.25500334,141.327020166,141.18198628,141.257003807,141.215994226,141.249001938,141.283009883,141.213993758,141.295012688,141.25500334,141.290011519,141.358027411,141.327020166,141.256003573,141.295012688,141.291011753,141.295012688,141.295012688,141.324019465,141.252002639,141.358027411,141.321018764,141.290011519,141.4200419,141.294012454,141.3280204,141.182986513,141.290011519,141.290011519,141.283009883,141.297013155,141.283009883,111.468,111.496,111.469,111.494,111.514,111.51,111.467,111.489,111.478,111.484,111.466,111.48,111.461,111.495,111.478,111.44,111.478,111.478,111.449,111.447,111.483,111.461,111.466,111.436,111.49,111.422,111.429,111.466,111.432,111.466,111.464,111.466
FLQS30E9GRWY,-55.6387804635,-55.7427875304,-55.6047781531,-55.7067850841,-55.7467878022,-55.7477878701,-55.6337801237,-55.6757829776,-55.6397805314,-55.6417806673,-55.6007778813,-55.7057850162,-55.6807833174,-55.7057850162,-55.6397805314,-55.6097784929,-55.6397805314,-55.6397805314,-55.6447808712,-55.5677756389,-55.6357802596,-55.6027780172,-55.6007778813,-55.6017779493,-55.6737828417,-55.5687757069,-55.4937706105,-55.6007778813,-55.5287729888,-55.6367803276,-55.5977776775,-55.6367803276,141.275483997,141.312492245,141.169460369,141.244477087,141.202467725,141.279484889,141.271483106,141.20046728,141.310491799,141.272483329,141.305490685,141.344499378,141.285486226,141.275483997,141.310491799,141.289487118,141.310491799,141.310491799,141.288486895,141.23847575,141.306490907,141.340498486,141.305490685,141.409513867,141.310491799,141.321494251,141.173461261,141.305490685,141.27648422,141.299489347,141.312492245,141.299489347,111.515,111.546,111.518,111.543,111.563,111.553,111.514,111.538,111.51,111.516,111.497,111.529,111.528,111.538,111.51,111.503,111.51,111.51,111.515,111.495,111.509,111.493,111.497,111.483,111.522,111.484,111.478,111.497,111.476,111.511,111.495,111.511
FLQS30DZGRWV,-55.5850830061,-55.692098568,-55.5530783521,-55.6540930414,-55.6960991498,-55.6790966773,-55.5690806791,-55.6090864966,-55.5780819881,-55.5860831516,-55.5440770432,-55.6900982771,-55.6300895508,-55.6540930414,-55.5780819881,-55.5590792248,-55.5780819881,-55.5780819881,-55.596084606,-55.5200735527,-55.5700808246,-55.5490777704,-55.5440770432,-55.5940843151,-55.6130870784,-55.4840683169,-55.4540639538,-55.5440770432,-55.4800677352,-55.5690806791,-55.5450771886,-55.5690806791,141.261707121,141.339714691,141.148696155,141.276708577,141.229704016,141.222703337,141.2687078,141.193700522,141.301711003,141.222703337,141.297710615,141.43472391,141.303711197,141.306711488,141.301711003,141.27570848,141.301711003,141.301711003,141.307711585,141.259706927,141.32971372,141.330713817,141.297710615,141.375718184,141.298710712,141.376718281,141.188700037,141.297710615,141.31271207,141.289709838,141.305711391,141.289709838,111.668,111.695,111.673,111.69,111.712,111.707,111.662,111.686,111.66,111.674,111.649,111.681,111.678,111.686,111.66,111.657,111.66,111.66,111.665,111.646,111.653,111.646,111.649,111.656,111.673,111.617,111.632,111.649,111.624,111.659,111.648,111.659
FLQS30D5GRWQ,-55.9132945479,-56.019300794,-55.8802926033,-55.9862988495,-56.0243010887,-56.0223009708,-55.9152946657,-55.9472965514,-55.9552970228,-55.9202949604,-55.9172947836,-56.0213009119,-55.9152946657,-55.9862988495,-55.9552970228,-55.844290482,-55.9552970228,-55.9552970228,-55.8792925444,-55.8402902463,-55.9172947836,-55.9172947836,-55.9172947836,-55.9192949014,-55.952296846,-55.8122885964,-55.7782865929,-55.9172947836,-55.8112885374,-55.9172947836,-55.8782924855,-55.9172947836,141.174868936,141.209869895,141.071866113,141.137867922,141.10386699,141.139867977,141.168868772,141.072866141,141.210869923,141.171868854,141.205869786,141.21587006,141.210869923,141.173868909,141.210869923,141.209869895,141.210869923,141.210869923,141.209869895,141.11186721,141.237870663,141.241870772,141.205869786,141.281871869,141.208869868,141.247870937,141.153868361,141.205869786,141.178869046,141.203869731,141.210869923,141.203869731,111.65,111.683,111.653,111.681,111.699,111.693,111.652,111.676,111.66,111.653,111.648,111.683,111.646,111.676,111.66,111.622,111.66,111.66,111.634,111.633,111.643,111.643,111.648,111.638,111.659,111.605,111.606,111.648,111.614,111.648,111.633,111.648
FLQS30CMGRWQ,-55.9355606207,-56.0384825319,-55.9035848813,-56.0055075506,-56.0314878389,-56.0314878389,-55.9385583463,-55.9765295368,-55.9385583463,-55.9415560718,-55.898588672,-56.0055075506,-55.9785280205,-56.009504518,-55.9385583463,-55.9065826069,-55.9385583463,-55.9385583463,-55.9015863976,-55.8676121745,-55.9445537974,-55.898588672,-55.898588672,-55.898588672,-55.9735318112,-55.8346371932,-55.8026614538,-55.898588672,-55.8346371932,-55.9445537974,-55.898588672,-55.9445537974,141.190238171,141.231248697,141.085211215,141.157229699,141.088211985,141.122220714,141.185236888,141.126221741,141.226247414,141.187237401,141.222246387,141.261256399,141.200240739,141.192238685,141.226247414,141.22724767,141.226247414,141.226247414,141.2242469,141.155229186,141.253254345,141.260256142,141.222246387,141.293264614,141.2242469,141.261256399,141.127221998,141.222246387,141.197239968,141.220245873,141.229248184,141.220245873,111.814,111.844,111.817,111.843,111.862,111.857,111.816,111.837,111.81,111.817,111.797,111.828,111.828,111.84,111.81,111.799,111.81,111.81,111.797,111.795,111.808,111.791,111.797,111.787,111.823,111.769,111.776,111.797,111.777,111.813,111.795,111.813
