,Distance_X_LOGO_Earphone_RU1,Distance_X_LOGO_Earphone_RU2,Distance_X_LOGO_Earphone_RU3,Distance_X_LOGO_Earphone_RU4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_RU1,Distance_Y_LOGO_Earphone_RU2,Distance_Y_LOGO_Earphone_RU3,Distance_Y_LOGO_Earphone_RU4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_RU1,Angle_Earphone_RU2,Angle_Earphone_RU3,Angle_Earphone_RU4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30CMGRWQ,-36.4455036749,-36.353573032,-36.3185994178,-36.3185994178,-36.3185994178,-36.3185994178,-36.2706356042,-36.3585692626,-36.2376604823,-36.3185994178,-36.3056092183,-36.3185994178,-36.2366612361,-36.3555715242,-36.2736333425,-36.2366612361,-36.2726340964,-36.2826265576,-36.2736333425,-36.2736333425,-36.3185994178,-36.2366612361,-36.3096062028,-36.3166009256,-36.3185994178,-36.3166009256,-36.3595685087,-36.2716348503,-36.3185994178,-36.3176001717,-36.2196740521,-36.353573032,140.027512056,140.06652167,140.103530792,140.103530792,140.103530792,140.140539913,140.075523889,140.097529313,140.074523642,140.103530792,140.041515507,140.103530792,140.114533503,140.169547062,140.108532024,140.107531778,140.005506632,140.103530792,140.139539667,140.139539667,140.067521917,140.107531778,140.111532764,140.035514028,140.067521917,140.035514028,140.062520684,140.111532764,140.067521917,140.067521917,140.078524629,140.111532764,104.785,104.746,104.728,104.728,104.728,104.725,104.713,104.744,104.7,104.728,104.73,104.728,104.696,104.736,104.711,104.697,104.721,104.715,104.708,104.708,104.732,104.697,104.724,104.735,104.732,104.734,104.748,104.71,104.732,104.732,104.693,104.741
FLQS30BWGRWY,-36.0936449439,-35.9996146068,-35.964603311,-35.964603311,-35.964603311,-35.964603311,-35.9175881425,-36.0056165432,-35.8835771695,-35.964603311,-35.9546000837,-35.964603311,-35.881576524,-36.0406278389,-35.9175881425,-35.8825768467,-35.9205891107,-35.9666039565,-35.9175881425,-35.9175881425,-36.0006149295,-35.8825768467,-35.9556004064,-35.964603311,-36.0006149295,-35.964603311,-36.0426284844,-35.9185884652,-36.0006149295,-36.0016152522,-35.8715732966,-35.9996146068,139.992370938,140.037351457,140.072336306,140.072336306,140.072336306,140.107321154,140.03635189,140.069337605,140.03635189,140.072336306,140.001367042,140.072336306,140.071336739,140.106321587,140.069337605,140.069337605,139.96738176,140.071336739,140.10532202,140.10532202,140.035352323,140.069337605,140.070337172,140.000367475,140.035352323,140.000367475,140.033353189,140.070337172,140.035352323,140.03635189,140.037351457,140.072336306,104.633,104.593,104.576,104.576,104.576,104.572,104.561,104.592,104.548,104.576,104.579,104.576,104.544,104.602,104.558,104.545,104.569,104.577,104.555,104.555,104.593,104.545,104.572,104.583,104.593,104.583,104.61,104.558,104.593,104.593,104.543,104.589
FLQS30BJGRWV,-36.0664811935,-35.9804561939,-35.9424451476,-35.9424451476,-35.9424451476,-35.9414448569,-35.8954314851,-35.9824567753,-35.863422183,-35.9424451476,-35.9354431128,-35.9424451476,-35.8594210202,-36.0164666589,-35.8954314851,-35.8624218923,-35.8974320665,-35.9094355548,-35.8954314851,-35.8954314851,-35.944445729,-35.8624218923,-35.9344428221,-35.944445729,-35.944445729,-35.944445729,-35.9824567753,-35.8984323572,-35.944445729,-35.9434454383,-35.8494181133,-35.9804561939,139.990517717,140.030513008,140.06650877,140.06650877,140.06650877,140.10150465,140.034512537,140.063509123,140.029513126,140.06650877,139.994517246,140.06650877,140.071508181,140.100504767,140.069508417,140.062509241,139.963520896,140.063509123,140.102504532,140.102504532,140.030513008,140.062509241,140.067508652,139.994517246,140.030513008,139.993517364,140.028513243,140.064509005,140.030513008,140.03151289,140.035512419,140.067508652,104.327,104.29,104.271,104.271,104.271,104.268,104.257,104.287,104.245,104.271,104.276,104.271,104.239,104.297,104.253,104.241,104.264,104.259,104.25,104.25,104.275,104.241,104.268,104.279,104.275,104.279,104.29,104.255,104.275,104.275,104.239,104.286
FLQS30AEGRWV,-36.3497453618,-36.2477236231,-36.2137163769,-36.2137163769,-36.2137163769,-36.2137163769,-36.1657061469,-36.2557253281,-36.1306986876,-36.2137163769,-36.2017138194,-36.2137163769,-36.1286982613,-36.2917330006,-36.1657061469,-36.1296984745,-36.1667063601,-36.1797091307,-36.1657061469,-36.1657061469,-36.2137163769,-36.1296984745,-36.2017138194,-36.2137163769,-36.2137163769,-36.2127161638,-36.254725115,-36.1677065732,-36.2137163769,-36.2137163769,-36.1186961301,-36.2477236231,139.997815384,140.007817871,140.044827075,140.044827075,140.044827075,140.079835781,140.007817871,140.075834786,140.006817623,140.044827075,139.973809414,140.044827075,140.078835532,140.109843244,140.078835532,140.074834537,139.93680021,140.076835035,140.11284399,140.11284399,140.007817871,140.074834537,140.077835284,139.970808668,140.007817871,139.969808419,140.039825831,140.044827075,140.007817871,140.00881812,140.014819613,140.079835781,104.672,104.632,104.615,104.615,104.615,104.612,104.601,104.628,104.587,104.615,104.618,104.615,104.579,104.639,104.594,104.58,104.608,104.599,104.59,104.59,104.619,104.58,104.608,104.623,104.619,104.622,104.632,104.598,104.619,104.619,104.582,104.625
FLQS309TGRWY,-36.2953146251,-36.2043914948,-36.1674227495,-36.1674227495,-36.1674227495,-36.1684219048,-36.1254582279,-36.2063898054,-36.0485232715,-36.1674227495,-36.1634261284,-36.1674227495,-36.0894886379,-36.2433585507,-36.1264573831,-36.0894886379,-36.1264573831,-36.1334514701,-36.1264573831,-36.1264573831,-36.1674227495,-36.0894886379,-36.1624269732,-36.1684219048,-36.1674227495,-36.1674227495,-36.2073889607,-36.1264573831,-36.1674227495,-36.1684219048,-36.075500464,-36.2033923395,140.056812443,140.097809461,140.137806552,140.137806552,140.137806552,140.170804151,140.109808588,140.132806915,140.102809097,140.137806552,140.067811643,140.137806552,140.14580597,140.169804224,140.14580597,140.142806188,140.034814043,140.135806697,140.172804006,140.172804006,140.097809461,140.142806188,140.144806042,140.061812079,140.097809461,140.062812007,140.097809461,140.144806042,140.097809461,140.096809534,140.108808661,140.143806115,104.539,104.5,104.482,104.482,104.482,104.48,104.469,104.498,104.44,104.482,104.488,104.482,104.452,104.508,104.466,104.452,104.477,104.469,104.463,104.463,104.486,104.452,104.48,104.49,104.486,104.49,104.501,104.466,104.486,104.487,104.45,104.496
FLQS309QGRWV,-36.4344010577,-36.3353183826,-36.2982874838,-36.2982874838,-36.2982874838,-36.2992883189,-36.2522490691,-36.3413233932,-36.2152181704,-36.2982874838,-36.290280803,-36.2982874838,-36.2142173353,-36.3773534569,-36.2532499042,-36.2162190055,-36.2522490691,-36.2632582553,-36.2542507393,-36.2542507393,-36.2992883189,-36.2162190055,-36.2892799679,-36.300289154,-36.2992883189,-36.2992883189,-36.3413233932,-36.2542507393,-36.2992883189,-36.2992883189,-36.2002056438,-36.3343175475,139.991129796,140.034125536,140.066122366,140.066122366,140.066122366,140.103118701,140.03812514,140.066122366,140.03812514,140.066122366,140.001128806,140.066122366,140.075121474,140.101118899,140.073121673,140.071121871,139.967132174,140.068122168,140.105118502,140.105118502,140.032125734,140.071121871,140.07012197,139.996129301,140.032125734,139.997129202,140.030125933,140.073121673,140.032125734,140.030125933,140.040124942,140.072121772,104.571,104.528,104.511,104.511,104.511,104.507,104.496,104.528,104.482,104.511,104.514,104.511,104.478,104.538,104.493,104.479,104.503,104.497,104.49,104.49,104.515,104.479,104.507,104.519,104.515,104.518,104.531,104.493,104.515,104.515,104.476,104.524
FLQS309NGRWM,-36.1039730344,-36.0160120813,-35.980028055,-35.980028055,-35.980028055,-35.9810276113,-35.9390462473,-36.0160120813,-35.9070604461,-35.980028055,-35.9760298298,-35.980028055,-35.9080600024,-36.0519961075,-35.9420449161,-35.9070604461,-35.9390462473,-35.9430444724,-35.9410453598,-35.9410453598,-35.9810276113,-35.9070604461,-35.9750302736,-35.980028055,-35.9810276113,-35.980028055,-36.0160120813,-35.9410453598,-35.9810276113,-35.980028055,-35.896065327,-36.0170116375,139.972498168,140.013486308,140.047476472,140.047476472,140.047476472,140.084465769,140.010487175,140.045477051,140.012486597,140.047476472,139.974497589,140.047476472,140.050475605,140.081466637,140.048476183,140.047476472,139.940507424,140.047476472,140.078467505,140.078467505,140.012486597,140.047476472,140.046476762,139.9754973,140.012486597,139.977496721,140.009487465,140.046476762,140.012486597,140.010487175,140.012486597,140.050475605,104.402,104.364,104.347,104.347,104.347,104.344,104.335,104.361,104.322,104.347,104.353,104.347,104.319,104.371,104.333,104.319,104.342,104.333,104.329,104.329,104.351,104.319,104.345,104.354,104.351,104.354,104.365,104.332,104.351,104.351,104.318,104.361
FLQS308YGRWQ,-36.2756577328,-36.1316908407,-36.0976986578,-36.0976986578,-36.0976986578,-36.1416885415,-36.0917000373,-36.1366896911,-36.0557083143,-36.0976986578,-36.0897004971,-36.0976986578,-36.0537087741,-36.2146717577,-36.0926998074,-36.0547085442,-36.0547085442,-36.1076963587,-36.0946993476,-36.0946993476,-36.0986984279,-36.0547085442,-36.0887007271,-36.0976986578,-36.0986984279,-36.1376894612,-36.1776802645,-36.0936995775,-36.0986984279,-36.1406887714,-36.0087191203,-36.1756807244,140.008985695,140.046990306,140.082994674,140.082994674,140.082994674,140.11799892,140.045990184,140.077994067,140.043989942,140.082994674,140.009985816,140.082994674,140.083994795,140.114998556,140.081994552,140.077994067,139.970981084,140.082994674,140.113998435,140.113998435,140.045990184,140.077994067,140.080994431,140.008985695,140.045990184,140.01298618,140.04298982,140.080994431,140.045990184,140.045990184,140.045990184,140.084994916,104.509,104.45,104.434,104.434,104.434,104.447,104.435,104.45,104.422,104.434,104.438,104.434,104.417,104.476,104.432,104.418,104.429,104.438,104.43,104.43,104.438,104.418,104.431,104.441,104.438,104.456,104.469,104.433,104.438,104.454,104.403,104.464
FLQS3084GRWM,-36.346064889,-36.255012118,-36.2179906617,-36.2179906617,-36.2179906617,-36.2179906617,-36.1379442697,-36.2590144376,-36.1019233933,-36.2179906617,-36.2219929813,-36.2179906617,-36.1019233933,-36.2560126979,-36.1869726848,-36.1429471692,-36.1869726848,-36.1819697853,-36.1779674657,-36.1779674657,-36.2199918215,-36.1429471692,-36.2219929813,-36.2209924014,-36.2199918215,-36.2199918215,-36.2570132778,-36.1789680456,-36.2199918215,-36.2189912416,-36.1519523883,-36.255012118,139.960937393,140.00193591,140.034934717,140.034934717,140.034934717,140.070933414,140.031934825,140.038934572,140.030934861,140.034934717,139.94193808,140.034934717,140.03593468,140.102932257,140.011935549,140.066933559,139.976936814,140.037934608,140.102932257,140.102932257,140.000935946,140.066933559,140.011935549,139.964937249,140.000935946,139.964937249,140.046934283,140.068933487,140.000935946,139.999935983,139.976936814,140.03593468,104.327,104.288,104.27,104.27,104.27,104.267,104.24,104.285,104.226,104.27,104.281,104.27,104.226,104.278,104.261,104.238,104.264,104.256,104.248,104.248,104.274,104.238,104.274,104.278,104.274,104.278,104.284,104.252,104.274,104.274,104.251,104.284
FLQS307KGRWV,-36.1110569852,-35.9840251244,-35.948016093,-35.948016093,-35.948016093,-35.948016093,-35.9030048038,-36.0240351593,-35.8679960232,-35.948016093,-35.9410143369,-35.948016093,-35.8679960232,-36.0220346576,-35.9050053055,-35.8679960232,-35.9040050546,-35.9120070616,-35.9050053055,-35.9050053055,-35.948016093,-35.8679960232,-35.940014086,-35.9490163439,-35.948016093,-35.9490163439,-36.0250354102,-35.9050053055,-35.948016093,-35.9840251244,-35.8579935145,-35.9840251244,140.013428872,140.056429925,140.091430783,140.091430783,140.091430783,140.127431664,140.05742995,140.088430709,140.059429999,140.091430783,140.023429117,140.091430783,140.095430881,140.123431566,140.093430832,140.092430807,139.98842826,140.091430783,140.12643164,140.12643164,140.056429925,140.092430807,140.090430758,140.020429044,140.056429925,140.023429117,140.052429827,140.092430807,140.056429925,140.053429852,140.059429999,140.093430832,104.365,104.312,104.295,104.295,104.295,104.291,104.281,104.325,104.268,104.295,104.299,104.295,104.264,104.32,104.278,104.264,104.288,104.281,104.275,104.275,104.299,104.264,104.292,104.302,104.299,104.302,104.328,104.278,104.299,104.313,104.264,104.309
FLQS3072GRWV,-36.2475307491,-36.1096010286,-36.1145984822,-36.1145984822,-36.1145984822,-36.1135989915,-36.067622418,-36.1575765835,-36.0326402425,-36.1145984822,-36.067622418,-36.1145984822,-36.0336397332,-36.1505801484,-36.0696213994,-36.0336397332,-36.0706208902,-36.0796163067,-36.0696213994,-36.0696213994,-36.1155979729,-36.0336397332,-36.1056030657,-36.1145984822,-36.1155979729,-36.1145984822,-36.1575765835,-36.0706208902,-36.1155979729,-36.1155979729,-36.0216458445,-36.1076020471,139.955094486,139.994099529,140.030104184,140.030104184,140.030104184,140.06410858,139.9930994,140.027103796,139.991099141,140.030104184,139.958094874,140.030104184,140.031104313,140.061108192,140.032104442,140.026103667,139.923090348,140.028103925,140.06510871,140.06510871,139.9930994,140.026103667,140.031104313,139.958094874,139.9930994,139.956094615,139.99209927,140.030104184,139.9930994,139.995099658,139.997099917,140.030104184,104.492,104.436,104.434,104.434,104.434,104.43,104.419,104.451,104.406,104.434,104.423,104.434,104.403,104.445,104.416,104.403,104.428,104.421,104.413,104.413,104.438,104.403,104.43,104.441,104.438,104.441,104.454,104.417,104.438,104.438,104.402,104.431
FLQS305NGRWM,-36.345405247,-36.2804313377,-36.2034622452,-36.2034622452,-36.2034622452,-36.2024626466,-36.1594799066,-36.2454453866,-36.1234943569,-36.2034622452,-36.1944658578,-36.2034622452,-36.1224947583,-36.2814309364,-36.196465055,-36.1234943569,-36.1604795052,-36.2134582313,-36.158480308,-36.158480308,-36.2044618438,-36.1234943569,-36.2334502034,-36.2044618438,-36.2044618438,-36.2024626466,-36.2464449852,-36.1604795052,-36.2044618438,-36.2034622452,-36.1154975681,-36.2374485978,140.031329579,140.069341613,140.075343513,140.075343513,140.075343513,140.141364413,140.070341929,140.102352063,140.068341296,140.075343513,140.035330846,140.075343513,140.104352696,140.141364413,140.105353013,140.102352063,139.999319446,140.104352696,140.138363463,140.138363463,140.069341613,140.102352063,140.072342563,140.033330213,140.069341613,140.031329579,140.068341296,140.105353013,140.069341613,140.070341929,140.072342563,140.105353013,104.565,104.536,104.506,104.506,104.506,104.499,104.49,104.52,104.476,104.506,104.507,104.506,104.472,104.529,104.5,104.473,104.497,104.507,104.483,104.483,104.507,104.473,104.518,104.51,104.507,104.51,104.523,104.487,104.507,104.507,104.473,104.516
FLQS305DGRWM,-36.2508680933,-36.1549028568,-36.119915531,-36.119915531,-36.119915531,-36.1539032189,-36.0789303779,-36.1628999598,-36.04494269,-36.119915531,-36.1159169795,-36.119915531,-36.0439430521,-36.1968876478,-36.0799300158,-36.04494269,-36.0819292915,-36.0829289294,-36.07793074,-36.07793074,-36.119915531,-36.04494269,-36.1139177037,-36.119915531,-36.119915531,-36.1209151689,-36.1609006841,-36.0799300158,-36.119915531,-36.1189158931,-36.035945949,-36.1549028568,140.000450269,140.044449782,140.077449417,140.077449417,140.077449417,140.11144904,140.042449804,140.108449074,140.045449771,140.077449417,140.00945017,140.077449417,140.081449373,140.143448686,140.077449417,140.080449384,139.973450568,140.077449417,140.109449063,140.109449063,140.044449782,140.080449384,140.077449417,140.007450192,140.044449782,140.00945017,140.040449826,140.078449406,140.044449782,140.042449804,140.043449793,140.080449384,104.598,104.557,104.54,104.54,104.54,104.55,104.528,104.554,104.515,104.54,104.546,104.54,104.511,104.564,104.525,104.511,104.536,104.526,104.521,104.521,104.544,104.511,104.538,104.547,104.544,104.548,104.56,104.525,104.544,104.544,104.512,104.554
FLQS3057GRWM,-36.1622043794,-36.074211182,-36.0382139648,-36.0382139648,-36.0382139648,-36.0382139648,-35.9972171342,-36.0792107954,-35.9222229318,-36.0382139648,-36.0352141967,-36.0382139648,-35.9642196852,-36.0762110273,-35.9982170569,-35.9622198398,-35.9992169796,-36.001216825,-36.0022167477,-36.0022167477,-36.0402138102,-35.9622198398,-36.0352141967,-36.0402138102,-36.0402138102,-36.0402138102,-36.0792107954,-35.9982170569,-36.0402138102,-36.0402138102,-35.948220922,-36.0752111047,140.149076069,140.190095408,140.220109559,140.220109559,140.220109559,140.25612654,140.19109588,140.220109559,140.192096352,140.220109559,140.155078899,140.220109559,140.230114276,140.254125597,140.227112861,140.227112861,140.121062861,140.223110974,140.294144464,140.294144464,140.190095408,140.227112861,140.225111917,140.152077484,140.190095408,140.154078427,140.186093521,140.227112861,140.190095408,140.18509305,140.189094937,140.226112389,104.455,104.417,104.401,104.401,104.401,104.397,104.388,104.416,104.359,104.401,104.406,104.401,104.371,104.412,104.385,104.371,104.396,104.386,104.38,104.38,104.405,104.371,104.399,104.408,104.405,104.408,104.42,104.385,104.405,104.405,104.369,104.414
FLQS3052GRWY,-35.8738418501,-35.7779358428,-35.74197109,-35.74197109,-35.74197109,-35.7409720691,-35.7010112327,-35.7819319264,-35.6220885808,-35.74197109,-35.6940180863,-35.74197109,-35.6620494172,-35.8178966791,-35.6570543127,-35.6620494172,-35.69801417,-35.7030092745,-35.69801417,-35.69801417,-35.74197109,-35.6620494172,-35.7349779436,-35.74197109,-35.74197109,-35.74197109,-35.78592801,-35.69801417,-35.74197109,-35.7429701109,-35.6061042463,-35.7369759855,140.085740753,140.126736872,140.158733844,140.158733844,140.158733844,140.194730437,140.16173356,140.152734412,140.128736683,140.158733844,140.091740185,140.158733844,140.166733087,140.187731099,140.163733371,140.163733371,140.058743308,140.158733844,140.194730437,140.194730437,140.126736872,140.163733371,140.158733844,140.089740374,140.126736872,140.09074028,140.121737346,140.162733465,140.126736872,140.123737156,140.121737346,140.163733371,104.245,104.204,104.187,104.187,104.187,104.183,104.171,104.203,104.144,104.187,104.175,104.187,104.156,104.213,104.154,104.156,104.18,104.172,104.167,104.167,104.19,104.156,104.184,104.194,104.19,104.194,104.208,104.17,104.19,104.191,104.138,104.185
FLQS304WGRWM,-37.5564038,-37.4460620771,-37.4079065281,-37.4079065281,-37.4079065281,-37.4079065281,-37.3181894263,-37.4553431566,-37.3223143505,-37.4079065281,-37.3986254486,-37.4079065281,-37.3212831195,-37.4924674746,-37.3625323617,-37.3223143505,-37.3181894263,-37.3718134412,-37.3615011306,-37.3615011306,-37.4120314523,-37.3223143505,-37.3986254486,-37.4089377591,-37.4120314523,-37.4079065281,-37.4553431566,-37.3625323617,-37.4120314523,-37.4089377591,-37.3078771157,-37.4460620771,140.089774599,140.131783527,140.165790755,140.165790755,140.165790755,140.203798833,140.134784165,140.16379033,140.135784378,140.165790755,140.100776937,140.165790755,140.174792669,140.200798196,140.172792243,140.168791393,140.063769072,140.168791393,140.203798833,140.203798833,140.091775024,140.168791393,140.170791818,140.094775662,140.091775024,140.095775874,140.127782677,140.170791818,140.091775024,140.130783315,140.142785866,140.170791818,104.627,104.582,104.564,104.564,104.564,104.56,104.534,104.582,104.535,104.564,104.567,104.564,104.531,104.592,104.546,104.532,104.541,104.55,104.543,104.543,104.573,104.532,104.56,104.572,104.573,104.571,104.586,104.547,104.573,104.568,104.529,104.578
FLQS3047GRWM,-36.2359501407,-36.1338685843,-36.0978397996,-36.0978397996,-36.0978397996,-36.0978397996,-36.0518030193,-36.1388725821,-36.0167750342,-36.0978397996,-36.089833403,-36.0978397996,-36.0167750342,-36.1739005672,-36.0538046184,-36.0167750342,-36.0538046184,-36.061811015,-36.0538046184,-36.0538046184,-36.0978397996,-36.0167750342,-36.089833403,-36.0978397996,-36.0978397996,-36.0978397996,-36.1378717825,-36.0538046184,-36.0978397996,-36.0988405992,-36.0067670385,-36.1328677847,140.016703839,140.02170315,140.055698465,140.055698465,140.055698465,140.091693504,140.023702874,140.054698603,140.024702737,140.055698465,139.987707835,140.055698465,140.061697638,140.091693504,140.058698052,140.058698052,139.952712658,140.057698189,140.090693642,140.090693642,140.02170315,140.058698052,140.058698052,139.984708248,140.02170315,139.985708111,140.018703563,140.059697914,140.02170315,140.018703563,140.024702737,140.060697776,104.586,104.546,104.529,104.529,104.529,104.525,104.515,104.545,104.501,104.529,104.533,104.529,104.497,104.555,104.512,104.498,104.522,104.515,104.508,104.508,104.532,104.498,104.525,104.536,104.532,104.536,104.548,104.512,104.532,104.533,104.497,104.542
FLQS303BGRWM,-35.7875062365,-35.7345069678,-35.6995074507,-35.6995074507,-35.6995074507,-35.6995074507,-35.6195085544,-35.740506885,-35.5855090235,-35.6995074507,-35.6905075748,-35.6995074507,-35.5835090511,-35.7755064021,-35.6555080577,-35.5845090373,-35.6565080439,-35.666507906,-35.6205085406,-35.6205085406,-35.6995074507,-35.5845090373,-35.6905075748,-35.6995074507,-35.6995074507,-35.6995074507,-35.7415068712,-35.6565080439,-35.6995074507,-35.7005074369,-35.6095086924,-35.7365069402,140.013162781,140.09614332,140.12513652,140.12513652,140.12513652,140.161128079,140.093144023,140.127136051,140.094143788,140.12513652,140.060151761,140.12513652,140.131135113,140.162127844,140.129135582,140.129135582,140.025159967,140.129135582,140.16312761,140.16312761,140.091144492,140.129135582,140.129135582,140.05815223,140.091144492,140.057152464,140.095143554,140.130135347,140.091144492,140.090144726,140.098142851,140.134134409,104.259,104.23,104.214,104.214,104.214,104.21,104.186,104.229,104.173,104.214,104.217,104.214,104.168,104.239,104.196,104.169,104.207,104.201,104.18,104.18,104.217,104.169,104.21,104.22,104.217,104.22,104.233,104.197,104.217,104.217,104.182,104.227
FLQS3024GRWM,-36.108315934,-36.0103286451,-35.9753331849,-35.9753331849,-35.9753331849,-35.9753331849,-35.9353383731,-36.0173277372,-35.9003429128,-35.9753331849,-35.9713337037,-35.9753331849,-35.8983431722,-36.0523231975,-35.9353383731,-35.8993430425,-35.9363382434,-35.9393378543,-35.9363382434,-35.9363382434,-35.9753331849,-35.8993430425,-35.9703338334,-35.9763330551,-35.9753331849,-35.9753331849,-36.0173277372,-35.9353383731,-35.9753331849,-35.9763330551,-35.8833451178,-36.0113285154,140.140167086,140.175166129,140.210165172,140.210165172,140.210165172,140.246164187,140.177166074,140.207165254,140.177166074,140.210165172,140.141167059,140.210165172,140.215165035,140.242164296,140.21316509,140.210165172,140.106168016,140.209165199,140.280163257,140.280163257,140.175166129,140.210165172,140.212165117,140.139167113,140.175166129,140.138167141,140.171166238,140.212165117,140.175166129,140.174166156,140.178166047,140.21316509,104.581,104.54,104.523,104.523,104.523,104.52,104.511,104.539,104.498,104.523,104.528,104.523,104.493,104.55,104.508,104.494,104.518,104.51,104.501,104.501,104.527,104.494,104.521,104.53,104.527,104.53,104.543,104.508,104.527,104.527,104.491,104.536
FLQS301GGRWM,-36.2883672305,-36.1974189417,-36.1224615608,-36.1224615608,-36.1224615608,-36.1214621291,-36.0724899736,-36.1634382624,-36.0365104308,-36.1224615608,-36.1604399671,-36.1224615608,-36.0744888371,-36.2373962115,-36.0714905418,-36.035510999,-36.0724899736,-36.1234609926,-36.0714905418,-36.0714905418,-36.2034155322,-36.035510999,-36.1484467862,-36.1234609926,-36.2034155322,-36.1584411036,-36.243392802,-36.0554996339,-36.2034155322,-36.1234609926,-36.0205195228,-36.19641951,140.047968759,140.091962781,140.127957889,140.127957889,140.127957889,140.164952862,140.093962509,140.124958297,140.093962509,140.127957889,140.063966585,140.127957889,140.136956666,140.16195327,140.134956938,140.126958025,140.021972292,140.131957346,140.167952454,140.167952454,140.096962101,140.126958025,140.134956938,140.0579674,140.096962101,140.025971748,140.097961965,140.133957074,140.096962101,140.093962509,140.09896183,140.133957074,104.351,104.312,104.279,104.279,104.279,104.276,104.264,104.295,104.25,104.279,104.3,104.279,104.26,104.32,104.259,104.246,104.271,104.279,104.256,104.256,104.313,104.246,104.289,104.287,104.313,104.303,104.329,104.253,104.313,104.283,104.243,104.307
FLQS301EGRWQ,-36.1234043575,-35.9903881394,-35.9913882614,-35.9913882614,-35.9913882614,-35.9923883833,-35.947382896,-36.0323932609,-35.9113785062,-35.9913882614,-35.9493831399,-35.9913882614,-35.9123786281,-36.0693977727,-35.948383018,-35.9103783842,-35.9493831399,-35.9563839935,-35.947382896,-35.947382896,-35.9923883833,-35.9103783842,-35.9843874078,-35.9923883833,-35.9923883833,-35.9923883833,-36.0323932609,-35.948383018,-35.9923883833,-35.9923883833,-35.9023774087,-35.9893880175,140.116444684,140.156456805,140.188466501,140.188466501,140.188466501,140.22447741,140.153455896,140.188466501,140.152455593,140.188466501,140.11844529,140.188466501,140.189466804,140.256487107,140.189466804,140.186465895,140.082434382,140.189466804,140.222476804,140.222476804,140.153455896,140.186465895,140.187466198,140.117444987,140.153455896,140.117444987,140.152455593,140.188466501,140.153455896,140.153455896,140.153455896,140.193468017,104.597,104.542,104.54,104.54,104.54,104.536,104.526,104.555,104.512,104.54,104.53,104.54,104.509,104.562,104.523,104.509,104.534,104.526,104.519,104.519,104.543,104.509,104.537,104.547,104.543,104.547,104.559,104.523,104.543,104.543,104.509,104.538
FLQS300VGRWQ,-35.9222418869,-35.8331941882,-35.7941732865,-35.7941732865,-35.7941732865,-35.7931727505,-35.7621561363,-35.8371963319,-35.7251363065,-35.7941732865,-35.7981754302,-35.7941732865,-35.7241357706,-35.8732156258,-35.7611556004,-35.7251363065,-35.7641572082,-35.7581539926,-35.7591545285,-35.7591545285,-35.7971748943,-35.7251363065,-35.7971748943,-35.7981754302,-35.7971748943,-35.801177038,-35.8371963319,-35.7611556004,-35.7971748943,-35.7951738224,-35.717132019,-35.8331941882,140.080732498,140.122732717,140.156732895,140.156732895,140.156732895,140.192733083,140.124732728,140.15573289,140.124732728,140.156732895,140.089732545,140.156732895,140.162732926,140.192733083,140.159732911,140.158732905,140.054732362,140.156732895,140.192733083,140.192733083,140.122732717,140.158732905,140.158732905,140.087732534,140.122732717,140.09073255,140.119732701,140.158732905,140.122732717,140.121732712,140.123732722,140.159732911,104.345,104.307,104.289,104.289,104.289,104.285,104.279,104.305,104.266,104.289,104.297,104.289,104.261,104.315,104.276,104.262,104.287,104.275,104.272,104.272,104.293,104.262,104.29,104.297,104.293,104.298,104.309,104.276,104.293,104.293,104.262,104.303
