,Distance_X_LOGO_Nfc_Up1,Distance_X_LOGO_Nfc_Up2,Distance_X_LOGO_Nfc_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Nfc_Up1,Distance_Y_LOGO_Nfc_Up2,Distance_Y_LOGO_Nfc_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Nfc_Up1,Angle_Nfc_Up2,Angle_Nfc_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30CMGRWQ,-67.4103429557,-67.3084210592,-67.2324792539,-67.3423950247,-67.3783674587,-67.4133406585,-67.3084210592,-67.3403965561,-67.2714493908,-67.3773682244,-67.4103429557,-67.3074218249,-67.1975060541,-67.4113421899,-67.336399619,-67.4113421899,-67.3074218249,-67.3393973218,-67.3024256535,-67.2714493908,-67.3074218249,-67.3443934932,-67.3433942589,-67.2374754253,-67.3104195277,-67.2314800196,-67.2064991627,-67.2015029913,-67.1715259629,-67.1335550603,-67.2374754253,-67.2094968655,143.915833986,143.917834511,143.9208353,143.988853182,143.99185397,143.9478424,143.951843452,144.01886107,143.917834511,143.953843978,143.91383346,143.851817156,143.994854759,143.950843189,143.979850815,143.917834511,143.954844241,143.953843978,143.986852656,143.982851604,144.050869485,143.950843189,144.023862385,144.119887629,144.24191971,144.154896833,144.202909455,144.158897885,144.17090104,144.142893677,144.155897096,144.273928125,115.303,115.269,115.244,115.27,115.281,115.299,115.264,115.265,115.257,115.286,115.303,115.279,115.221,115.298,115.269,115.303,115.264,115.274,115.257,115.247,115.249,115.276,115.265,115.215,115.221,115.208,115.193,115.198,115.186,115.178,115.21,115.183
FLQS30BWGRWY,-67.1798953562,-67.0768617754,-66.9998366713,-67.1128735124,-67.1488852494,-67.1828963343,-67.0778621014,-67.0768617754,-67.0418503644,-67.1138738384,-67.1808956823,-67.0758614494,-66.9328148274,-67.1808956823,-67.0748611233,-67.1818960083,-67.0758614494,-67.0788624275,-67.0698594932,-67.0408500384,-67.0748611233,-67.1128735124,-67.1128735124,-67.0028376494,-67.0448513425,-66.9958353672,-66.9698268905,-66.9668259124,-66.9058060247,-66.8697942877,-67.0048383014,-66.9718275425,144.032554317,144.028557465,144.031555104,144.1005008,144.101500013,144.067526771,144.059533068,144.12747955,144.026559039,144.07052441,144.031555104,143.960610983,144.13747168,144.069525197,144.061531494,144.030555891,144.065528346,144.037550382,144.094505522,144.092507096,144.164450431,144.06352992,144.134474041,144.223403996,144.35530011,144.265370942,144.311334739,144.268368581,144.281358349,144.257377238,144.220406358,144.390272564,115.167,115.134,115.108,115.135,115.146,115.163,115.13,115.119,115.123,115.14,115.168,115.144,115.07,115.162,115.128,115.168,115.128,115.133,115.122,115.113,115.113,115.141,115.13,115.08,115.074,115.072,115.056,115.062,115.04,115.032,115.081,115.045
FLQS30BJGRWV,-67.1996029667,-67.0945738913,-67.0295558923,-67.13058386,-67.1655935518,-67.2006032436,-67.0955741682,-67.1345849676,-67.0605644764,-67.1655935518,-67.1996029667,-67.0945738913,-66.9925456467,-67.2006032436,-67.1325844138,-67.2006032436,-67.0945738913,-67.13058386,-67.0985749989,-67.0635653072,-67.0965744451,-67.13058386,-67.13058386,-67.0295558923,-67.0995752759,-67.0265550616,-66.9945462005,-66.9955464774,-66.9595365087,-66.92352654,-67.0275553385,-66.989544816,143.954480382,143.959479495,143.960479318,144.025467797,144.025467797,143.987474533,143.989474178,144.070459821,143.951480913,143.990474001,143.954480382,143.887492257,144.061461416,143.990474001,144.003471697,143.955480204,143.989474178,143.955480204,144.020468683,144.034466202,144.102454149,143.988474355,144.059461771,144.209435184,144.312416928,144.202436425,144.279422777,144.242429335,144.247428449,144.207435539,144.189438729,144.355409307,114.898,114.864,114.842,114.865,114.877,114.894,114.859,114.86,114.854,114.882,114.899,114.875,114.815,114.893,114.869,114.899,114.859,114.876,114.855,114.842,114.842,114.871,114.86,114.804,114.812,114.804,114.782,114.788,114.776,114.77,114.807,114.769
FLQS30AEGRWV,-67.3920525451,-67.2880246788,-67.2200064585,-67.3230340569,-67.3600439708,-67.3950533489,-67.2890249467,-67.3250345927,-67.2530153007,-67.356042899,-67.3910522771,-67.2880246788,-67.1849970804,-67.393052813,-67.3230340569,-67.394053081,-67.2880246788,-67.321033521,-67.2900252147,-67.2550158366,-67.2900252147,-67.3250345927,-67.3240343248,-67.2200064585,-67.2920257506,-67.2200064585,-67.1849970804,-67.2200064585,-67.1499877023,-67.1149783242,-67.2210067264,-67.1869976163,144.032171278,144.035171949,144.038172619,144.098186024,144.102186917,144.064178428,144.064178428,144.136194513,144.032171278,144.067179098,144.030170832,143.961155416,144.105187587,144.069179545,144.066178874,144.032171278,144.066178874,144.030170832,144.103187141,144.102186917,144.168201662,144.063178204,144.134194066,144.237217078,144.343240759,144.277226014,144.31123361,144.242218195,144.278226238,144.241217971,144.239217525,144.389251036,115.19,115.156,115.133,115.158,115.169,115.186,115.152,115.153,115.145,115.173,115.191,115.167,115.112,115.185,115.162,115.191,115.151,115.167,115.146,115.135,115.136,115.164,115.152,115.103,115.11,115.097,115.08,115.102,115.074,115.068,115.103,115.069
FLQS309TGRWY,-67.3143966959,-67.2134875447,-67.1465478107,-67.2474569619,-67.2824254797,-67.318393098,-67.2144866452,-67.2494551629,-67.1775199264,-67.2804272787,-67.3163948969,-67.2124884442,-67.1105801924,-67.3163948969,-67.2494551629,-67.3173939975,-67.2124884442,-67.2464578614,-67.2154857457,-67.1805172279,-67.2134875447,-67.2504542634,-67.2464578614,-67.1455487102,-67.2154857457,-67.1445496096,-67.1095810919,-67.1105801924,-67.0766107751,-67.0406431569,-67.1445496096,-67.1055846899,144.034943205,144.036943343,144.042943758,144.106948176,144.108948314,144.067945484,144.068945553,144.143950731,144.033943136,144.070945691,144.031942998,143.964938373,144.108948314,144.069945622,144.073945898,144.033943136,144.069945622,144.035943274,144.105948107,144.108948314,144.174952871,144.068945553,144.141950592,144.256958532,144.355965367,144.282960327,144.317962743,144.291960948,144.285960534,144.256958532,144.254958394,144.391967852,115.071,115.037,115.014,115.037,115.049,115.067,115.033,115.033,115.026,115.054,115.071,115.048,114.993,115.066,115.043,115.072,115.032,115.048,115.027,115.016,115.016,115.044,115.032,114.982,114.989,114.977,114.96,114.965,114.954,114.947,114.981,114.948
FLQS309QGRWV,-67.4169658395,-67.3128747969,-67.2458161445,-67.3479054362,-67.3859387018,-67.4199684657,-67.3138756723,-67.3479054362,-67.2758424067,-67.3819352002,-67.4159649641,-67.3158774231,-67.2087837543,-67.4169658395,-67.3469045608,-67.4169658395,-67.3148765477,-67.3469045608,-67.3148765477,-67.2798459084,-67.3138756723,-67.3499071871,-67.3479054362,-67.2438143936,-67.3168782985,-67.2418126428,-67.2097846297,-67.2087837543,-67.173753115,-67.1367207248,-67.244815269,-67.2107855051,143.923227257,143.918227805,143.924227147,143.988220134,143.991219805,143.918227805,143.951224188,144.029215641,143.921227476,143.956223641,143.921227476,143.848235475,143.996219257,143.958223421,143.958223421,143.922227366,143.953223969,143.921227476,143.993219586,143.992219696,144.064211806,143.949224408,144.023216299,144.147202711,144.244192082,144.16820041,144.211195698,144.183198766,144.177199423,144.14520293,144.143203149,144.243192191,115.073,115.04,115.017,115.041,115.052,115.075,115.035,115.034,115.027,115.057,115.073,115.051,114.994,115.068,115.045,115.073,115.035,115.05,115.029,115.018,115.018,115.047,115.035,114.982,114.991,114.978,114.961,114.965,114.955,114.948,114.983,114.957
FLQS309NGRWM,-66.9889265648,-66.8829757111,-66.8120086298,-66.9199585562,-66.955941865,-66.9899261011,-66.8859743201,-66.9169599472,-66.8469924023,-66.9539427923,-66.9869274921,-66.8879733928,-66.7750257846,-66.9879270284,-66.9159604108,-66.9879270284,-66.8849747838,-66.9179594835,-66.8809766384,-66.848991475,-66.8829757111,-66.9219576289,-66.9209580926,-66.8140077025,-66.8869738565,-66.8080104844,-66.7800234664,-66.7770248573,-66.745039694,-66.7070573124,-66.8140077025,-66.7790239301,143.957750534,143.984735117,143.953752818,144.050697429,144.054695145,143.986733975,143.985734546,144.052696287,143.952753389,143.989732261,143.957750534,143.885791647,144.024712276,143.993729977,143.982736259,143.957750534,144.02071456,143.957750534,144.054695145,144.016716844,144.088675731,143.984735117,144.057693432,144.164632333,144.282564953,144.198612919,144.250583226,144.20760778,144.217602069,144.185620342,144.15763633,144.306551249,114.888,114.85,114.831,114.852,114.863,114.885,114.851,114.85,114.843,114.872,114.888,114.866,114.808,114.883,114.861,114.888,114.845,114.865,114.838,114.834,114.834,114.863,114.851,114.8,114.806,114.793,114.776,114.781,114.769,114.762,114.801,114.767
FLQS308YGRWQ,-67.3559005153,-67.2539248896,-67.179942573,-67.2879167649,-67.3239081622,-67.3598995595,-67.2549246507,-67.2859172428,-67.2189332534,-67.320908879,-67.3559005153,-67.2539248896,-67.1449509367,-67.3559005153,-67.2829179597,-67.3579000374,-67.2529251286,-67.2849174818,-67.2489260845,-67.2189332534,-67.2519253676,-67.290916048,-67.2889165259,-67.180942334,-67.2579239338,-67.1739440068,-67.1499497419,-67.1459506978,-67.1159578667,-67.0819659915,-67.1829418561,-67.153948786,143.968188435,143.972189162,143.973189344,144.040201534,144.042201898,144.003194802,144.003194802,144.066206264,143.970188798,144.005195166,143.968188435,143.903176609,144.045202444,144.006195348,143.996193529,143.969188616,144.005195166,143.97118898,144.03820117,144.03320026,144.103212996,144.003194802,144.073207538,144.159223185,144.284245927,144.20323119,144.246239013,144.199230462,144.213233009,144.184227733,144.156222639,144.292247382,115.061,115.027,115.003,115.028,115.039,115.057,115.023,115.023,115.016,115.044,115.061,115.038,114.98,115.055,115.033,115.062,115.022,115.038,115.015,115.006,115.007,115.035,115.023,114.975,114.981,114.966,114.951,114.957,114.945,114.938,114.976,114.946
FLQS3084GRWM,-67.418781366,-67.3147184187,-67.239673024,-67.3497396029,-67.3867619976,-67.4207825765,-67.3177202345,-67.3457371818,-67.2806978398,-67.3837601818,-67.418781366,-67.3137178134,-67.2046518398,-67.418781366,-67.3437359713,-67.418781366,-67.3147184187,-67.3487389976,-67.3087147871,-67.2806978398,-67.3127172081,-67.3517408134,-67.3507402081,-67.2426748398,-67.319721445,-67.2336693924,-67.2106554714,-67.2076536556,-67.1776354977,-67.1416137083,-67.243675445,-67.2126566819,143.958202772,143.963202675,143.959202752,144.029201392,144.031201353,143.992202111,143.98920217,144.056200868,143.961202714,143.993202092,143.956202811,143.893204035,144.034201295,143.995202053,143.99020215,143.958202772,143.996202034,143.959202752,144.030201373,144.024201489,144.093200149,143.992202111,144.063200732,144.14819908,144.283196457,144.191198245,144.23619737,144.187198322,144.203198011,144.182198419,144.142199197,144.317195796,114.859,114.824,114.8,114.826,114.837,114.854,114.821,114.82,114.813,114.842,114.859,114.834,114.777,114.853,114.83,114.859,114.819,114.836,114.812,114.804,114.804,114.832,114.82,114.772,114.777,114.763,114.749,114.755,114.743,114.734,114.774,114.737
FLQS307KGRWV,-67.1193590643,-67.0143319012,-66.9403127576,-67.0483406969,-67.08435001,-67.1183588056,-67.0153321599,-67.0463401795,-66.9793228468,-67.0833497513,-67.1183588056,-67.0113311251,-66.906303962,-67.1183588056,-67.0463401795,-67.1183588056,-67.0133316425,-67.0483406969,-67.0103308664,-66.9793228468,-67.0113311251,-67.0503412143,-67.0493409556,-66.9433135337,-67.0113311251,-66.942313275,-66.909304738,-66.9083044793,-66.8752959424,-66.840286888,-66.942313275,-66.906303962,144.029061251,144.030061266,144.028061237,144.105062339,144.106062353,144.066061781,144.062061724,144.139062826,144.033061308,144.067061795,144.026061208,143.964060321,144.104062325,144.063061738,144.069061824,144.030061266,144.070061838,144.034061323,144.093062167,144.090062124,144.158063097,144.067061795,144.137062797,144.20506377,144.349065831,144.259064543,144.294065044,144.246064357,144.265064629,144.231064142,144.214063899,144.384066332,114.887,114.853,114.829,114.852,114.864,114.881,114.848,114.846,114.841,114.869,114.887,114.862,114.806,114.882,114.857,114.886,114.846,114.863,114.842,114.832,114.832,114.859,114.848,114.803,114.803,114.794,114.778,114.785,114.771,114.765,114.801,114.763
FLQS3072GRWV,-67.2197004703,-67.1157550559,-67.0457917961,-67.1517361609,-67.1877172659,-67.2206999454,-67.116754531,-67.1507366857,-67.0827723763,-67.1857183156,-67.2197004703,-67.1157550559,-67.0098106911,-67.2197004703,-67.1497372106,-67.2197004703,-67.1157550559,-67.1497372106,-67.1147555807,-67.0847713265,-67.116754531,-67.152735636,-67.1517361609,-67.0487902215,-67.1197529564,-67.0427933707,-67.0148080668,-67.0128091165,-66.9808259121,-66.9448448071,-67.0487902215,-67.0138085917,143.923560868,143.928561686,143.924561032,143.997572984,143.99657282,143.954565943,143.960566926,144.033578878,143.926561359,143.96156709,143.923560868,143.856549898,143.99657282,143.960566926,143.964567581,143.922560704,143.963567417,143.92956185,143.995572656,143.99657282,144.067584445,143.954565943,144.033578878,144.14659738,144.25661539,144.165600491,144.222609823,144.183603438,144.187604093,144.152598362,144.139596234,144.278618992,115.014,114.979,114.957,114.98,114.992,115.009,114.974,114.974,114.968,114.996,115.013,114.99,114.934,115.008,114.984,115.014,114.973,114.99,114.968,114.958,114.958,114.987,114.974,114.923,114.93,114.919,114.901,114.906,114.895,114.889,114.924,114.892
FLQS305NGRWM,-67.4838008466,-67.3678527337,-67.2948853867,-67.4038366308,-67.4418196333,-67.4838008466,-67.3698518391,-67.4008379727,-67.3318688366,-67.4388209752,-67.4838008466,-67.3788478134,-67.2599010423,-67.4838008466,-67.3988388673,-67.4838008466,-67.3788478134,-67.4018375254,-67.3788478134,-67.333867942,-67.3678527337,-67.4058357362,-67.4048361835,-67.2978840448,-67.3738500499,-67.3088791245,-67.2738947801,-67.2738947801,-67.2389104357,-67.1949301169,-67.2988835975,-67.2688970166,143.900232623,143.910233681,143.940236857,144.007243951,143.977240775,143.935236328,143.942237069,144.008244056,143.911233787,143.944237281,143.900232623,143.830225212,143.982241304,143.935236328,143.941236963,143.900232623,143.935236328,143.913233999,143.970240033,144.010244268,144.045247973,143.940236857,144.01224448,144.122256125,144.245269147,144.14525856,144.180262265,144.14525856,144.14525856,144.14525856,144.109254749,144.270271793,115.142,115.102,115.074,115.099,115.116,115.136,115.098,115.098,115.09,115.12,115.142,115.118,115.056,115.136,115.108,115.142,115.102,115.113,115.097,115.076,115.082,115.11,115.099,115.047,115.053,115.047,115.031,115.036,115.024,115.01,115.049,115.015
FLQS305DGRWM,-67.2143620889,-67.1124009805,-67.0974066998,-67.1473876353,-67.1833739089,-67.2183605638,-67.1673800095,-67.1443887792,-67.079413563,-67.1803750528,-67.2143620889,-67.1114013617,-67.0024429223,-67.2143620889,-67.1413899231,-67.2163613263,-67.1114013617,-67.1453883979,-67.1074028869,-67.1323933547,-67.1124009805,-67.1513861102,-67.148387254,-67.0974066998,-67.1163994553,-67.0364299585,-67.0624200449,-67.0624200449,-67.0274333901,-66.941466181,-67.0974066998,-67.0624200449,144.004633336,144.006633359,143.950632723,144.079634187,144.077634164,144.03763371,143.98563312,144.098634402,144.006633359,144.041633756,144.000633291,143.934632542,144.076634153,144.03763371,144.031633642,144.001633302,144.040633744,144.006633359,144.063634005,144.020633517,144.132634788,144.039633733,144.110634538,144.160635105,144.319636909,144.233635933,144.230635899,144.195635502,144.195635502,144.218635763,144.160635105,144.300636693,115.106,115.072,115.076,115.073,115.085,115.102,115.094,115.069,115.062,115.089,115.107,115.083,115.026,115.101,115.078,115.107,115.067,115.083,115.062,115.077,115.053,115.08,115.068,115.044,115.026,115.013,115.022,115.027,115.016,114.984,115.044,115.012
FLQS3057GRWM,-67.1626558231,-67.0576657405,-66.9826728243,-67.0916625292,-67.1286590345,-67.1646556342,-67.0596655516,-67.087662907,-67.0226690463,-67.1266592234,-67.1626558231,-67.0576657405,-66.9446764134,-67.1636557287,-67.0866630014,-67.1626558231,-67.0576657405,-67.0916625292,-67.0516663072,-67.0226690463,-67.0566658349,-67.0946622458,-67.0926624347,-66.9846726354,-67.058665646,-66.9786732021,-66.9536755634,-66.9496759412,-66.9176789636,-66.8816823639,-66.985672541,-66.9516757523,144.132334766,144.130333178,144.123327621,144.200388751,144.20539272,144.165360965,144.164360171,144.22841098,144.130333178,144.167362552,144.129332384,144.060277606,144.198387163,144.166361758,144.15635382,144.13333556,144.165360965,144.131333972,144.1923824,144.1923824,144.265440354,144.163359377,144.235416537,144.346504659,144.462596751,144.362517361,144.422564995,144.383534033,144.387537209,144.363518155,144.33649672,144.48561501,114.983,114.949,114.926,114.95,114.961,114.979,114.945,114.944,114.938,114.966,114.984,114.96,114.902,114.978,114.955,114.983,114.944,114.96,114.938,114.929,114.928,114.957,114.945,114.893,114.899,114.888,114.871,114.876,114.865,114.857,114.895,114.861
FLQS3052GRWY,-67.0324772526,-66.9195926468,-66.8466671936,-66.9545569052,-66.9895211637,-67.0254844009,-66.9275844773,-66.9625487357,-66.8926202189,-66.987523206,-67.0324772526,-66.918593668,-66.812701914,-67.0234864433,-66.9625487357,-67.0244854221,-66.9195926468,-66.9625487357,-66.9145977528,-66.8926202189,-66.9195926468,-66.9575538417,-66.9625487357,-66.8576559605,-66.9235885621,-66.8446692359,-66.8226917021,-66.8226917021,-66.7877274437,-66.7467693124,-66.84966413,-66.8226917021,144.013667857,144.059661045,144.055661637,144.131650381,144.131650381,144.094655861,144.048662674,144.118652307,144.013667857,144.092656157,144.013667857,143.98867156,144.133650085,144.092656157,144.048662674,144.058661193,144.092656157,144.013667857,144.122651714,144.08365749,144.186642235,144.095655713,144.118652307,144.223636756,144.365615725,144.287627277,144.293626388,144.258631572,144.258631572,144.268630091,144.244633645,144.433605654,114.848,114.804,114.781,114.805,114.816,114.833,114.808,114.809,114.802,114.821,114.848,114.814,114.758,114.833,114.82,114.838,114.799,114.825,114.793,114.792,114.785,114.811,114.809,114.759,114.759,114.745,114.737,114.742,114.731,114.716,114.753,114.716
FLQS304WGRWM,-69.9816661503,-69.8753518197,-69.7979384722,-69.9125102265,-69.9496686333,-69.9857948621,-69.8784483536,-69.9083815146,-69.8392255908,-69.9465720994,-69.9816661503,-69.8743196417,-69.7607800654,-69.9816661503,-69.9063171587,-69.9837305062,-69.8743196417,-69.9104458706,-69.8681265739,-69.8402577688,-69.8743196417,-69.9156067604,-69.9135424045,-69.8010350061,-69.8774161756,-69.7948419383,-69.7680053111,-69.7649087772,-69.7318790823,-69.6947206755,-69.803099362,-69.7700696671,144.045770589,144.042769803,144.042769803,144.1117879,144.116789211,144.073777933,144.069776884,144.137794719,144.039769016,144.078779245,144.042769803,143.977752754,144.114788687,144.083780556,144.068776622,144.039769016,144.080779769,144.045770589,144.112788162,144.10278554,144.172803899,144.071777409,144.14679708,144.234820161,144.355851897,144.277831439,144.322843241,144.27383039,144.284833275,144.255825669,144.234820161,144.404864748,115.263,115.23,115.205,115.231,115.242,115.26,115.227,115.226,115.219,115.247,115.263,115.239,115.183,115.257,115.236,115.264,115.224,115.24,115.217,115.209,115.21,115.238,115.226,115.177,115.183,115.168,115.153,115.16,115.148,115.14,115.178,115.141
FLQS3047GRWM,-67.2270445278,-67.1239601238,-67.0478978451,-67.2170363332,-67.1970199441,-67.2290461667,-67.1249609432,-67.1559863464,-67.0889314428,-67.1930166663,-67.2270445278,-67.1229593043,-67.0128691641,-67.2280453473,-67.1539847075,-67.2280453473,-67.1229593043,-67.1569871658,-67.117955207,-67.0889314428,-67.1209576654,-67.1609904437,-67.1599896242,-67.0519011229,-67.1820076523,-67.0468970256,-67.0198749003,-67.014870803,-66.9868478583,-66.9518191773,-67.0529019424,-67.0208757198,144.006279279,144.01027887,144.008279075,144.003279586,144.076272124,144.035276315,144.042275599,144.104269262,144.005279381,144.040275804,144.006279279,143.939286127,144.076272124,144.045275293,144.038276008,144.005279381,144.044275395,144.01027887,144.072272533,144.067273044,144.140265583,144.035276315,144.109268751,144.207258734,144.248254544,144.243255055,144.288250455,144.248254544,144.255253828,144.226256792,144.202259245,144.3582433,115.094,115.059,115.035,115.091,115.073,115.09,115.055,115.056,115.049,115.077,115.094,115.07,115.013,115.088,115.065,115.094,115.054,115.07,115.048,115.039,115.039,115.068,115.056,115.006,115.042,114.999,114.983,114.988,114.977,114.97,115.007,114.973
FLQS303BGRWM,-66.8829802991,-66.7779834698,-66.7079855835,-66.8129824129,-66.8489813258,-66.8839802689,-66.7789834396,-66.8099825035,-66.7419845569,-66.8489813258,-66.8829802991,-66.7799834094,-66.6719866706,-66.8829802991,-66.8109824733,-66.8819803293,-66.7779834698,-66.8129824129,-66.7769835,-66.7459844361,-66.7759835302,-66.8149823525,-66.8109824733,-66.7089855534,-66.7789834396,-66.7049856741,-66.6759865498,-66.6739866102,-66.6389876671,-66.6019887844,-66.7089855534,-66.6739866102,144.036863822,144.032865547,144.036863822,144.100836225,144.105834069,144.065851317,144.062852611,144.142818114,144.030866409,144.068850024,144.035864253,143.9638953,144.1048345,144.07184873,144.07184873,144.035864253,144.067850455,144.035864253,144.103834931,144.107833207,144.174804316,144.061853042,144.135821133,144.268763783,144.372718937,144.278759471,144.337734029,144.305747828,144.301749553,144.268763783,144.257768526,144.389711607,114.823,114.789,114.765,114.79,114.801,114.819,114.785,114.783,114.777,114.806,114.823,114.8,114.743,114.817,114.794,114.823,114.784,114.8,114.778,114.767,114.767,114.796,114.784,114.731,114.738,114.728,114.709,114.713,114.703,114.695,114.732,114.701
FLQS3024GRWM,-67.0156056963,-66.949614947,-66.8506288229,-66.9846100413,-67.0216048554,-67.0166055562,-66.9146198526,-66.9516146666,-66.9116202731,-66.9816104618,-67.0146058365,-66.9166195723,-66.812634149,-67.0136059766,-66.9516146666,-67.0146058365,-66.9506148068,-66.9816104618,-66.9226187313,-66.8826243378,-66.9146198526,-66.9856099012,-66.9836101815,-66.8456295237,-66.9526145265,-66.8416300844,-66.8076348498,-66.8086347097,-66.7746394752,-66.7356449415,-66.843629804,-66.80663499,144.096768486,144.090767829,144.10676958,144.157775162,144.1617756,144.128771988,144.121771222,144.223782385,144.086767391,144.129772097,144.098768705,144.028761044,144.180777679,144.136772863,144.150774396,144.100768924,144.128771988,144.095768376,144.212781181,144.212781181,144.255785887,144.123771441,144.198779649,144.348796065,144.449807119,144.356796941,144.450807228,144.424804383,144.385800114,144.354796722,144.341795299,144.46480876,115.079,115.058,115.023,115.059,115.071,115.074,115.042,115.038,115.046,115.062,115.078,115.056,114.999,115.072,115.049,115.078,115.052,115.068,115.031,115.017,115.021,115.065,115.052,114.985,115.005,114.982,114.957,114.961,114.956,114.948,114.985,114.954
FLQS301GGRWM,-67.60812263,-67.5071791835,-67.4292228584,-67.60812263,-67.5761405479,-67.6780834346,-67.5091780636,-67.5361629453,-67.4711993411,-67.5741416678,-67.6091220701,-67.5041808633,-67.3942424561,-67.6780834346,-67.5331646251,-67.6131198303,-67.5071791835,-67.5401607056,-67.4981842229,-67.4701999011,-67.5041808633,-67.5441584659,-67.60812263,-67.4312217385,-67.5061797434,-67.4262245382,-67.4022379766,-67.3962413363,-67.3692564545,-67.3332766122,-67.4322211786,-67.4032374167,144.010817963,143.978817782,143.971817742,144.038818122,144.084818384,144.003817924,144.011817969,144.104818497,144.012817975,144.047818174,143.974817759,143.911817401,144.050818191,144.003817924,144.037818117,143.973817753,144.016817997,143.981817799,144.036818111,144.031818083,144.104818497,144.042818145,144.073818321,144.130818645,144.267819423,144.199819037,144.235819241,144.172818883,144.205819071,144.174818895,144.144818724,144.359819946,114.979,114.951,114.927,114.975,114.957,115.003,114.947,114.941,114.934,114.963,114.985,114.961,114.903,115.003,114.951,114.987,114.945,114.962,114.939,114.931,114.931,114.953,114.969,114.903,114.907,114.891,114.878,114.885,114.871,114.865,114.901,114.859
FLQS301EGRWQ,-67.0461261149,-66.9411133871,-66.8781057505,-66.9751175085,-67.0131221147,-67.0481263573,-66.9431136296,-66.9791179934,-66.9411133871,-67.0091216299,-67.0441258724,-66.945113872,-66.871104902,-67.0441258724,-66.9771177509,-67.0451259937,-66.9411133871,-66.9731172661,-66.9441137508,-66.9471141144,-66.9781178722,-67.0161224784,-66.9761176297,-66.8741052656,-66.9431136296,-66.8701047808,-66.8371007806,-66.8371007806,-66.8030966593,-66.765092053,-66.8731051444,-66.8371007806,144.118407848,144.118407848,144.125408062,144.184409866,144.188409989,144.115407756,144.145408673,144.200410356,144.081406716,144.152408888,144.115407756,144.022404911,144.164409255,144.126408092,144.155408979,144.0874069,144.155408979,144.120407909,144.192410111,144.152408888,144.219410937,144.115407756,144.193410142,144.304413537,144.404416595,144.370415555,144.410416779,144.374415678,144.34441476,144.31041372,144.307413628,144.435417543,115.085,115.05,115.028,115.051,115.063,115.086,115.047,115.05,115.056,115.067,115.084,115.066,115.02,115.083,115.056,115.089,115.045,115.06,115.04,115.047,115.047,115.075,115.05,115.0,115.008,114.989,114.972,114.978,114.971,114.964,114.999,114.968
FLQS300VGRWQ,-67.0613063118,-66.9602516018,-66.8812088088,-67.0042754358,-67.0312900613,-67.0683101036,-66.9692564769,-67.0042754358,-66.9252326429,-67.0392943948,-67.0743133537,-66.9692564769,-66.8641996002,-67.0743133537,-67.0042754358,-67.0743133537,-66.9692564769,-67.0042754358,-66.9692564769,-66.9252326429,-66.9692564769,-66.9982721857,-67.0042754358,-66.8872120589,-66.9622526852,-66.8992185591,-66.8551947251,-66.8501920166,-66.8201757662,-66.7861573489,-66.8872120589,-66.8561952667,144.133343498,144.097344412,144.1293436,144.163342737,144.171342534,144.130343575,144.128343625,144.198341849,144.099344361,144.128343625,144.093344513,144.023346289,144.163342737,144.128343625,144.128343625,144.093344513,144.128343625,144.093344513,144.163342737,144.15534294,144.233340962,144.133343498,144.198341849,144.262340226,144.412336421,144.338338298,144.363337664,144.30633911,144.33233845,144.307339084,144.269340048,144.446335558,114.909,114.881,114.85,114.885,114.893,114.911,114.879,114.88,114.869,114.902,114.919,114.895,114.84,114.914,114.891,114.919,114.879,114.896,114.874,114.861,114.863,114.888,114.88,114.832,114.834,114.824,114.806,114.813,114.8,114.792,114.831,114.794
