,Distance_X_LOGO_Button_RU1,Distance_X_LOGO_Button_RU2,Distance_X_LOGO_Button_RU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Button_RU1,Distance_Y_LOGO_Button_RU2,Distance_Y_LOGO_Button_RU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Button_RU1,Angle_Button_RU2,Angle_Button_RU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS307KGRWV,-36.9733850907,-36.8753867205,-36.9073861883,-36.9073861883,-36.8703868037,-36.9413856229,-36.9433855896,-36.9433855896,-36.9083861717,-36.9733850907,-36.9003863048,-36.9073861883,-36.9073861883,-36.9023862715,-36.9453855564,-36.9073861883,-36.9183860054,-36.9433855896,-36.9073861883,-36.9423856063,-36.906386205,-36.9733850907,-36.9433855896,-36.906386205,-36.8713867871,-36.9413856229,-36.9053862216,-36.9383856728,-36.8733867538,-36.8703868037,-36.8363873691,-36.9053862216,-139.405312912,-139.40731296,-139.373312152,-139.373312152,-139.333311201,-139.368312033,-139.291310203,-139.291310203,-139.292310227,-139.303310488,-139.301310441,-139.373312152,-139.374312175,-139.339311344,-139.408312983,-139.373312152,-139.37031208,-139.373312152,-139.373312152,-139.335311249,-139.332311177,-139.301310441,-139.327311058,-139.371312104,-139.301310441,-139.368312033,-139.406312936,-139.405312912,-139.336311272,-139.333311201,-139.340311367,-139.406312936,254.948,254.986,254.97,254.97,254.98,254.957,254.948,254.948,254.962,254.938,254.966,254.97,254.971,254.969,254.959,254.97,254.966,254.957,254.97,254.953,254.966,254.938,254.952,254.971,254.977,254.957,254.975,254.962,254.98,254.98,254.995,254.975
FLQS3072GRWV,-36.8188630389,-36.7568615855,-36.7858622653,-36.7858622653,-36.7458613277,-36.8218631092,-36.8288632733,-36.8288632733,-36.7868622888,-36.8578639531,-36.7808621481,-36.7858622653,-36.7868622888,-36.7858622653,-36.8208630858,-36.7858622653,-36.7908623825,-36.8268632264,-36.7858622653,-36.8238631561,-36.782862195,-36.8568639296,-36.8288632733,-36.8348634139,-36.7858622653,-36.8218631092,-36.7808621481,-36.8298632967,-36.7518614683,-36.7458613277,-36.7058603901,-36.7808621481,-139.377361485,-139.420367151,-139.384362408,-139.384362408,-139.35135806,-139.386362671,-139.307352262,-139.307352262,-139.307352262,-139.318353712,-139.314353185,-139.384362408,-139.341356742,-139.352358191,-139.418366887,-139.384362408,-139.387362803,-139.341356742,-139.384362408,-139.353358323,-139.35135806,-139.316353448,-139.343357006,-139.34035661,-139.319353843,-139.386362671,-139.418366887,-139.377361485,-139.305351999,-139.35135806,-139.309352526,-139.418366887,254.971,254.999,254.985,254.985,254.997,254.971,254.96,254.96,254.976,254.95,254.979,254.985,254.98,254.981,254.974,254.985,254.983,254.964,254.985,254.967,254.982,254.95,254.964,254.961,254.978,254.971,254.99,254.967,254.99,254.997,255.007,254.99
FLQS305NGRWM,-37.0562380195,-36.9521165283,-37.032209983,-37.032209983,-36.9491130237,-37.0242006376,-37.0242006376,-37.0242006376,-36.9841539102,-37.0612438604,-37.0242006376,-37.032209983,-36.9861562465,-36.9861562465,-37.0242006376,-37.032209983,-36.9871574147,-37.0231994694,-37.032209983,-37.0282053103,-36.9911620875,-37.0542356831,-37.0181936284,-36.9861562465,-36.9871574147,-37.0242006376,-36.9841539102,-37.0231994694,-36.9471106873,-36.9491130237,-36.9511153601,-36.9841539102,-139.457055039,-139.458055341,-139.422044482,-139.422044482,-139.389034527,-139.423044783,-139.388034225,-139.388034225,-139.428046291,-139.353023667,-139.349022461,-139.422044482,-139.422044482,-139.390034829,-139.456054738,-139.422044482,-139.465057453,-139.422044482,-139.422044482,-139.389034527,-139.390034829,-139.351023064,-139.42104418,-139.422044482,-139.356024572,-139.423044783,-139.457055039,-139.459055643,-139.387033924,-139.389034527,-139.386033622,-139.457055039,255.442,255.482,255.447,255.447,255.476,255.45,255.447,255.447,255.466,255.429,255.443,255.447,255.465,255.461,255.454,255.447,255.469,255.451,255.447,255.445,255.459,255.432,255.452,255.465,255.458,255.45,255.469,255.454,255.476,255.476,255.475,255.469
FLQS305DGRWM,-37.0278823819,-36.964863861,-36.9968732685,-36.9968732685,-36.9148491618,-37.0318835579,-37.0348844398,-37.0348844398,-36.9968732685,-37.023881206,-36.9938723865,-36.9968732685,-36.9968732685,-36.9958729745,-37.0368850278,-36.9968732685,-36.9998741504,-37.0348844398,-36.9968732685,-37.0288826759,-36.9938723865,-37.0648932593,-36.9898712106,-36.9968732685,-36.9958729745,-37.0318835579,-36.9548609212,-36.9938723865,-36.9608626851,-36.9148491618,-36.9608626851,-36.9548609212,-139.352679913,-139.352679913,-139.315680264,-139.315680264,-139.280680595,-139.315680264,-139.283680567,-139.283680567,-139.283680567,-139.248680898,-139.245680927,-139.315680264,-139.318680235,-139.284680557,-139.352679913,-139.315680264,-139.317680245,-139.318680235,-139.315680264,-139.321680207,-139.281680586,-139.28968051,-139.318680235,-139.316680254,-139.248680898,-139.315680264,-139.354679894,-139.352679913,-139.282680576,-139.280680595,-139.282680576,-139.354679894,254.898,254.922,254.906,254.906,254.934,254.893,254.888,254.888,254.903,254.889,254.9,254.906,254.907,254.903,254.895,254.906,254.905,254.892,254.906,254.895,254.904,254.877,254.909,254.906,254.9,254.893,254.926,254.911,254.917,254.934,254.917,254.926
FLQS3057GRWM,-36.9737917513,-36.901755139,-36.901755139,-36.901755139,-36.8537307308,-36.9357724281,-36.9687892087,-36.9687892087,-36.901755139,-36.9627861577,-36.9297693771,-36.901755139,-36.899754122,-36.897753105,-36.9417754791,-36.901755139,-36.9387739536,-36.9357724281,-36.901755139,-36.9357724281,-36.8987536135,-36.9617856492,-36.9347719196,-36.9007546305,-36.9297693771,-36.9357724281,-36.9417754791,-36.9297693771,-36.8597337818,-36.8537307308,-36.8637358159,-36.9417754791,-139.434935987,-139.470953794,-139.394916202,-139.394916202,-139.361899879,-139.395916696,-139.402920159,-139.402920159,-139.360899384,-139.371904825,-139.365901857,-139.394916202,-139.395916696,-139.362900373,-139.432934998,-139.394916202,-139.436936977,-139.397917686,-139.394916202,-139.362900373,-139.362900373,-139.368903341,-139.397917686,-139.395916696,-139.369903836,-139.395916696,-139.430934009,-139.471954289,-139.401919664,-139.361899879,-139.360899384,-139.430934009,254.968,255.0,254.992,254.992,255.007,254.979,254.967,254.967,254.988,254.966,254.978,254.992,254.993,254.99,254.98,254.992,254.982,254.979,254.992,254.976,254.99,254.966,254.98,254.993,254.979,254.979,254.98,254.989,255.009,255.007,255.003,254.98
FLQS3052GRWY,-37.3962289864,-37.2581653785,-37.3251962606,-37.3251962606,-37.2491612301,-37.3201939559,-37.3281976433,-37.3281976433,-37.2931815109,-37.4382483453,-37.3221948778,-37.3251962606,-37.2931815109,-37.2931815109,-37.3301985652,-37.3251962606,-37.29218105,-37.332199487,-37.3251962606,-37.3201939559,-37.2861782844,-37.3922271427,-37.3251962606,-37.3251962606,-37.2951824328,-37.3201939559,-37.29218105,-37.360212393,-37.2541635348,-37.2491612301,-37.2541635348,-37.29218105,-139.306283888,-139.264288023,-139.269287531,-139.269287531,-139.235290878,-139.26828763,-139.194294915,-139.194294915,-139.193295013,-139.20429393,-139.199294423,-139.269287531,-139.227291666,-139.195294816,-139.304284085,-139.269287531,-139.272287236,-139.229291469,-139.269287531,-139.238290583,-139.235290878,-139.201294226,-139.229291469,-139.270287433,-139.161298164,-139.26828763,-139.263288122,-139.306283888,-139.19129521,-139.235290878,-139.193295013,-139.263288122,255.318,255.367,255.342,255.342,255.367,255.343,255.333,255.333,255.346,255.292,255.336,255.342,255.349,255.346,255.343,255.342,255.355,255.335,255.342,255.34,255.353,255.309,255.338,255.342,255.342,255.343,255.354,255.332,255.361,255.367,255.361,255.354
FLQS304WGRWM,-37.5036604155,-37.4386679359,-37.4796631923,-37.4796631923,-37.4316687457,-37.4756636551,-37.4746637707,-37.4746637707,-37.4676645806,-37.5096597213,-37.4756636551,-37.4796631923,-37.4706642335,-37.435668283,-37.4756636551,-37.4796631923,-37.4416675888,-37.4736638864,-37.4796631923,-37.4746637707,-37.4796631923,-37.5046602998,-37.508659837,-37.4376680516,-37.435668283,-37.4756636551,-37.4366681673,-37.478663308,-37.4246695556,-37.4316687457,-37.3996724481,-37.4366681673,-139.375115873,-139.373115441,-139.337107661,-139.337107661,-139.30109988,-139.338107877,-139.304100529,-139.304100529,-139.344109174,-139.27009318,-139.268092748,-139.337107661,-139.337107661,-139.306100961,-139.374115657,-139.337107661,-139.339108093,-139.340108309,-139.337107661,-139.303100312,-139.302100096,-139.269092964,-139.338107877,-139.338107877,-139.271093396,-139.338107877,-139.374115657,-139.37611609,-139.342108741,-139.30109988,-139.303100312,-139.374115657,254.675,254.7,254.68,254.68,254.695,254.682,254.679,254.679,254.686,254.662,254.675,254.68,254.684,254.694,254.686,254.68,254.695,254.683,254.68,254.679,254.677,254.664,254.669,254.696,254.69,254.682,254.7,254.685,254.702,254.695,254.707,254.7
FLQS3047GRWM,-37.0714148192,-37.011407673,-37.0454117225,-37.0454117225,-36.9994062438,-37.0814160103,-37.0444116034,-37.0444116034,-37.0434114843,-37.0734150574,-37.0394110079,-37.0454117225,-37.0064070775,-37.0074071966,-37.0834162485,-37.0454117225,-37.0464118416,-37.0814160103,-37.0454117225,-37.0414112461,-37.040411127,-37.0714148192,-37.0394110079,-37.0474119607,-37.0054069584,-37.0814160103,-37.0414112461,-37.0804158912,-37.0044068393,-36.9994062438,-37.0074071966,-37.0414112461,-139.32815196,-139.327152095,-139.294156559,-139.294156559,-139.254161969,-139.293156694,-139.218166839,-139.218166839,-139.259161293,-139.225165892,-139.221166433,-139.294156559,-139.251162375,-139.258161428,-139.326152231,-139.294156559,-139.292156829,-139.291156965,-139.294156559,-139.258161428,-139.258161428,-139.222166298,-139.25216224,-139.291156965,-139.224166027,-139.293156694,-139.32815196,-139.32815196,-139.256161699,-139.254161969,-139.257161564,-139.32815196,254.979,255.002,254.986,254.986,254.999,254.972,254.978,254.978,254.983,254.968,254.98,254.986,254.996,254.997,254.974,254.986,254.985,254.972,254.986,254.984,254.984,254.969,254.984,254.985,254.994,254.972,254.991,254.976,254.998,254.999,254.996,254.991
FLQS303BGRWM,-37.4534749794,-37.3934421608,-37.428461305,-37.428461305,-37.382436144,-37.5035023282,-37.4604788082,-37.4604788082,-37.4304623989,-37.4974990463,-37.427460758,-37.428461305,-37.424459117,-37.426460211,-37.4644809961,-37.428461305,-37.427460758,-37.4624799022,-37.428461305,-37.4614793552,-37.4224580231,-37.5395220194,-37.4614793552,-37.425459664,-37.4224580231,-37.5035023282,-37.424459117,-37.4634804491,-37.3884394259,-37.382436144,-37.3914410668,-37.424459117,-139.180406047,-139.178406544,-139.14241549,-139.14241549,-139.108423939,-139.143415241,-139.110423442,-139.110423442,-139.110423442,-139.074432387,-139.073432636,-139.14241549,-139.144414993,-139.111423193,-139.179406296,-139.14241549,-139.143415241,-139.144414993,-139.14241549,-139.10942369,-139.107424187,-139.073432636,-139.145414744,-139.145414744,-139.074432387,-139.143415241,-139.178406544,-139.178406544,-139.107424187,-139.108423939,-139.108423939,-139.178406544,254.747,254.77,254.753,254.753,254.767,254.724,254.737,254.737,254.749,254.719,254.746,254.753,254.755,254.75,254.743,254.753,254.753,254.74,254.753,254.737,254.752,254.703,254.741,254.754,254.748,254.724,254.758,254.743,254.765,254.767,254.764,254.758
FLQS3024GRWM,-37.3735287537,-37.2685047869,-37.2955109498,-37.2955109498,-37.2525011348,-37.3985344601,-37.3795301232,-37.3795301232,-37.2975114063,-37.3695278407,-37.2895095802,-37.2955109498,-37.300512091,-37.3025125476,-37.33552008,-37.2955109498,-37.3045130041,-37.339520993,-37.2955109498,-37.33552008,-37.2975114063,-37.4065362861,-37.3285184822,-37.3035127758,-37.3025125476,-37.3985344601,-37.2995118628,-37.3365203082,-37.2615031891,-37.2525011348,-37.2595027326,-37.2995118628,-139.347546715,-139.34954668,-139.310547366,-139.310547366,-139.317547243,-139.350546662,-139.276547965,-139.276547965,-139.277547947,-139.242548564,-139.237548652,-139.310547366,-139.312547331,-139.27854793,-139.388545993,-139.310547366,-139.315547278,-139.313547314,-139.310547366,-139.275547983,-139.276547965,-139.239548616,-139.312547331,-139.310547366,-139.242548564,-139.350546662,-139.347546715,-139.348546697,-139.277547947,-139.317547243,-139.277547947,-139.347546715,254.78,254.821,254.806,254.806,254.824,254.771,254.771,254.771,254.802,254.771,254.801,254.806,254.805,254.801,254.799,254.806,254.804,254.79,254.806,254.788,254.802,254.757,254.794,254.803,254.797,254.771,254.809,254.795,254.816,254.824,254.817,254.809
FLQS301GGRWM,-37.1283162056,-37.0593750372,-37.0973426372,-37.0973426372,-37.0553784477,-37.0903486056,-37.1373085319,-37.1373085319,-37.0973426372,-37.1702803951,-37.0943451951,-37.0973426372,-37.0993409319,-37.0593750372,-37.0973426372,-37.0973426372,-37.0993409319,-37.0953443424,-37.0973426372,-37.1393068267,-37.0993409319,-37.1712795424,-37.1323127951,-37.0963434898,-37.0963434898,-37.0903486056,-37.0973426372,-37.1343110898,-37.0563775951,-37.0553784477,-37.0613733319,-37.0973426372,-139.383464832,-139.379465336,-139.343469864,-139.343469864,-139.307474392,-139.341470116,-139.309474141,-139.309474141,-139.309474141,-139.276478292,-139.273478669,-139.343469864,-139.345469612,-139.310474015,-139.381465084,-139.343469864,-139.384464707,-139.346469487,-139.343469864,-139.308474267,-139.309474141,-139.276478292,-139.347469361,-139.343469864,-139.274478543,-139.341470116,-139.381465084,-139.381465084,-139.307474392,-139.307474392,-139.310474015,-139.381465084,255.361,255.387,255.369,255.369,255.382,255.371,255.35,255.35,255.366,255.334,255.363,255.369,255.369,255.38,255.373,255.369,255.372,255.37,255.369,255.349,255.365,255.334,255.356,255.369,255.363,255.371,255.373,255.359,255.381,255.382,255.38,255.373
FLQS301EGRWQ,-37.2594652911,-37.1144440191,-37.1914553153,-37.1914553153,-37.1434482735,-37.1764531147,-37.1774532614,-37.1774532614,-37.1444484202,-37.2614655845,-37.1874547285,-37.1914553153,-37.1424481268,-37.1474488603,-37.1824539949,-37.1914553153,-37.2424627971,-37.1794535548,-37.1914553153,-37.1824539949,-37.1914553153,-37.2114582493,-37.2264604499,-37.192455462,-37.2344616235,-37.1764531147,-37.13844754,-37.2284607433,-37.111443579,-37.1434482735,-37.1544498872,-37.13844754,-139.378517149,-139.379517433,-139.342506939,-139.342506939,-139.30649673,-139.339506089,-139.307497013,-139.307497013,-139.310497864,-139.274487654,-139.273487371,-139.342506939,-139.344507507,-139.310497864,-139.377516865,-139.342506939,-139.341506656,-139.343507223,-139.342506939,-139.30649673,-139.307497013,-139.274487654,-139.344507507,-139.342506939,-139.273487371,-139.339506089,-139.378517149,-139.378517149,-139.30949758,-139.30649673,-139.307497013,-139.378517149,254.835,254.891,254.858,254.858,254.872,254.863,254.859,254.859,254.873,254.824,254.852,254.858,254.877,254.871,254.865,254.858,254.838,254.862,254.858,254.857,254.854,254.843,254.845,254.858,254.834,254.863,254.882,254.847,254.885,254.872,254.869,254.882
FLQS300VGRWQ,-37.3306593906,-37.1866105415,-37.2646370014,-37.2646370014,-37.1766071492,-37.2586349661,-37.2696386976,-37.2696386976,-37.2306254676,-37.2916461607,-37.2186213969,-37.2646370014,-37.223623093,-37.2606356445,-37.2606356445,-37.2646370014,-37.2246234322,-37.2666376799,-37.2646370014,-37.2566342876,-37.2196217361,-37.2896454822,-37.2606356445,-37.2646370014,-37.2616359838,-37.2586349661,-37.2216224146,-37.262636323,-37.1856102023,-37.1766071492,-37.1926125769,-37.2216224146,-139.322424848,-139.323424851,-139.286424738,-139.286424738,-139.251424632,-139.285424735,-139.21142451,-139.21142451,-139.21142451,-139.219424534,-139.214424519,-139.286424738,-139.286424738,-139.252424635,-139.321424845,-139.286424738,-139.287424742,-139.245424613,-139.286424738,-139.252424635,-139.250424629,-139.217424528,-139.245424613,-139.287424742,-139.220424537,-139.285424735,-139.321424845,-139.323424851,-139.210424507,-139.251424632,-139.21142451,-139.321424845,254.696,254.751,254.718,254.718,254.747,254.72,254.708,254.708,254.723,254.7,254.728,254.718,254.733,254.715,254.723,254.718,254.733,254.712,254.718,254.717,254.731,254.701,254.715,254.717,254.712,254.72,254.738,254.722,254.74,254.747,254.737,254.738
FLQS300RGRWY,-36.9653434525,-36.8642276253,-36.9022712039,-36.9022712039,-36.8492104232,-36.9303033144,-36.932305608,-36.932305608,-36.8952631762,-36.9683468929,-36.8892562954,-36.9022712039,-36.8942620294,-36.8942620294,-36.9313044612,-36.9022712039,-36.9032723507,-36.9313044612,-36.9022712039,-36.8952631762,-36.8972654698,-36.9643423057,-36.9313044612,-36.9433182228,-36.9333067548,-36.9303033144,-36.8922597358,-36.9363101952,-36.8562184509,-36.8492104232,-36.8982666166,-36.8922597358,-139.465021344,-139.467021402,-139.385019037,-139.385019037,-139.392019239,-139.427020248,-139.397019383,-139.397019383,-139.397019383,-139.364018432,-139.360018317,-139.385019037,-139.431020364,-139.397019383,-139.464021315,-139.385019037,-139.431020364,-139.431020364,-139.385019037,-139.396019355,-139.393019268,-139.362018374,-139.433020421,-139.384019009,-139.360018317,-139.427020248,-139.465021344,-139.466021373,-139.395019326,-139.392019239,-139.396019355,-139.465021344,254.917,254.956,254.933,254.933,254.954,254.926,254.922,254.922,254.936,254.905,254.935,254.933,254.94,254.937,254.93,254.933,254.937,254.926,254.933,254.936,254.935,254.907,254.926,254.917,254.918,254.926,254.945,254.928,254.951,254.954,254.935,254.945
FLQS300LGRWQ,-37.1736364098,-37.0774769709,-37.1095301172,-37.1095301172,-37.0654570411,-37.1415832635,-37.1495965501,-37.1495965501,-37.1135367605,-37.1325683161,-37.1045218131,-37.1095301172,-37.0704653452,-37.0684620235,-37.1035201523,-37.1095301172,-37.1115334389,-37.1415832635,-37.1095301172,-37.1365749594,-37.1015168307,-37.1335699769,-37.1035201523,-37.1095301172,-37.1065251348,-37.1415832635,-37.1065251348,-37.1395799419,-37.0694636844,-37.0654570411,-37.0293972515,-37.1065251348,-139.402364505,-139.401364431,-139.36436168,-139.36436168,-139.329359077,-139.36436168,-139.291356252,-139.291356252,-139.290356178,-139.296356624,-139.294356475,-139.36436168,-139.32535878,-139.331359226,-139.398364208,-139.36436168,-139.365361754,-139.367361903,-139.36436168,-139.329359077,-139.329359077,-139.294356475,-139.326358854,-139.36436168,-139.297356698,-139.36436168,-139.400364357,-139.401364431,-139.331359226,-139.329359077,-139.290356178,-139.400364357,255.402,255.439,255.423,255.423,255.436,255.411,255.4,255.4,255.414,255.407,255.418,255.423,255.434,255.435,255.429,255.423,255.423,255.411,255.423,255.409,255.422,255.407,255.422,255.423,255.418,255.411,255.428,255.415,255.435,255.436,255.446,255.428
FLQS300LGRWM,-36.940438863,-36.8393911603,-36.9054223324,-36.9054223324,-36.8313873819,-36.9054223324,-36.9114251662,-36.9114251662,-36.8754081633,-36.9444407522,-36.8694053294,-36.9054223324,-36.871406274,-36.8724067464,-36.9114251662,-36.9054223324,-36.8734072187,-36.9124256385,-36.9054223324,-36.9084237493,-36.8664039125,-36.9434402799,-36.9044218601,-36.907423277,-36.8704058017,-36.9054223324,-36.8684048571,-36.9064228047,-36.8353892711,-36.8313873819,-36.8333883265,-36.8684048571,-139.364614504,-139.363614456,-139.367614646,-139.367614646,-139.331612937,-139.365614551,-139.293611134,-139.293611134,-139.293611134,-139.25960952,-139.25560933,-139.367614646,-139.327612748,-139.294611181,-139.363614456,-139.367614646,-139.33061289,-139.328612795,-139.367614646,-139.293611134,-139.292611086,-139.258609473,-139.329612842,-139.367614646,-139.258609473,-139.365614551,-139.363614456,-139.364614504,-139.291611039,-139.331612937,-139.291611039,-139.363614456,254.967,255.006,254.981,254.981,255.006,254.981,254.971,254.971,254.985,254.955,254.983,254.981,254.99,254.986,254.978,254.981,254.989,254.974,254.981,254.972,254.988,254.955,254.977,254.98,254.983,254.981,254.995,254.98,255.0,255.006,255.001,254.995
FLQS3009GRWQ,-37.036748825,-36.9397468637,-36.9337467424,-36.9337467424,-36.9207464796,-36.9987480567,-37.0077482386,-37.0077482386,-36.9707474905,-36.9987480567,-36.9277466211,-36.9337467424,-36.9297466616,-36.9717475107,-37.004748178,-36.9337467424,-36.963747349,-37.0057481982,-36.9337467424,-36.995747996,-36.9597472681,-37.0347487845,-36.9617473086,-36.9717475107,-36.9717475107,-36.9987480567,-36.9307466818,-36.9667474097,-36.8917458932,-36.9207464796,-36.9357467829,-36.9307466818,-139.405976622,-139.407976492,-139.372978757,-139.372978757,-139.376978499,-139.410976298,-139.336981087,-139.336981087,-139.337981023,-139.301983353,-139.300983417,-139.372978757,-139.374978628,-139.338980958,-139.447973903,-139.372978757,-139.412976168,-139.371978822,-139.372978757,-139.377978434,-139.376978499,-139.300983417,-139.373978693,-139.372978757,-139.303983223,-139.410976298,-139.408976427,-139.408976427,-139.338980958,-139.376978499,-139.336981087,-139.408976427,254.844,254.882,254.88,254.88,254.885,254.859,254.848,254.848,254.862,254.848,254.875,254.88,254.882,254.862,254.861,254.88,254.873,254.852,254.88,254.857,254.871,254.834,254.87,254.865,254.858,254.859,254.885,254.871,254.893,254.885,254.876,254.885
FLQS2F0LGRX5,-37.205638156,-37.1006335326,-37.1356350737,-37.1356350737,-37.0926331804,-37.1716366589,-37.1716366589,-37.1716366589,-37.1346350297,-37.2006379358,-37.1286347655,-37.1356350737,-37.1296348096,-37.1346350297,-37.173636747,-37.1356350737,-37.1396352499,-37.1706366149,-37.1356350737,-37.174636791,-37.1376351618,-37.1986378477,-37.1666364387,-37.1346350297,-37.1316348976,-37.1716366589,-37.1306348536,-37.1726367029,-37.0936332244,-37.0926331804,-37.0966333565,-37.1306348536,-139.328978563,-139.329978477,-139.294981496,-139.294981496,-139.256984775,-139.290981841,-139.259984516,-139.259984516,-139.260984429,-139.224987535,-139.221987794,-139.294981496,-139.291981755,-139.259984516,-139.327978649,-139.294981496,-139.29598141,-139.293981582,-139.294981496,-139.258984602,-139.258984602,-139.221987794,-139.294981496,-139.294981496,-139.222987708,-139.290981841,-139.328978563,-139.328978563,-139.257984688,-139.256984775,-139.258984602,-139.328978563,254.849,254.89,254.873,254.873,254.885,254.858,254.855,254.855,254.869,254.84,254.868,254.873,254.874,254.869,254.861,254.873,254.871,254.859,254.873,254.854,254.868,254.841,254.861,254.873,254.867,254.858,254.878,254.862,254.885,254.885,254.884,254.878
FLQS2EQUGRX5,-37.0786122228,-36.9747841218,-37.0117229654,-37.0117229654,-36.9638023034,-37.0516568504,-37.0526551976,-37.0526551976,-37.0117229654,-37.0826056113,-37.0077295769,-37.0117229654,-37.0117229654,-37.0117229654,-37.0486618091,-37.0117229654,-37.0147180068,-37.0496601562,-37.0117229654,-37.0496601562,-37.0097262712,-37.0816072642,-37.0436700734,-37.0117229654,-37.0097262712,-37.0516568504,-37.0097262712,-37.0506585033,-36.9677956919,-36.9638023034,-36.9727874275,-37.0097262712,-139.253285846,-139.254285303,-139.215306496,-139.215306496,-139.181324972,-139.215306496,-139.184323342,-139.184323342,-139.183323885,-139.149342362,-139.145344535,-139.215306496,-139.218304866,-139.184323342,-139.253285846,-139.215306496,-139.221303235,-139.219304322,-139.215306496,-139.182324429,-139.183323885,-139.148342905,-139.220303779,-139.217305409,-139.148342905,-139.215306496,-139.252286389,-139.254285303,-139.181324972,-139.181324972,-139.184323342,-139.252286389,255.383,255.423,255.405,255.405,255.419,255.389,255.386,255.386,255.401,255.37,255.399,255.405,255.405,255.402,255.394,255.405,255.404,255.39,255.405,255.386,255.402,255.371,255.393,255.405,255.398,255.389,255.409,255.394,255.418,255.419,255.416,255.409
FLQS2DERGRX5,-37.2713970776,-37.1671750596,-37.2423351687,-37.2423351687,-37.1902241597,-37.2343180904,-37.2473458427,-37.2473458427,-37.2132732599,-37.2713970776,-37.1952348337,-37.2423351687,-37.2112689903,-37.1992433728,-37.2403308992,-37.2423351687,-37.2082625859,-37.2022497772,-37.2423351687,-37.2383266296,-37.2022497772,-37.2663864037,-37.2463437079,-37.2393287644,-37.1621643856,-37.2343180904,-37.1992433728,-37.2373244948,-37.160160116,-37.1902241597,-37.1591579812,-37.1992433728,-139.321249054,-139.324248586,-139.287254361,-139.287254361,-139.26625764,-139.28425483,-139.211266225,-139.211266225,-139.211266225,-139.218265132,-139.218265132,-139.287254361,-139.245260918,-139.254259513,-139.32024921,-139.287254361,-139.289254049,-139.247260605,-139.287254361,-139.251259981,-139.254259513,-139.216265444,-139.246260761,-139.288254205,-139.218265132,-139.28425483,-139.32024921,-139.322248898,-139.252259825,-139.26625764,-139.254259513,-139.32024921,254.938,254.978,254.946,254.946,254.964,254.948,254.936,254.936,254.949,254.928,254.957,254.946,254.953,254.959,254.95,254.946,254.959,254.957,254.946,254.944,254.958,254.929,254.94,254.947,254.969,254.948,254.966,254.951,254.974,254.964,254.974,254.966
