,Distance_X_LOGO_MainBoard_LU1,Distance_X_LOGO_MainBoard_LU2,Distance_X_LOGO_MainBoard_LU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LU1,Distance_Y_LOGO_MainBoard_LU2,Distance_Y_LOGO_MainBoard_LU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LU1,Angle_MainBoard_LU2,Angle_MainBoard_LU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-30.5596383013,-30.4946177943,-30.5236269435,-30.2955550112,-30.5236269435,-30.524627259,-30.5966499745,-30.461607383,-30.59765029,-30.5596383013,-30.5236269435,-30.5256275745,-30.388584352,-30.593649028,-30.6986821548,-30.666672059,-30.524627259,-30.5606386168,-30.6326613322,-30.6296603858,-30.2735480704,-30.5596383013,-30.6026518675,-30.5596383013,-30.4776124309,-30.4956181097,-30.5186253661,-30.2425382901,-30.5196256816,-30.5296288365,-30.6316610167,-30.664671428,131.245562123,131.458483542,131.31753556,131.267554007,131.31753556,131.248561016,131.495469891,131.528457717,131.283548104,131.318535191,131.389508998,131.530456979,131.421497192,131.352522648,131.49447026,131.318535191,131.387509735,131.424496085,131.529457348,131.458483542,131.449486862,131.458483542,131.424496085,131.353522279,131.372515269,131.460482804,131.549449969,131.449486862,131.552448863,131.457483911,131.353522279,131.492470998,103.285,103.238,103.263,103.173,103.263,103.27,103.276,103.217,103.297,103.278,103.256,103.243,103.197,103.289,103.319,103.322,103.257,103.268,103.288,103.294,103.147,103.264,103.285,103.275,103.239,103.238,103.239,103.134,103.239,103.252,103.304,103.305
FLQS30BJGRWV,-30.6108235816,-30.5508043203,-30.5508043203,-30.3457385109,-30.5478033572,-30.5478033572,-30.6188261498,-30.5167934056,-30.6218271128,-30.581814272,-30.5488036782,-30.5498039993,-30.444770292,-30.6168255077,-30.724860178,-30.6878483002,-30.5468030362,-30.581814272,-30.6558380276,-30.6558380276,-30.3557417211,-30.582814593,-30.6578386696,-30.583814914,-30.5257962947,-30.5498039993,-30.5718110617,-30.2947221388,-30.5708107407,-30.583814914,-30.6548377065,-30.6888486213,131.289953762,131.477933651,131.335948841,131.314951088,131.334948948,131.264956436,131.511930013,131.545926376,131.299952692,131.363945846,131.433938357,131.546926269,131.438937823,131.369945204,131.509930227,131.335948841,131.432938464,131.441937502,131.544926483,131.475933865,131.498931404,131.475933865,131.440937609,131.37194499,131.418939962,131.503930869,131.564924344,131.497931511,131.595921028,131.473934078,131.369945204,131.507930441,103.004,102.961,102.974,102.892,102.973,102.98,102.986,102.94,103.007,102.985,102.964,102.954,102.921,102.998,103.03,103.031,102.964,102.977,102.998,103.004,102.878,102.974,103.009,102.985,102.956,102.958,102.961,102.853,102.958,102.975,103.014,103.015
FLQS30AEGRWV,-30.8748557839,-30.8408526388,-30.8088496787,-30.6118314554,-30.8368522688,-30.8408526388,-30.9108591141,-30.8078495862,-30.9128592991,-30.8728555989,-30.8388524538,-30.8098497712,-30.7048400582,-30.9108591141,-31.013868642,-30.9818656819,-30.8398525463,-30.8418527313,-30.9138593916,-30.9458623517,-30.5868291428,-30.8428528238,-30.9498627217,-30.8438529163,-30.7858475511,-30.8108498637,-30.8338519913,-30.5568263676,-30.8318518063,-30.8428528238,-30.9128592991,-30.9808655894,131.242238216,131.422283814,131.282248349,131.23123543,131.282248349,131.211230363,131.457292681,131.4933018,131.247239483,131.282248349,131.352266082,131.4933018,131.385274442,131.316256962,131.459293187,131.285249109,131.351265829,131.387274948,131.492301547,131.421283561,131.446289894,131.422283814,131.388275202,131.318257469,131.337262282,131.423284068,131.513306867,131.446289894,131.54731548,131.422283814,131.318257469,131.456292427,103.357,103.325,103.326,103.249,103.337,103.346,103.351,103.305,103.372,103.352,103.331,103.306,103.273,103.365,103.393,103.397,103.332,103.329,103.349,103.369,103.218,103.326,103.374,103.337,103.311,103.313,103.313,103.206,103.31,103.326,103.365,103.38
FLQS309TGRWY,-30.7806925243,-30.7507142502,-30.7187374246,-30.4889039901,-30.7187374246,-30.7187374246,-30.7896860065,-30.6857613231,-30.7926838339,-30.7547113534,-30.7177381488,-30.721735252,-30.6148127412,-30.7856889033,-30.9265867913,-30.8596353126,-30.7197367004,-30.7547113534,-30.8236613838,-30.8266592112,-30.4939003691,-30.7557106292,-30.8606345884,-30.7557106292,-30.6967533569,-30.721735252,-30.7397222164,-30.4599249919,-30.7397222164,-30.751713526,-30.8246606596,-30.857636761,131.209095839,131.393077745,131.25209161,131.236093184,131.253091512,131.183098396,131.429074205,131.465070664,131.217095052,131.254091414,131.325084432,131.465070664,131.358081187,131.28808807,131.427074401,131.253091512,131.32408453,131.36008099,131.464070763,131.393077745,131.413075778,131.394077646,131.359081088,131.289087972,131.341082858,131.39607745,131.487068501,131.41407568,131.522065059,131.394077646,131.28808807,131.427074401,103.211,103.18,103.181,103.087,103.181,103.188,103.193,103.147,103.215,103.195,103.174,103.162,103.128,103.205,103.25,103.239,103.174,103.185,103.204,103.212,103.072,103.183,103.229,103.193,103.163,103.168,103.167,103.058,103.163,103.181,103.221,103.221
FLQS309QGRWV,-30.9380755573,-30.8750285329,-30.8720262936,-30.6458576028,-30.87302704,-30.87302704,-30.942078543,-30.8440053939,-30.9460815287,-30.9090539111,-30.8710255472,-30.8720262936,-30.767948666,-30.942078543,-31.0501591563,-31.016133778,-30.8710255472,-30.9060516719,-30.9791061605,-30.9811076533,-30.6518620814,-30.9080531647,-30.9801069069,-30.9070524183,-30.8249912119,-30.8710255472,-30.8970449541,-30.6218396888,-30.8630195759,-30.911055404,-30.9811076533,-31.0151330316,131.265243566,131.451225492,131.30923929,131.286241525,131.308239387,131.240245995,131.485222188,131.518218981,131.274242691,131.311239096,131.382232197,131.52121869,131.413229184,131.346235695,131.486222091,131.30923929,131.381232294,131.41522899,131.519218884,131.450225589,131.472223451,131.451225492,131.41522899,131.346235695,131.365233849,131.451225492,131.512219565,131.471223549,131.570213929,131.449225686,131.345235792,131.484222285,103.246,103.202,103.215,103.124,103.215,103.222,103.227,103.183,103.249,103.23,103.207,103.194,103.162,103.24,103.271,103.275,103.208,103.219,103.239,103.246,103.108,103.216,103.249,103.226,103.19,103.201,103.205,103.096,103.186,103.218,103.256,103.257
FLQS309NGRWM,-30.4448212636,-30.3838456555,-30.3808468551,-30.1789276282,-30.3768484546,-30.3788476548,-30.4808068684,-30.3478600507,-30.4808068684,-30.4148332596,-30.379847255,-30.3808468551,-30.2768884412,-30.4448212636,-30.5517784779,-30.5207908738,-30.3768484546,-30.4148332596,-30.5187916735,-30.484805269,-30.1609348258,-30.4158328598,-30.4878040694,-30.4438216635,-30.3618544526,-30.3808468551,-30.4038376582,-30.1259488211,-30.4038376582,-30.4148332596,-30.514793273,-30.5507788778,131.359679466,131.573628454,131.431662303,131.384673507,131.431662303,131.362678751,131.607620349,131.642612006,131.39867017,131.433661826,131.50364514,131.643611767,131.537637035,131.468653483,131.607620349,131.430662542,131.502645378,131.539636559,131.612619157,131.572628692,131.598622494,131.572628692,131.537637035,131.468653483,131.487648954,131.573628454,131.660607715,131.598622494,131.693599849,131.57162893,131.467653722,131.606620587,102.988,102.942,102.954,102.875,102.953,102.96,102.979,102.92,102.999,102.968,102.947,102.934,102.901,102.977,103.008,103.012,102.946,102.958,102.994,102.984,102.847,102.955,102.988,102.977,102.941,102.941,102.942,102.833,102.939,102.955,103.006,103.008
FLQS308YGRWQ,-30.7375435532,-30.6795557336,-30.6785559436,-30.4656006751,-30.6745567836,-30.7085496434,-30.776535363,-30.6445630838,-30.7485412431,-30.7135485934,-30.6755565736,-30.6785559436,-30.5735779943,-30.7425425032,-30.8505198225,-30.8205261227,-30.6735569937,-30.7105492234,-30.7815343129,-30.7865332629,-30.4486042452,-30.7135485934,-30.7845336829,-30.7115490134,-30.6535611938,-30.6765563636,-30.6975519535,-30.4506038252,-30.6925530035,-30.7095494334,-30.7825341029,-30.8155271727,131.386501816,131.609526432,131.468510868,131.417505238,131.466510647,131.400503361,131.614526984,131.675533718,131.432506894,131.469510978,131.541518926,131.679534159,131.572522348,131.502514621,131.641529965,131.467510757,131.537518484,131.573522458,131.675533718,131.607526211,131.632528971,131.608526322,131.572522348,131.504514841,131.521516718,131.609526432,131.701536588,131.601525549,131.734540231,131.605525991,131.5005144,131.640529854,103.151,103.105,103.118,103.035,103.117,103.137,103.145,103.084,103.15,103.132,103.11,103.098,103.065,103.141,103.172,103.177,103.11,103.121,103.141,103.149,103.008,103.119,103.152,103.128,103.103,103.104,103.103,103.011,103.098,103.118,103.158,103.158
FLQS3084GRWM,-30.8151415262,-30.7210922615,-30.7511079843,-30.520987443,-30.7521085084,-30.7551100807,-30.8211446708,-30.7190912133,-30.8251467671,-30.7881273757,-30.7521085084,-30.7531090325,-30.6450524305,-30.8251467671,-30.9272002246,-30.8941829295,-30.7501074602,-30.7841252793,-30.8581640622,-30.856163014,-30.5249895394,-30.7851258034,-30.8611656345,-30.7871268516,-30.6990807315,-30.7521085084,-30.7731195143,-30.4939732925,-30.7431037915,-30.7861263275,-30.8591645863,-30.8921818813,131.237856141,131.424848812,131.284854299,131.262855161,131.282854377,131.21185716,131.45984744,131.492846147,131.247855749,131.283854338,131.38485038,131.523844932,131.38585034,131.316853045,131.458847479,131.284854299,131.353851595,131.419849008,131.492846147,131.423848851,131.443848067,131.423848851,131.388850223,131.318852966,131.366851085,131.425848773,131.514845284,131.443848067,131.54684403,131.42284889,131.318852966,131.456847558,102.984,102.928,102.954,102.86,102.954,102.962,102.966,102.92,102.988,102.969,102.944,102.931,102.9,102.981,103.009,103.013,102.946,102.954,102.978,102.983,102.845,102.954,102.989,102.965,102.924,102.94,102.94,102.832,102.925,102.955,102.995,102.995
FLQS307KGRWV,-30.5061262994,-30.4161052703,-30.443111579,-30.213057838,-30.4411111117,-30.443111579,-30.5121277014,-30.414104803,-30.516128636,-30.4771195234,-30.4411111117,-30.443111579,-30.3430882134,-30.513127935,-30.6161520017,-30.5821440573,-30.4411111117,-30.4761192897,-30.5491363467,-30.5501365803,-30.1950536322,-30.478119757,-30.5521370476,-30.478119757,-30.3951003635,-30.4421113454,-30.4391106444,-30.1600454542,-30.4351097098,-30.4771195234,-30.548136113,-30.5841445247,131.323457464,131.539463151,131.397459412,131.347458096,131.397459412,131.328457595,131.57246402,131.607464941,131.362458491,131.399459465,131.470461334,131.608464967,131.50146215,131.43346036,131.57246402,131.397459412,131.468461281,131.502462177,131.606464915,131.537463098,131.563463783,131.538463124,131.503462203,131.434460386,131.453460886,131.539463151,131.627465468,131.563463783,131.660466336,131.537463098,131.432460334,131.570463967,102.981,102.923,102.948,102.858,102.947,102.955,102.96,102.916,102.982,102.962,102.941,102.928,102.897,102.974,103.003,103.006,102.941,102.952,102.972,102.979,102.83,102.949,102.983,102.959,102.923,102.934,102.925,102.815,102.92,102.949,102.989,102.99
FLQS3072GRWV,-30.8013631899,-30.7403921633,-30.7363940632,-30.5374885831,-30.7343950132,-30.7713774391,-30.806360815,-30.7034097374,-30.8403446659,-30.7693783891,-30.7343950132,-30.7413916884,-30.6344425106,-30.8383456159,-30.9452947936,-30.9113109427,-30.7353945382,-30.7703779141,-30.8413441909,-30.8413441909,-30.5154990326,-30.7713774391,-30.844342766,-30.7703779141,-30.7134049877,-30.7383931133,-30.7573840888,-30.4835142318,-30.7573840888,-30.7683788641,-30.8403446659,-30.8743285168,131.254153666,131.468180006,131.328162774,131.281156989,131.327162651,131.226150219,131.50518456,131.541188992,131.261154527,131.328162774,131.39817139,131.539188745,131.433175698,131.362166959,131.471180375,131.328162774,131.397171267,131.435175944,131.539188745,131.467179883,131.458178775,131.469180129,131.434175821,131.362166959,131.383169544,131.469180129,131.529187514,131.460179021,131.562191576,131.469180129,131.363167082,131.501184068,103.178,103.132,103.144,103.066,103.143,103.168,103.155,103.109,103.193,103.157,103.136,103.125,103.091,103.182,103.216,103.216,103.136,103.147,103.166,103.173,103.04,103.144,103.178,103.154,103.129,103.131,103.133,103.026,103.13,103.143,103.183,103.184
FLQS305NGRWM,-30.8467310497,-30.7857493737,-30.7827502749,-30.5548187647,-30.7807508757,-30.7837499745,-30.8517295477,-30.7507598875,-30.8517295477,-30.8147406623,-30.7827502749,-30.7857493737,-30.6787815159,-30.8507298481,-30.9556983068,-30.9227082198,-30.7847496741,-30.8147406623,-30.8897181328,-30.886719034,-30.5608169623,-30.8167400615,-30.8877187336,-30.8157403619,-30.731765595,-30.7857493737,-30.8067430655,-30.5288265749,-30.7737529785,-30.8177397611,-30.8847196347,-30.9257073186,131.32456986,131.503633358,131.363583695,131.311565248,131.363583695,131.293558863,131.539646129,131.57365819,131.327570924,131.364584049,131.434608881,131.574658545,131.465619878,131.398596111,131.538645774,131.364584049,131.433608527,131.469621297,131.572657836,131.502633004,131.492629456,131.503633358,131.468620942,131.398596111,131.41960356,131.505634068,131.593665285,131.491629102,131.627677347,131.503633358,131.398596111,131.536645065,103.232,103.189,103.202,103.112,103.201,103.208,103.213,103.168,103.233,103.215,103.194,103.182,103.148,103.226,103.256,103.259,103.195,103.205,103.225,103.231,103.097,103.202,103.235,103.211,103.175,103.189,103.189,103.084,103.172,103.202,103.24,103.244
FLQS305DGRWM,-30.7021740511,-30.6411935673,-30.6401938873,-30.4102674731,-30.6371948471,-30.6371948471,-30.7051730913,-30.6082041253,-30.7101714916,-30.6701842891,-30.6351954869,-30.6391942072,-30.5332281207,-30.7031737311,-30.8111391778,-30.782148456,-30.6331961268,-30.668184929,-30.7441606137,-30.7441606137,-30.4152658734,-30.6721836492,-30.7441606137,-30.6711839692,-30.620200286,-30.6371948471,-30.6611871685,-30.3872748317,-30.6611871685,-30.6751826894,-30.7421612535,-30.7781497357,131.235016057,131.449012821,131.308014953,131.256015739,131.308014953,131.240015981,131.484012292,131.517011793,131.273015482,131.309014938,131.381013849,131.519011763,131.412013381,131.345014394,131.483012307,131.309014938,131.37901388,131.413013366,131.517011793,131.448012837,131.441012942,131.449012821,131.414013351,131.345014394,131.362014137,131.450012806,131.510011899,131.443012912,131.541011431,131.448012837,131.343014424,131.482012323,103.248,103.202,103.215,103.125,103.214,103.22,103.225,103.182,103.247,103.228,103.206,103.194,103.161,103.238,103.269,103.274,103.205,103.217,103.238,103.244,103.109,103.215,103.248,103.224,103.202,103.2,103.204,103.097,103.201,103.216,103.254,103.255
FLQS3057GRWM,-30.7237840956,-30.6647864305,-30.6617865492,-30.4577946222,-30.6927853224,-30.6947852433,-30.731783779,-30.630787776,-30.7337836999,-30.6947852433,-30.6587866679,-30.6627865096,-30.5567907044,-30.7307838186,-30.8357796634,-30.8037809297,-30.6597866283,-30.6937852828,-30.7687823148,-30.7667823939,-30.4677942265,-30.6967851641,-30.7697822752,-30.6977851245,-30.602788884,-30.6617865492,-30.6837856786,-30.4047967197,-30.6807857973,-30.698785085,-30.7667823939,-30.8017810089,131.281263565,131.463338823,131.322280519,131.305273489,131.322280519,131.251251159,131.49935371,131.533367769,131.285265219,131.322280519,131.394310291,131.532367355,131.42532311,131.356294578,131.49935371,131.323280932,131.393309878,131.428324351,131.533367769,131.46233841,131.485347921,131.46233841,131.428324351,131.358295405,131.410316907,131.464339237,131.55637728,131.485347921,131.591391753,131.463338823,131.357294991,131.498353296,103.157,103.115,103.127,103.044,103.14,103.148,103.139,103.094,103.161,103.141,103.119,103.107,103.074,103.153,103.182,103.186,103.12,103.13,103.151,103.157,103.031,103.128,103.162,103.139,103.095,103.114,103.114,103.006,103.109,103.129,103.168,103.168
FLQS3052GRWY,-30.438993011,-30.3790461988,-30.3760488581,-30.1762261508,-30.3760488581,-30.4070213778,-30.4739619848,-30.3470745656,-30.4779584389,-30.4399921245,-30.3750497446,-30.4050231507,-30.2701428233,-30.4419903516,-30.5818662467,-30.5468972729,-30.4030249236,-30.4369947839,-30.5099300721,-30.5119282991,-30.154245653,-30.4399921245,-30.5139265262,-30.4090196049,-30.3560665874,-30.3750497446,-30.398029356,-30.1242722469,-30.3940329018,-30.438993011,-30.5109291856,-30.5419017053,131.300840413,131.515822141,131.373834209,131.322838544,131.371834379,131.276842453,131.547819422,131.580816617,131.339837099,131.375834039,131.446828005,131.584816278,131.477825371,131.408831235,131.520821717,131.372834294,131.444828175,131.477825371,131.582816447,131.513822311,131.507822821,131.515822141,131.479825201,131.40983115,131.42782962,131.515822141,131.577816872,131.507822821,131.606814408,131.511822481,131.406831405,131.547819422,102.931,102.885,102.898,102.82,102.898,102.92,102.922,102.866,102.944,102.924,102.89,102.89,102.844,102.922,102.969,102.969,102.902,102.913,102.933,102.941,102.793,102.911,102.945,102.908,102.884,102.884,102.887,102.781,102.883,102.911,102.951,102.95
FLQS304WGRWM,-31.6454526277,-31.6145780113,-31.6114905497,-31.3727268498,-31.6063447803,-31.6073739342,-31.6804438596,-31.5775284717,-31.6825021674,-31.6444234738,-31.6073739342,-31.6104613958,-31.5013710846,-31.6783855518,-31.7926216324,-31.7576304005,-31.6042864725,-31.6413360122,-31.7216100148,-31.7216100148,-31.3531729261,-31.6454526277,-31.7205808609,-31.6444234738,-31.5600328557,-31.6084030881,-31.6032573187,-31.3542020799,-31.5981115493,-31.6454526277,-31.7174933992,-31.7586595544,131.35874036,131.547778842,131.40574993,131.356739953,131.407750337,131.338736288,131.583786172,131.616792891,131.372743211,131.408750541,131.4807652,131.617793095,131.510771309,131.442757463,131.581785765,131.407750337,131.478764793,131.512771716,131.618793298,131.547778842,131.566782711,131.548779046,131.512771716,131.44475787,131.460761128,131.548779046,131.639797574,131.568783118,131.675804904,131.545778435,131.44175726,131.582785968,103.229,103.198,103.211,103.119,103.208,103.216,103.221,103.176,103.242,103.224,103.202,103.19,103.156,103.234,103.266,103.269,103.201,103.212,103.234,103.241,103.091,103.21,103.244,103.22,103.185,103.196,103.185,103.092,103.179,103.211,103.25,103.253
FLQS3047GRWM,-30.6701636832,-30.6121198455,-30.6061153106,-30.4079656578,-30.6061153106,-30.6041137989,-30.677168974,-30.5760926359,-30.6761682181,-30.6391402527,-30.6061153106,-30.6111190897,-30.5050389725,-30.6721651949,-30.778245312,-30.7472218815,-30.6041137989,-30.6401410085,-30.7121954277,-30.7131961836,-30.3859490297,-30.6401410085,-30.7131961836,-30.6391402527,-30.5560775195,-30.6091175781,-30.6301334503,-30.3539248434,-30.6021122873,-30.6411417644,-30.7121954277,-30.7472218815,131.331056601,131.514030208,131.373050543,131.326057322,131.373050543,131.30506035,131.54902516,131.584020113,131.338055591,131.374050399,131.445040159,131.584020113,131.479035256,131.410045207,131.551024872,131.374050399,131.445040159,131.480035112,131.584020113,131.512030497,131.538026747,131.514030208,131.479035256,131.410045207,131.460037996,131.515030064,131.60601694,131.539026603,131.637012469,131.514030208,131.409045351,131.54902516,103.222,103.181,103.192,103.114,103.192,103.198,103.205,103.159,103.225,103.206,103.185,103.174,103.14,103.216,103.246,103.25,103.184,103.196,103.216,103.223,103.085,103.192,103.226,103.202,103.163,103.18,103.18,103.072,103.165,103.193,103.232,103.233
FLQS303BGRWM,-30.379677019,-30.3196756819,-30.3156755927,-30.085670467,-30.3186756596,-30.3206757041,-30.3896772419,-30.2846749018,-30.4276780887,-30.3546764619,-30.3496763504,-30.3186756596,-30.211673275,-30.3836771081,-30.4906794927,-30.4596788019,-30.316675615,-30.3536764396,-30.4226779773,-30.428678111,-30.092670623,-30.3556764841,-30.4296781333,-30.3526764173,-30.2706745898,-30.3186756596,-30.3366760607,-30.0616699321,-30.3326759716,-30.3506763727,-30.421677955,-30.4586787796,131.399855919,131.621811757,131.480839806,131.430849752,131.478840203,131.379859897,131.655804994,131.656804795,131.411853532,131.481839607,131.519832047,131.68979823,131.583819316,131.479840005,131.653805391,131.481839607,131.54982608,131.586818719,131.68979823,131.619812155,131.610813945,131.620811956,131.552825483,131.515832843,131.53182966,131.621811757,131.685799026,131.612813547,131.716792859,131.587818521,131.513833241,131.622811558,102.939,102.893,102.905,102.814,102.906,102.917,102.919,102.875,102.958,102.921,102.915,102.886,102.852,102.933,102.961,102.964,102.899,102.91,102.929,102.938,102.8,102.908,102.945,102.917,102.881,102.893,102.894,102.787,102.889,102.909,102.945,102.95
FLQS3024GRWM,-30.5957351089,-30.5337417242,-30.5607388434,-30.3277637043,-30.5597389501,-30.5607388434,-30.6297314811,-30.5007452453,-30.632731161,-30.5967350022,-30.5577391635,-30.5607388434,-30.4527503669,-30.6307313744,-30.7377199576,-30.7027236921,-30.5557393769,-30.5937353223,-30.6677274265,-30.6677274265,-30.3107655182,-30.5957351089,-30.6677274265,-30.5957351089,-30.509744285,-30.5577391635,-30.5817366027,-30.2817686125,-30.5467403371,-30.5987347888,-30.6677274265,-30.7017237988,131.284165191,131.500153946,131.358161338,131.310163837,131.360161234,131.293164722,131.535152124,131.568150406,131.327162952,131.363161078,131.433157434,131.57115025,131.465155768,131.395159412,131.535152124,131.359161286,131.431157538,131.466155716,131.570150302,131.500153946,131.491154414,131.502153842,131.466155716,131.398159256,131.414158423,131.502153842,131.562150718,131.492154362,131.628147282,131.499153998,131.394159464,131.536152072,103.251,103.204,103.229,103.137,103.228,103.235,103.24,103.184,103.262,103.243,103.22,103.208,103.174,103.254,103.285,103.287,103.22,103.232,103.253,103.259,103.112,103.229,103.263,103.239,103.203,103.214,103.218,103.101,103.197,103.231,103.27,103.27
FLQS301GGRWM,-30.7779363088,-30.716972089,-30.7159726755,-30.5110929203,-30.741957425,-30.7469544922,-30.8149146061,-30.682992032,-30.7899292701,-30.7559492131,-30.7179715024,-30.716972089,-30.6100348508,-30.8139151927,-30.9198530174,-30.8868723738,-30.7149732621,-30.7789357223,-30.8528923168,-30.8538917303,-30.4951023052,-30.7539503863,-30.8548911437,-30.7539503863,-30.6949849933,-30.741957425,-30.7339621174,-30.4671187289,-30.7649439341,-30.7489533191,-30.85089349,-30.8568899706,131.358790199,131.582754037,131.440776961,131.390785033,131.440776961,131.372787939,131.585753552,131.64974322,131.405782611,131.442776638,131.514765014,131.652742736,131.543760333,131.474771472,131.614748871,131.441776799,131.512765337,131.546759848,131.650743059,131.579754521,131.568756297,131.582754037,131.54576001,131.478770826,131.490768889,131.582754037,131.676738861,131.570755974,131.673739346,131.579754521,131.475771311,131.615748709,103.01,102.964,102.977,102.897,102.988,102.996,103.004,102.943,103.011,102.993,102.97,102.957,102.923,103.014,103.045,103.048,102.97,102.993,103.013,103.02,102.873,102.979,103.024,102.989,102.963,102.974,102.962,102.862,102.975,102.977,103.029,103.018
FLQS301EGRWQ,-30.6107809574,-30.5457729278,-30.5477731748,-30.3417477272,-30.5707760161,-30.5697758926,-30.6417847869,-30.5107686041,-30.6407846634,-30.6067804633,-30.5407723101,-30.5417724337,-30.4357593392,-30.6357840457,-30.7457976343,-30.7137936812,-30.5397721866,-30.6027799691,-30.675788987,-30.6507858987,-30.32274538,-30.6057803397,-30.6767891105,-30.5737763867,-30.5207698395,-30.5407723101,-30.5627750278,-30.2957420447,-30.5597746572,-30.6017798456,-30.6737887399,-30.7097931871,131.312237169,131.535315719,131.363255133,131.341247384,131.3932657,131.295231181,131.570328047,131.570328047,131.3262421,131.361254429,131.437281199,131.57633016,131.467291766,131.398267462,131.536316071,131.394266053,131.463290357,131.499303038,131.573329104,131.504304799,131.522311139,131.505305151,131.468292118,131.401268518,131.444283665,131.534315366,131.59833791,131.523311492,131.629348829,131.501303742,131.395266405,131.537316423,103.263,103.215,103.232,103.149,103.239,103.248,103.251,103.197,103.274,103.257,103.222,103.209,103.176,103.265,103.297,103.298,103.219,103.242,103.265,103.261,103.124,103.242,103.275,103.239,103.213,103.213,103.216,103.113,103.211,103.241,103.281,103.282
FLQS300VGRWQ,-30.3548765445,-30.3178571822,-30.3158561356,-30.0877368221,-30.3158561356,-30.3148556123,-30.385892767,-30.2878414831,-30.3888943369,-30.3508744513,-30.3158561356,-30.3148556123,-30.208800142,-30.3838917203,-30.4919482373,-30.4589309682,-30.3128545657,-30.349873928,-30.4229121292,-30.4249131758,-30.0687268793,-30.3548765445,-30.4239126525,-30.3488734047,-30.2688315403,-30.3128545657,-30.3108535191,-30.0407122268,-30.3058509026,-30.3518749746,-30.4219116059,-30.4569299216,131.424413609,131.612415631,131.502414448,131.454413932,131.503414459,131.404413394,131.65041604,131.647416008,131.43841376,131.50541448,131.575415233,131.684416406,131.576415244,131.506414491,131.647416008,131.50541448,131.575415233,131.61141562,131.682416384,131.612415631,131.634415868,131.578415265,131.577415255,131.511414545,131.555415018,131.614415653,131.739416997,131.634415868,131.741417019,131.61141562,131.504414469,131.648416018,102.969,102.935,102.945,102.855,102.945,102.954,102.96,102.92,102.981,102.959,102.938,102.927,102.894,102.973,103.004,103.004,102.937,102.949,102.972,102.98,102.83,102.954,102.983,102.958,102.921,102.933,102.92,102.819,102.918,102.949,102.989,102.989
FLQS300RGRWY,-31.0331585178,-31.0081487192,-31.0041471514,-30.7720562202,-31.0001455836,-30.9711342172,-31.0751749795,-30.9421228508,-31.0421620453,-31.0061479353,-30.9721346092,-30.975135785,-30.8700946308,-31.0381604775,-31.1792157417,-31.1442020237,-31.0031467594,-31.0051475433,-31.1091883056,-31.0781761553,-30.7810597477,-31.0071483272,-31.1141902653,-31.0051475433,-30.9501259864,-30.974135393,-30.9941432319,-30.722036623,-30.9911420561,-31.0051475433,-31.0751749795,-31.1442020237,131.185522375,131.397526452,131.25752376,131.210522856,131.25752376,131.189522452,131.432527124,131.468527817,131.224523125,131.259523798,131.329525144,131.469527836,131.362525779,131.294524471,131.433527144,131.258523779,131.329525144,131.364525817,131.469527836,131.397526452,131.392526355,131.39952649,131.363525798,131.294524471,131.315524875,131.39952649,131.487528182,131.42552699,131.522528855,131.398526471,131.293524452,131.432527124,103.127,103.096,103.108,103.016,103.106,103.101,103.12,103.062,103.127,103.108,103.087,103.075,103.042,103.118,103.163,103.166,103.1,103.098,103.13,103.125,103.002,103.095,103.143,103.104,103.08,103.081,103.081,102.975,103.076,103.094,103.133,103.148
