,Distance_X_LOGO_Camera_RU1,Distance_X_LOGO_Camera_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_RU1,Distance_Y_LOGO_Camera_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_RU1,Angle_Camera_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-62.9409522116,-63.0880034994,-63.1570275732,-62.9769647719,-62.9799658186,-63.0219804722,-62.9119420936,-62.9459539561,-62.8109068551,-62.8109068551,-62.7688922015,-62.8379162753,-62.6248419604,-62.6988677787,-62.7738939459,-62.695866732,-62.6588538229,-62.7298785945,-62.657853474,-62.7368810368,-62.7008684765,-62.7388817346,-62.7668915037,-62.6278430071,-62.6608545206,-62.8079058084,-62.7018688254,-62.6658562651,-62.8009033661,-62.6698576607,-62.7328796412,-62.7018688254,143.110689096,143.363700922,143.428703961,143.428703961,143.356700595,143.428703961,143.497707186,143.533708869,143.497707186,143.393702325,143.429704007,143.251695687,143.277696903,143.249695594,143.394702371,143.178692275,143.242695267,143.389702138,143.383701857,143.464705643,143.499707279,143.427703914,143.285697276,143.426703867,143.394702371,143.427703914,143.533708869,143.498707233,143.183692509,143.461705503,143.28769737,143.464705643,113.667,113.678,113.692,113.632,113.644,113.647,113.6,113.606,113.566,113.582,113.562,113.611,113.536,113.565,113.569,113.574,113.553,113.555,113.532,113.546,113.529,113.552,113.582,113.515,113.531,113.575,113.524,113.517,113.609,113.524,113.571,113.534
FLQS30NWGRWV,-62.9019495248,-63.0719061575,-63.115894933,-62.9349411064,-62.9359408513,-62.9749309023,-62.8619597288,-62.8959510554,-62.7669839635,-62.7689834533,-62.7349921267,-62.7939770757,-62.6230206981,-62.6550125348,-62.7229951879,-62.6560122797,-62.6570120246,-62.6900036063,-62.6550125348,-62.6860046267,-62.6570120246,-62.6870043716,-62.7239949328,-62.6250201879,-62.6160224838,-62.7559867696,-62.6570120246,-62.6160224838,-62.7589860043,-62.6170222287,-62.6880041165,-62.6510135552,143.159235065,143.339251707,143.481264836,143.477264466,143.407257994,143.440261045,143.514267887,143.549271123,143.51526798,143.409258179,143.481264836,143.302248286,143.33225106,143.299248009,143.409258179,143.228241444,143.297247824,143.43826086,143.437260768,143.480264744,143.51526798,143.443261323,143.337251522,143.480264744,143.445261508,143.444261415,143.550271216,143.514267887,143.233241906,143.477264466,143.337251522,143.480264744,113.837,113.867,113.861,113.801,113.812,113.82,113.771,113.777,113.739,113.755,113.734,113.779,113.718,113.733,113.74,113.744,113.734,113.725,113.713,113.717,113.702,113.723,113.751,113.697,113.699,113.746,113.697,113.689,113.778,113.694,113.739,113.705
FLQS30MRGRWY,-63.0992084974,-63.2395782429,-63.2706601151,-63.1302903697,-63.1312930107,-63.1703960112,-63.0581002149,-63.0921900102,-62.9608440341,-62.9608440341,-62.931767444,-62.9879153421,-62.8184690066,-62.8525588019,-62.9177304694,-62.8525588019,-62.8525588019,-62.8856459562,-62.8164637245,-62.881635392,-62.8515561609,-62.8836406741,-62.9207383925,-62.8194716476,-62.8114505193,-62.9528229058,-62.8515561609,-62.8114505193,-62.9548281879,-62.8124531603,-62.8846433151,-62.8465429557,143.081868717,143.34083771,143.367834478,143.402830288,143.330838908,143.363834957,143.437826098,143.473821788,143.438825978,143.332838668,143.403830168,143.225851478,143.253848126,143.222851837,143.334838429,143.151860337,143.217852435,143.361835196,143.356835795,143.402830288,143.437826098,143.366834598,143.259847407,143.403830168,143.367834478,143.367834478,143.472821908,143.437826098,143.157859618,143.399830647,143.260847288,143.403830168,113.599,113.608,113.614,113.562,113.573,113.581,113.533,113.539,113.5,113.516,113.495,113.54,113.479,113.496,113.501,113.506,113.496,113.486,113.464,113.479,113.463,113.485,113.513,113.458,113.461,113.508,113.459,113.45,113.539,113.456,113.501,113.467
FLQS30MKGRWV,-63.0043268845,-63.1433231934,-63.2113213876,-63.0393259551,-63.0393259551,-63.077324946,-62.9683278405,-63.0013269642,-62.8623306553,-62.8613306818,-62.830331505,-62.8983296993,-62.7193344526,-62.7613333373,-62.8283315582,-62.7593333904,-62.7543335232,-62.7933324876,-62.7213343995,-62.7923325141,-62.7603333639,-62.7933324876,-62.830331505,-62.7213343995,-62.7233343464,-62.8613306818,-62.7593333904,-62.7213343995,-62.8643306022,-62.7243343199,-62.794332461,-62.7563334701,143.153514443,143.369530309,143.438535378,143.471537802,143.402532733,143.436535231,143.506540373,143.542543017,143.506540373,143.40153266,143.470537728,143.295524874,143.32352693,143.292524653,143.403532807,143.221519438,143.287524286,143.43053479,143.423534276,143.473537949,143.506540373,143.438535378,143.330527445,143.472537875,143.438535378,143.439535451,143.542543017,143.508540519,143.227519879,143.470537728,143.331527518,143.474538022,113.93,113.945,113.957,113.895,113.905,113.912,113.866,113.872,113.83,113.845,113.825,113.873,113.809,113.828,113.834,113.838,113.826,113.818,113.795,113.812,113.796,113.817,113.845,113.788,113.794,113.84,113.791,113.783,113.872,113.789,113.833,113.799
FLQS30MJGRWV,-63.0261127274,-63.1683725549,-63.2385006388,-63.0621785991,-63.0621785991,-63.1062591091,-62.9900468556,-63.0180980892,-62.887860219,-62.887860219,-62.8537980068,-62.9189169419,-62.7415930724,-62.7486058808,-62.852796177,-62.7796626037,-62.7756552846,-62.8137248159,-62.7425949022,-62.8137248159,-62.7816662632,-62.8157284755,-62.8507925174,-62.7456003915,-62.7445985617,-62.8838528999,-62.7816662632,-62.7445985617,-62.8858565594,-62.7445985617,-62.8147266457,-62.7816662632,143.117824472,143.330853981,143.400863679,143.435868527,143.364858691,143.435868527,143.470873376,143.473873792,143.471873515,143.36585883,143.439869082,143.261844422,143.290848439,143.253843314,143.364858691,143.18783417,143.254843452,143.397863263,143.391862432,143.435868527,143.471873515,143.401863817,143.294848994,143.436868666,143.400863679,143.401863817,143.506878364,143.470873376,143.191834724,143.435868527,143.294848994,143.435868527,113.592,113.608,113.621,113.557,113.568,113.572,113.528,113.537,113.494,113.509,113.487,113.535,113.471,113.479,113.497,113.499,113.488,113.48,113.457,113.474,113.458,113.48,113.507,113.451,113.456,113.503,113.453,113.446,113.534,113.451,113.495,113.463
FLQS30MEGRWV,-62.6932470752,-62.8345332374,-62.9071662645,-62.7280711292,-62.7310560482,-62.7648851293,-62.659417994,-62.6922521022,-62.5499709669,-62.5499709669,-62.5051971831,-62.5897698859,-62.358936156,-62.4047049128,-62.5211167507,-62.4464937777,-62.3927652371,-62.434554102,-62.3927652371,-62.4843027507,-62.4484837236,-62.4833077777,-62.5201217777,-62.4096797776,-62.4176395614,-62.5529558859,-62.4494786966,-62.4156496155,-62.5559408048,-62.4146546425,-62.4843027507,-62.4504736696,143.331184138,143.544246845,143.611266569,143.647277168,143.575255971,143.611266569,143.680286883,143.717297776,143.679286588,143.575255971,143.613267158,143.472225648,143.459221821,143.429212989,143.575255971,143.398203862,143.424211517,143.567253616,143.566253321,143.646276873,143.681287177,143.612266864,143.506235657,143.646276873,143.609265981,143.612266864,143.715297187,143.679286588,143.40220504,143.645276579,143.506235657,143.646276873,113.596,113.612,113.626,113.561,113.572,113.579,113.533,113.539,113.496,113.512,113.491,113.54,113.464,113.484,113.502,113.503,113.481,113.474,113.46,113.479,113.462,113.484,113.512,113.454,113.462,113.507,113.457,113.451,113.539,113.456,113.5,113.468
FLQS30LFGRWY,-62.99126365,-63.1644888783,-63.1913686552,-63.0221256159,-63.0221256159,-63.0609519602,-62.9494506638,-62.9823037244,-62.8578603132,-62.8588558605,-62.8309805363,-62.8807579008,-62.7085282197,-62.7453634694,-62.8100740433,-62.7463590167,-62.7413812803,-62.7792120773,-62.7483501113,-62.7722432463,-62.7423768276,-62.7752298881,-62.8130606851,-62.7184836926,-62.7045460306,-62.8439226511,-62.7413812803,-62.7015593887,-62.8479048403,-62.7045460306,-62.77821653,-62.7393901857,143.049284195,143.268352013,143.33737338,143.369383289,143.298361303,143.330371212,143.402393508,143.440405276,143.405394437,143.299361612,143.370383599,143.192328478,143.18532631,143.192328478,143.301362232,143.121306491,143.150315472,143.330371212,143.326369973,143.372384218,143.407395057,143.33537276,143.226339006,143.371383908,143.33737338,143.333372141,143.442405895,143.408395366,143.12530773,143.368382979,143.226339006,143.372384218,113.821,113.847,113.846,113.784,113.795,113.803,113.755,113.761,113.724,113.74,113.72,113.763,113.706,113.717,113.723,113.728,113.722,113.708,113.698,113.7,113.685,113.706,113.735,113.682,113.682,113.73,113.679,113.671,113.761,113.678,113.723,113.689
FLQS30KNGRWV,-63.1347361013,-63.2750421961,-63.3431908707,-63.169812625,-63.169812625,-63.2058913351,-63.0976552048,-63.1327317285,-62.9884168881,-62.9894190745,-62.952338178,-63.0295065302,-62.8481107933,-62.8561282845,-62.95734911,-62.888198249,-62.8811829442,-62.9222725863,-62.8451042342,-62.9212703999,-62.8861938762,-62.9222725863,-62.9593534828,-62.8491129797,-62.8200495744,-62.9924256337,-62.8861938762,-62.8511173525,-62.9944300065,-62.8521195389,-62.9222725863,-62.8861938762,143.187725965,143.401679234,143.469664386,143.503656961,143.433672247,143.468664604,143.537649537,143.573641676,143.537649537,143.432672465,143.501657398,143.328695175,143.357688842,143.321696704,143.433672247,143.254711334,143.321696704,143.462665914,143.457667006,143.503656961,143.537649537,143.468664604,143.362687751,143.503656961,143.465665259,143.468664604,143.572641894,143.537649537,143.258710461,143.501657398,143.363687532,143.504656743,113.733,113.749,113.761,113.698,113.709,113.716,113.67,113.676,113.633,113.649,113.626,113.677,113.612,113.62,113.638,113.641,113.629,113.622,113.597,113.616,113.599,113.621,113.649,113.591,113.587,113.644,113.593,113.587,113.676,113.593,113.636,113.604
FLQS30K5GRWY,-63.1225461876,-63.270542779,-63.3385412129,-63.1665451742,-63.1675451512,-63.2045442991,-63.0935468555,-63.1275460725,-62.9985490435,-62.9985490435,-62.9655498035,-63.0255484216,-62.8415526593,-62.8775518302,-62.9565500108,-62.8865516229,-62.8755518763,-62.9105510702,-62.8745518993,-62.9185508859,-62.8875515999,-62.9205508399,-62.9575499877,-62.8575522908,-62.8495524751,-62.9885492738,-62.8875515999,-62.8485524981,-62.9915492047,-62.8505524521,-62.9215508168,-62.884551669,143.209993565,143.459056163,143.52807351,143.561081806,143.492064459,143.525072755,143.596090605,143.632099655,143.597090856,143.492064459,143.561081806,143.387038063,143.381036554,143.349028509,143.492064459,143.314019711,143.345027504,143.489063705,143.486062951,143.562082057,143.597090856,143.526073007,143.420046359,143.563082309,143.527073258,143.526073007,143.632099655,143.597090856,143.318020716,143.560081554,143.419046107,143.563082309,113.78,113.792,113.805,113.743,113.753,113.76,113.713,113.719,113.681,113.696,113.675,113.721,113.66,113.677,113.682,113.685,113.677,113.668,113.656,113.66,113.644,113.666,113.693,113.639,113.641,113.688,113.639,113.631,113.72,113.637,113.681,113.648
FLQS30K3GRWY,-63.156500734,-63.2585532509,-63.3576042232,-63.1865161802,-63.1885172099,-63.2255362602,-63.0824626336,-63.1464955853,-63.0124265926,-63.0134271074,-62.9824111464,-63.0444430685,-62.838337005,-62.8763565701,-62.9724059977,-62.8723545106,-62.8733550255,-62.9063720162,-62.8723545106,-62.939389007,-62.9073725311,-62.939389007,-62.9794096018,-62.8723545106,-62.869352966,-62.9764080572,-62.9063720162,-62.869352966,-63.0084245331,-62.8363359752,-62.9103740757,-62.9033704716,143.100466942,143.317470683,143.388471907,143.421472475,143.349471234,143.38347182,143.454473044,143.492473699,143.455473062,143.350471251,143.419472441,143.244469424,143.268469838,143.238469321,143.355471338,143.166468079,143.232469217,143.3764717,143.373471648,143.422472493,143.456473079,143.387471889,143.276469976,143.419472441,143.386471872,143.386471872,143.491473682,143.456473079,143.177468269,143.417472407,143.277469993,143.42347251,113.703,113.705,113.728,113.666,113.677,113.684,113.626,113.642,113.603,113.618,113.598,113.644,113.572,113.589,113.604,113.598,113.589,113.578,113.568,113.583,113.567,113.588,113.618,113.561,113.565,113.601,113.562,113.554,113.642,113.549,113.594,113.571
FLQS30K1GRWY,-62.7670860246,-62.9090048217,-62.9789647921,-62.8030654379,-62.8040648661,-62.8720259802,-62.7311066112,-62.7650871683,-62.6241677993,-62.6241677993,-62.5911866704,-62.662146069,-62.4792507177,-62.5242249844,-62.5921860986,-62.5182284155,-62.514230703,-62.5532084008,-62.5122318467,-62.588188386,-62.5192278437,-62.5572061133,-62.5931855267,-62.4832484303,-62.4882455711,-62.6261666556,-62.5532084008,-62.4862467148,-62.6291649401,-62.4872461429,-62.5562066852,-62.5202272718,143.202441218,143.419419159,143.487412246,143.520408892,143.449416109,143.489412043,143.555405334,143.590401776,143.555405334,143.451415906,143.519408993,143.34642658,143.374423734,143.341427088,143.450416008,143.270434306,143.337427495,143.47941306,143.477413263,143.523408587,143.556405232,143.487412246,143.381423022,143.520408892,143.486412348,143.486412348,143.594401369,143.555405334,143.275433797,143.520408892,143.380423124,143.523408587,113.67,113.686,113.699,113.636,113.646,113.663,113.606,113.612,113.57,113.586,113.565,113.614,113.548,113.568,113.575,113.577,113.566,113.558,113.544,113.563,113.535,113.558,113.585,113.528,113.535,113.581,113.541,113.524,113.613,113.53,113.573,113.54
FLQS30JCGRWV,-62.5207149491,-62.6717649964,-62.7427885286,-62.5657298639,-62.5687308582,-62.6027421271,-62.4947063317,-62.5287176006,-62.3926725249,-62.3916721934,-62.3486579416,-62.4266837938,-62.2346201575,-62.2796350723,-62.3576609245,-62.2766340779,-62.2686314264,-62.3116456783,-62.233619826,-62.3196483298,-62.2846367294,-62.3196483298,-62.3476576101,-62.2396218147,-62.2526261234,-62.3916721934,-62.2786347408,-62.2416224776,-62.3926725249,-62.2496251291,-62.3196483298,-62.2856370609,143.200054737,143.446882466,143.515834341,143.551809233,143.47985945,143.514835039,143.585785519,143.622759714,143.585785519,143.480858752,143.521830156,143.376931287,143.370935472,143.337958488,143.478860147,143.267008007,143.336959186,143.477860844,143.472864332,143.549810628,143.587784124,143.514835039,143.376931287,143.517832946,143.515834341,143.514835039,143.587784124,143.55080993,143.306980109,143.549810628,143.409908271,143.549810628,113.636,113.65,113.664,113.6,113.611,113.617,113.571,113.577,113.536,113.551,113.531,113.578,113.515,113.535,113.54,113.544,113.531,113.525,113.499,113.517,113.5,113.522,113.552,113.495,113.5,113.546,113.498,113.491,113.577,113.494,113.538,113.506
FLQS30J0GRWV,-62.4846020999,-62.6225990126,-62.7005972677,-62.5186013393,-62.5186013393,-62.5626003549,-62.4556027487,-62.4886020104,-62.3446052319,-62.3456052095,-62.3126059478,-62.376604516,-62.1676091916,-62.2076082968,-62.3076060596,-62.2396075809,-62.2026084086,-62.2396075809,-62.201608431,-62.279606686,-62.2386076033,-62.2726068426,-62.3086060373,-62.2036083863,-62.2106082297,-62.3506050977,-62.2386076033,-62.2026084086,-62.3436052543,-62.2036083863,-62.2726068426,-62.236607648,143.294368169,143.509343217,143.613331148,143.612331264,143.541339503,143.61133138,143.681323256,143.718318962,143.648327086,143.542339387,143.615330915,143.436351689,143.461348788,143.429352502,143.543339271,143.361360393,143.42635285,143.56833637,143.567336486,143.648327086,143.648327086,143.577335326,143.470347743,143.612331264,143.612331264,143.61133138,143.683323024,143.646327318,143.366359813,143.61133138,143.470347743,143.613331148,113.455,113.47,113.481,113.42,113.43,113.435,113.389,113.394,113.356,113.372,113.35,113.398,113.324,113.342,113.359,113.363,113.341,113.333,113.32,113.335,113.321,113.343,113.37,113.314,113.317,113.364,113.316,113.309,113.397,113.314,113.358,113.325
FLQS30HZGRWY,-62.8739358879,-63.0459165653,-63.084912184,-62.9409283611,-62.9419282487,-62.9779242044,-62.8679365619,-62.8969333041,-62.735951391,-62.7349515033,-62.7319518403,-62.7999442011,-62.5879680174,-62.6309631868,-62.7309519527,-62.6609598165,-62.6239639731,-62.6619597042,-62.6219641978,-62.6949559969,-62.6619597042,-62.6959558846,-62.7309519527,-62.5939673434,-62.6259637485,-62.7349515033,-62.6609598165,-62.5929674557,-62.7659480207,-62.594967231,-62.6649593672,-62.6289634114,143.177420903,143.396462854,143.463475688,143.500482775,143.429469175,143.463475688,143.53548948,143.538490054,143.532488905,143.427468792,143.501482967,143.325449253,143.349453851,143.317447721,143.429469175,143.250434887,143.315447338,143.456474347,143.454473964,143.499482584,143.53548948,143.464475879,143.358455575,143.496482009,143.465476071,143.462475496,143.571496376,143.531488713,143.255435845,143.495481817,143.355455,143.498482392,113.741,113.766,113.769,113.716,113.727,113.733,113.686,113.695,113.642,113.657,113.645,113.694,113.619,113.639,113.656,113.658,113.637,113.629,113.615,113.633,113.617,113.639,113.666,113.6,113.615,113.652,113.611,113.594,113.693,113.601,113.645,113.611
FLQS30H6GRWV,-62.7694781561,-62.9412031481,-62.9801407916,-62.8363710309,-62.837369432,-62.8743102733,-62.7325373148,-62.7964349863,-62.6686396434,-62.6686396434,-62.6356924066,-62.6945980724,-62.4899258437,-62.5568187184,-62.6267067965,-62.5248698827,-62.5248698827,-62.5578171196,-62.5238714816,-62.5867707519,-62.5568187184,-62.5887675541,-62.5937595597,-62.4969146515,-62.518879476,-62.6267067965,-62.5568187184,-62.4859322392,-62.6606524345,-62.4859322392,-62.5578171196,-62.5538235151,143.142891902,143.35890683,143.426911529,143.462914017,143.39190911,143.42591146,143.495916298,143.534918993,143.500916643,143.394909318,143.466914294,143.288901992,143.315903858,143.284901716,143.39190911,143.213896809,143.281901508,143.422911253,143.420911115,143.463914086,143.500916643,143.426911529,143.320904204,143.462914017,143.429911737,143.42591146,143.535919062,143.497916436,143.219897223,143.460913879,143.318904065,143.463914086,113.844,113.87,113.873,113.82,113.83,113.838,113.78,113.796,113.758,113.773,113.751,113.797,113.725,113.752,113.759,113.751,113.741,113.732,113.721,113.736,113.72,113.742,113.759,113.706,113.718,113.755,113.715,113.697,113.796,113.702,113.747,113.724
FLQS30GQGRWV,4194.19744525,4205.91602291,4208.48357644,4196.76499878,4196.8966682,4199.46422173,4192.02489996,4198.27919702,4184.7172476,4184.58557819,4182.41303289,4187.48230525,4174.97371112,4178.19961171,4182.93971054,4177.73876877,4177.27792583,4180.17465289,4177.14625642,4182.67637172,4180.37215701,4180.43799171,4182.87387583,4175.36871936,4178.13377701,4185.04642113,4180.3063223,4178.0679423,4187.48230525,4175.89539701,4180.50382642,4178.26544642,143.133037755,143.353117767,143.418141408,143.452153773,143.382128315,143.452153773,143.48916723,143.498170503,143.487166502,143.381127951,143.455154864,143.27809049,143.30510031,143.273088672,143.383128678,143.203063213,143.270087581,143.412139225,143.411138862,143.456155228,143.490167594,143.420142135,143.31310322,143.452153773,143.421142499,143.419141771,143.526180687,143.490167594,143.211066123,143.453154137,143.31310322,143.452153773,113.993,114.02,114.024,113.959,113.97,113.973,113.93,113.96,113.893,113.908,113.886,113.938,113.87,113.891,113.899,113.899,113.887,113.881,113.866,113.887,113.87,113.881,113.909,113.85,113.869,113.904,113.865,113.859,113.948,113.853,113.897,113.865
FLQS30GCGRWY,-63.0339636266,-63.2060563527,-63.2460779169,-63.0669814171,-63.0679819562,-63.1100045986,-62.9919409842,-63.0269598529,-62.8978903083,-62.8988908474,-62.8688746743,-62.9249048641,-62.7568142945,-62.790832624,-62.8558676659,-62.7888315458,-62.7918331632,-62.8218493363,-62.7558137554,-62.8178471799,-62.7878310067,-62.818847719,-62.8558676659,-62.7588153727,-62.7488099816,-62.8878849173,-62.7878310067,-62.7478094425,-62.8918870737,-62.7498105207,-62.8198482581,-62.7838288503,143.168979941,143.348090008,143.494179783,143.488176093,143.417132436,143.493179168,143.523197615,143.559219751,143.525198844,143.42013428,143.489176708,143.313068486,143.341085704,143.308065412,143.419133665,143.239022984,143.305063567,143.448151497,143.442147808,143.488176093,143.525198844,143.452153957,143.346088778,143.490177323,143.453154572,143.453154572,143.560220366,143.52419823,143.245026674,143.486174863,143.346088778,143.490177323,113.788,113.819,113.811,113.751,113.762,113.765,113.721,113.727,113.689,113.705,113.685,113.729,113.669,113.685,113.691,113.695,113.686,113.675,113.654,113.668,113.653,113.674,113.702,113.648,113.65,113.697,113.647,113.639,113.729,113.645,113.69,113.656
FLQS30G5GRWY,-62.8388275834,-62.9807955645,-63.0437813589,-62.8708203679,-62.8728199169,-62.9088117994,-62.7998363773,-62.8338287108,-62.6998589258,-62.6998589258,-62.6658665923,-62.7318517103,-62.5588907192,-62.5958823763,-62.6618674942,-62.5938828272,-62.5928830527,-62.6268753862,-62.5578909447,-62.6248758372,-62.5928830527,-62.6248758372,-62.6638670433,-62.5588907192,-62.5568911702,-62.6958598278,-62.5928830527,-62.5548916212,-62.6978593768,-62.5578909447,-62.6258756117,-62.5898837292,143.26502412,143.523090813,143.549097534,143.583106323,143.513088228,143.546096758,143.61811537,143.653124417,143.61811537,143.514088486,143.583106323,143.408061085,143.435068065,143.403059793,143.514088486,143.33204144,143.400059017,143.542095724,143.536094173,143.584106581,143.61811537,143.548097275,143.441069616,143.583106323,143.547097017,143.548097275,143.653124417,143.61811537,143.339043249,143.581105806,143.441069616,143.58510684,113.639,113.648,113.666,113.603,113.614,113.621,113.574,113.58,113.54,113.556,113.534,113.582,113.52,113.537,113.543,113.547,113.536,113.527,113.505,113.52,113.504,113.526,113.554,113.498,113.503,113.549,113.499,113.492,113.581,113.498,113.541,113.508
FLQS30E9GRWY,-62.8011507251,-62.9091578637,-63.0131647378,-62.8361530385,-62.8401533029,-62.8731554841,-62.7291459661,-62.7981505268,-62.6481406122,-62.6501407444,-62.6121382327,-62.6991439832,-62.4601281859,-62.5601347956,-62.6271392242,-62.513131689,-62.5071312925,-62.5861365142,-62.5411335398,-62.5921369107,-62.5501341346,-62.5911368446,-62.6281392903,-62.4761292434,-62.5241324161,-62.6621415376,-62.5501341346,-62.5221322839,-62.666141802,-62.52313235,-62.5921369107,-62.5561345312,143.263488501,143.47454815,143.545568221,143.581578398,143.509558044,143.546568504,143.609586314,143.650597904,143.611586879,143.507557479,143.576576985,143.405528644,143.388523838,143.399526948,143.510558327,143.324505745,143.390524403,143.536565677,143.534565111,143.580578115,143.614587727,143.547568786,143.440538538,143.574576419,143.544567938,143.545568221,143.648597339,143.613587444,143.334508572,143.579577833,143.440538538,143.581578398,113.691,113.696,113.721,113.656,113.668,113.674,113.616,113.633,113.589,113.605,113.582,113.636,113.558,113.59,113.597,113.585,113.574,113.579,113.564,113.574,113.556,113.579,113.607,113.536,113.557,113.603,113.551,113.546,113.635,113.551,113.595,113.562
FLQS30DZGRWV,-62.7489135776,-62.8909337518,-62.9589434127,-62.781918266,-62.7859188343,-62.8219239488,-62.7109081789,-62.7459131514,-62.6018926931,-62.6028928351,-62.5668877206,-62.6438986601,-62.4128658415,-62.5048789121,-62.572888573,-62.4998782018,-62.4798753603,-62.5348831743,-62.4928772073,-62.5368834584,-62.4978779176,-62.5378836005,-62.572888573,-62.4598725189,-62.4678736555,-62.6078935455,-62.4988780597,-62.4668735134,-62.6098938296,-62.4668735134,-62.5368834584,-62.5008783438,143.284620513,143.497642249,143.566649291,143.601652863,143.529645515,143.564649087,143.63465623,143.670659904,143.63465623,143.530645617,143.599652658,143.425634902,143.413633677,143.422634596,143.530645617,143.352627452,143.381630412,143.560648679,143.558648474,143.60065276,143.635656332,143.566649291,143.460638474,143.60065276,143.565649189,143.565649189,143.670659904,143.63465623,143.356627861,143.60065276,143.460638474,143.601652863,113.839,113.855,113.868,113.804,113.816,113.823,113.775,113.782,113.739,113.754,113.732,113.783,113.708,113.737,113.744,113.746,113.735,113.727,113.713,113.722,113.704,113.727,113.754,113.696,113.704,113.751,113.699,113.693,113.782,113.698,113.742,113.709
FLQS30D5GRWQ,-63.079745599,-63.2197539125,-63.291758188,-63.1147476774,-63.113747618,-63.1517498745,-63.0437434612,-63.0777454802,-62.9327368698,-62.9327368698,-62.896734732,-62.9757394232,-62.7797277843,-62.8377312285,-62.9057352665,-62.8327309315,-62.8247304565,-62.8667329505,-62.7867282,-62.8707331881,-62.8297307534,-62.8707331881,-62.9057352665,-62.7927285562,-62.8027291501,-62.9397372854,-62.8297307534,-62.7987289125,-62.9417374042,-62.8007290313,-62.8697331287,-62.8337309909,143.142559671,143.357562014,143.424562744,143.459563125,143.389562363,143.424562744,143.493563496,143.528563877,143.491563474,143.387562341,143.454563071,143.283561208,143.27456111,143.280561175,143.389562363,143.20856039,143.276561131,143.418562679,143.412562613,143.458563114,143.493563496,143.424562744,143.318561589,143.458563114,143.423562733,143.423562733,143.528563877,143.492563485,143.213560445,143.457563104,143.3195616,143.459563125,113.826,113.841,113.855,113.791,113.801,113.808,113.762,113.768,113.725,113.74,113.718,113.77,113.706,113.724,113.731,113.733,113.721,113.714,113.688,113.709,113.69,113.714,113.742,113.683,113.691,113.737,113.685,113.68,113.769,113.686,113.729,113.697
FLQS30CMGRWQ,-63.0427795458,-63.1916656651,-63.2945869422,-63.1197206947,-63.1197206947,-63.1566924156,-63.0167994176,-63.0417803101,-62.908881962,-62.9078827263,-62.9148773762,-62.978828461,-62.7599958427,-62.7999652707,-62.9108804334,-62.7979667993,-62.7939698565,-62.8329400488,-62.7949690922,-62.8319408131,-62.8099576277,-62.8739087125,-62.908881962,-62.7669904926,-62.8039622135,-62.9038857835,-62.8339392845,-62.7639927855,-62.9028865478,-62.7619943141,-62.8679132983,-62.8409339344,143.117271107,143.369336751,143.438354725,143.475364363,143.404345868,143.438354725,143.506372438,143.508372959,143.471363321,143.36733623,143.474364102,143.299318516,143.290316172,143.256307315,143.404345868,143.186289081,143.255307055,143.397344045,143.395343524,143.438354725,143.506372438,143.438354725,143.333327373,143.437354464,143.439354985,143.402345347,143.51037348,143.472363581,143.191290383,143.436354204,143.298318256,143.474364102,113.977,113.99,114.014,113.95,113.96,113.968,113.911,113.919,113.88,113.895,113.881,113.929,113.857,113.875,113.891,113.885,113.873,113.865,113.853,113.859,113.842,113.873,113.9,113.837,113.85,113.888,113.849,113.831,113.919,113.836,113.892,113.857
