,Distance_X_LOGO_Button_LD1,Distance_X_LOGO_Button_LD2,Distance_X_LOGO_Button_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Button_LD1,Distance_Y_LOGO_Button_LD2,Distance_Y_LOGO_Button_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Button_LD1,Angle_Button_LD2,Angle_Button_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3115GRWV,-29.6646876516,-29.6646876516,-29.6296833001,-29.6646876516,-29.6656877759,-29.6656877759,-29.6286831758,-29.6656877759,-29.6286831758,-29.6326836731,-29.6316835488,-29.6646876516,-29.7376967274,-29.6656877759,-29.6656877759,-29.7346963544,-29.69669163,-29.6636875272,-29.6306834245,-29.6686881489,-29.5946789487,-29.7016922516,-29.7006921273,-29.7016922516,-29.6666879002,-29.6666879002,-29.6656877759,-29.6666879002,-29.6266829272,-29.7016922516,-29.699692003,-29.699692003,-142.816992018,-142.816992018,-142.818992368,-142.851998144,-142.820992718,-142.783986242,-142.777985192,-142.820992718,-142.777985192,-142.783986242,-142.752980816,-142.851998144,-142.710973465,-142.783986242,-142.783986242,-142.849997794,-142.848997619,-142.816992018,-142.741978891,-142.781985892,-142.816992018,-142.749980291,-142.827993943,-142.749980291,-142.755981342,-142.755981342,-142.720975216,-142.755981342,-142.643961739,-142.789987292,-142.721975391,-142.852998319,258.204,258.204,258.217,258.207,258.204,258.201,258.215,258.204,258.215,258.214,258.212,258.207,258.167,258.201,258.201,258.18,258.194,258.204,258.211,258.2,258.231,258.184,258.191,258.184,258.198,258.198,258.196,258.198,258.205,258.187,258.183,258.193
FLQS310RGRWV,-29.1208209337,-29.1208209337,-29.0828028901,-29.112817135,-29.1158185595,-29.118819984,-29.0768000411,-29.1158185595,-29.0768000411,-29.0848038397,-29.0828028901,-29.112817135,-29.1958565461,-29.118819984,-29.118819984,-29.1898536971,-29.1518356535,-29.1168190343,-29.0757995662,-29.1208209337,-29.0437843716,-29.1568380276,-29.1518356535,-29.1568380276,-29.1178195092,-29.1178195092,-29.112817135,-29.1178195092,-29.0868047894,-29.1528361283,-29.1578385025,-29.1558375528,-142.90507316,-142.90507316,-142.90507316,-142.935081365,-142.906073434,-142.871063862,-142.865062221,-142.906073434,-142.865062221,-142.872064135,-142.84205593,-142.935081365,-142.798043896,-142.871063862,-142.871063862,-142.933080818,-142.933080818,-142.904072887,-142.828052101,-142.867062768,-142.90207234,-142.832053195,-142.912075075,-142.832053195,-142.841055657,-142.841055657,-142.804045537,-142.841055657,-142.725023931,-142.872064135,-142.803045264,-142.941083006,258.412,258.412,258.427,258.418,258.414,258.41,258.426,258.414,258.426,258.423,258.422,258.418,258.375,258.41,258.41,258.388,258.402,258.414,258.424,258.409,258.442,258.393,258.401,258.393,258.409,258.409,258.408,258.409,258.411,258.397,258.39,258.401
FLQS3106GRWV,-29.5796439934,-29.5796439934,-29.541496141,-29.5776362117,-29.5786401026,-29.5806478843,-29.5435039227,-29.5786401026,-29.5435039227,-29.5445078136,-29.5465155953,-29.5776362117,-29.6589513708,-29.5806478843,-29.5806478843,-29.6960953324,-29.6157840641,-29.5796439934,-29.541496141,-29.5836595568,-29.5103755245,-29.6659786068,-29.6529280257,-29.6659786068,-29.5816517751,-29.5816517751,-29.5796439934,-29.5816517751,-29.5846634477,-29.6529280257,-29.6639708251,-29.616787955,-142.858566949,-142.858566949,-142.857566511,-142.85256432,-142.858566949,-142.821550737,-142.784534526,-142.858566949,-142.784534526,-142.819549861,-142.751520066,-142.85256432,-142.714503855,-142.821550737,-142.821550737,-142.89058097,-142.856566073,-142.818549423,-142.785534964,-142.821550737,-142.823551614,-142.783534087,-142.82555249,-142.783534087,-142.789536716,-142.789536716,-142.756522257,-142.789536716,-142.682489834,-142.82555249,-142.753520943,-142.896583599,258.38,258.38,258.395,258.381,258.381,258.377,258.389,258.381,258.389,258.391,258.385,258.381,258.339,258.377,258.377,258.338,258.367,258.377,258.389,258.376,258.404,258.342,258.35,258.342,258.374,258.374,258.373,258.374,258.365,258.35,258.34,258.369
FLQS30ZQGRWV,-29.3762160603,-29.3762160603,-29.3392044489,-29.3712144912,-29.3752157465,-29.3772163742,-29.3372038212,-29.3752157465,-29.3372038212,-29.3422053903,-29.3412050765,-29.3712144912,-29.4512395971,-29.3772163742,-29.3772163742,-29.4472383418,-29.4092264165,-29.3752157465,-29.338204135,-29.3762160603,-29.3051937789,-29.4132276718,-29.4092264165,-29.4132276718,-29.3762160603,-29.3762160603,-29.3752157465,-29.3762160603,-29.3452063318,-29.4112270442,-29.4152282995,-29.412227358,-142.752084877,-142.752084877,-142.792081539,-142.825078784,-142.795081288,-142.755084627,-142.753084794,-142.795081288,-142.753084794,-142.715087965,-142.725087131,-142.825078784,-142.684090552,-142.755084627,-142.755084627,-142.823078951,-142.821079118,-142.787081956,-142.715087965,-142.751084961,-142.795081288,-142.720087548,-142.803080621,-142.720087548,-142.726087047,-142.726087047,-142.693089801,-142.726087047,-142.617096144,-142.761084126,-142.692089885,-142.792081539,258.403,258.403,258.421,258.411,258.407,258.403,258.418,258.407,258.418,258.414,258.415,258.411,258.369,258.403,258.403,258.381,258.396,258.406,258.415,258.403,258.434,258.387,258.395,258.387,258.401,258.401,258.399,258.401,258.405,258.39,258.383,258.393
FLQS30YUGRWV,-29.5541162314,-29.5541162314,-29.5221128569,-29.5551163369,-29.5571165478,-29.5581166532,-29.5251131733,-29.5571165478,-29.5251131733,-29.5241130678,-29.5211127515,-29.5551163369,-29.6301242458,-29.5581166532,-29.5581166532,-29.6241236131,-29.5861196059,-29.5571165478,-29.5231129624,-29.5601168641,-29.4871091661,-29.5901200277,-29.5881198168,-29.5901200277,-29.5561164423,-29.5561164423,-29.5571165478,-29.5561164423,-29.5211127515,-29.5911201332,-29.5921202386,-29.5881198168,-142.741440053,-142.741440053,-142.743439443,-142.735441883,-142.744439137,-142.668462323,-142.662464154,-142.744439137,-142.662464154,-142.707450425,-142.674460493,-142.735441883,-142.629474221,-142.668462323,-142.668462323,-142.768431816,-142.765432731,-142.699452866,-142.660464764,-142.697453476,-142.742439748,-142.666462933,-142.748437917,-142.666462933,-142.672461103,-142.672461103,-142.635472391,-142.672461103,-142.563494356,-142.709449815,-142.638471475,-142.77742907,258.272,258.272,258.284,258.271,258.271,258.265,258.277,258.271,258.277,258.281,258.279,258.271,258.233,258.265,258.265,258.247,258.261,258.267,258.277,258.266,258.297,258.252,258.259,258.252,258.266,258.266,258.262,258.266,258.27,258.255,258.249,258.261
FLQS30X6GRWY,-29.6344485177,-29.6344485177,-29.5994278978,-29.6314467503,-29.6344485177,-29.636449696,-29.6354491068,-29.6344485177,-29.6354491068,-29.6014290761,-29.600428487,-29.6314467503,-29.7064909357,-29.636449696,-29.636449696,-29.7024885791,-29.6994868117,-29.6354491068,-29.6354491068,-29.6374502851,-29.6014290761,-29.7054903465,-29.7024885791,-29.7054903465,-29.6354491068,-29.6354491068,-29.6704697267,-29.6354491068,-29.6404520525,-29.6704697267,-29.7064909357,-29.7024885791,-142.77503275,-142.77503275,-142.77503275,-142.845041592,-142.815037803,-142.740028329,-142.741028455,-142.815037803,-142.741028455,-142.739028202,-142.742028581,-142.845041592,-142.702023529,-142.740028329,-142.740028329,-142.842041213,-142.844041466,-142.811037297,-142.739028202,-142.774032624,-142.779033255,-142.740028329,-142.818038182,-142.740028329,-142.743028708,-142.743028708,-142.710024539,-142.743028708,-142.596010139,-142.781033508,-142.711024666,-142.852042476,258.353,258.353,258.367,258.36,258.356,258.35,258.35,258.356,258.35,258.363,258.364,258.36,258.32,258.35,258.35,258.333,258.334,258.356,258.35,258.352,258.366,258.323,258.33,258.323,258.35,258.35,258.334,258.35,258.337,258.34,258.321,258.333
FLQS30X6GRWV,-29.2627415056,-29.2627415056,-29.2677452232,-29.2627415056,-29.3017705032,-29.3047727337,-29.2317184562,-29.3017705032,-29.2317184562,-29.2717481973,-29.2697467103,-29.2627415056,-29.3397987572,-29.3047727337,-29.3047727337,-29.3337942961,-29.2967667855,-29.2647429926,-29.2317184562,-29.2687459667,-29.1956916892,-29.3017705032,-29.2987682726,-29.3017705032,-29.3047727337,-29.3047727337,-29.2667444797,-29.3047727337,-29.2347206868,-29.3007697596,-29.3017705032,-29.2997690161,-142.927551758,-142.927551758,-142.929552689,-142.961567597,-142.931553621,-142.893535919,-142.886532658,-142.931553621,-142.886532658,-142.893535919,-142.863521943,-142.961567597,-142.782484209,-142.893535919,-142.893535919,-142.92455036,-142.959566665,-142.925550826,-142.816500048,-142.855518217,-142.931553621,-142.855518217,-142.938556882,-142.855518217,-142.865522875,-142.865522875,-142.83050657,-142.865522875,-142.751469768,-142.90053918,-142.83050657,-142.966569926,258.44,258.44,258.439,258.443,258.426,258.422,258.449,258.426,258.449,258.434,258.433,258.443,258.4,258.422,258.422,258.413,258.43,258.44,258.444,258.432,258.467,258.42,258.428,258.42,258.419,258.419,258.431,258.419,258.437,258.424,258.418,258.429
FLQS30WFGRWV,-29.7151470608,-29.7151470608,-29.6791626255,-29.7101492226,-29.7141474932,-29.7151470608,-29.6781630578,-29.7141474932,-29.6781630578,-29.6811617608,-29.6791626255,-29.7101492226,-29.7841172286,-29.7151470608,-29.7151470608,-29.7821180933,-29.7451340903,-29.7131479255,-29.6761639225,-29.7131479255,-29.6431781901,-29.7491323609,-29.7471332256,-29.7491323609,-29.7121483579,-29.7121483579,-29.709149655,-29.7121483579,-29.6761639225,-29.7481327933,-29.7481327933,-29.7491323609,-142.687548054,-142.687548054,-142.686548078,-142.716547352,-142.685548102,-142.653548876,-142.654548852,-142.685548102,-142.654548852,-142.6525489,-142.618549723,-142.716547352,-142.57855069,-142.653548876,-142.653548876,-142.7145474,-142.715547376,-142.684548126,-142.613549844,-142.648548997,-142.688548029,-142.612549868,-142.684548126,-142.612549868,-142.616549771,-142.616549771,-142.582550594,-142.616549771,-142.508552384,-142.647549021,-142.579550666,-142.721547231,258.441,258.441,258.455,258.446,258.442,258.439,258.453,258.442,258.453,258.452,258.45,258.446,258.406,258.439,258.439,258.418,258.432,258.442,258.45,258.439,258.469,258.422,258.429,258.422,258.437,258.437,258.435,258.437,258.442,258.426,258.42,258.431
FLQS30VBGRWV,-29.4385831598,-29.4385831598,-29.4046021098,-29.4385831598,-29.4395826024,-29.4425809304,-29.4026032245,-29.4395826024,-29.4026032245,-29.4076004377,-29.4076004377,-29.4385831598,-29.5135413583,-29.4425809304,-29.4425809304,-29.5095435877,-29.4725642098,-29.4405820451,-29.4036026672,-29.443580373,-29.3676227319,-29.4755625377,-29.4765619804,-29.4755625377,-29.4425809304,-29.4425809304,-29.4385831598,-29.4425809304,-29.4085998804,-29.4765619804,-29.4815591936,-29.4745630951,-142.810417707,-142.810417707,-142.812417769,-142.843418728,-142.812417769,-142.773416563,-142.768416408,-142.812417769,-142.768416408,-142.775416625,-142.744415666,-142.843418728,-142.664413191,-142.773416563,-142.773416563,-142.842418697,-142.840418635,-142.809417676,-142.729415202,-142.769416439,-142.8134178,-142.69541415,-142.814417831,-142.69541415,-142.743415635,-142.743415635,-142.70641449,-142.743415635,-142.629412108,-142.776416656,-142.705414459,-142.847418852,258.449,258.449,258.461,258.451,258.448,258.444,258.459,258.448,258.459,258.457,258.455,258.451,258.408,258.444,258.444,258.423,258.438,258.447,258.455,258.443,258.476,258.425,258.434,258.425,258.441,258.441,258.44,258.441,258.445,258.431,258.423,258.438
FLQS30UFGRWV,-29.5738551979,-29.5738551979,-29.536869136,-29.5688570814,-29.570856328,-29.570856328,-29.5318710195,-29.570856328,-29.5318710195,-29.536869136,-29.536869136,-29.5688570814,-29.6478273218,-29.570856328,-29.570856328,-29.6448284519,-29.6078423899,-29.5678574581,-29.5298717729,-29.5728555746,-29.4988834507,-29.6108412598,-29.6058431434,-29.6108412598,-29.5718559513,-29.5718559513,-29.5678574581,-29.5718559513,-29.5408676291,-29.6068427666,-29.6128405064,-29.6098416365,-142.807874139,-142.807874139,-142.807874139,-142.838886925,-142.809874964,-142.773860117,-142.77085888,-142.809874964,-142.77085888,-142.772859704,-142.744848156,-142.838886925,-142.703831247,-142.773860117,-142.773860117,-142.837886512,-142.837886512,-142.806873727,-142.731842795,-142.771859292,-142.809874964,-142.738845682,-142.814877026,-142.738845682,-142.747849394,-142.747849394,-142.713835371,-142.747849394,-142.631801552,-142.779862591,-142.710834134,-142.843888987,258.47,258.47,258.484,258.474,258.471,258.468,258.483,258.471,258.483,258.481,258.479,258.474,258.433,258.468,258.468,258.445,258.459,258.472,258.481,258.467,258.499,258.45,258.458,258.45,258.466,258.466,258.465,258.466,258.469,258.455,258.447,258.459
FLQS30TYGRWV,-29.3661613483,-29.3661613483,-29.3281753684,-29.3581642999,-29.3621628241,-29.3651617172,-29.3241768442,-29.3621628241,-29.3241768442,-29.3311742615,-29.3291749994,-29.3581642999,-29.442133308,-29.3651617172,-29.3651617172,-29.4391344149,-29.4001488039,-29.361163193,-29.3241768442,-29.3661613483,-29.2891897574,-29.4051469592,-29.3991491729,-29.4051469592,-29.3641620862,-29.3641620862,-29.361163193,-29.3641620862,-29.3351727857,-29.4001488039,-29.4051469592,-29.4041473281,-142.816064376,-142.816064376,-142.814064193,-142.847067212,-142.818064559,-142.783061357,-142.738057241,-142.818064559,-142.738057241,-142.779060991,-142.753058613,-142.847067212,-142.71105477,-142.783061357,-142.783061357,-142.850067487,-142.847067212,-142.814064193,-142.737057149,-142.783061357,-142.815064285,-142.747058064,-142.824065108,-142.747058064,-142.755058796,-142.755058796,-142.722055777,-142.755058796,-142.674051385,-142.787061723,-142.719055502,-142.851067578,258.373,258.373,258.388,258.379,258.375,258.371,258.383,258.375,258.383,258.384,258.383,258.379,258.336,258.371,258.371,258.348,258.363,258.375,258.384,258.371,258.403,258.353,258.361,258.353,258.369,258.369,258.368,258.369,258.374,258.358,258.351,258.362
FLQS30T7GRWV,-29.5348196341,-29.5348196341,-29.5028241627,-29.5358194926,-29.538819068,-29.5398189265,-29.5078234551,-29.538819068,-29.5078234551,-29.5048238797,-29.5028241627,-29.5358194926,-29.6098090201,-29.5398189265,-29.5398189265,-29.6058095861,-29.5678149639,-29.538819068,-29.5078234551,-29.5418186434,-29.4708286914,-29.5698146809,-29.5708145393,-29.5698146809,-29.5378192095,-29.5378192095,-29.5758138317,-29.5378192095,-29.5048238797,-29.5728142563,-29.5728142563,-29.5698146809,-142.831103346,-142.831103346,-142.833103516,-142.867106397,-142.83610377,-142.801100804,-142.794100211,-142.83610377,-142.794100211,-142.797100465,-142.762097499,-142.867106397,-142.722094109,-142.801100804,-142.801100804,-142.864106143,-142.901109279,-142.868106482,-142.75609699,-142.831103346,-142.834103601,-142.757097075,-142.870106651,-142.757097075,-142.764097668,-142.764097668,-142.761097414,-142.764097668,-142.654088346,-142.832103431,-142.763097584,-142.868106482,258.396,258.396,258.408,258.398,258.395,258.392,258.404,258.395,258.404,258.405,258.403,258.398,258.359,258.392,258.392,258.371,258.389,258.398,258.401,258.393,258.421,258.377,258.385,258.377,258.389,258.389,258.375,258.389,258.393,258.382,258.376,258.385
FLQS30S7GRWV,-29.2945858415,-29.2945858415,-29.2215619464,-29.253572421,-29.2575737303,-29.3496038446,-29.2525720936,-29.2575737303,-29.2525720936,-29.2225622737,-29.2225622737,-29.253572421,-29.3706107185,-29.3496038446,-29.3496038446,-29.3656090818,-29.326596316,-29.2545727483,-29.250571439,-29.2585740576,-29.2205616191,-29.33259828,-29.3305976253,-29.33259828,-29.2575737303,-29.2575737303,-29.2885838775,-29.2575737303,-29.2625753669,-29.3866159558,-29.3926179197,-29.3315979526,-142.758110336,-142.758110336,-142.755111321,-142.788100485,-142.758110336,-142.721122484,-142.681135618,-142.758110336,-142.681135618,-142.720122813,-142.690132663,-142.788100485,-142.65214514,-142.721122484,-142.721122484,-142.790099828,-142.788100485,-142.753111977,-142.681135618,-142.720122813,-142.757110664,-142.687133648,-142.762109022,-142.687133648,-142.692132007,-142.692132007,-142.660142514,-142.692132007,-142.578169438,-142.763108694,-142.69413135,-142.792099172,258.37,258.37,258.398,258.388,258.384,258.346,258.38,258.384,258.38,258.395,258.392,258.388,258.332,258.346,258.346,258.345,258.36,258.385,258.381,258.381,258.399,258.35,258.357,258.35,258.379,258.379,258.365,258.379,258.368,258.335,258.327,258.359
FLQS30RRGRWV,-29.4401378522,-29.4401378522,-29.4041499078,-29.4371388568,-29.4401378522,-29.4421371824,-29.4041499078,-29.4401378522,-29.4041499078,-29.406149238,-29.4051495729,-29.4371388568,-29.5161124015,-29.4421371824,-29.4421371824,-29.5111140759,-29.4741264664,-29.4391381871,-29.4031502427,-29.4431368476,-29.3701612936,-29.479124792,-29.4761257966,-29.479124792,-29.4411375173,-29.4411375173,-29.4391381871,-29.4411375173,-29.4101478985,-29.4771254617,-29.4811241222,-29.4771254617,-142.827473331,-142.827473331,-142.827473331,-142.861479158,-142.83347436,-142.795467847,-142.79046699,-142.83347436,-142.79046699,-142.792467333,-142.76146202,-142.861479158,-142.724455679,-142.795467847,-142.795467847,-142.860478987,-142.859478815,-142.82647316,-142.754460821,-142.793467504,-142.830473845,-142.758461506,-142.838475216,-142.758461506,-142.764462534,-142.764462534,-142.734457393,-142.764462534,-142.65244334,-142.798468361,-142.730456708,-142.865479844,258.341,258.341,258.355,258.345,258.342,258.338,258.352,258.342,258.352,258.352,258.35,258.345,258.304,258.338,258.338,258.317,258.331,258.342,258.35,258.337,258.369,258.321,258.328,258.321,258.336,258.336,258.334,258.336,258.339,258.325,258.318,258.33
FLQS30R2GRWV,-29.9693073672,-29.9693073672,-29.9312854094,-29.9643044781,-29.9673062116,-29.9693073672,-29.9322859873,-29.9673062116,-29.9322859873,-29.934287143,-29.9332865651,-29.9643044781,-30.0423495493,-29.9693073672,-29.9693073672,-30.038347238,-29.9993247023,-29.9663056337,-29.9322859873,-29.9703079451,-29.8962651852,-30.0043275915,-30.001325858,-30.0043275915,-29.9683067894,-29.9683067894,-29.9673062116,-29.9683067894,-29.9352877208,-30.0033270137,-30.007329325,-30.0033270137,-142.674699103,-142.674699103,-142.673699105,-142.708699031,-142.675699101,-142.641699173,-142.633699189,-142.675699101,-142.633699189,-142.637699181,-142.606699246,-142.708699031,-142.565699333,-142.641699173,-142.641699173,-142.70469904,-142.702699044,-142.671699109,-142.594699272,-142.635699185,-142.676699099,-142.605699248,-142.679699092,-142.605699248,-142.610699238,-142.610699238,-142.573699316,-142.610699238,-142.49569948,-142.641699173,-142.573699316,-142.710699027,258.275,258.275,258.289,258.279,258.276,258.272,258.286,258.276,258.286,258.285,258.283,258.279,258.238,258.272,258.272,258.251,258.265,258.276,258.282,258.271,258.303,258.256,258.263,258.256,258.27,258.27,258.267,258.27,258.274,258.259,258.252,258.264
FLQS30QXGRWV,-29.2914689921,-29.2914689921,-29.2964718049,-29.3284898069,-29.3314914946,-29.330490932,-29.2974723675,-29.3314914946,-29.2974723675,-29.2994734926,-29.2944706798,-29.3284898069,-29.3645100591,-29.330490932,-29.330490932,-29.3995297488,-29.3244875566,-29.330490932,-29.3344931823,-29.3324920571,-29.2994734926,-29.362508934,-29.3645100591,-29.362508934,-29.3314914946,-29.3314914946,-29.3324920571,-29.3314914946,-29.2924695547,-29.3665111842,-29.3655106217,-29.3615083714,-142.915961813,-142.915961813,-142.917962442,-142.950972827,-142.918962757,-142.884952057,-142.879950483,-142.918962757,-142.879950483,-142.880950798,-142.849941042,-142.950972827,-142.80692751,-142.884952057,-142.884952057,-142.946971568,-142.947971883,-142.915961813,-142.842938839,-142.881951113,-142.918962757,-142.846940098,-142.921963701,-142.846940098,-142.852941986,-142.852941986,-142.818931286,-142.852941986,-142.742907369,-142.884952057,-142.817930972,-142.953973771,258.523,258.523,258.521,258.511,258.507,258.505,258.518,258.507,258.518,258.517,258.516,258.511,258.486,258.505,258.505,258.484,258.512,258.508,258.5,258.504,258.52,258.49,258.495,258.49,258.503,258.503,258.499,258.503,258.509,258.492,258.486,258.499
FLQS30QPGRWV,-29.5368789369,-29.5368789369,-29.4998740772,-29.5288778862,-29.5338785429,-29.5368789369,-29.4958735519,-29.5338785429,-29.4958735519,-29.5018743399,-29.4988739459,-29.5288778862,-29.6068881309,-29.5368789369,-29.5368789369,-29.6048878682,-29.5688831399,-29.5348786742,-29.4928731578,-29.5368789369,-29.4588686922,-29.5698832712,-29.5678830085,-29.5698832712,-29.5348786742,-29.5348786742,-29.5278777548,-29.5348786742,-29.5008742086,-29.5698832712,-29.5728836652,-29.5728836652,-142.852555621,-142.852555621,-142.853556017,-142.843552056,-142.854556413,-142.818542155,-142.81454057,-142.854556413,-142.81454057,-142.816541362,-142.784528689,-142.843552056,-142.71049938,-142.818542155,-142.818542155,-142.881567106,-142.88056671,-142.851555224,-142.773524332,-142.813540174,-142.852555621,-142.780527104,-142.854556413,-142.780527104,-142.785529085,-142.785529085,-142.747514034,-142.785529085,-142.67248433,-142.817541758,-142.747514034,-142.889570275,258.307,258.307,258.321,258.309,258.308,258.304,258.32,258.308,258.32,258.318,258.316,258.309,258.268,258.304,258.304,258.283,258.297,258.308,258.318,258.304,258.337,258.288,258.295,258.288,258.302,258.302,258.302,258.302,258.306,258.291,258.285,258.296
FLQS30QMGRWV,-29.4711838133,-29.4711838133,-29.4331680971,-29.4641809182,-29.4681825726,-29.4691829862,-29.4271656156,-29.4681825726,-29.4271656156,-29.4331680971,-29.4331680971,-29.4641809182,-29.5432135915,-29.4691829862,-29.4691829862,-29.5402123507,-29.5041974617,-29.467182159,-29.4251647884,-29.4681825726,-29.3931515537,-29.5041974617,-29.5031970481,-29.5041974617,-29.4681825726,-29.4681825726,-29.4991953937,-29.4681825726,-29.4731846405,-29.5041974617,-29.5101999432,-29.508199116,-142.822030131,-142.822030131,-142.822030131,-142.816028996,-142.826030889,-142.791024263,-142.785023128,-142.826030889,-142.785023128,-142.787023506,-142.718010445,-142.816028996,-142.685004198,-142.791024263,-142.791024263,-142.817029185,-142.854036189,-142.822030131,-142.710008931,-142.787023506,-142.823030321,-142.756017638,-142.830031646,-142.756017638,-142.762018774,-142.762018774,-142.726011959,-142.762018774,-142.646997005,-142.790024074,-142.724011581,-142.862037703,258.336,258.336,258.351,258.338,258.337,258.334,258.35,258.337,258.35,258.348,258.342,258.338,258.297,258.334,258.334,258.309,258.326,258.338,258.345,258.334,258.366,258.318,258.324,258.318,258.332,258.332,258.318,258.332,258.321,258.321,258.313,258.325
FLQS30Q9GRWY,-29.3843513877,-29.3843513877,-29.3472891412,-29.3803446584,-29.3833497054,-29.3863547524,-29.3442840942,-29.3833497054,-29.3442840942,-29.3512958706,-29.3502941882,-29.3803446584,-29.4624826101,-29.3863547524,-29.3863547524,-29.4554708337,-29.4184085872,-29.3833497054,-29.3452857766,-29.3903614818,-29.3102268947,-29.4214136342,-29.4614809278,-29.4214136342,-29.3863547524,-29.3863547524,-29.3773396114,-29.3863547524,-29.3472891412,-29.4624826101,-29.4634842924,-29.4214136342,-142.85753172,-142.85753172,-142.86053127,-142.889526912,-142.86053127,-142.822536979,-142.816537881,-142.86053127,-142.816537881,-142.824536679,-142.791541637,-142.889526912,-142.744548699,-142.822536979,-142.822536979,-142.890526762,-142.888527063,-142.85753172,-142.777543741,-142.816537881,-142.861531119,-142.785542539,-142.906524358,-142.785542539,-142.791541637,-142.791541637,-142.797540736,-142.791541637,-142.720552305,-142.870529767,-142.798540586,-142.894526161,258.379,258.379,258.394,258.384,258.38,258.376,258.392,258.38,258.392,258.39,258.387,258.384,258.34,258.376,258.376,258.355,258.369,258.38,258.388,258.374,258.408,258.36,258.354,258.36,258.374,258.374,258.377,258.374,258.383,258.351,258.345,258.368
FLQS30Q9GRWV,-29.1352679461,-29.1352679461,-29.0972649879,-29.1312676348,-29.1312676348,-29.1332677904,-29.0882642873,-29.1312676348,-29.0882642873,-29.1482689582,-29.0992651436,-29.1312676348,-29.2072735512,-29.1332677904,-29.1332677904,-29.2052733955,-29.1662703594,-29.1292674791,-29.0872642094,-29.1322677126,-29.057261874,-29.1722708265,-29.1672704373,-29.1722708265,-29.1322677126,-29.1322677126,-29.1242670898,-29.1322677126,-29.0982650658,-29.1682705151,-29.1732709044,-29.169270593,-142.803549554,-142.803549554,-142.802549214,-142.834560096,-142.840562137,-142.771538671,-142.769537991,-142.840562137,-142.769537991,-142.806550574,-142.742528808,-142.834560096,-142.703515545,-142.771538671,-142.771538671,-142.87057234,-142.835560437,-142.837561117,-142.736526768,-142.804549894,-142.802549214,-142.770538331,-142.846564178,-142.770538331,-142.741528468,-142.741528468,-142.745529828,-142.741528468,-142.663501941,-142.808551254,-142.741528468,-142.839561797,258.487,258.487,258.501,258.491,258.491,258.485,258.502,258.491,258.502,258.482,258.496,258.491,258.451,258.485,258.485,258.465,258.477,258.492,258.5,258.488,258.517,258.47,258.478,258.47,258.483,258.483,258.487,258.483,258.49,258.475,258.467,258.476
